SNP,PPI,DRUG,pQTL_protein,pQTL_protein_name,Chromosome,piQTL_peak,piQTL_left,piQTL_right,pQTL_peak,pQTL_left,pQTL_right,piQTL_EFFECTSIZE,piQTL_pvalue,piQTL_FDR,pQTL_effect,pQTL_gene_dist,pQTL_cis,peak_distance,is_piQTL_peak_in_pQTL,is_pQTL_peak_in_piQTL,piQTL_locus_id,piQTL_locus_gene,piQTL_locus_description
10190,ADE17_PGM2,5-FC,YPL031C,PHO85; SSG3,Chr15,171150,165912,185252,179652,165912,185951,-0.58077282,4.172007032,0.018957392,0.212626448,inf,False,8502,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YBR106W,PHO88; SND3,Chr15,171150,165912,185252,180978,168199,185951,-0.58077282,4.172007032,0.018957392,0.229723038,inf,False,9828,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YPR160W,GPH1,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.426034439,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YGR086C,PIL1,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.330867308,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YGR086C,PIL1,Chr15,171150,165912,185252,181071,168199,185951,-0.58077282,4.172007032,0.018957392,0.173535021,inf,False,9921,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YPR127W,YPR127W,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.167868888,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YKL152C,GPM1; GPM,Chr15,171150,165912,185252,173340,165912,184082,-0.58077282,4.172007032,0.018957392,0.17084543,inf,False,2190,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YDL021W,GPM2,Chr15,171150,165912,185252,170944,165912,184082,-0.58077282,4.172007032,0.018957392,0.160387956,inf,False,206,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YGL037C,PNC1,Chr15,171150,165912,185252,173340,165912,184082,-0.58077282,4.172007032,0.018957392,0.283829742,inf,False,2190,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YER133W,GLC7,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.266334988,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YER089C,PTC2,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.255571326,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YNL044W,YIP3; PRA1,Chr15,171150,165912,185252,180978,168199,185951,-0.58077282,4.172007032,0.018957392,0.147991536,inf,False,9828,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YOR323C,PRO2,Chr15,171150,165912,185252,171150,165912,184082,-0.58077282,4.172007032,0.018957392,0.15943225,750382.0,False,0,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YDR300C,PRO1,Chr15,171150,165912,185252,184082,170347,185951,-0.58077282,4.172007032,0.018957392,0.185421954,inf,False,12932,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YGL120C,PRP43,Chr15,171150,165912,185252,181071,168199,185951,-0.58077282,4.172007032,0.018957392,0.23222533,inf,False,9921,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YEL060C,PRB1,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.213189547,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YBL064C,PRX1,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.317637441,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YJL079C,PRY1,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.422740448,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YOL038W,PRE6,Chr15,171150,165912,185252,168592,165912,181071,-0.58077282,4.172007032,0.018957392,0.233970668,86744.0,False,2558,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YGR253C,PUP2; DOA5,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.196510868,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YDR032C,PST2,Chr15,171150,165912,185252,169414,165912,181071,-0.58077282,4.172007032,0.018957392,0.262764084,inf,False,1736,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YJR034W,PET191,Chr15,171150,165912,185252,173340,165912,184082,-0.58077282,4.172007032,0.018957392,0.216037091,inf,False,2190,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YJR019C,TES1; PTE1,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.261885974,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YNL016W,PUB1; RNP1,Chr15,171150,165912,185252,172074,165912,184082,-0.58077282,4.172007032,0.018957392,0.177295371,inf,False,924,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YMR300C,ADE4,Chr15,171150,165912,185252,181071,168199,185951,-0.58077282,4.172007032,0.018957392,0.240831578,inf,False,9921,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YGL234W,"ADE5,7",Chr15,171150,165912,185252,181071,168199,185951,-0.58077282,4.172007032,0.018957392,0.312501681,inf,False,9921,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YDR408C,ADE8,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.169989937,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YGR061C,ADE6,Chr15,171150,165912,185252,172102,165912,184082,-0.58077282,4.172007032,0.018957392,0.342168599,inf,False,952,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YOR128C,ADE2,Chr15,171150,165912,185252,168199,165912,181071,-0.58077282,4.172007032,0.018957392,0.165613026,396278.0,False,2951,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YLR359W,ADE13,Chr15,171150,165912,185252,172074,165912,184082,-0.58077282,4.172007032,0.018957392,0.321051024,inf,False,924,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YLR028C,ADE16,Chr15,171150,165912,185252,172102,165912,184082,-0.58077282,4.172007032,0.018957392,0.248739851,inf,False,952,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YMR120C,ADE17,Chr15,171150,165912,185252,171150,165912,184082,-0.58077282,4.172007032,0.018957392,0.110732757,inf,False,0,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YNL220W,ADE12,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.241425863,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YHR037W,PUT2,Chr15,171150,165912,185252,170347,165912,184082,-0.58077282,4.172007032,0.018957392,0.206653805,inf,False,803,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YLR196W,PWP1,Chr15,171150,165912,185252,168199,165912,181071,-0.58077282,4.172007032,0.018957392,0.159184483,inf,False,2951,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YGL062W,PYC1; PYV,Chr15,171150,165912,185252,173340,165912,184082,-0.58077282,4.172007032,0.018957392,0.232177049,inf,False,2190,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YJL130C,URA2,Chr15,171150,165912,185252,180876,168199,185951,-0.58077282,4.172007032,0.018957392,0.16591775,inf,False,9726,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YLR420W,URA4,Chr15,171150,165912,185252,179652,165912,185951,-0.58077282,4.172007032,0.018957392,0.304896541,inf,False,8502,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YKL216W,URA1,Chr15,171150,165912,185252,173340,165912,184082,-0.58077282,4.172007032,0.018957392,0.165514411,inf,False,2190,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YBL045C,COR1; QCR1,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.324110982,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YPR191W,QCR2,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.336116239,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YDR529C,QCR7,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.28492906,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YNL216W,RAP1,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.188600534,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YNL098C,RAS2,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.324126271,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YAL036C,RBG1; FUN11,Chr15,171150,165912,185252,180978,168199,185951,-0.58077282,4.172007032,0.018957392,0.197890852,inf,False,9828,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YLR248W,RCK2,Chr15,171150,165912,185252,172102,165912,184082,-0.58077282,4.172007032,0.018957392,0.171133592,inf,False,952,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YOR285W,RDL1,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.24740354,677963.0,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YIL118W,RHO3,Chr15,171150,165912,185252,172102,165912,184082,-0.58077282,4.172007032,0.018957392,0.278399368,inf,False,952,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YCR028C-A,RIM1,Chr15,171150,165912,185252,173340,165912,184082,-0.58077282,4.172007032,0.018957392,0.217196272,inf,False,2190,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YLR061W,RPL22A,Chr15,171150,165912,185252,179652,165912,185951,-0.58077282,4.172007032,0.018957392,0.153231676,inf,False,8502,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YOL127W,RPL25,Chr15,171150,165912,185252,172074,165912,184082,-0.58077282,4.172007032,0.018957392,0.147881233,90884.0,False,924,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YGL103W,RPL28; CYH2,Chr15,171150,165912,185252,181071,168199,185951,-0.58077282,4.172007032,0.018957392,0.284088041,inf,False,9921,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YOR234C,RPL33B; RPL37B,Chr15,171150,165912,185252,183037,170347,185951,-0.58077282,4.172007032,0.018957392,0.172370284,595519.0,False,11887,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YML073C,RPL6A,Chr15,171150,165912,185252,180876,168199,185951,-0.58077282,4.172007032,0.018957392,0.14888621,inf,False,9726,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YGL076C,RPL7A,Chr15,171150,165912,185252,179652,165912,185951,-0.58077282,4.172007032,0.018957392,0.295262184,inf,False,8502,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YPL198W,RPL7B,Chr15,171150,165912,185252,173340,165912,184082,-0.58077282,4.172007032,0.018957392,0.263621465,inf,False,2190,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YLL045C,RPL8B,Chr15,171150,165912,185252,179652,165912,185951,-0.58077282,4.172007032,0.018957392,0.251450638,inf,False,8502,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YLR340W,,Chr15,171150,165912,185252,168592,165912,181071,-0.58077282,4.172007032,0.018957392,0.150338684,inf,False,2558,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YOL039W,,Chr15,171150,165912,185252,166369,165912,179652,-0.58077282,4.172007032,0.018957392,0.172794535,87927.0,False,4781,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YDR091C,RLI1,Chr15,171150,165912,185252,183037,170347,185951,-0.58077282,4.172007032,0.018957392,0.166413494,inf,False,11887,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
