SNP,LD050_ID,PPI,DRUG,chromosome,piQTL_peak,piQTL_left,piQTL_right,piQTL_EFFECTSIZE,piQTL_pvalue,piQTL_FDR,piQTL_locus_id,piQTL_locus_gene,piQTL_locus_description,cis_trans
11912,LD050_2420,SNA4_GTR2,noDrug,16,839159,839159,840560,-0.599303383,4.076259548,0.023025851,YPR156C,TPO3,"""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; TPO3 has a paralog ; TPO2 ; that arose from the whole genome duplication""",trans
11912,LD050_2420,SRO9_DHH1,5-FC,16,839159,839159,840560,-0.615281024,4.196600593,0.018011452,YPR156C,TPO3,"""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; TPO3 has a paralog ; TPO2 ; that arose from the whole genome duplication""",trans
11912,LD050_2420,SRO9_DHH1,Fluconazole,16,839159,839159,840560,-0.599364134,3.721465006,0.046202442,YPR156C,TPO3,"""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; TPO3 has a paralog ; TPO2 ; that arose from the whole genome duplication""",trans
11912,LD050_2420,SRO9_DHH1,noDrug,16,839159,839159,840560,-0.647679439,5.07034388,0.002773577,YPR156C,TPO3,"""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; TPO3 has a paralog ; TPO2 ; that arose from the whole genome duplication""",trans
11912,LD050_2420,SRO9_GIS2,noDrug,16,839159,839159,840560,-0.453800695,3.776763296,0.041574631,YPR156C,TPO3,"""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; TPO3 has a paralog ; TPO2 ; that arose from the whole genome duplication""",trans
11912,LD050_2420,SSH1_ERV25,noDrug,16,839159,839159,840560,-0.635611298,3.729156904,0.04554852,YPR156C,TPO3,"""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; TPO3 has a paralog ; TPO2 ; that arose from the whole genome duplication""",trans
11912,LD050_2420,TPO1_MID2,5-FC,16,839159,839159,840560,-0.593205405,3.988998748,0.02736989,YPR156C,TPO3,"""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; TPO3 has a paralog ; TPO2 ; that arose from the whole genome duplication""",trans
11912,LD050_2420,TPO1_MID2,Trifluoperazine,16,839159,839159,840560,-0.577614784,4.033567448,0.02505106,YPR156C,TPO3,"""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; TPO3 has a paralog ; TPO2 ; that arose from the whole genome duplication""",trans
11912,LD050_2420,TPO1_MID2,noDrug,16,839159,839159,840560,-0.5825046,4.306903564,0.014325573,YPR156C,TPO3,"""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; TPO3 has a paralog ; TPO2 ; that arose from the whole genome duplication""",trans
11912,LD050_2420,TPO1_TCB2,noDrug,16,839159,839159,840560,-0.54050099,3.99379526,0.027102172,YPR156C,TPO3,"""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; TPO3 has a paralog ; TPO2 ; that arose from the whole genome duplication""",trans
11912,LD050_2420,TPO1_TPO2,Trifluoperazine,16,839159,839159,840560,-0.589532773,3.736634263,0.044911856,YPR156C,TPO3,"""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; TPO3 has a paralog ; TPO2 ; that arose from the whole genome duplication""",trans
11918,LD050_2421,ADE17_PGM2,Fluconazole,16,840653,840628,840653,-0.645895206,3.876686245,0.034211267,XUT_16F-339,,ncRNA_UNB,trans
11918,LD050_2421,ALO1_ADE17,Metformin,16,840653,840628,840653,-0.794341768,3.970754924,0.028402153,XUT_16F-339,,ncRNA_UNB,trans
11918,LD050_2421,ALO1_UIP4,Fluconazole,16,840653,840628,840653,-0.931055407,4.377758075,0.012331034,XUT_16F-339,,ncRNA_UNB,trans
11917,LD050_2421,ERG11_ACF2,Metformin,16,840628,840628,840653,-1.000995361,3.862928731,0.035170924,XUT_16F-339,,ncRNA_UNB,trans
11918,LD050_2421,ERG11_ERG5,Fluconazole,16,840653,840628,840653,-0.635726349,3.919813102,0.031414576,XUT_16F-339,,ncRNA_UNB,trans
11917,LD050_2421,ERG11_ORM2,5-FC,16,840628,840628,840653,-0.911267845,3.839282568,0.03682888,XUT_16F-339,,ncRNA_UNB,trans
11918,LD050_2421,ERV25_UIP4,5-FC,16,840653,840628,840653,-0.938835779,3.766184733,0.042433148,XUT_16F-339,,ncRNA_UNB,trans
11917,LD050_2421,FMP45_MID2,Metformin,16,840628,840628,840653,-0.988807469,4.013119532,0.026107478,XUT_16F-339,,ncRNA_UNB,trans
11918,LD050_2421,HUG1_ALO1,5-FC,16,840653,840628,840653,-1.039640361,3.922097636,0.031284745,XUT_16F-339,,ncRNA_UNB,trans
11917,LD050_2421,MID2_RSN1,noDrug,16,840628,840628,840653,-0.998436769,4.128002296,0.020736625,XUT_16F-339,,ncRNA_UNB,trans
11918,LD050_2421,MID2_TPO2,noDrug,16,840653,840628,840653,-0.729418988,3.946267491,0.029820748,XUT_16F-339,,ncRNA_UNB,trans
11918,LD050_2421,PLM2_HNM1,5-FC,16,840653,840628,840653,-1.032166623,5.226188124,0.001971712,XUT_16F-339,,ncRNA_UNB,trans
11917,LD050_2421,PLM2_HNM1,Metformin,16,840628,840628,840653,-1.030689759,4.019305732,0.025771637,XUT_16F-339,,ncRNA_UNB,trans
11917,LD050_2421,PLM2_HNM1,noDrug,16,840628,840628,840653,-1.277505178,4.808129908,0.004902995,XUT_16F-339,,ncRNA_UNB,trans
11917,LD050_2421,PMC1_CTR2,5-FC,16,840628,840628,840653,-1.263660715,3.97820271,0.027982862,XUT_16F-339,,ncRNA_UNB,trans
11917,LD050_2421,SRO9_DHH1,noDrug,16,840628,840628,840653,-1.098545162,3.919333002,0.031443808,XUT_16F-339,,ncRNA_UNB,trans
11921,LD050_2422,ADE17_PGM2,Fluconazole,16,842949,841449,850422,-0.462008284,4.309813446,0.014240977,YPR158W_NFR/NDR,CUR1,fragile,trans
11921,LD050_2422,ALO1_ADE17,Trifluoperazine,16,842949,841449,850422,-0.603890739,3.886156065,0.033582147,YPR158W_NFR/NDR,CUR1,fragile,trans
11922,LD050_2422,ALO1_ADE17,noDrug,16,843618,841449,850422,-0.665145537,3.864651396,0.035054177,YPR158W,CUR1,"""Sorting factor ; central regulator of spatial protein quality control; physically and functionally interacts with chaperones to promote sorting and deposition of misfolded proteins into cytosolic compartments; involved in destabilization of [URE3] prions; CUR1 has a paralog ; BTN2 ; that arose from the whole genome duplication""",trans
11920,LD050_2422,ALO1_HYR1,noDrug,16,841684,841449,850422,-0.586828911,4.198135252,0.017951568,YPR157W,TDA6,"""Putative protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation; null mutant is sensitive to expression of the top1-T722A allele; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; TDA6 has a paralog ; VPS62 ; that arose from the whole genome duplication""",trans
11924,LD050_2422,ERG11_ACF2,5-FC,16,850422,841449,850422,-0.559079149,4.062837863,0.023666865,YPRCdelta22,YPRCdelta22,"""Ty1 LTR""",trans
11921,LD050_2422,ERG11_ACF2,noDrug,16,842949,841449,850422,-0.521706575,3.722808997,0.04611072,YPR158W_NFR/NDR,CUR1,fragile,trans
11921,LD050_2422,ERG11_ERG5,Fluconazole,16,842949,841449,850422,-0.442645641,4.152992535,0.01971813,YPR158W_NFR/NDR,CUR1,fragile,trans
11924,LD050_2422,ERG11_ORM2,5-FC,16,850422,841449,850422,-0.543281492,5.254650699,0.001852063,YPRCdelta22,YPRCdelta22,"""Ty1 LTR""",trans
11921,LD050_2422,ERG11_ORM2,Trifluoperazine,16,842949,841449,850422,-0.548704771,5.232003705,0.001947734,YPR158W_NFR/NDR,CUR1,fragile,trans
11920,LD050_2422,ERG27_ACF2,noDrug,16,841684,841449,850422,-0.601504468,4.089672881,0.022406199,YPR157W,TDA6,"""Putative protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation; null mutant is sensitive to expression of the top1-T722A allele; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; TDA6 has a paralog ; VPS62 ; that arose from the whole genome duplication""",trans
11924,LD050_2422,ERV25_UIP4,5-FC,16,850422,841449,850422,-0.675008049,4.344156503,0.013242667,YPRCdelta22,YPRCdelta22,"""Ty1 LTR""",trans
11920,LD050_2422,FMP45_MEP1,5-FC,16,841684,841449,850422,-0.683284924,4.646643765,0.006948338,YPR157W,TDA6,"""Putative protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation; null mutant is sensitive to expression of the top1-T722A allele; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; TDA6 has a paralog ; VPS62 ; that arose from the whole genome duplication""",trans
11924,LD050_2422,HNM1_TPO4,noDrug,16,850422,841449,850422,-0.536111465,3.696925632,0.048431006,YPRCdelta22,YPRCdelta22,"""Ty1 LTR""",trans
11920,LD050_2422,HUG1_ALO1,5-FC,16,841684,841449,850422,-0.709829479,4.076426026,0.023018717,YPR157W,TDA6,"""Putative protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation; null mutant is sensitive to expression of the top1-T722A allele; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; TDA6 has a paralog ; VPS62 ; that arose from the whole genome duplication""",trans
11921,LD050_2422,HUG1_PGM2,noDrug,16,842949,841449,850422,-0.676226523,3.784484266,0.04098659,YPR158W_NFR/NDR,CUR1,fragile,trans
11924,LD050_2422,MID2_MAM33,noDrug,16,850422,841449,850422,-0.647842736,3.997067713,0.026921821,YPRCdelta22,YPRCdelta22,"""Ty1 LTR""",trans
11921,LD050_2422,MID2_PIN2,Fluconazole,16,842949,841449,850422,-0.616278127,3.853408807,0.035845435,YPR158W_NFR/NDR,CUR1,fragile,trans
11924,LD050_2422,MID2_RSN1,noDrug,16,850422,841449,850422,-0.488307239,3.956064456,0.029264947,YPRCdelta22,YPRCdelta22,"""Ty1 LTR""",trans
11924,LD050_2422,MID2_TPO2,noDrug,16,850422,841449,850422,-0.474350063,3.807361655,0.039245072,YPRCdelta22,YPRCdelta22,"""Ty1 LTR""",trans
11920,LD050_2422,PLM2_HNM1,5-FC,16,841684,841449,850422,-0.758868475,6.23935276,0.000211208,YPR157W,TDA6,"""Putative protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation; null mutant is sensitive to expression of the top1-T722A allele; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; TDA6 has a paralog ; VPS62 ; that arose from the whole genome duplication""",trans
11920,LD050_2422,PLM2_HNM1,noDrug,16,841684,841449,850422,-0.752927786,6.410705176,0.000144389,YPR157W,TDA6,"""Putative protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation; null mutant is sensitive to expression of the top1-T722A allele; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; TDA6 has a paralog ; VPS62 ; that arose from the whole genome duplication""",trans
11920,LD050_2422,PMC1_CTR2,5-FC,16,841684,841449,850422,-0.743641544,5.257150895,0.001842088,YPR157W,TDA6,"""Putative protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation; null mutant is sensitive to expression of the top1-T722A allele; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; TDA6 has a paralog ; VPS62 ; that arose from the whole genome duplication""",trans
11924,LD050_2422,PMC1_GTR2,5-FC,16,850422,841449,850422,-0.682218472,4.731458354,0.005787206,YPRCdelta22,YPRCdelta22,"""Ty1 LTR""",trans
11920,LD050_2422,PMC1_GTR2,Metformin,16,841684,841449,850422,-0.502572736,3.749529597,0.043850313,YPR157W,TDA6,"""Putative protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation; null mutant is sensitive to expression of the top1-T722A allele; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; TDA6 has a paralog ; VPS62 ; that arose from the whole genome duplication""",trans
11924,LD050_2422,PMC1_GTR2,Trifluoperazine,16,850422,841449,850422,-0.732632448,4.913331557,0.003905542,YPRCdelta22,YPRCdelta22,"""Ty1 LTR""",trans
11924,LD050_2422,PMC1_GTR2,noDrug,16,850422,841449,850422,-0.691786992,4.696257463,0.006248176,YPRCdelta22,YPRCdelta22,"""Ty1 LTR""",trans
11924,LD050_2422,SRO9_DHH1,5-FC,16,850422,841449,850422,-0.565610023,3.74443081,0.044252215,YPRCdelta22,YPRCdelta22,"""Ty1 LTR""",trans
11924,LD050_2422,SRO9_DHH1,noDrug,16,850422,841449,850422,-0.603866118,4.629568751,0.007205127,YPRCdelta22,YPRCdelta22,"""Ty1 LTR""",trans
11920,LD050_2422,TPO1_MID2,5-FC,16,841684,841449,850422,-0.602117975,4.194308917,0.018095773,YPR157W,TDA6,"""Putative protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation; null mutant is sensitive to expression of the top1-T722A allele; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; TDA6 has a paralog ; VPS62 ; that arose from the whole genome duplication""",trans
11921,LD050_2422,TPO1_MID2,Trifluoperazine,16,842949,841449,850422,-0.556396355,3.803868607,0.039495446,YPR158W_NFR/NDR,CUR1,fragile,trans
11924,LD050_2422,TPO1_MID2,noDrug,16,850422,841449,850422,-0.596075046,4.654161302,0.006836988,YPRCdelta22,YPRCdelta22,"""Ty1 LTR""",trans
11920,LD050_2422,TPO1_TCB2,5-FC,16,841684,841449,850422,-0.655428592,4.221733494,0.017108934,YPR157W,TDA6,"""Putative protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation; null mutant is sensitive to expression of the top1-T722A allele; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; TDA6 has a paralog ; VPS62 ; that arose from the whole genome duplication""",trans
11921,LD050_2422,TPO1_TCB2,Trifluoperazine,16,842949,841449,850422,-0.389201022,3.799884189,0.039797872,YPR158W_NFR/NDR,CUR1,fragile,trans
11921,LD050_2422,TPO1_TCB2,noDrug,16,842949,841449,850422,-0.557871461,4.258954153,0.015842703,YPR158W_NFR/NDR,CUR1,fragile,trans
11921,LD050_2422,TPO1_TPO2,Trifluoperazine,16,842949,841449,850422,-0.613611183,4.042727002,0.024608454,YPR158W_NFR/NDR,CUR1,fragile,trans
11921,LD050_2422,TPO1_TPO2,noDrug,16,842949,841449,850422,-0.65911489,3.878480417,0.034102047,YPR158W_NFR/NDR,CUR1,fragile,trans
11928,LD050_2424,ADE17_PGM2,Fluconazole,16,858824,857866,859953,-0.435472055,3.992186343,0.027186265,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11927,LD050_2424,ALO1_ADE17,Metformin,16,858788,857866,859953,-0.528265517,3.970853444,0.028397729,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11927,LD050_2424,ALO1_ADE17,Trifluoperazine,16,858788,857866,859953,-0.615787451,4.120969423,0.021035975,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11927,LD050_2424,ALO1_ADE17,noDrug,16,858788,857866,859953,-0.709918036,4.347319332,0.013155844,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11929,LD050_2424,ALO1_HYR1,5-FC,16,859747,857866,859953,-0.571681977,4.258683312,0.015851366,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11929,LD050_2424,ALO1_HYR1,noDrug,16,859747,857866,859953,-0.620089713,4.636093439,0.007103978,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11928,LD050_2424,ALO1_UIP4,Trifluoperazine,16,858824,857866,859953,-0.564796447,3.735287176,0.045024821,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11928,LD050_2424,ALO1_UIP4,noDrug,16,858824,857866,859953,-0.602280302,3.694721086,0.048614762,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11928,LD050_2424,ERG11_ACF2,5-FC,16,858824,857866,859953,-0.57794965,4.316384531,0.014041324,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11926,LD050_2424,ERG11_ERG5,Fluconazole,16,857866,857866,859953,-0.425632944,3.980206583,0.027865952,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11928,LD050_2424,ERG11_ORM2,5-FC,16,858824,857866,859953,-0.566592565,5.684427976,0.000719952,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11928,LD050_2424,ERG11_ORM2,Trifluoperazine,16,858824,857866,859953,-0.539724324,5.229965808,0.0019562,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11928,LD050_2424,ERG11_ORM2,noDrug,16,858824,857866,859953,-0.571165712,4.312163777,0.014168524,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11928,LD050_2424,ERG27_ACF2,5-FC,16,858824,857866,859953,-0.57734552,3.965830915,0.028689313,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11929,LD050_2424,ERG27_ACF2,noDrug,16,859747,857866,859953,-0.631895233,4.467697211,0.010173466,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11928,LD050_2424,ERV25_UIP4,5-FC,16,858824,857866,859953,-0.755511415,5.337112642,0.001545679,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11928,LD050_2424,ERV25_UIP4,Trifluoperazine,16,858824,857866,859953,-0.597855781,3.862729441,0.035183067,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11928,LD050_2424,ERV25_UIP4,noDrug,16,858824,857866,859953,-0.656532189,3.890376629,0.033311753,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11928,LD050_2424,FMP45_MEP1,5-FC,16,858824,857866,859953,-0.733608206,5.361878778,0.001464329,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11928,LD050_2424,FMP45_MID2,5-FC,16,858824,857866,859953,-0.593536576,3.692126844,0.048852532,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11929,LD050_2424,HNM1_ERG11,5-FC,16,859747,857866,859953,-0.650872451,4.203955394,0.017743925,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11929,LD050_2424,HNM1_ERG11,Trifluoperazine,16,859747,857866,859953,-0.613976184,4.190990187,0.018216645,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11928,LD050_2424,HNM1_ERG11,noDrug,16,858824,857866,859953,-0.659066254,4.589107809,0.007855577,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11928,LD050_2424,HNM1_MID2,noDrug,16,858824,857866,859953,-0.579791634,4.02837335,0.025310303,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11929,LD050_2424,HNM1_TPO4,5-FC,16,859747,857866,859953,-0.554005799,3.715668621,0.046710698,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11929,LD050_2424,HNM1_TPO4,noDrug,16,859747,857866,859953,-0.594163026,4.386397339,0.012108185,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11928,LD050_2424,HUG1_ALO1,5-FC,16,858824,857866,859953,-0.723604089,4.275370572,0.015312772,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11929,LD050_2424,HUG1_ALO1,noDrug,16,859747,857866,859953,-0.696497203,4.215884574,0.01731581,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11927,LD050_2424,HUG1_PGM2,noDrug,16,858788,857866,859953,-0.681811535,3.932772616,0.030623711,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11928,LD050_2424,MID2_MAM33,Trifluoperazine,16,858824,857866,859953,-0.608543407,3.680540496,0.04994521,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11928,LD050_2424,MID2_MAM33,noDrug,16,858824,857866,859953,-0.703393014,4.638104657,0.0070729,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11929,LD050_2424,MID2_PIN2,Fluconazole,16,859747,857866,859953,-0.647336932,4.273331896,0.015376507,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
11928,LD050_2424,MID2_PIN2,Trifluoperazine,16,858824,857866,859953,-0.511649288,3.803376926,0.039532205,YPR159W,KRE6,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",trans
