iteration,overlap_pqtl,overlap_eqtl,overlap_both
3213,21,24,6
3214,21,29,4
3215,25,36,11
3216,23,33,6
3217,25,33,11
3218,24,25,6
3219,24,24,5
3220,24,36,9
3221,18,35,7
3222,30,32,4
3223,28,31,7
3224,28,23,5
3225,28,36,9
3226,28,37,7
3227,33,31,8
3228,26,24,4
3229,23,33,6
3230,25,29,8
3231,27,35,8
3232,30,25,6
3233,13,30,4
3234,23,31,4
3235,24,35,5
3236,29,30,8
3237,28,29,6
3238,26,29,10
3239,29,24,5
3240,35,39,12
3241,23,19,4
3242,26,22,4
3243,19,21,3
3244,21,22,2
3245,19,24,5
3246,26,25,8
3247,24,19,3
3248,29,27,5
3249,36,26,13
3250,27,27,7
3251,28,31,5
3252,23,25,6
3253,14,27,4
3254,23,31,9
3255,13,29,3
3256,27,36,11
3257,15,26,2
3258,32,28,4
3259,24,28,4
3260,21,27,5
3261,27,26,4
3262,22,26,8
3263,27,24,3
3264,25,32,6
3265,20,21,4
3266,29,36,7
3267,19,27,4
3268,33,25,6
3269,30,26,7
3270,25,33,13
3271,21,24,5
3272,22,29,5
3273,22,33,5
3274,33,31,6
3275,29,34,9
3276,33,28,8
3277,20,33,5
3278,27,28,6
3279,19,31,6
3280,24,22,5
3281,25,26,7
3282,18,34,3
3283,18,21,6
3284,32,31,7
3285,16,26,2
3286,20,27,2
3287,22,25,3
3288,31,24,5
3289,31,21,8
3290,28,25,8
3291,22,26,8
3292,27,29,5
3293,28,35,7
3294,33,31,10
3295,32,28,9
3296,20,36,7
3297,27,28,10
3298,21,29,8
3299,20,27,6
3300,21,21,4
3301,22,31,7
3302,17,21,4
3303,28,32,10
3304,26,26,6
3305,29,27,9
3306,29,30,9
3307,32,33,12
3308,28,28,12
3309,16,28,4
3310,23,27,7
3311,27,13,5
3312,24,21,6
3313,30,29,5
3314,29,27,9
3315,21,22,4
3316,22,23,2
3317,26,22,7
3318,21,25,6
3319,26,23,7
3320,20,31,6
3321,25,35,5
3322,28,30,8
3323,24,33,5
3324,32,21,4
3325,27,32,5
3326,23,30,4
3327,24,21,5
3328,25,29,6
3329,25,23,7
3330,26,32,8
3331,34,32,8
3332,22,26,8
3333,23,34,8
3334,21,26,6
3335,35,33,8
3336,31,22,8
3337,27,27,6
3338,32,30,10
3339,20,23,3
3340,32,21,4
3341,28,21,8
3342,20,31,7
3343,25,35,12
3344,29,29,6
3345,29,27,7
3346,22,30,5
3347,19,31,6
3348,18,24,4
3349,17,29,5
3350,28,30,7
3351,27,23,6
3352,23,23,4
3353,19,20,3
3354,25,23,5
3355,19,31,5
3356,23,28,9
3357,27,20,5
3358,22,19,1
3359,23,27,5
3360,26,29,6
3361,26,29,10
3362,27,30,10
3363,21,29,6
3364,19,22,1
3365,22,27,2
3366,20,16,3
3367,20,35,7
3368,26,29,6
3369,24,36,5
3370,28,26,9
3371,25,30,6
3372,29,29,9
3373,29,25,7
3374,20,25,4
3375,25,34,5
3376,24,26,9
3377,23,26,3
3378,29,28,9
3379,27,24,4
3380,30,29,8
3381,29,28,6
3382,26,28,4
3383,32,27,6
3384,21,34,5
3385,21,34,8
3386,28,33,12
3387,15,17,4
3388,31,24,9
3389,19,31,7
3390,23,29,6
3391,26,23,5
3392,31,27,8
3393,19,27,5
3394,22,22,5
3395,27,23,5
3396,29,33,9
3397,31,21,7
3398,24,29,7
3399,30,35,9
3400,24,34,6
3401,29,22,6
3402,21,38,10
3403,25,25,4
3404,28,22,3
3405,29,27,7
3406,20,35,8
3407,26,22,2
3408,25,32,7
3409,19,18,4
3410,30,28,9
3411,18,34,7
3412,23,20,6
3413,23,22,6
3414,22,26,5
3415,21,28,4
3416,25,32,5
3417,24,30,5
3418,28,31,9
3419,18,34,6
3420,26,30,7
3421,22,26,6
3422,21,31,4
3423,25,24,5
3424,24,17,5
3425,23,24,2
3426,26,26,4
3427,30,28,9
3428,22,24,6
3429,25,23,3
3430,25,28,6
3431,21,20,4
3432,18,33,8
3433,27,33,6
3434,25,27,4
3435,19,26,6
3436,18,30,5
3437,19,24,5
3438,26,32,11
3439,28,31,8
3440,28,28,10
3441,27,35,10
3442,32,22,4
3443,25,26,1
3444,21,23,4
3445,24,32,6
3446,30,31,11
3447,28,31,6
3448,25,31,6
3449,25,25,6
3450,20,23,4
3451,22,24,3
3452,22,17,4
3453,26,23,5
3454,22,30,3
3455,23,20,2
3456,19,26,3
3457,22,29,6
3458,28,29,5
3459,26,34,2
3460,32,17,4
3461,19,32,6
3462,28,34,10
3463,20,31,5
3464,24,32,6
3465,26,23,6
3466,24,28,9
3467,22,27,2
3468,22,18,5
3469,26,26,8
3470,28,25,6
3471,27,32,8
3472,27,19,3
3473,26,20,4
3474,25,32,6
3475,29,25,6
3476,20,27,6
3477,24,35,9
3478,26,35,6
3479,24,28,9
3480,24,28,7
3481,22,28,6
3482,27,32,7
3483,28,27,3
3484,18,22,3
3485,22,34,6
3486,23,29,8
3487,22,25,7
3488,28,33,6
3489,30,33,12
3490,21,28,7
3491,31,22,5
3492,24,31,7
3493,29,32,9
3494,26,29,6
3495,27,23,7
3496,26,23,3
3497,29,27,6
3498,20,27,1
3499,23,21,2
3500,29,26,6
3501,18,32,10
3502,23,34,9
3503,27,27,3
3504,24,32,9
3505,26,31,5
3506,25,34,7
3507,23,28,7
3508,22,26,3
3509,30,30,6
3510,20,25,6
3511,19,28,5
3512,20,30,3
3513,25,37,7
3514,24,25,7
3515,28,29,9
3516,23,25,6
3517,27,20,5
3518,29,28,10
3519,30,33,7
3520,27,28,9
3521,26,29,8
3522,24,27,8
3523,26,28,4
3524,26,33,6
3525,13,24,1
3526,21,29,7
3527,20,30,5
3528,24,28,5
3529,17,25,5
3530,24,29,7
3531,23,18,4
3532,26,34,10
3533,29,33,11
3534,27,30,8
3535,22,24,7
3536,26,24,4
3537,34,38,11
3538,20,19,6
3539,30,23,3
3540,30,27,8
3541,25,25,4
3542,15,20,3
3543,28,21,4
3544,32,24,8
3545,20,24,6
3546,24,31,6
3547,25,32,6
3548,21,31,6
3549,22,17,5
3550,17,23,4
3551,21,26,3
3552,17,23,4
3553,28,21,6
3554,22,25,6
3555,24,30,10
3556,19,29,7
3557,24,23,6
3558,22,27,3
3559,21,29,6
3560,20,33,6
3561,22,29,7
3562,27,21,8
3563,26,34,5
3564,26,24,5
3565,24,33,6
3566,29,32,8
3567,24,20,5
3568,26,31,7
3569,21,30,5
3570,18,33,4
3571,23,30,7
3572,22,27,4
3573,27,27,9
3574,34,22,8
3575,21,34,6
3576,23,34,6
3577,23,32,9
3578,36,24,10
3579,27,19,1
3580,18,26,3
3581,25,26,6
3582,25,27,6
3583,32,26,8
3584,23,28,5
3585,26,26,5
3586,21,29,3
3587,29,24,7
3588,21,27,6
3589,22,30,7
3590,17,25,4
3591,31,23,9
3592,27,26,7
3593,16,25,3
3594,23,25,4
3595,27,25,5
3596,17,28,6
3597,21,25,8
3598,23,31,7
3599,27,32,9
3600,35,34,9
3601,22,28,7
3602,31,22,7
3603,27,30,5
3604,23,28,7
3605,26,32,5
3606,22,24,6
3607,27,30,6
3608,23,26,6
3609,24,27,5
3610,24,24,3
3611,27,25,6
3612,21,33,8
3613,27,21,5
3614,27,34,9
3615,30,25,6
3616,25,33,10
3617,24,29,6
3618,21,29,6
3619,26,25,9
3620,26,29,9
3621,21,21,6
3622,24,33,5
3623,19,27,4
3624,32,26,4
3625,26,22,8
3626,26,25,8
3627,21,33,11
3628,33,29,7
3629,22,30,5
3630,24,27,1
3631,19,30,2
3632,25,29,6
3633,34,19,6
3634,22,23,4
3635,25,27,4
3636,24,27,6
3637,22,28,4
3638,24,29,7
3639,22,27,7
3640,21,25,2
3641,25,32,7
3642,23,20,4
3643,24,27,2
3644,25,27,5
3645,24,28,7
3646,13,25,1
3647,19,31,6
3648,25,30,7
3649,27,20,5
3650,23,22,7
3651,25,32,10
3652,27,26,5
3653,25,24,7
3654,23,27,4
3655,34,30,6
3656,27,31,8
3657,28,29,8
3658,30,20,4
3659,26,27,7
3660,17,35,5
3661,18,34,5
3662,27,32,11
3663,25,25,3
3664,22,26,8
3665,21,32,5
3666,24,33,8
3667,23,20,5
3668,21,20,4
3669,25,21,5
3670,27,15,3
3671,23,29,7
3672,25,24,4
3673,15,32,4
3674,22,31,6
3675,30,30,12
3676,21,30,5
3677,21,23,3
3678,28,26,11
3679,25,34,6
3680,24,33,9
3681,26,26,7
3682,21,24,2
3683,28,26,6
3684,24,26,6
3685,25,29,9
3686,25,25,3
3687,30,21,6
3688,21,20,6
3689,26,25,4
3690,23,29,4
3691,41,36,11
3692,26,26,3
3693,21,27,9
3694,21,37,7
3695,22,23,6
3696,26,27,4
3697,19,24,3
3698,20,27,6
3699,24,26,6
3700,25,30,9
3701,27,15,6
3702,29,35,8
3703,28,38,7
3704,24,34,8
3705,19,24,8
3706,28,33,12
3707,21,19,5
3708,37,29,9
3709,21,33,8
3710,22,24,4
3711,38,21,7
3712,23,24,9
3713,26,24,5
3714,26,29,7
3715,23,30,7
3716,17,23,3
3717,22,29,5
3718,15,24,0
3719,24,26,5
3720,26,23,2
3721,30,26,7
3722,20,32,6
3723,19,34,3
3724,19,24,5
3725,26,22,5
3726,24,21,4
3727,26,22,5
3728,22,23,6
3729,23,33,12
3730,27,29,8
3731,25,24,4
3732,24,25,9
3733,22,32,7
3734,22,23,5
3735,23,30,5
3736,24,28,5
3737,31,22,5
3738,20,30,4
3739,20,23,2
3740,32,38,9
3741,22,33,3
3742,19,36,6
3743,27,29,7
3744,24,31,4
3745,22,29,8
3746,24,35,9
3747,22,24,6
3748,23,28,4
3749,25,23,4
3750,24,19,3
3751,29,31,7
3752,19,19,3
3753,32,18,8
3754,27,31,8
3755,33,28,9
3756,29,33,10
3757,25,25,8
3758,28,30,7
3759,32,27,10
3760,23,28,8
3761,24,17,4
3762,18,29,4
3763,22,29,8
3764,20,30,6
3765,23,23,7
3766,22,26,5
3767,30,29,12
3768,26,30,10
3769,30,23,7
3770,27,29,10
3771,24,31,7
3772,31,30,9
3773,33,31,12
3774,26,28,7
3775,35,32,12
3776,28,29,9
3777,22,26,4
3778,23,32,9
3779,25,29,4
3780,31,27,7
3781,33,32,10
3782,25,32,6
3783,17,29,8
3784,24,31,9
3785,23,23,2
3786,21,29,4
3787,21,24,8
3788,20,28,4
3789,22,28,6
3790,25,33,8
3791,23,28,10
3792,21,27,2
3793,22,28,5
3794,23,20,4
3795,22,24,6
3796,23,31,4
3797,24,24,8
3798,26,33,2
3799,22,25,8
3800,25,22,3
3801,21,26,8
3802,25,34,7
3803,26,21,6
3804,18,19,2
3805,31,25,5
3806,25,21,4
3807,31,32,9
3808,22,19,2
3809,19,30,6
3810,24,28,5
3811,22,27,8
3812,26,31,11
3813,32,18,8
3814,19,26,7
3815,18,15,4
3816,23,33,7
3817,20,26,5
3818,33,27,7
3819,30,24,9
3820,19,22,4
3821,21,21,2
3822,30,27,6
3823,29,24,5
3824,19,25,3
3825,24,34,7
3826,23,23,5
3827,19,25,4
3828,22,29,3
3829,21,34,9
3830,28,28,8
3831,27,25,5
3832,22,31,6
3833,29,30,7
3834,19,23,5
3835,26,28,5
3836,30,20,8
3837,32,35,10
3838,29,30,6
3839,23,24,8
3840,23,26,8
3841,19,34,5
3842,20,20,6
3843,22,23,2
3844,35,30,10
3845,26,24,3
3846,21,28,3
3847,23,22,3
3848,24,21,6
3849,26,29,6
3850,21,29,4
3851,27,25,4
3852,25,32,6
3853,24,29,10
3854,32,31,11
3855,33,28,9
3856,25,35,9
3857,26,32,8
3858,26,31,6
3859,25,29,5
3860,22,25,6
3861,26,32,7
3862,23,31,6
3863,25,27,8
3864,28,27,9
3865,35,31,7
3866,20,35,7
3867,18,32,5
3868,27,25,6
3869,30,43,14
3870,24,27,8
3871,24,22,5
3872,20,29,7
3873,24,25,6
3874,18,30,2
3875,21,26,3
3876,22,20,4
3877,28,32,7
3878,20,24,3
3879,22,24,8
3880,26,31,4
3881,25,20,5
3882,25,22,4
3883,20,22,9
3884,28,22,4
3885,26,27,5
3886,28,35,9
3887,24,30,9
3888,23,27,5
3889,21,25,5
3890,26,26,7
3891,28,28,8
3892,21,26,6
3893,32,31,13
3894,27,27,7
3895,25,32,8
3896,33,27,5
3897,17,25,6
3898,23,31,7
3899,21,36,8
3900,25,25,5
3901,27,32,8
3902,22,23,3
3903,27,27,9
3904,32,24,6
3905,31,24,6
3906,20,20,4
3907,21,24,4
3908,33,19,7
3909,31,32,7
3910,29,34,11
3911,22,25,9
3912,15,25,4
3913,30,38,9
3914,28,26,5
3915,25,29,8
3916,23,29,6
3917,30,31,7
3918,21,25,8
3919,26,22,5
3920,21,21,6
3921,22,28,8
3922,25,33,8
3923,18,25,5
3924,25,33,7
3925,18,19,5
3926,19,23,4
3927,26,30,6
3928,19,29,10
3929,20,27,3
3930,27,30,5
3931,19,35,7
3932,19,32,4
3933,25,33,11
3934,23,27,7
3935,17,23,5
3936,18,32,5
3937,22,26,8
3938,26,28,6
3939,21,33,5
3940,26,18,9
3941,30,31,8
3942,32,30,11
3943,26,25,5
3944,23,37,12
3945,23,35,11
3946,25,25,7
3947,30,28,7
3948,25,26,6
3949,27,37,8
3950,20,17,2
3951,22,36,7
3952,28,31,9
3953,12,25,4
3954,28,29,7
3955,26,19,4
3956,19,21,2
3957,33,26,10
3958,22,27,7
3959,23,29,4
3960,24,26,7
3961,27,29,8
3962,21,21,2
3963,25,30,5
3964,17,28,3
3965,18,29,4
3966,21,19,4
3967,29,26,7
3968,32,32,8
3969,26,25,4
3970,34,26,7
3971,28,37,10
3972,23,25,4
3973,21,34,5
3974,23,30,4
3975,31,24,8
3976,25,22,7
3977,24,21,5
3978,20,27,4
3979,21,22,6
3980,35,25,7
3981,24,23,3
3982,27,27,6
3983,26,29,6
3984,26,30,10
3985,18,23,4
3986,26,29,6
3987,24,27,7
3988,25,28,6
3989,19,32,5
3990,25,20,4
3991,27,31,6
3992,32,34,11
3993,25,24,4
3994,26,32,8
3995,23,40,9
3996,28,23,5
3997,21,34,7
3998,17,31,3
3999,21,30,6
4000,24,24,3
4001,24,26,7
4002,32,26,5
4003,30,33,8
4004,22,30,8
4005,26,29,4
4006,22,31,8
4007,25,28,4
4008,26,28,8
4009,24,19,2
4010,27,31,8
4011,23,25,4
4012,24,26,4
4013,19,29,4
4014,22,32,10
4015,19,28,2
4016,24,30,6
4017,20,34,5
4018,21,35,2
4019,18,30,5
4020,26,22,6
4021,23,30,7
4022,33,29,10
4023,26,30,5
4024,22,24,3
4025,30,26,9
4026,26,18,4
4027,25,27,10
4028,24,27,5
4029,29,25,8
4030,32,22,10
4031,25,27,5
4032,29,29,4
4033,18,28,3
4034,25,31,9
4035,24,28,6
4036,34,27,7
4037,24,28,7
4038,29,25,5
4039,26,25,6
4040,16,25,2
4041,27,29,3
4042,24,28,3
4043,22,27,6
4044,28,29,9
4045,29,36,8
4046,26,21,6
4047,27,26,6
4048,25,28,4
4049,23,26,6
4050,20,26,3
4051,29,28,9
4052,30,41,13
4053,21,27,4
4054,26,28,9
4055,22,28,7
4056,19,17,5
4057,22,21,7
4058,29,23,5
4059,35,31,12
4060,19,27,5
4061,32,33,7
4062,24,31,5
4063,21,27,5
4064,26,34,5
4065,22,24,7
4066,20,29,7
4067,17,30,2
4068,28,32,15
4069,21,20,8
4070,22,27,8
4071,25,33,6
4072,19,33,3
4073,30,26,7
4074,28,25,4
4075,22,24,4
4076,33,22,11
4077,34,22,8
4078,27,25,7
4079,21,37,7
4080,19,30,3
4081,26,30,10
4082,28,30,9
4083,21,30,7
4084,24,29,4
4085,23,23,5
4086,25,25,3
4087,37,28,11
4088,19,24,5
4089,25,28,9
4090,28,26,3
4091,19,28,2
4092,29,34,10
4093,20,28,4
4094,28,30,5
4095,32,27,5
4096,24,28,4
4097,27,32,6
4098,25,25,4
4099,19,28,4
4100,26,32,6
4101,25,30,7
4102,26,40,6
4103,21,29,10
4104,28,35,9
4105,25,30,9
4106,18,30,6
4107,25,32,7
4108,17,24,6
4109,23,31,7
4110,28,29,7
4111,30,26,6
4112,21,34,6
4113,24,32,9
4114,26,21,3
4115,23,24,4
4116,28,36,10
4117,25,19,5
4118,34,34,10
4119,36,23,5
4120,21,32,6
4121,24,25,4
4122,21,26,8
4123,31,31,9
4124,16,40,2
4125,26,27,5
4126,18,24,4
4127,24,22,5
4128,24,27,10
4129,20,21,5
4130,25,28,6
4131,22,23,3
4132,24,32,6
4133,24,29,8
4134,20,33,8
4135,28,27,7
4136,25,30,6
4137,23,27,7
4138,21,25,9
4139,19,28,8
4140,26,25,9
4141,22,34,7
4142,27,26,4
4143,32,25,9
4144,29,28,6
4145,25,24,8
4146,23,22,4
4147,23,30,7
4148,20,26,5
4149,25,32,7
4150,27,31,6
4151,19,27,3
4152,24,29,4
4153,25,33,8
4154,32,20,8
4155,22,34,8
4156,31,28,12
4157,20,27,6
4158,23,37,7
4159,22,29,10
4160,25,21,6
4161,16,32,7
4162,25,30,9
4163,20,17,7
4164,33,26,10
4165,19,23,4
4166,27,19,4
4167,22,32,2
4168,24,26,7
4169,25,34,7
4170,19,31,5
4171,27,29,10
4172,18,19,3
4173,21,22,5
4174,22,24,6
4175,20,28,3
4176,26,30,7
4177,22,27,7
4178,18,28,8
4179,25,26,6
4180,27,29,6
4181,19,21,2
4182,24,28,6
4183,30,28,9
4184,19,25,3
4185,22,35,2
4186,23,32,5
4187,32,28,12
4188,20,27,3
4189,26,25,6
4190,28,36,7
4191,28,28,11
4192,32,24,6
4193,27,23,9
4194,27,26,8
4195,18,20,1
4196,23,28,6
4197,23,38,8
4198,28,26,5
4199,19,22,4
4200,25,31,6
4201,30,26,7
4202,24,30,6
4203,26,26,8
4204,25,30,6
4205,18,31,8
4206,26,23,4
4207,27,32,8
4208,25,27,10
4209,18,22,3
4210,25,20,5
4211,23,31,8
4212,21,28,7
4213,25,28,6
4214,28,32,8
4215,19,26,4
4216,28,21,4
4217,24,23,7
4218,20,25,4
4219,20,28,3
4220,29,26,5
4221,26,28,5
4222,25,26,6
4223,31,21,6
4224,26,32,9
4225,24,20,5
4226,21,29,9
4227,22,28,7
4228,20,37,8
4229,28,38,8
4230,24,32,6
4231,27,29,8
4232,21,32,6
4233,25,27,5
4234,30,29,5
4235,23,22,3
4236,20,25,5
4237,26,26,7
4238,15,36,5
4239,28,42,7
4240,27,27,9
4241,29,35,8
4242,27,23,8
4243,25,32,7
4244,25,23,5
4245,25,34,4
4246,17,27,3
4247,32,25,7
4248,18,26,5
4249,28,29,6
4250,24,28,9
4251,26,24,7
4252,26,21,6
4253,24,29,5
4254,23,22,5
4255,26,25,9
4256,26,22,5
4257,21,20,7
4258,24,26,7
4259,17,27,2
4260,26,26,8
4261,25,30,7
4262,28,32,10
4263,23,21,2
4264,21,22,7
4265,25,30,8
4266,22,26,9
4267,19,35,4
4268,24,18,3
4269,32,27,4
4270,24,20,3
4271,30,29,7
4272,33,28,10
4273,23,18,3
4274,25,22,7
4275,28,28,6
4276,27,28,9
4277,19,26,1
4278,23,27,7
4279,32,27,7
4280,35,29,12
4281,32,41,15
4282,21,28,3
4283,30,31,11
4284,20,26,7
4285,29,21,8
4286,25,27,6
4287,24,34,5
4288,23,26,7
4289,20,15,6
4290,23,25,4
4291,23,25,7
4292,37,30,15
4293,31,34,12
4294,29,23,6
4295,34,34,9
4296,22,31,8
4297,25,20,6
4298,27,25,5
4299,22,30,4
4300,24,25,4
4301,28,23,6
4302,25,25,7
4303,24,25,5
4304,22,25,6
4305,21,27,7
4306,17,26,5
4307,24,31,10
4308,28,29,8
4309,27,38,7
4310,22,34,11
4311,35,31,10
4312,26,29,6
4313,23,27,9
4314,28,27,6
4315,20,25,2
4316,31,24,10
4317,23,25,5
4318,28,28,6
4319,33,32,12
4320,27,21,6
4321,24,21,3
4322,20,27,2
4323,23,30,8
4324,19,31,4
4325,27,36,8
4326,23,26,5
4327,24,26,8
4328,23,21,4
4329,28,32,7
4330,18,30,6
4331,25,25,5
4332,25,28,7
4333,21,23,5
4334,26,24,4
4335,32,26,9
4336,31,23,11
4337,26,19,4
4338,25,34,10
4339,24,34,10
4340,22,25,6
4341,32,23,6
4342,28,28,8
4343,20,34,3
4344,24,24,8
4345,23,29,3
4346,29,23,5
4347,26,21,6
4348,27,26,6
4349,26,27,8
4350,30,27,12
4351,20,25,3
4352,33,29,10
4353,24,31,5
4354,20,18,3
4355,26,18,2
4356,26,24,11
4357,23,26,7
4358,25,36,2
4359,18,30,4
4360,26,28,6
4361,26,22,7
4362,21,31,3
4363,30,33,10
4364,26,32,9
4365,31,30,8
4366,29,24,6
4367,25,25,5
4368,17,31,4
4369,25,25,7
4370,35,24,7
4371,19,30,7
4372,31,26,7
4373,27,19,3
4374,18,27,3
4375,27,17,3
4376,25,28,7
4377,23,28,5
4378,22,25,6
4379,30,25,7
4380,20,25,7
4381,27,26,7
4382,18,29,4
4383,28,24,4
4384,31,30,8
4385,18,31,4
4386,20,31,4
4387,17,43,9
4388,29,23,7
4389,26,22,6
4390,22,28,4
4391,24,24,6
4392,29,32,6
4393,24,27,7
4394,17,29,5
4395,28,24,3
4396,12,18,3
4397,30,25,9
4398,21,34,9
4399,31,33,5
4400,28,18,4
4401,33,24,5
4402,19,30,5
4403,26,32,5
4404,26,28,10
4405,21,29,5
4406,28,20,6
4407,25,30,6
4408,21,27,3
4409,27,25,10
4410,23,27,3
4411,18,27,6
4412,25,35,12
4413,24,27,2
4414,23,35,9
4415,22,35,5
4416,22,24,7
4417,20,33,9
4418,28,22,1
4419,22,27,7
4420,19,24,4
4421,25,26,2
4422,25,34,6
4423,29,23,8
4424,33,27,8
4425,28,30,7
4426,29,29,10
4427,21,32,6
4428,27,28,9
4429,24,23,4
4430,29,27,8
4431,28,23,5
4432,30,30,9
4433,32,24,6
4434,31,27,6
4435,17,28,2
4436,20,26,6
4437,21,23,7
4438,23,22,7
4439,24,23,4
4440,18,27,3
4441,26,25,7
4442,30,27,9
4443,32,27,6
4444,15,30,4
4445,20,21,4
4446,28,25,6
4447,32,30,7
4448,24,20,0
4449,23,25,4
4450,19,30,6
4451,17,35,7
4452,23,27,6
4453,27,29,7
4454,26,32,8
4455,24,34,7
4456,22,30,7
4457,27,28,11
4458,23,26,6
4459,25,18,4
4460,32,24,9
4461,25,30,4
4462,26,19,6
4463,26,27,6
4464,28,29,10
4465,28,25,5
4466,25,33,6
4467,22,24,5
4468,30,24,3
4469,21,21,2
4470,25,38,8
4471,24,30,10
4472,17,33,6
4473,30,26,6
4474,24,31,9
4475,27,27,7
4476,27,25,2
4477,30,29,8
4478,22,27,3
4479,17,27,7
4480,25,30,5
4481,29,21,7
4482,20,31,3
4483,27,31,6
4484,28,14,1
4485,24,25,5
4486,22,31,6
4487,23,33,5
4488,30,28,8
4489,21,30,6
4490,24,32,8
4491,28,23,7
4492,30,27,8
4493,23,35,5
4494,24,27,5
4495,27,31,4
4496,31,33,11
4497,29,30,7
4498,26,32,8
4499,19,28,7
4500,28,21,6
4501,27,26,6
4502,24,24,3
4503,26,28,9
4504,25,29,6
4505,32,17,5
4506,33,24,9
4507,30,30,8
4508,28,29,4
4509,21,26,3
4510,27,21,3
4511,33,19,9
4512,22,25,4
4513,27,23,3
4514,28,22,4
4515,28,26,8
4516,25,23,7
4517,23,25,3
4518,28,29,3
4519,22,30,5
4520,26,27,3
4521,26,35,10
4522,31,25,11
4523,35,31,12
4524,30,24,4
4525,37,20,8
4526,22,20,3
4527,31,25,4
4528,23,35,6
4529,23,22,3
4530,23,39,10
4531,24,21,2
4532,25,20,4
4533,22,28,4
4534,24,20,3
4535,20,24,5
4536,24,24,5
4537,25,24,6
4538,25,33,5
4539,29,35,7
4540,23,23,4
4541,25,22,4
4542,18,32,5
4543,21,22,5
4544,25,30,8
4545,23,29,3
4546,24,28,1
4547,21,25,2
4548,33,32,10
4549,19,22,7
4550,28,24,7
4551,19,24,5
4552,22,33,4
4553,30,25,6
4554,26,24,7
4555,28,27,5
4556,25,31,4
4557,29,27,6
4558,23,25,4
4559,22,32,5
4560,17,31,3
4561,21,29,4
4562,32,21,3
4563,25,22,5
4564,28,24,5
4565,30,23,6
4566,23,26,6
4567,33,29,8
4568,21,32,6
4569,29,30,8
4570,33,29,4
4571,25,26,5
4572,23,25,7
4573,29,26,8
4574,17,20,4
4575,25,25,6
4576,28,35,6
4577,25,25,5
4578,30,29,10
4579,31,27,7
4580,21,37,7
4581,37,25,13
4582,25,24,4
4583,24,25,8
4584,24,25,7
4585,25,32,9
4586,25,25,8
4587,23,34,6
4588,26,27,5
4589,24,24,6
4590,23,32,9
4591,24,26,7
4592,28,27,9
4593,25,31,6
4594,30,25,7
4595,23,26,5
4596,27,28,10
4597,29,32,10
4598,26,29,8
4599,29,33,8
4600,23,22,4
4601,24,39,8
4602,30,27,9
4603,26,17,4
4604,23,25,10
4605,24,27,8
4606,19,30,5
4607,20,28,4
4608,23,22,4
4609,19,30,6
4610,28,25,4
4611,30,28,10
4612,26,28,8
4613,23,32,8
4614,31,36,9
4615,29,38,11
4616,20,30,7
4617,27,28,9
4618,23,32,6
4619,23,23,4
4620,25,27,5
4621,20,25,7
4622,28,26,4
4623,18,29,2
4624,26,23,5
4625,23,33,8
4626,24,26,8
4627,35,24,7
4628,18,28,4
4629,30,27,8
4630,27,25,7
4631,26,32,8
4632,27,32,8
4633,27,29,10
4634,16,25,4
4635,27,21,5
4636,32,31,9
4637,21,31,1
4638,25,29,10
4639,22,25,6
4640,25,29,9
4641,19,35,6
4642,25,29,10
4643,29,26,7
4644,22,19,2
4645,17,24,2
4646,31,26,7
4647,21,24,4
4648,25,31,6
4649,25,35,7
4650,16,31,3
4651,20,29,6
4652,25,33,6
4653,24,35,7
4654,24,28,6
4655,26,26,8
4656,25,28,4
4657,27,32,10
4658,20,24,4
4659,23,25,5
4660,29,30,7
4661,25,26,6
4662,30,27,10
4663,24,23,6
4664,25,28,5
4665,20,33,3
4666,19,20,5
4667,33,24,7
4668,24,25,4
4669,22,27,4
4670,27,22,6
4671,28,26,7
4672,23,27,7
4673,30,24,8
4674,35,30,9
4675,26,28,7
4676,19,31,5
4677,25,30,6
4678,17,25,5
4679,15,31,4
4680,19,22,6
4681,27,22,4
4682,30,27,6
4683,21,19,0
4684,22,23,3
4685,27,26,4
4686,18,34,5
4687,27,29,8
4688,29,26,8
4689,20,30,4
4690,29,25,6
4691,25,28,9
4692,27,29,6
4693,19,29,5
4694,20,20,2
4695,23,33,7
4696,26,28,8
4697,22,25,3
4698,26,28,3
4699,29,23,7
4700,30,26,6
4701,27,31,8
4702,25,22,3
4703,26,23,9
4704,28,21,4
4705,21,23,3
4706,26,23,6
4707,25,32,10
4708,24,29,4
4709,17,23,2
4710,25,28,8
4711,20,18,3
4712,21,30,6
4713,24,36,8
4714,31,34,10
4715,22,34,4
4716,20,31,6
4717,22,25,7
4718,23,17,6
4719,26,40,8
4720,27,23,9
4721,21,31,4
4722,34,29,8
4723,25,26,4
4724,34,34,8
4725,23,24,5
4726,24,20,6
4727,14,29,4
4728,23,33,9
4729,32,28,11
4730,24,30,8
4731,21,25,4
4732,26,27,9
4733,26,33,6
4734,24,29,7
4735,20,33,7
4736,25,24,7
4737,21,27,7
4738,36,23,6
4739,27,35,8
4740,17,34,4
4741,27,27,7
4742,35,28,8
4743,28,32,9
4744,25,32,8
4745,19,33,6
4746,22,26,6
4747,34,23,7
4748,25,25,7
4749,31,30,8
4750,32,25,6
4751,21,23,3
4752,26,25,5
4753,24,26,5
4754,24,26,7
4755,21,34,3
4756,26,33,7
4757,27,24,7
4758,30,28,8
4759,16,26,2
4760,27,34,5
4761,26,30,6
4762,22,35,8
4763,27,18,2
4764,32,26,4
