SNP	chromosome	pos	left_pos	right_pos
6782	11	25361	18968	33534
6783	11	25987	20802	33534
6784	11	27625	25361	33534
6785	11	29269	20963	33534
6786	11	30395	25361	33534
6787	11	30856	25361	33534
6788	11	31481	25361	33534
6789	11	31748	25361	33534
6790	11	31804	25361	33534
6791	11	31861	25361	33534
6792	11	32204	25361	33534
6793	11	32446	25361	33534
6794	11	32581	25361	33534
6795	11	32884	25361	33534
6796	11	33534	25361	33534
6797	11	39138	39138	40753
6798	11	39160	39138	40753
6799	11	40753	39138	47424
6800	11	42269	42269	42269
6801	11	46711	46711	46711
6802	11	46848	40753	49416
6803	11	47424	40753	54237
6804	11	48259	46848	60397
6805	11	48350	46848	60397
6806	11	49416	46848	66128
6807	11	51299	47424	67104
6808	11	51331	47424	67104
6809	11	51472	47424	67104
6810	11	51796	48259	67104
6811	11	52110	47424	67104
6812	11	52120	47424	67104
6813	11	52174	47424	67104
6814	11	52267	47424	67104
6815	11	52276	47424	67104
6816	11	52288	47424	67104
6817	11	52354	47424	67104
6818	11	52498	48259	67104
6819	11	52567	47424	67104
6820	11	52573	47424	67104
6821	11	52591	47424	67104
6822	11	52597	47424	67104
6823	11	52618	47424	67104
6824	11	52628	47424	67104
6825	11	52666	47424	67104
6826	11	52900	47424	67104
6827	11	53112	47424	67104
6828	11	53308	48259	67104
6829	11	53656	47424	67104
6830	11	54144	47424	67104
6831	11	54177	47424	67104
6832	11	54237	47424	67104
6833	11	55837	48259	68750
6834	11	56052	48259	69070
6835	11	60397	48259	68750
6836	11	62199	49416	68750
6837	11	63117	49416	69070
6838	11	63444	49416	69070
6839	11	64101	64101	64101
6840	11	64224	64224	64224
6841	11	64260	64260	64260
6842	11	66073	66073	66073
6843	11	66073	66073	66073
6844	11	66128	49416	69070
6845	11	67104	51299	69070
6846	11	68750	55837	71811
6847	11	69070	56052	71811
6848	11	71811	68750	77245
6849	11	77245	71811	77245
6850	11	78792	78792	78797
6851	11	78793	78793	78794
6852	11	78794	78793	78794
6853	11	78797	78792	78797
6854	11	80491	80491	82548
6855	11	80905	80905	80905
6856	11	81028	80491	84259
6857	11	81030	80491	84259
6858	11	81400	80491	84259
6859	11	81406	80491	84259
6860	11	81454	80491	84259
6861	11	81476	80491	84259
6862	11	82548	80491	89470
6863	11	84259	81028	91507
6864	11	86389	82548	92153
6865	11	87266	82548	92153
6866	11	89277	89277	89277
6867	11	89429	82548	92153
6868	11	89470	82548	92153
6869	11	91507	84259	92153
6870	11	92153	86389	99100
6871	11	92279	92279	92279
6872	11	96863	92153	111132
6873	11	98088	96863	114020
6874	11	98757	96863	114020
6875	11	99100	92153	114020
6876	11	102671	96863	124784
6877	11	104549	96863	124784
6878	11	106654	96863	122784
6879	11	106700	96863	120902
6880	11	106896	98757	116979
6881	11	107231	96863	121097
6882	11	108816	96863	121097
6883	11	108841	96863	120740
6884	11	108870	96863	122192
6885	11	109176	96863	121522
6886	11	109811	98757	116979
6887	11	111132	96863	125700
6888	11	113698	98088	125700
6889	11	114020	98088	125700
6890	11	115612	102671	125700
6891	11	116643	102671	125700
6892	11	116979	102671	125700
6893	11	118012	102671	125700
6894	11	118055	102671	125700
6895	11	118745	102671	125700
6896	11	118759	104549	125700
6897	11	119115	102671	132044
6898	11	119177	102671	132044
6899	11	119221	102671	132044
6900	11	119264	102671	130533
6901	11	119431	102671	130533
6902	11	120563	102671	132044
6903	11	120692	102671	132044
6904	11	120740	102671	132044
6905	11	120902	102671	132044
6906	11	120917	102671	132044
6907	11	121097	102671	132044
6908	11	121508	102671	132044
6909	11	121522	102671	132044
6910	11	122192	108870	132044
6911	11	122402	113698	132044
6912	11	122415	113698	132044
6913	11	122779	111132	132044
6914	11	122784	106654	132044
6915	11	122858	111132	132044
6916	11	123867	111132	132044
6917	11	124479	111132	132044
6918	11	124784	102671	132044
6919	11	125642	113698	132044
6920	11	125700	111132	132044
6921	11	130422	119115	140338
6922	11	130518	119115	140338
6923	11	130533	119115	140338
6924	11	132044	119115	140338
6925	11	137433	130422	155937
6926	11	137443	130422	155937
6927	11	137613	130422	162925
6928	11	137677	130422	162925
6929	11	137740	130422	162925
6930	11	138163	130422	162925
6931	11	138169	130422	162925
6932	11	138463	130422	162925
6933	11	139069	130422	162925
6934	11	139532	130422	162925
6935	11	140338	130422	162925
6936	11	144916	144916	144916
6937	11	146291	137433	167261
6938	11	147493	137433	167261
6939	11	152009	137433	170526
6940	11	152668	137433	170526
6941	11	153313	137433	169186
6942	11	153972	137433	170526
6943	11	154354	137433	170215
6944	11	154565	137433	171647
6945	11	155875	137433	170526
6946	11	155937	137433	170526
6947	11	158103	137613	171647
6948	11	158139	137613	171647
6949	11	162634	146291	164489
6950	11	162925	137613	171647
6951	11	164489	146291	171647
6952	11	167261	146291	174007
6953	11	169186	152009	174007
6954	11	170215	152009	179802
6955	11	170526	152009	179802
6956	11	171212	167261	174007
6957	11	171257	158103	179802
6958	11	171276	158103	179802
6959	11	171361	158103	179802
6960	11	171454	158139	179802
6961	11	171457	158139	179802
6962	11	171646	154565	182151
6963	11	171647	154565	182151
6964	11	173020	167261	186085
6965	11	173945	167261	186196
6966	11	174007	167261	186216
6967	11	179802	170215	191520
6968	11	182151	171646	196914
6969	11	183689	173020	200393
6970	11	184061	173020	201609
6971	11	184965	173020	201652
6972	11	185280	173020	201652
6973	11	185287	173020	200393
6974	11	185527	173020	203741
6975	11	185734	174007	203385
6976	11	185749	174007	203385
6977	11	185846	173020	203385
6978	11	185997	173020	201652
6979	11	186085	173020	200393
6980	11	186196	173945	200393
6981	11	186216	174007	196914
6982	11	186408	179802	196914
6983	11	191520	179802	204491
6984	11	193196	182151	204491
6985	11	195507	182151	204491
6986	11	196211	196211	196211
6987	11	196560	182151	204491
6988	11	196565	182151	204491
6989	11	196914	182151	204491
6990	11	200393	183689	204491
6991	11	201609	184061	208258
6992	11	201652	184965	208258
6993	11	202640	202640	202640
6994	11	203111	191520	204491
6995	11	203385	185527	208258
6996	11	203741	185527	209475
6997	11	204131	191520	209475
6998	11	204491	191520	209475
6999	11	208258	201609	218588
7000	11	209475	203741	219380
7001	11	210267	208258	220819
7002	11	213574	208258	225381
7003	11	213651	208258	223467
7004	11	215041	208258	227403
7005	11	215493	208258	227403
7006	11	215546	208258	227403
7007	11	215813	208258	227403
7008	11	216541	208258	227403
7009	11	216953	208258	227403
7010	11	217107	213574	222267
7011	11	217203	208258	227403
7012	11	217553	208258	227403
7013	11	218464	209475	227403
7014	11	218588	208258	227403
7015	11	219380	209475	229405
7016	11	220819	210267	230092
7017	11	221202	213574	229405
7018	11	222267	213574	230092
7019	11	223086	213574	230092
7020	11	223175	213574	229405
7021	11	223467	213574	230092
7022	11	225287	213574	230092
7023	11	225381	213574	230092
7024	11	225819	215041	230092
7025	11	226471	215041	230092
7026	11	227255	215041	230092
7027	11	227403	215041	230092
7028	11	229405	219380	230092
7029	11	230043	222267	230092
7030	11	230092	220819	230092
7031	11	231612	231612	231612
7032	11	234032	234032	234032
7033	11	234262	234262	234262
7034	11	236028	236028	245775
7035	11	237327	236028	245775
7036	11	237624	236028	245775
7037	11	237826	236028	245775
7038	11	237829	236028	245775
7039	11	240673	240673	240673
7040	11	240765	236028	248266
7041	11	241548	236028	248266
7042	11	243272	236028	253995
7043	11	243436	236028	253995
7044	11	244792	236028	255600
7045	11	245775	236028	255600
7046	11	248266	240765	259426
7047	11	253995	243272	262152
7048	11	255600	244792	262152
7049	11	257243	248266	263597
7050	11	257995	248266	263597
7051	11	258195	248266	263597
7052	11	258900	248266	264198
7053	11	259426	248266	264198
7054	11	259811	253995	264567
7055	11	262152	253995	264567
7056	11	263206	257243	270804
7057	11	263597	257243	270804
7058	11	264198	258900	275068
7059	11	264567	259811	275945
7060	11	266089	266089	266089
7061	11	270804	263206	277678
7062	11	272649	264198	277678
7063	11	273908	264198	277678
7064	11	275058	264198	277678
7065	11	275068	264198	277678
7066	11	275326	264567	277678
7067	11	275754	270804	277678
7068	11	275945	264567	277678
7069	11	277678	270804	279317
7070	11	279317	277678	281677
7071	11	280459	279317	281677
7072	11	280991	280459	281677
7073	11	281677	279317	286321
7074	11	284617	284617	284617
7075	11	285019	281677	296091
7076	11	285782	281677	303479
7077	11	286321	281677	303479
7078	11	294571	285019	307466
7079	11	296091	285019	307466
7080	11	297944	285782	307466
7081	11	298716	285782	307466
7082	11	302675	294571	307466
7083	11	303479	285782	307466
7084	11	307267	307267	307267
7085	11	307466	294571	307466
7086	11	310682	310682	317558
7087	11	315294	310682	317558
7088	11	315651	310682	317558
7089	11	316077	310682	317558
7090	11	317128	310682	317558
7091	11	317506	310682	317558
7092	11	317558	310682	317558
7093	11	329824	329824	333502
7094	11	332693	329824	341771
7095	11	333502	329824	341771
7096	11	335103	335103	335103
7097	11	335215	332693	341771
7098	11	336742	332693	348254
7099	11	337602	332693	350701
7100	11	338730	332693	350701
7101	11	339476	332693	350701
7102	11	340285	332693	350701
7103	11	340583	332693	350701
7104	11	340618	332693	350701
7105	11	340699	336742	350701
7106	11	340702	336742	341771
7107	11	340770	332693	352832
7108	11	340783	332693	350701
7109	11	340811	332693	352980
7110	11	341027	336742	341771
7111	11	341198	335215	350701
7112	11	341413	332693	353039
7113	11	341771	332693	353039
7114	11	348254	336742	356064
7115	11	350701	337602	360860
7116	11	351197	351197	351197
7117	11	352832	340770	362163
7118	11	352980	340811	362171
7119	11	353039	341413	362163
7120	11	355180	348254	362171
7121	11	355181	348254	362171
7122	11	355183	348254	362171
7123	11	355187	348254	362171
7124	11	355188	348254	362171
7125	11	356064	348254	363809
7126	11	358366	350701	367086
7127	11	358455	356064	362171
7128	11	360267	350701	367086
7129	11	360860	350701	367086
7130	11	361878	355180	367086
7131	11	362163	352832	367086
7132	11	362171	352980	367086
7133	11	363809	356064	367086
7134	11	364620	358366	367086
7135	11	364676	358366	367086
7136	11	367086	358366	369257
7137	11	369257	367086	369257
7138	11	372538	372538	382201
7139	11	373968	372538	384150
7140	11	375918	372538	384150
7141	11	376286	372538	384150
7142	11	379000	379000	379000
7143	11	379841	372538	385019
7144	11	379846	372538	385019
7145	11	379877	372538	384150
7146	11	379892	376286	380964
7147	11	380964	372538	385019
7148	11	381658	372538	385019
7149	11	381673	381673	381673
7150	11	381673	372538	385019
7151	11	381726	372538	385019
7152	11	381937	372538	385019
7153	11	382201	372538	385019
7154	11	382202	373968	384150
7155	11	382565	382565	382565
7156	11	384150	373968	385019
7157	11	384867	379841	385019
7158	11	385019	379841	385019
7159	11	385103	385103	385103
7160	11	385587	385587	385587
7161	11	387462	387462	387462
7162	11	392685	392685	400712
7163	11	393210	392685	400712
7164	11	393945	392685	400712
7165	11	394452	394452	394452
7166	11	394469	394469	394469
7167	11	394913	392685	400712
7168	11	398143	392685	400712
7169	11	400712	392685	402086
7170	11	401921	400712	402086
7171	11	402086	400712	402086
7172	11	403233	403233	407251
7173	11	403482	403233	407251
7174	11	403781	403233	415583
7175	11	404841	403233	417049
7176	11	407251	403233	425985
7177	11	408460	403781	425985
7178	11	409888	403781	425985
7179	11	411456	403781	428422
7180	11	412587	403781	428422
7181	11	415128	403781	428422
7182	11	415158	403781	428422
7183	11	415583	403781	428422
7184	11	417049	404841	428422
7185	11	421231	407251	445373
7186	11	421433	407251	445220
7187	11	425090	407251	448760
7188	11	425936	407251	448760
7189	11	425985	407251	445373
7190	11	428422	411456	448760
7191	11	428816	421231	428816
7192	11	430725	421231	456846
7193	11	431308	431308	431308
7194	11	431573	421231	456846
7195	11	435067	425090	456846
7196	11	435445	425090	456846
7197	11	436668	421231	460484
7198	11	439973	430725	460484
7199	11	440174	440174	440174
7200	11	440451	425090	460484
7201	11	441961	421231	462463
7202	11	442302	425090	462463
7203	11	442829	425090	462463
7204	11	443498	425090	462463
7205	11	443807	421231	462463
7206	11	444125	425090	462463
7207	11	444152	425090	462463
7208	11	444420	421231	462463
7209	11	444997	425090	462463
7210	11	445026	425090	462463
7211	11	445153	425090	462463
7212	11	445220	421231	462463
7213	11	445373	421231	462463
7214	11	445854	425090	462463
7215	11	446795	436668	452711
7216	11	448760	425090	462463
7217	11	449454	430725	462463
7218	11	452711	430725	463057
7219	11	456846	430725	463057
7220	11	457834	457834	457834
7221	11	458159	458159	458159
7222	11	458692	452711	462463
7223	11	460484	436668	467786
7224	11	462463	441961	467786
7225	11	463057	452711	469130
7226	11	463846	460484	469130
7227	11	464832	460484	475092
7228	11	465192	465192	465192
7229	11	465260	463846	469130
7230	11	465463	460484	471802
7231	11	466269	460484	475092
7232	11	466959	460484	475092
7233	11	467309	460484	475092
7234	11	467328	460484	475092
7235	11	467504	460484	475092
7236	11	467546	460484	475092
7237	11	467564	460484	475092
7238	11	467627	460484	475092
7239	11	467651	460484	475092
7240	11	467666	460484	475092
7241	11	467744	460484	475092
7242	11	467777	460484	475092
7243	11	467786	460484	475092
7244	11	469130	463057	475092
7245	11	471802	464832	477654
7246	11	475092	464832	477654
7247	11	476182	471802	480438
7248	11	477654	471802	481321
7249	11	480438	476182	491866
7250	11	481321	477654	491866
7251	11	485149	480438	495468
7252	11	487422	480438	498694
7253	11	487905	480438	498694
7254	11	489044	480438	498694
7255	11	489658	480438	498694
7256	11	490777	481321	498694
7257	11	491233	480438	498694
7258	11	491866	480438	498694
7259	11	493392	485149	498694
7260	11	493686	485149	498694
7261	11	494217	485149	498694
7262	11	494726	485149	498694
7263	11	495468	485149	498694
7264	11	498423	487422	498694
7265	11	498694	487422	498694
7266	11	507721	507721	508824
7267	11	508824	507721	517259
7268	11	515387	508824	522294
7269	11	515435	508824	522294
7270	11	515606	508824	522294
7271	11	515607	508824	522294
7272	11	515783	508824	522294
7273	11	516249	508824	522294
7274	11	516917	516917	516917
7275	11	517253	515387	522294
7276	11	517259	508824	522294
7277	11	517279	515387	522294
7278	11	517282	515387	522294
7279	11	517936	515387	522294
7280	11	518115	518115	518115
7281	11	519384	515387	522294
7282	11	521756	515387	524189
7283	11	521933	515387	524189
7284	11	522294	515387	524189
7285	11	523645	521756	524189
7286	11	523658	521756	524189
7287	11	523660	521756	524189
7288	11	523661	523645	524189
7289	11	524189	521756	524189
7290	11	525295	525295	525295
7291	11	527561	527561	527561
7292	11	532258	532258	557098
7293	11	533229	532258	559870
7294	11	534563	532258	559870
7295	11	535334	532258	562114
7296	11	535859	532258	562114
7297	11	547722	532258	562114
7298	11	549137	532258	564538
7299	11	549457	532258	559870
7300	11	549470	532258	562114
7301	11	549473	532258	562114
7302	11	551184	532258	564538
7303	11	551512	532258	562114
7304	11	556081	532258	564538
7305	11	556779	532258	565905
7306	11	557098	532258	566850
7307	11	559683	533229	567885
7308	11	559870	533229	567885
7309	11	562114	535334	567885
7310	11	564538	549137	567885
7311	11	565905	556779	571825
7312	11	566379	557098	571825
7313	11	566840	559683	574955
7314	11	566850	557098	571825
7315	11	567100	559683	571825
7316	11	567277	559683	571825
7317	11	567284	559683	571825
7318	11	567434	559683	571825
7319	11	567526	559683	571825
7320	11	567588	559683	571825
7321	11	567619	559683	571825
7322	11	567651	559683	571825
7323	11	567885	559683	571825
7324	11	571825	565905	576352
7325	11	574704	571825	576352
7326	11	574955	566840	578880
7327	11	575225	571825	578880
7328	11	575805	571825	578880
7329	11	576302	571825	578880
7330	11	576352	571825	578880
7331	11	576492	576492	576492
7332	11	578734	575225	578880
7333	11	578880	574955	578880
7334	11	580843	580843	583102
7335	11	580882	580843	581163
7336	11	580901	580843	581163
7337	11	581051	580843	581163
7338	11	581056	580843	581163
7339	11	581163	580843	583102
7340	11	583102	580843	591788
7341	11	584625	583102	596725
7342	11	584993	583102	596725
7343	11	591628	583102	596725
7344	11	591788	583102	596725
7345	11	596580	584625	601153
7346	11	596725	584625	601153
7347	11	601153	596580	605055
7348	11	604648	601153	611233
7349	11	605055	601153	611233
7350	11	608767	608767	611233
7351	11	611233	604648	614658
7352	11	612533	612533	612533
7353	11	613347	611233	618311
7354	11	613967	613967	613967
7355	11	614444	611233	618311
7356	11	614658	611233	620743
7357	11	615691	615691	615691
7358	11	615692	615692	615692
7359	11	615824	613347	625615
7360	11	615867	613347	624345
7361	11	618029	613347	629750
7362	11	618311	613347	629750
7363	11	620156	614658	629750
7364	11	620157	614658	629750
7365	11	620182	614658	629750
7366	11	620666	614658	629750
7367	11	620743	614658	629750
7368	11	621046	615824	629750
7369	11	621088	615824	629750
7370	11	622127	615824	629750
7371	11	622853	615824	629750
7372	11	624002	615824	629750
7373	11	624345	615824	629750
7374	11	625615	615824	632234
7375	11	626209	618029	632234
7376	11	626281	618029	629750
7377	11	626626	618029	632234
7378	11	627031	618029	632234
7379	11	628031	618029	632234
7380	11	628199	618029	632234
7381	11	628241	618029	632234
7382	11	628767	618029	632234
7383	11	628896	618029	632234
7384	11	629511	618029	632234
7385	11	629750	618029	632234
7386	11	632234	625615	644791
7387	11	635468	635468	635468
7388	11	635532	632234	644791
7389	11	635886	632234	645157
7390	11	639035	632234	645162
7391	11	639322	632234	645162
7392	11	640812	632234	645162
7393	11	640835	632234	645162
7394	11	641153	632234	645162
7395	11	642681	632234	645162
7396	11	642730	635886	645162
7397	11	642823	635886	645162
7398	11	642975	632234	645162
7399	11	643961	632234	645162
7400	11	644027	632234	645162
7401	11	644029	632234	645162
7402	11	644496	632234	645162
7403	11	644727	635886	645162
7404	11	644791	632234	645162
7405	11	645157	635886	645162
7406	11	645162	639035	645162
7407	11	666348	666348	666421
7408	11	666379	666348	666421
7409	11	666390	666348	666421
7410	11	666404	666348	666421
7411	11	666412	666348	666421
7412	11	666420	666348	666421
7413	11	666421	666348	666421
7414	11	666462	666462	666468
7415	11	666468	666462	666468
7416	11	666492	666492	666499
7417	11	666493	666492	666499
7418	11	666499	666492	666499
7419	11	666544	666544	666544
7420	12	11408	11408	11408
7421	12	13769	13769	21370
7422	12	13781	13769	21837
7423	12	13782	13769	21837
7424	12	13790	13769	13808
7425	12	13802	13769	13808
7426	12	13808	13769	21837
7427	12	14310	13769	26956
7428	12	17131	13769	26956
7429	12	18624	13769	26956
7430	12	19930	19930	19930
7431	12	19930	19930	19930
7432	12	19933	19933	19933
7433	12	20883	13769	27753
7434	12	21370	13769	29949
7435	12	21837	13781	32580
7436	12	23264	14310	37552
7437	12	24735	17131	37884
7438	12	25742	17131	37884
7439	12	25817	17131	37884
7440	12	26505	17131	37884
7441	12	26817	17131	37884
7442	12	26922	17131	37884
7443	12	26956	14310	37884
7444	12	27753	20883	37884
7445	12	27767	21370	37884
7446	12	29949	21370	43295
7447	12	32580	21837	43295
7448	12	35196	23264	43295
7449	12	35207	23264	43295
7450	12	35238	23264	43295
7451	12	35979	23264	43295
7452	12	37321	23264	43295
7453	12	37449	23264	43295
7454	12	37552	23264	43295
7455	12	37884	24735	43295
7456	12	43295	29949	50531
7457	12	47158	43295	50531
7458	12	50531	43295	53269
7459	12	52687	50531	53269
7460	12	53269	50531	63644
7461	12	63616	53269	70019
7462	12	63644	53269	66967
7463	12	65441	63616	71641
7464	12	66619	66619	66619
7465	12	66967	63616	75931
7466	12	69396	63616	75931
7467	12	70019	63616	75931
7468	12	70124	65441	75931
7469	12	70508	65441	75931
7470	12	71641	65441	75931
7471	12	72520	66967	82740
7472	12	72632	66967	82740
7473	12	72756	66967	82740
7474	12	73366	66967	82740
7475	12	73718	66967	82740
7476	12	73752	66967	82740
7477	12	75931	66967	84031
7478	12	80985	72520	84031
7479	12	80987	72520	84031
7480	12	80989	72520	84031
7481	12	82740	72520	84341
7482	12	84031	75931	84341
7483	12	84341	82740	84341
7484	12	87080	87080	87275
7485	12	87275	87080	87275
7486	12	91612	91612	98701
7487	12	91629	91612	98701
7488	12	92092	91612	98701
7489	12	92095	91612	98701
7490	12	92100	91612	98701
7491	12	92115	91612	98701
7492	12	92163	92115	93045
7493	12	92233	92163	92490
7494	12	92362	92163	92490
7495	12	92405	92233	92405
7496	12	92490	91612	98701
7497	12	92533	91612	98701
7498	12	92726	91612	98701
7499	12	92800	91612	98701
7500	12	93045	91612	98701
7501	12	93418	91612	98701
7502	12	95610	91612	100464
7503	12	97108	97108	97108
7504	12	97129	97129	97129
7505	12	97147	97147	97159
7506	12	97153	97147	97159
7507	12	97159	97147	97159
7508	12	98701	91612	102251
7509	12	100464	95610	103886
7510	12	102249	98701	103886
7511	12	102251	98701	103886
7512	12	103019	100464	103886
7513	12	103659	103659	103659
7514	12	103886	100464	103886
7515	12	105616	105616	105616
7516	12	109468	109468	112139
7517	12	111438	109468	112139
7518	12	112028	109468	112139
7519	12	112101	109468	112139
7520	12	112139	109468	112139
7521	12	119050	119050	124295
7522	12	122034	122034	122034
7523	12	122696	119050	124295
7524	12	123487	123487	123533
7525	12	123527	119050	124295
7526	12	123533	119050	124295
7527	12	123551	119050	124295
7528	12	124218	119050	126688
7529	12	124295	119050	126688
7530	12	126688	124218	136527
7531	12	126769	126688	138154
7532	12	127341	126688	128716
7533	12	127342	126688	134496
7534	12	128383	126688	144481
7535	12	128716	126688	144481
7536	12	129214	129214	129214
7537	12	130083	128383	132610
7538	12	130083	130083	130666
7539	12	130108	126688	144481
7540	12	130128	126688	144481
7541	12	130181	126688	144481
7542	12	130212	126688	144481
7543	12	130435	126688	144481
7544	12	130643	130643	130643
7545	12	130666	126688	136527
7546	12	130666	130083	130666
7547	12	130739	126688	144481
7548	12	130771	126688	144481
7549	12	130928	126688	144481
7550	12	131003	126688	144481
7551	12	131008	126688	144481
7552	12	131340	126688	144481
7553	12	131587	126688	144481
7554	12	132130	126688	144481
7555	12	132144	126688	144481
7556	12	132151	126688	144481
7557	12	132253	132253	132253
7558	12	132253	132253	132253
7559	12	132610	126688	144481
7560	12	134496	126688	153748
7561	12	135855	126688	153748
7562	12	135989	126688	158615
7563	12	136208	126688	158615
7564	12	136289	126688	158615
7565	12	136315	126688	158615
7566	12	136527	126688	153748
7567	12	138153	126769	158615
7568	12	138154	126769	158615
7569	12	139755	128383	158615
7570	12	140997	128383	158615
7571	12	144481	128383	158615
7572	12	148120	134496	163451
7573	12	148231	134496	163451
7574	12	150352	134496	168087
7575	12	150435	134496	168087
7576	12	150544	134496	165469
7577	12	150878	150878	150878
7578	12	152081	134496	168087
7579	12	152571	134496	168087
7580	12	152803	134496	168087
7581	12	153157	134496	168087
7582	12	153748	134496	168087
7583	12	158615	135989	168087
7584	12	163451	148120	173892
7585	12	165469	150352	173892
7586	12	168043	150352	173892
7587	12	168087	150352	173892
7588	12	170546	163451	173892
7589	12	173892	163451	173892
7590	12	179752	179752	179752
7591	12	180329	180329	182813
7592	12	180414	180329	182813
7593	12	182813	180329	194466
7594	12	184955	182813	194466
7595	12	185198	182813	194466
7596	12	186678	182813	198501
7597	12	186857	182813	198501
7598	12	186931	182813	198501
7599	12	187474	182813	198501
7600	12	188708	182813	198501
7601	12	189520	182813	198501
7602	12	190554	182813	198501
7603	12	191192	182813	198501
7604	12	193360	184955	196991
7605	12	193660	182813	198501
7606	12	194466	182813	198501
7607	12	196147	186678	207362
7608	12	196515	186678	207362
7609	12	196591	196147	196991
7610	12	196695	186678	206648
7611	12	196779	196779	196779
7612	12	196991	186678	207362
7613	12	198501	186678	207362
7614	12	203413	196147	221481
7615	12	203926	196147	221481
7616	12	205111	196147	222718
7617	12	206648	196147	222808
7618	12	207339	196147	222736
7619	12	207362	196147	222736
7620	12	209969	203413	222808
7621	12	210162	203413	222808
7622	12	210685	203413	224908
7623	12	211932	205111	222754
7624	12	211932	211932	211932
7625	12	212271	203413	226560
7626	12	212855	203413	226560
7627	12	213290	203413	228284
7628	12	221481	203413	229358
7629	12	222714	206648	229358
7630	12	222718	205111	229358
7631	12	222736	206648	229358
7632	12	222754	206648	229358
7633	12	222808	206648	229358
7634	12	224908	210685	230601
7635	12	226560	212271	231625
7636	12	228284	213290	231625
7637	12	228374	221481	231625
7638	12	229358	221481	231625
7639	12	230601	224908	235026
7640	12	230908	226560	237173
7641	12	231625	226560	234505
7642	12	234472	230601	241614
7643	12	234505	230601	241045
7644	12	234548	230601	243991
7645	12	234822	230601	243991
7646	12	234859	230601	245473
7647	12	235026	230601	243991
7648	12	235332	230908	245473
7649	12	236188	230908	247888
7650	12	236470	230908	247888
7651	12	236714	230908	247888
7652	12	237173	230908	247888
7653	12	238727	234472	251868
7654	12	239002	234472	251868
7655	12	240376	234472	251868
7656	12	241045	234472	251868
7657	12	241614	234472	251868
7658	12	243827	243827	243827
7659	12	243991	234548	251868
7660	12	245256	241614	245473
7661	12	245473	234859	251868
7662	12	246924	236188	251868
7663	12	247888	236188	251868
7664	12	248056	238727	251868
7665	12	248515	238727	251868
7666	12	249601	238727	251868
7667	12	249723	238727	251868
7668	12	250868	241045	251868
7669	12	251134	241045	251868
7670	12	251728	238727	254014
7671	12	251868	238727	254014
7672	12	253093	253093	253093
7673	12	253770	253770	256127
7674	12	254014	251728	256127
7675	12	256127	253770	260220
7676	12	259721	259721	259721
7677	12	259721	259721	259721
7678	12	259766	256127	262552
7679	12	260220	256127	263103
7680	12	260852	259766	263103
7681	12	260932	259766	263103
7682	12	261503	259766	265316
7683	12	262552	259766	266631
7684	12	263103	260220	266631
7685	12	265316	261503	266631
7686	12	265316	265316	265316
7687	12	266631	262552	272038
7688	12	271300	266631	276459
7689	12	271394	266631	276459
7690	12	272038	266631	277526
7691	12	274242	271300	277526
7692	12	275222	271300	277526
7693	12	275647	271300	277526
7694	12	276459	271300	279975
7695	12	277526	272038	279975
7696	12	279975	276459	281460
7697	12	281400	279975	281805
7698	12	281460	279975	281805
7699	12	281802	281400	281805
7700	12	281805	281400	281805
7701	12	282684	282684	282693
7702	12	282691	282691	282692
7703	12	282692	282691	282692
7704	12	282693	282684	282693
7705	12	282769	282769	284882
7706	12	283368	282769	286066
7707	12	283720	282769	286066
7708	12	284459	282769	290736
7709	12	284882	282769	289576
7710	12	286066	283368	294765
7711	12	289576	284459	299795
7712	12	290595	286066	299795
7713	12	290718	286066	299795
7714	12	290736	284459	299795
7715	12	291984	286066	299795
7716	12	292112	289576	294765
7717	12	292251	286066	299795
7718	12	293404	289576	299795
7719	12	294765	286066	300917
7720	12	299795	289576	313965
7721	12	300917	294765	316991
7722	12	301172	299795	316991
7723	12	301957	299795	316991
7724	12	301966	299795	316991
7725	12	303253	299795	321460
7726	12	310274	299795	321460
7727	12	311616	299795	322893
7728	12	313965	299795	322893
7729	12	316991	300917	324002
7730	12	320775	303253	327439
7731	12	320834	303253	327439
7732	12	321460	303253	327439
7733	12	322104	320834	322893
7734	12	322765	311616	334170
7735	12	322893	311616	331113
7736	12	324002	316991	336436
7737	12	326764	320775	340645
7738	12	327439	320775	340645
7739	12	327719	327719	327719
7740	12	331041	322765	340645
7741	12	331113	322765	340645
7742	12	334170	322765	340645
7743	12	336413	324002	340645
7744	12	336436	324002	340645
7745	12	340645	326764	342533
7746	12	341809	340645	362214
7747	12	342319	340645	368150
7748	12	342533	340645	369873
7749	12	344627	341809	371365
7750	12	344703	341809	371365
7751	12	345286	341809	371365
7752	12	345678	341809	371365
7753	12	345797	341809	371279
7754	12	346208	341809	371365
7755	12	347029	341809	372955
7756	12	348244	341809	376948
7757	12	355621	342319	373553
7758	12	355836	341809	376948
7759	12	356572	342319	376948
7760	12	360406	342319	376948
7761	12	362214	341809	376948
7762	12	362425	342319	376948
7763	12	364406	342319	379925
7764	12	364988	342319	380270
7765	12	365389	342319	376948
7766	12	367673	342319	379874
7767	12	367859	342319	376948
7768	12	368150	342319	379874
7769	12	369495	344627	381902
7770	12	369873	342533	383826
7771	12	371279	344627	383826
7772	12	371365	344627	383826
7773	12	371483	347029	383137
7774	12	372955	347029	384824
7775	12	373553	348244	384824
7776	12	376948	348244	384824
7777	12	379144	369495	384824
7778	12	379244	369495	384824
7779	12	379289	368150	384824
