SNP_marker,chr,pos
chr8:16326,8,16326
chr8:16733,8,16733
chr8:16805,8,16805
chr8:17120,8,17120
chr8:17127,8,17127
chr8:17132,8,17132
chr8:17134,8,17134
chr8:17151,8,17151
chr8:17157,8,17157
chr8:17315,8,17315
chr8:17528,8,17528
chr8:17627,8,17627
chr8:17641,8,17641
chr8:18612,8,18612
chr8:18662,8,18662
chr8:18917,8,18917
chr8:19013,8,19013
chr8:19035,8,19035
chr8:19058,8,19058
chr8:19062,8,19062
chr8:19077,8,19077
chr8:19101,8,19101
chr8:19172,8,19172
chr8:19808,8,19808
chr8:19914,8,19914
chr8:20117,8,20117
chr8:20294,8,20294
chr8:20879,8,20879
chr8:20950,8,20950
chr8:21911,8,21911
chr8:23859,8,23859
chr8:24674,8,24674
chr8:24772,8,24772
chr8:24855,8,24855
chr8:25432,8,25432
chr8:25786,8,25786
chr8:25945,8,25945
chr8:26177,8,26177
chr8:26179,8,26179
chr8:27032,8,27032
chr8:27221,8,27221
chr8:27988,8,27988
chr8:28030,8,28030
chr8:28073,8,28073
chr8:28758,8,28758
chr8:29272,8,29272
chr8:29709,8,29709
chr8:29809,8,29809
chr8:29863,8,29863
chr8:30051,8,30051
chr8:30556,8,30556
chr8:30659,8,30659
chr8:30979,8,30979
chr8:32029,8,32029
chr8:32371,8,32371
chr8:32438,8,32438
chr8:32836,8,32836
chr8:32841,8,32841
chr8:32859,8,32859
chr8:32861,8,32861
chr8:33105,8,33105
chr8:33167,8,33167
chr8:33337,8,33337
chr8:34071,8,34071
chr8:34565,8,34565
chr8:36805,8,36805
chr8:37489,8,37489
chr8:37633,8,37633
chr8:37678,8,37678
chr8:37931,8,37931
chr8:38733,8,38733
chr8:39238,8,39238
chr8:39528,8,39528
chr8:39906,8,39906
chr8:40485,8,40485
chr8:40899,8,40899
chr8:41245,8,41245
chr8:41310,8,41310
chr8:41487,8,41487
chr8:41694,8,41694
chr8:41712,8,41712
chr8:41934,8,41934
chr8:42121,8,42121
chr8:42222,8,42222
chr8:42616,8,42616
chr8:42646,8,42646
chr8:42657,8,42657
chr8:42709,8,42709
chr8:42880,8,42880
chr8:42932,8,42932
chr8:42946,8,42946
chr8:43002,8,43002
chr8:43614,8,43614
chr8:43881,8,43881
chr8:43928,8,43928
chr8:44670,8,44670
chr8:44691,8,44691
chr8:44706,8,44706
chr8:44715,8,44715
chr8:44969,8,44969
chr8:45099,8,45099
chr8:45102,8,45102
chr8:45773,8,45773
chr8:46007,8,46007
chr8:46055,8,46055
chr8:46079,8,46079
chr8:46220,8,46220
chr8:46562,8,46562
chr8:46772,8,46772
chr8:47072,8,47072
chr8:47159,8,47159
chr8:47341,8,47341
chr8:48214,8,48214
chr8:48299,8,48299
chr8:49107,8,49107
chr8:49817,8,49817
chr8:50351,8,50351
chr8:51314,8,51314
chr8:51892,8,51892
chr8:53019,8,53019
chr8:53770,8,53770
chr8:54245,8,54245
chr8:54302,8,54302
chr8:54471,8,54471
chr8:55457,8,55457
chr8:55458,8,55458
chr8:55990,8,55990
chr8:56225,8,56225
chr8:56250,8,56250
chr8:56252,8,56252
chr8:56364,8,56364
chr8:56538,8,56538
chr8:56604,8,56604
chr8:56867,8,56867
chr8:57176,8,57176
chr8:57484,8,57484
chr8:57519,8,57519
chr8:57580,8,57580
chr8:57605,8,57605
chr8:57698,8,57698
chr8:57836,8,57836
chr8:57905,8,57905
chr8:57977,8,57977
chr8:58040,8,58040
chr8:58345,8,58345
chr8:58390,8,58390
chr8:58411,8,58411
chr8:58546,8,58546
chr8:58620,8,58620
chr8:58670,8,58670
chr8:58676,8,58676
chr8:58677,8,58677
chr8:58723,8,58723
chr8:58733,8,58733
chr8:59106,8,59106
chr8:59205,8,59205
chr8:59575,8,59575
chr8:59801,8,59801
chr8:59916,8,59916
chr8:59936,8,59936
chr8:60191,8,60191
chr8:60199,8,60199
chr8:60200,8,60200
chr8:60451,8,60451
chr8:60493,8,60493
chr8:60764,8,60764
chr8:60785,8,60785
chr8:61047,8,61047
chr8:61049,8,61049
chr8:61125,8,61125
chr8:61373,8,61373
chr8:62234,8,62234
chr8:62587,8,62587
chr8:62702,8,62702
chr8:62711,8,62711
chr8:62830,8,62830
chr8:62843,8,62843
chr8:62972,8,62972
chr8:63279,8,63279
chr8:63315,8,63315
chr8:63324,8,63324
chr8:63396,8,63396
chr8:63582,8,63582
chr8:63583,8,63583
chr8:63837,8,63837
chr8:63931,8,63931
chr8:64083,8,64083
chr8:64224,8,64224
chr8:64236,8,64236
chr8:64282,8,64282
chr8:64292,8,64292
chr8:64335,8,64335
chr8:64360,8,64360
chr8:64407,8,64407
chr8:64505,8,64505
chr8:64729,8,64729
chr8:64748,8,64748
chr8:65200,8,65200
chr8:65284,8,65284
chr8:65380,8,65380
chr8:65566,8,65566
chr8:65967,8,65967
chr8:65979,8,65979
chr8:66117,8,66117
chr8:66280,8,66280
chr8:66482,8,66482
chr8:66559,8,66559
chr8:66569,8,66569
chr8:66700,8,66700
chr8:67586,8,67586
chr8:67629,8,67629
chr8:67971,8,67971
chr8:68025,8,68025
chr8:68121,8,68121
chr8:68259,8,68259
chr8:68352,8,68352
chr8:68367,8,68367
chr8:68508,8,68508
chr8:68955,8,68955
chr8:69126,8,69126
chr8:69180,8,69180
chr8:69672,8,69672
chr8:70108,8,70108
chr8:70542,8,70542
chr8:70548,8,70548
chr8:70653,8,70653
chr8:70663,8,70663
chr8:70875,8,70875
chr8:71421,8,71421
chr8:71740,8,71740
chr8:71830,8,71830
chr8:71885,8,71885
chr8:71987,8,71987
chr8:72247,8,72247
chr8:72400,8,72400
chr8:72697,8,72697
chr8:74372,8,74372
chr8:74444,8,74444
chr8:74631,8,74631
chr8:74632,8,74632
chr8:74739,8,74739
chr8:77502,8,77502
chr8:77694,8,77694
chr8:77766,8,77766
chr8:77919,8,77919
chr8:78204,8,78204
chr8:78570,8,78570
chr8:78572,8,78572
chr8:78630,8,78630
chr8:78664,8,78664
chr8:78707,8,78707
chr8:78752,8,78752
chr8:78883,8,78883
chr8:79037,8,79037
chr8:79061,8,79061
chr8:79120,8,79120
chr8:79208,8,79208
chr8:79319,8,79319
chr8:79512,8,79512
chr8:79756,8,79756
chr8:79894,8,79894
chr8:79902,8,79902
chr8:79937,8,79937
chr8:80012,8,80012
chr8:80030,8,80030
chr8:80068,8,80068
chr8:80077,8,80077
chr8:80210,8,80210
chr8:80249,8,80249
chr8:80479,8,80479
chr8:80498,8,80498
chr8:80825,8,80825
chr8:80882,8,80882
chr8:81666,8,81666
chr8:81672,8,81672
chr8:81685,8,81685
chr8:82223,8,82223
chr8:82351,8,82351
chr8:82408,8,82408
chr8:82486,8,82486
chr8:82509,8,82509
chr8:82570,8,82570
chr8:82588,8,82588
chr8:82753,8,82753
chr8:83128,8,83128
chr8:83436,8,83436
chr8:83441,8,83441
chr8:83452,8,83452
chr8:83454,8,83454
chr8:83700,8,83700
chr8:83781,8,83781
chr8:83838,8,83838
chr8:83933,8,83933
chr8:83943,8,83943
chr8:84010,8,84010
chr8:84104,8,84104
chr8:84194,8,84194
chr8:84302,8,84302
chr8:84445,8,84445
chr8:84491,8,84491
chr8:84663,8,84663
chr8:84686,8,84686
chr8:84687,8,84687
chr8:84699,8,84699
chr8:84708,8,84708
chr8:84820,8,84820
chr8:84829,8,84829
chr8:84887,8,84887
chr8:84910,8,84910
chr8:84920,8,84920
chr8:84969,8,84969
chr8:85001,8,85001
chr8:85109,8,85109
chr8:85132,8,85132
chr8:85218,8,85218
chr8:92232,8,92232
chr8:92259,8,92259
chr8:92289,8,92289
chr8:92299,8,92299
chr8:92312,8,92312
chr8:92313,8,92313
chr8:92343,8,92343
chr8:92432,8,92432
chr8:92455,8,92455
chr8:92474,8,92474
chr8:92522,8,92522
chr8:92608,8,92608
chr8:92658,8,92658
chr8:92677,8,92677
chr8:92692,8,92692
chr8:92694,8,92694
chr8:92759,8,92759
chr8:92811,8,92811
chr8:92914,8,92914
chr8:92971,8,92971
chr8:92978,8,92978
chr8:93026,8,93026
chr8:93033,8,93033
chr8:93035,8,93035
chr8:93055,8,93055
chr8:93056,8,93056
chr8:93062,8,93062
chr8:93068,8,93068
chr8:93086,8,93086
chr8:93088,8,93088
chr8:93095,8,93095
chr8:93101,8,93101
chr8:93125,8,93125
chr8:93128,8,93128
chr8:93136,8,93136
chr8:93137,8,93137
chr8:93140,8,93140
chr8:93143,8,93143
chr8:93146,8,93146
chr8:93151,8,93151
chr8:93153,8,93153
chr8:93157,8,93157
chr8:93159,8,93159
chr8:93161,8,93161
chr8:93251,8,93251
chr8:93257,8,93257
chr8:93752,8,93752
chr8:93770,8,93770
chr8:94382,8,94382
chr8:94390,8,94390
chr8:94402,8,94402
chr8:94414,8,94414
chr8:94433,8,94433
chr8:94442,8,94442
chr8:94451,8,94451
chr8:95092,8,95092
chr8:95107,8,95107
chr8:95292,8,95292
chr8:95322,8,95322
chr8:95423,8,95423
chr8:95481,8,95481
chr8:95661,8,95661
chr8:96126,8,96126
chr8:96286,8,96286
chr8:96393,8,96393
chr8:96485,8,96485
chr8:96654,8,96654
chr8:97536,8,97536
chr8:97599,8,97599
chr8:97611,8,97611
chr8:97650,8,97650
chr8:97798,8,97798
chr8:97838,8,97838
chr8:97856,8,97856
chr8:97875,8,97875
chr8:98284,8,98284
chr8:98376,8,98376
chr8:98484,8,98484
chr8:98525,8,98525
chr8:98622,8,98622
chr8:98643,8,98643
chr8:99089,8,99089
chr8:99112,8,99112
chr8:100079,8,100079
chr8:100241,8,100241
chr8:101020,8,101020
chr8:101246,8,101246
chr8:101494,8,101494
chr8:101857,8,101857
chr8:102030,8,102030
chr8:102150,8,102150
chr8:102263,8,102263
chr8:102818,8,102818
chr8:103046,8,103046
chr8:103070,8,103070
chr8:103106,8,103106
chr8:103247,8,103247
chr8:104040,8,104040
chr8:104146,8,104146
chr8:104423,8,104423
chr8:104426,8,104426
chr8:104429,8,104429
chr8:104540,8,104540
chr8:104953,8,104953
chr8:105227,8,105227
chr8:105298,8,105298
chr8:105346,8,105346
chr8:105424,8,105424
chr8:105464,8,105464
chr8:105532,8,105532
chr8:105611,8,105611
chr8:105612,8,105612
chr8:105615,8,105615
chr8:105621,8,105621
chr8:105625,8,105625
chr8:105629,8,105629
chr8:105634,8,105634
chr8:106261,8,106261
chr8:106528,8,106528
chr8:107541,8,107541
chr8:107993,8,107993
chr8:108134,8,108134
chr8:108351,8,108351
chr8:108387,8,108387
chr8:108431,8,108431
chr8:108568,8,108568
chr8:108771,8,108771
chr8:109025,8,109025
chr8:110021,8,110021
chr8:110970,8,110970
chr8:111695,8,111695
chr8:112492,8,112492
chr8:112829,8,112829
chr8:112966,8,112966
chr8:113225,8,113225
chr8:113383,8,113383
chr8:113512,8,113512
chr8:113931,8,113931
chr8:114144,8,114144
chr8:114337,8,114337
chr8:114567,8,114567
chr8:114934,8,114934
chr8:115080,8,115080
chr8:115977,8,115977
chr8:116310,8,116310
chr8:116330,8,116330
chr8:116378,8,116378
chr8:117502,8,117502
chr8:117504,8,117504
chr8:117534,8,117534
chr8:117556,8,117556
chr8:117572,8,117572
chr8:117586,8,117586
chr8:117605,8,117605
chr8:117608,8,117608
chr8:118068,8,118068
chr8:118187,8,118187
chr8:121315,8,121315
chr8:121733,8,121733
chr8:121745,8,121745
chr8:122014,8,122014
chr8:122053,8,122053
chr8:122207,8,122207
chr8:122370,8,122370
chr8:124092,8,124092
chr8:124744,8,124744
chr8:125040,8,125040
chr8:125771,8,125771
chr8:125937,8,125937
chr8:126572,8,126572
chr8:126710,8,126710
chr8:126792,8,126792
chr8:126873,8,126873
chr8:126953,8,126953
chr8:127010,8,127010
chr8:127040,8,127040
chr8:127630,8,127630
chr8:127727,8,127727
chr8:127758,8,127758
chr8:127766,8,127766
chr8:127853,8,127853
chr8:127914,8,127914
chr8:128112,8,128112
chr8:128119,8,128119
chr8:128376,8,128376
chr8:128736,8,128736
chr8:129223,8,129223
chr8:129228,8,129228
chr8:129445,8,129445
chr8:130043,8,130043
chr8:130198,8,130198
chr8:130265,8,130265
chr8:130533,8,130533
chr8:130538,8,130538
chr8:130619,8,130619
chr8:130652,8,130652
chr8:130783,8,130783
chr8:131216,8,131216
chr8:131324,8,131324
chr8:131505,8,131505
chr8:131549,8,131549
chr8:131553,8,131553
chr8:131649,8,131649
chr8:131678,8,131678
chr8:131693,8,131693
chr8:131716,8,131716
chr8:131900,8,131900
chr8:132095,8,132095
chr8:132165,8,132165
chr8:132728,8,132728
chr8:132840,8,132840
chr8:132907,8,132907
chr8:132911,8,132911
chr8:132947,8,132947
chr8:132971,8,132971
chr8:132987,8,132987
chr8:133001,8,133001
chr8:133012,8,133012
chr8:133140,8,133140
chr8:133235,8,133235
chr8:133485,8,133485
chr8:133487,8,133487
chr8:134157,8,134157
chr8:134172,8,134172
chr8:134180,8,134180
chr8:134208,8,134208
chr8:134240,8,134240
chr8:134257,8,134257
chr8:134427,8,134427
chr8:134509,8,134509
chr8:134524,8,134524
chr8:134907,8,134907
chr8:135000,8,135000
chr8:135273,8,135273
chr8:135388,8,135388
chr8:135849,8,135849
chr8:136628,8,136628
chr8:136744,8,136744
chr8:136896,8,136896
chr8:137007,8,137007
chr8:137022,8,137022
chr8:137028,8,137028
chr8:137643,8,137643
chr8:137688,8,137688
chr8:137850,8,137850
chr8:137880,8,137880
chr8:137997,8,137997
chr8:138316,8,138316
chr8:138375,8,138375
chr8:138502,8,138502
chr8:138557,8,138557
chr8:138587,8,138587
chr8:138717,8,138717
chr8:139068,8,139068
chr8:139684,8,139684
chr8:140044,8,140044
chr8:140065,8,140065
chr8:142368,8,142368
chr8:144393,8,144393
chr8:145315,8,145315
chr8:146822,8,146822
chr8:149077,8,149077
chr8:149519,8,149519
chr8:149564,8,149564
chr8:149577,8,149577
chr8:149614,8,149614
chr8:149622,8,149622
chr8:149665,8,149665
chr8:149683,8,149683
chr8:149706,8,149706
chr8:149795,8,149795
chr8:149856,8,149856
chr8:149906,8,149906
chr8:149951,8,149951
chr8:149962,8,149962
chr8:150051,8,150051
chr8:150079,8,150079
chr8:150081,8,150081
chr8:150083,8,150083
chr8:150086,8,150086
chr8:150136,8,150136
chr8:150142,8,150142
chr8:150232,8,150232
chr8:150248,8,150248
chr8:150338,8,150338
chr8:150392,8,150392
chr8:150421,8,150421
chr8:150444,8,150444
chr8:150470,8,150470
chr8:150476,8,150476
chr8:150538,8,150538
chr8:150619,8,150619
chr8:150639,8,150639
chr8:150723,8,150723
chr8:150802,8,150802
chr8:150919,8,150919
chr8:151003,8,151003
chr8:151118,8,151118
chr8:151171,8,151171
chr8:151416,8,151416
chr8:151579,8,151579
chr8:151599,8,151599
chr8:151640,8,151640
chr8:151733,8,151733
chr8:152094,8,152094
chr8:152121,8,152121
chr8:152274,8,152274
chr8:152397,8,152397
chr8:152625,8,152625
chr8:152677,8,152677
chr8:152692,8,152692
chr8:152769,8,152769
chr8:152802,8,152802
chr8:152925,8,152925
chr8:152944,8,152944
chr8:152946,8,152946
chr8:153195,8,153195
chr8:153282,8,153282
chr8:153442,8,153442
chr8:153651,8,153651
chr8:153731,8,153731
chr8:153963,8,153963
chr8:154167,8,154167
chr8:154199,8,154199
chr8:154225,8,154225
chr8:154229,8,154229
chr8:154554,8,154554
chr8:154571,8,154571
chr8:154608,8,154608
chr8:154677,8,154677
chr8:154746,8,154746
chr8:155087,8,155087
chr8:155157,8,155157
chr8:155175,8,155175
chr8:155186,8,155186
chr8:155332,8,155332
chr8:155521,8,155521
chr8:155587,8,155587
chr8:155635,8,155635
chr8:155994,8,155994
chr8:156096,8,156096
chr8:156276,8,156276
chr8:156307,8,156307
chr8:156420,8,156420
chr8:156477,8,156477
chr8:156690,8,156690
chr8:156698,8,156698
chr8:156724,8,156724
chr8:156924,8,156924
chr8:157305,8,157305
chr8:157424,8,157424
chr8:157495,8,157495
chr8:157497,8,157497
chr8:157616,8,157616
chr8:157807,8,157807
chr8:158014,8,158014
chr8:158092,8,158092
chr8:158374,8,158374
chr8:158566,8,158566
chr8:158962,8,158962
chr8:159238,8,159238
chr8:159377,8,159377
chr8:159599,8,159599
chr8:159677,8,159677
chr8:159758,8,159758
chr8:159848,8,159848
chr8:159887,8,159887
chr8:159950,8,159950
chr8:159962,8,159962
chr8:160087,8,160087
chr8:160136,8,160136
chr8:160596,8,160596
chr8:160876,8,160876
chr8:161504,8,161504
chr8:161688,8,161688
chr8:161715,8,161715
chr8:161994,8,161994
chr8:162108,8,162108
chr8:162618,8,162618
chr8:162628,8,162628
chr8:162837,8,162837
chr8:162897,8,162897
chr8:163422,8,163422
chr8:163476,8,163476
chr8:163571,8,163571
chr8:163731,8,163731
chr8:164143,8,164143
chr8:164274,8,164274
chr8:164304,8,164304
chr8:164380,8,164380
chr8:164613,8,164613
chr8:164807,8,164807
chr8:164863,8,164863
chr8:164870,8,164870
chr8:164881,8,164881
chr8:164891,8,164891
chr8:164893,8,164893
chr8:164927,8,164927
chr8:164952,8,164952
chr8:165142,8,165142
chr8:165143,8,165143
chr8:165698,8,165698
chr8:165727,8,165727
chr8:165797,8,165797
chr8:165835,8,165835
chr8:166541,8,166541
chr8:166793,8,166793
chr8:166940,8,166940
chr8:166991,8,166991
chr8:167096,8,167096
chr8:167286,8,167286
chr8:167453,8,167453
chr8:167475,8,167475
chr8:167487,8,167487
chr8:167512,8,167512
chr8:167543,8,167543
chr8:167557,8,167557
chr8:167558,8,167558
chr8:167575,8,167575
chr8:167580,8,167580
chr8:167593,8,167593
chr8:167637,8,167637
chr8:167656,8,167656
chr8:167671,8,167671
chr8:167797,8,167797
chr8:167848,8,167848
chr8:167910,8,167910
chr8:167923,8,167923
chr8:167968,8,167968
chr8:168070,8,168070
chr8:168253,8,168253
chr8:168433,8,168433
chr8:168439,8,168439
chr8:168762,8,168762
chr8:168804,8,168804
chr8:169199,8,169199
chr8:169586,8,169586
chr8:169760,8,169760
chr8:169769,8,169769
chr8:169868,8,169868
chr8:170523,8,170523
chr8:170595,8,170595
chr8:170680,8,170680
chr8:170740,8,170740
chr8:171171,8,171171
chr8:171273,8,171273
chr8:171279,8,171279
chr8:171537,8,171537
chr8:171564,8,171564
chr8:171761,8,171761
chr8:172443,8,172443
chr8:172560,8,172560
chr8:172608,8,172608
chr8:172701,8,172701
chr8:172837,8,172837
chr8:172909,8,172909
chr8:173105,8,173105
chr8:173113,8,173113
chr8:173184,8,173184
chr8:173207,8,173207
chr8:173242,8,173242
chr8:173271,8,173271
chr8:173295,8,173295
chr8:173412,8,173412
chr8:173562,8,173562
chr8:173637,8,173637
chr8:173923,8,173923
chr8:174093,8,174093
chr8:174120,8,174120
chr8:174970,8,174970
chr8:175012,8,175012
chr8:175141,8,175141
chr8:175263,8,175263
chr8:175480,8,175480
chr8:175661,8,175661
chr8:175731,8,175731
chr8:175734,8,175734
chr8:176426,8,176426
chr8:176679,8,176679
chr8:176826,8,176826
chr8:176997,8,176997
chr8:177049,8,177049
chr8:177113,8,177113
chr8:177333,8,177333
chr8:177610,8,177610
chr8:177619,8,177619
chr8:177793,8,177793
chr8:177867,8,177867
chr8:178041,8,178041
chr8:178104,8,178104
chr8:178121,8,178121
chr8:178125,8,178125
chr8:178134,8,178134
chr8:178196,8,178196
chr8:178230,8,178230
chr8:178242,8,178242
chr8:178458,8,178458
chr8:178619,8,178619
chr8:178632,8,178632
chr8:178659,8,178659
chr8:178672,8,178672
chr8:178799,8,178799
chr8:178843,8,178843
chr8:178873,8,178873
chr8:178909,8,178909
chr8:179026,8,179026
chr8:179071,8,179071
chr8:179085,8,179085
chr8:179142,8,179142
chr8:179241,8,179241
chr8:179265,8,179265
chr8:179402,8,179402
chr8:179572,8,179572
chr8:179748,8,179748
chr8:179923,8,179923
chr8:180100,8,180100
chr8:180223,8,180223
chr8:180918,8,180918
chr8:181049,8,181049
chr8:181082,8,181082
chr8:181124,8,181124
chr8:181132,8,181132
chr8:181265,8,181265
chr8:181842,8,181842
chr8:182092,8,182092
chr8:182852,8,182852
chr8:183402,8,183402
chr8:183482,8,183482
chr8:183721,8,183721
chr8:183728,8,183728
chr8:183741,8,183741
chr8:183744,8,183744
chr8:183845,8,183845
chr8:183913,8,183913
chr8:183923,8,183923
chr8:183971,8,183971
chr8:184025,8,184025
chr8:184065,8,184065
chr8:184104,8,184104
chr8:184171,8,184171
chr8:184258,8,184258
chr8:184281,8,184281
chr8:184323,8,184323
chr8:184572,8,184572
chr8:184766,8,184766
chr8:184847,8,184847
chr8:184872,8,184872
chr8:185022,8,185022
chr8:185064,8,185064
chr8:185325,8,185325
chr8:185403,8,185403
chr8:185478,8,185478
chr8:185480,8,185480
chr8:185547,8,185547
chr8:185766,8,185766
chr8:186657,8,186657
chr8:186870,8,186870
chr8:186876,8,186876
chr8:186921,8,186921
chr8:187320,8,187320
chr8:187527,8,187527
chr8:187695,8,187695
chr8:187898,8,187898
chr8:187908,8,187908
chr8:188007,8,188007
chr8:188673,8,188673
chr8:188821,8,188821
chr8:188841,8,188841
chr8:188853,8,188853
chr8:189054,8,189054
chr8:189143,8,189143
chr8:189221,8,189221
chr8:189356,8,189356
chr8:189608,8,189608
chr8:189768,8,189768
chr8:190024,8,190024
chr8:190064,8,190064
chr8:190366,8,190366
chr8:190671,8,190671
chr8:191072,8,191072
chr8:191248,8,191248
chr8:191348,8,191348
chr8:191643,8,191643
chr8:191691,8,191691
chr8:191947,8,191947
chr8:192124,8,192124
chr8:192740,8,192740
chr8:192892,8,192892
chr8:192973,8,192973
chr8:193075,8,193075
chr8:193114,8,193114
chr8:193183,8,193183
chr8:193245,8,193245
chr8:194167,8,194167
chr8:194191,8,194191
chr8:194446,8,194446
chr8:194508,8,194508
chr8:194526,8,194526
chr8:194530,8,194530
chr8:196135,8,196135
chr8:196160,8,196160
chr8:196468,8,196468
chr8:196532,8,196532
chr8:196732,8,196732
chr8:196831,8,196831
chr8:197974,8,197974
chr8:198244,8,198244
chr8:198394,8,198394
chr8:198549,8,198549
chr8:198648,8,198648
chr8:202737,8,202737
chr8:202890,8,202890
chr8:203255,8,203255
chr8:203274,8,203274
chr8:203496,8,203496
chr8:203615,8,203615
chr8:203675,8,203675
chr8:203842,8,203842
chr8:203888,8,203888
chr8:204645,8,204645
chr8:208566,8,208566
chr8:208592,8,208592
chr8:209078,8,209078
chr8:209079,8,209079
chr8:209095,8,209095
chr8:209176,8,209176
chr8:209243,8,209243
chr8:210710,8,210710
chr8:218189,8,218189
chr8:218718,8,218718
chr8:218883,8,218883
chr8:218941,8,218941
chr8:218986,8,218986
chr8:219038,8,219038
chr8:219407,8,219407
chr8:219461,8,219461
chr8:219477,8,219477
chr8:219735,8,219735
chr8:219780,8,219780
chr8:219861,8,219861
chr8:219876,8,219876
chr8:219879,8,219879
chr8:219926,8,219926
chr8:219929,8,219929
chr8:219934,8,219934
chr8:220015,8,220015
chr8:220140,8,220140
chr8:220151,8,220151
chr8:220155,8,220155
chr8:220430,8,220430
chr8:221114,8,221114
chr8:221591,8,221591
chr8:221844,8,221844
chr8:221939,8,221939
chr8:222117,8,222117
chr8:222260,8,222260
chr8:222295,8,222295
chr8:222559,8,222559
chr8:222996,8,222996
chr8:223354,8,223354
chr8:223429,8,223429
chr8:223791,8,223791
chr8:223914,8,223914
chr8:224264,8,224264
chr8:224422,8,224422
chr8:224489,8,224489
chr8:224759,8,224759
chr8:225175,8,225175
chr8:225748,8,225748
chr8:225830,8,225830
chr8:225911,8,225911
chr8:226158,8,226158
chr8:226482,8,226482
chr8:226659,8,226659
chr8:226755,8,226755
chr8:226824,8,226824
chr8:227009,8,227009
chr8:227158,8,227158
chr8:227216,8,227216
chr8:227218,8,227218
chr8:227221,8,227221
chr8:227226,8,227226
chr8:227951,8,227951
chr8:228114,8,228114
chr8:230614,8,230614
chr8:233344,8,233344
chr8:234310,8,234310
chr8:237787,8,237787
chr8:239033,8,239033
chr8:239187,8,239187
chr8:240735,8,240735
chr8:241021,8,241021
chr8:242062,8,242062
chr8:242447,8,242447
chr8:245373,8,245373
chr8:248246,8,248246
chr8:249836,8,249836
chr8:250646,8,250646
chr8:250827,8,250827
chr8:252848,8,252848
chr8:252929,8,252929
chr8:253492,8,253492
chr8:253999,8,253999
chr8:254158,8,254158
chr8:254246,8,254246
chr8:254330,8,254330
chr8:255648,8,255648
chr8:257550,8,257550
chr8:258556,8,258556
chr8:260343,8,260343
chr8:261710,8,261710
chr8:261724,8,261724
chr8:262618,8,262618
chr8:263382,8,263382
chr8:264180,8,264180
chr8:269682,8,269682
chr8:272825,8,272825
chr8:273164,8,273164
chr8:273178,8,273178
chr8:273222,8,273222
chr8:277103,8,277103
chr8:277926,8,277926
chr8:278110,8,278110
chr8:279899,8,279899
chr8:283226,8,283226
chr8:283616,8,283616
chr8:284047,8,284047
chr8:287468,8,287468
chr8:287687,8,287687
chr8:287708,8,287708
chr8:288095,8,288095
chr8:288305,8,288305
chr8:288390,8,288390
chr8:288884,8,288884
chr8:289273,8,289273
chr8:289695,8,289695
chr8:291312,8,291312
chr8:291315,8,291315
chr8:291318,8,291318
chr8:291327,8,291327
chr8:291329,8,291329
chr8:291336,8,291336
chr8:291357,8,291357
chr8:291361,8,291361
chr8:291367,8,291367
chr8:291371,8,291371
chr8:291374,8,291374
chr8:291381,8,291381
chr8:291396,8,291396
chr8:291399,8,291399
chr8:291402,8,291402
chr8:291411,8,291411
chr8:291731,8,291731
chr8:292722,8,292722
chr8:293120,8,293120
chr8:293825,8,293825
chr8:296890,8,296890
chr8:297072,8,297072
chr8:298950,8,298950
chr8:300010,8,300010
chr8:301054,8,301054
chr8:302175,8,302175
chr8:309963,8,309963
chr8:312174,8,312174
chr8:313105,8,313105
chr8:315156,8,315156
chr8:315450,8,315450
chr8:315879,8,315879
chr8:317992,8,317992
chr8:318497,8,318497
chr8:320927,8,320927
chr8:323454,8,323454
chr8:324043,8,324043
chr8:328055,8,328055
chr8:328271,8,328271
chr8:329765,8,329765
chr8:330276,8,330276
chr8:330629,8,330629
chr8:336067,8,336067
chr8:336196,8,336196
chr8:336408,8,336408
chr8:337147,8,337147
chr8:337281,8,337281
chr8:337323,8,337323
chr8:337365,8,337365
chr8:337794,8,337794
chr8:337824,8,337824
chr8:337892,8,337892
chr8:339361,8,339361
chr8:339601,8,339601
chr8:340175,8,340175
chr8:340253,8,340253
chr8:341488,8,341488
chr8:343053,8,343053
chr8:343392,8,343392
chr8:343641,8,343641
chr8:344320,8,344320
chr8:345473,8,345473
chr8:345499,8,345499
chr8:345875,8,345875
chr8:347011,8,347011
chr8:350623,8,350623
chr8:351610,8,351610
chr8:351675,8,351675
chr8:356286,8,356286
chr8:359415,8,359415
chr8:359670,8,359670
chr8:360938,8,360938
chr8:361205,8,361205
chr8:361212,8,361212
chr8:361272,8,361272
chr8:361900,8,361900
chr8:363516,8,363516
chr8:365358,8,365358
chr8:367199,8,367199
chr8:370997,8,370997
chr8:372172,8,372172
chr8:372393,8,372393
chr8:372705,8,372705
chr8:374928,8,374928
chr8:375742,8,375742
chr8:376014,8,376014
chr8:377086,8,377086
chr8:380512,8,380512
chr8:380610,8,380610
chr8:380673,8,380673
chr8:380685,8,380685
chr8:381183,8,381183
chr8:381497,8,381497
chr8:381507,8,381507
chr8:381514,8,381514
chr8:381521,8,381521
chr8:381527,8,381527
chr8:381634,8,381634
chr8:381677,8,381677
chr8:381772,8,381772
chr8:381783,8,381783
chr8:381790,8,381790
chr8:382504,8,382504
chr8:382524,8,382524
chr8:382544,8,382544
chr8:382545,8,382545
chr8:382565,8,382565
chr8:382579,8,382579
chr8:382601,8,382601
chr8:382602,8,382602
chr8:382626,8,382626
chr8:382644,8,382644
chr8:382650,8,382650
chr8:382653,8,382653
