SNP	beta	abs_beta	PPI	DRUG	LD050_ID	cis_PPI_genes	cis_trans
1210	-1.558998315	1.558998315	['HUG1', 'ADE17']	Trifluoperazine	LD050_315		trans
11903	-0.602786951	0.602786951	['HUG1', 'ADE17']	noDrug	LD050_2418		trans
11944	-0.585692785	0.585692785	['HUG1', 'ADE17']	noDrug	LD050_2428		trans
5792	-0.67590631	0.67590631	['HUG1', 'ALO1']	5-FC	LD050_1226		trans
9955	-1.365565177	1.365565177	['HUG1', 'ALO1']	5-FC	LD050_2028		trans
9956	-0.697098223	0.697098223	['HUG1', 'ALO1']	5-FC	LD050_2029		trans
11910	-0.765805094	0.765805094	['HUG1', 'ALO1']	5-FC	LD050_2418		trans
11912	-0.786657575	0.786657575	['HUG1', 'ALO1']	5-FC	LD050_2420		trans
11918	-1.039640361	1.039640361	['HUG1', 'ALO1']	5-FC	LD050_2421		trans
11920	-0.709829479	0.709829479	['HUG1', 'ALO1']	5-FC	LD050_2422		trans
11928	-0.723604089	0.723604089	['HUG1', 'ALO1']	5-FC	LD050_2424		trans
11931	-1.491536582	1.491536582	['HUG1', 'ALO1']	5-FC	LD050_2425		trans
11940	-0.797514998	0.797514998	['HUG1', 'ALO1']	5-FC	LD050_2426		trans
11946	-0.746495578	0.746495578	['HUG1', 'ALO1']	5-FC	LD050_2428		trans
3142	0.691860593	0.691860593	['HUG1', 'ALO1']	Fluconazole	LD050_667		trans
3251	0.675177915	0.675177915	['HUG1', 'ALO1']	Fluconazole	LD050_687		trans
5693	-0.736458984	0.736458984	['HUG1', 'ALO1']	Fluconazole	LD050_1208	MAM33	trans
4528	-0.605295151	0.605295151	['HUG1', 'ALO1']	Metformin	LD050_960		trans
9969	-0.561050018	0.561050018	['HUG1', 'ALO1']	Metformin	LD050_2029		trans
10480	-0.589816637	0.589816637	['HUG1', 'ALO1']	Metformin	LD050_2157		trans
11899	-0.592381829	0.592381829	['HUG1', 'ALO1']	Metformin	LD050_2418		trans
667	1.258756181	1.258756181	['HUG1', 'ALO1']	Trifluoperazine	LD050_159		trans
11940	-0.622174001	0.622174001	['HUG1', 'ALO1']	Trifluoperazine	LD050_2426		trans
11946	-0.573292362	0.573292362	['HUG1', 'ALO1']	Trifluoperazine	LD050_2428		trans
667	1.462465774	1.462465774	['HUG1', 'ALO1']	noDrug	LD050_159		trans
9955	-1.351455334	1.351455334	['HUG1', 'ALO1']	noDrug	LD050_2028		trans
9960	-0.652844688	0.652844688	['HUG1', 'ALO1']	noDrug	LD050_2029		trans
11910	-0.666322331	0.666322331	['HUG1', 'ALO1']	noDrug	LD050_2418		trans
11915	-0.668527421	0.668527421	['HUG1', 'ALO1']	noDrug	LD050_2420		trans
11929	-0.696497203	0.696497203	['HUG1', 'ALO1']	noDrug	LD050_2424		trans
11931	-1.37137394	1.37137394	['HUG1', 'ALO1']	noDrug	LD050_2425		trans
11940	-0.757975724	0.757975724	['HUG1', 'ALO1']	noDrug	LD050_2426		trans
11946	-0.720560071	0.720560071	['HUG1', 'ALO1']	noDrug	LD050_2428		trans
667	1.479721548	1.479721548	['HUG1', 'PGM2']	5-FC	LD050_159		trans
4528	-0.7202409	0.7202409	['HUG1', 'PGM2']	5-FC	LD050_960		trans
9955	-1.377343519	1.377343519	['HUG1', 'PGM2']	5-FC	LD050_2028		trans
9960	-0.727201119	0.727201119	['HUG1', 'PGM2']	5-FC	LD050_2029		trans
9995	-1.364397145	1.364397145	['HUG1', 'PGM2']	5-FC	LD050_2033		trans
10002	-1.508677481	1.508677481	['HUG1', 'PGM2']	5-FC	LD050_2035		trans
10425	-0.707435324	0.707435324	['HUG1', 'PGM2']	5-FC	LD050_2143		trans
11900	-0.749113322	0.749113322	['HUG1', 'PGM2']	5-FC	LD050_2418		trans
11912	-0.711877932	0.711877932	['HUG1', 'PGM2']	5-FC	LD050_2420		trans
11932	-0.672229192	0.672229192	['HUG1', 'PGM2']	5-FC	LD050_2426		trans
3142	0.631012808	0.631012808	['HUG1', 'PGM2']	Fluconazole	LD050_667		trans
4528	-0.688490591	0.688490591	['HUG1', 'PGM2']	Fluconazole	LD050_960		trans
4528	-0.51232146	0.51232146	['HUG1', 'PGM2']	Metformin	LD050_960		trans
10425	-0.515972239	0.515972239	['HUG1', 'PGM2']	Metformin	LD050_2143		trans
10438	-0.858092107	0.858092107	['HUG1', 'PGM2']	Metformin	LD050_2147		trans
10480	-0.616597598	0.616597598	['HUG1', 'PGM2']	Metformin	LD050_2157		trans
11899	-0.523797516	0.523797516	['HUG1', 'PGM2']	Metformin	LD050_2418		trans
10438	-1.014204764	1.014204764	['HUG1', 'PGM2']	Trifluoperazine	LD050_2147		trans
11910	-0.658353624	0.658353624	['HUG1', 'PGM2']	Trifluoperazine	LD050_2418		trans
11912	-0.629307496	0.629307496	['HUG1', 'PGM2']	Trifluoperazine	LD050_2420		trans
667	1.560253988	1.560253988	['HUG1', 'PGM2']	noDrug	LD050_159		trans
9955	-1.356648249	1.356648249	['HUG1', 'PGM2']	noDrug	LD050_2028		trans
9960	-0.674966304	0.674966304	['HUG1', 'PGM2']	noDrug	LD050_2029		trans
11910	-0.732899937	0.732899937	['HUG1', 'PGM2']	noDrug	LD050_2418		trans
11912	-0.774357789	0.774357789	['HUG1', 'PGM2']	noDrug	LD050_2420		trans
11921	-0.676226523	0.676226523	['HUG1', 'PGM2']	noDrug	LD050_2422		trans
11927	-0.681811535	0.681811535	['HUG1', 'PGM2']	noDrug	LD050_2424		trans
11935	-0.763861767	0.763861767	['HUG1', 'PGM2']	noDrug	LD050_2426		trans
11944	-0.753117599	0.753117599	['HUG1', 'PGM2']	noDrug	LD050_2428		trans
254	0.604885235	0.604885235	['MID2', 'MAM33']	Fluconazole	LD050_67		trans
260	0.643719537	0.643719537	['MID2', 'MAM33']	Fluconazole	LD050_68		trans
264	0.627898552	0.627898552	['MID2', 'MAM33']	Fluconazole	LD050_71		trans
268	0.682071063	0.682071063	['MID2', 'MAM33']	Fluconazole	LD050_72		trans
4530	-0.634644151	0.634644151	['MID2', 'MAM33']	Fluconazole	LD050_960		trans
4732	1.068667727	1.068667727	['MID2', 'MAM33']	Metformin	LD050_1004		trans
667	1.454465778	1.454465778	['MID2', 'MAM33']	Trifluoperazine	LD050_159		trans
10438	-1.044792047	1.044792047	['MID2', 'MAM33']	Trifluoperazine	LD050_2147		trans
11928	-0.608543407	0.608543407	['MID2', 'MAM33']	Trifluoperazine	LD050_2424		trans
667	1.412260856	1.412260856	['MID2', 'MAM33']	noDrug	LD050_159		trans
10438	-1.008900898	1.008900898	['MID2', 'MAM33']	noDrug	LD050_2147		trans
11912	-0.634328541	0.634328541	['MID2', 'MAM33']	noDrug	LD050_2420		trans
11924	-0.647842736	0.647842736	['MID2', 'MAM33']	noDrug	LD050_2422		trans
11928	-0.703393014	0.703393014	['MID2', 'MAM33']	noDrug	LD050_2424		trans
11931	-1.301766085	1.301766085	['MID2', 'MAM33']	noDrug	LD050_2425		trans
11940	-0.669965433	0.669965433	['MID2', 'MAM33']	noDrug	LD050_2426		trans
667	1.143411731	1.143411731	['MID2', 'PIN2']	5-FC	LD050_159		trans
3871	0.736971682	0.736971682	['MID2', 'PIN2']	5-FC	LD050_813		trans
10438	-0.868009317	0.868009317	['MID2', 'PIN2']	5-FC	LD050_2147		trans
10456	-1.817407447	1.817407447	['MID2', 'PIN2']	5-FC	LD050_2151		trans
10480	-0.54928066	0.54928066	['MID2', 'PIN2']	5-FC	LD050_2157		trans
11898	-0.529128774	0.529128774	['MID2', 'PIN2']	5-FC	LD050_2418		trans
7430	1.74573052	1.74573052	['MID2', 'PIN2']	Fluconazole	LD050_1536		trans
11921	-0.616278127	0.616278127	['MID2', 'PIN2']	Fluconazole	LD050_2422		trans
11929	-0.647336932	0.647336932	['MID2', 'PIN2']	Fluconazole	LD050_2424		trans
11940	-0.600733104	0.600733104	['MID2', 'PIN2']	Fluconazole	LD050_2426		trans
10425	-0.477136249	0.477136249	['MID2', 'PIN2']	Metformin	LD050_2143		trans
10438	-0.788050885	0.788050885	['MID2', 'PIN2']	Metformin	LD050_2147		trans
10456	-1.48969644	1.48969644	['MID2', 'PIN2']	Metformin	LD050_2151		trans
10480	-0.598898988	0.598898988	['MID2', 'PIN2']	Metformin	LD050_2157		trans
11899	-0.477990194	0.477990194	['MID2', 'PIN2']	Metformin	LD050_2418		trans
8520	-0.579380803	0.579380803	['MID2', 'PIN2']	Trifluoperazine	LD050_1762	ALO1	trans
11912	-0.516405827	0.516405827	['MID2', 'PIN2']	Trifluoperazine	LD050_2420		trans
11928	-0.511649288	0.511649288	['MID2', 'PIN2']	Trifluoperazine	LD050_2424		trans
10438	-1.077004579	1.077004579	['MID2', 'RSN1']	5-FC	LD050_2147		trans
10480	-0.583090979	0.583090979	['MID2', 'RSN1']	5-FC	LD050_2157		trans
11897	-0.575295995	0.575295995	['MID2', 'RSN1']	5-FC	LD050_2418		trans
10438	-1.041686448	1.041686448	['MID2', 'RSN1']	Metformin	LD050_2147		trans
10456	-1.697837035	1.697837035	['MID2', 'RSN1']	Metformin	LD050_2151		trans
10480	-0.5687345	0.5687345	['MID2', 'RSN1']	Metformin	LD050_2157		trans
11900	-0.501491906	0.501491906	['MID2', 'RSN1']	noDrug	LD050_2418		trans
11915	-0.500045661	0.500045661	['MID2', 'RSN1']	noDrug	LD050_2420		trans
11917	-0.998436769	0.998436769	['MID2', 'RSN1']	noDrug	LD050_2421		trans
11924	-0.488307239	0.488307239	['MID2', 'RSN1']	noDrug	LD050_2422		trans
11929	-0.527952764	0.527952764	['MID2', 'RSN1']	noDrug	LD050_2424		trans
11931	-1.09543873	1.09543873	['MID2', 'RSN1']	noDrug	LD050_2425		trans
11940	-0.570890123	0.570890123	['MID2', 'RSN1']	noDrug	LD050_2426		trans
11946	-0.543494824	0.543494824	['MID2', 'RSN1']	noDrug	LD050_2428		trans
10438	-1.01566041	1.01566041	['MID2', 'TPO2']	5-FC	LD050_2147		trans
11542	0.60472225	0.60472225	['MID2', 'TPO2']	5-FC	LD050_2348		trans
968	0.677333895	0.677333895	['MID2', 'TPO2']	Fluconazole	LD050_268	SRO9	trans
1784	1.297480072	1.297480072	['MID2', 'TPO2']	Fluconazole	LD050_445		trans
4097	-1.428176157	1.428176157	['MID2', 'TPO2']	Fluconazole	LD050_874		trans
5311	-1.244096944	1.244096944	['MID2', 'TPO2']	Fluconazole	LD050_1126	CTR2	trans
5317	-0.672005177	0.672005177	['MID2', 'TPO2']	Fluconazole	LD050_1130	CTR2	trans
11929	-0.657669408	0.657669408	['MID2', 'TPO2']	Fluconazole	LD050_2424		trans
4528	-0.465612617	0.465612617	['MID2', 'TPO2']	Metformin	LD050_960		trans
4533	-0.447594846	0.447594846	['MID2', 'TPO2']	Metformin	LD050_961		trans
4545	-0.459654607	0.459654607	['MID2', 'TPO2']	Metformin	LD050_964		trans
4551	-0.439697797	0.439697797	['MID2', 'TPO2']	Metformin	LD050_967		trans
4571	-0.411931383	0.411931383	['MID2', 'TPO2']	Metformin	LD050_975		trans
8522	-0.63766761	0.63766761	['MID2', 'TPO2']	Metformin	LD050_1763	ALO1	trans
10425	-0.425943595	0.425943595	['MID2', 'TPO2']	Metformin	LD050_2143		trans
10438	-0.705185704	0.705185704	['MID2', 'TPO2']	Metformin	LD050_2147		trans
10480	-0.464240292	0.464240292	['MID2', 'TPO2']	Metformin	LD050_2157		trans
10438	-1.023169786	1.023169786	['MID2', 'TPO2']	Trifluoperazine	LD050_2147		trans
10480	-0.579050652	0.579050652	['MID2', 'TPO2']	Trifluoperazine	LD050_2157		trans
11900	-0.486269745	0.486269745	['MID2', 'TPO2']	noDrug	LD050_2418		trans
11915	-0.517680006	0.517680006	['MID2', 'TPO2']	noDrug	LD050_2420		trans
11918	-0.729418988	0.729418988	['MID2', 'TPO2']	noDrug	LD050_2421		trans
11924	-0.474350063	0.474350063	['MID2', 'TPO2']	noDrug	LD050_2422		trans
11929	-0.513969263	0.513969263	['MID2', 'TPO2']	noDrug	LD050_2424		trans
11931	-1.093694608	1.093694608	['MID2', 'TPO2']	noDrug	LD050_2425		trans
11940	-0.559659018	0.559659018	['MID2', 'TPO2']	noDrug	LD050_2426		trans
11942	-0.525573544	0.525573544	['MID2', 'TPO2']	noDrug	LD050_2428		trans
653	0.644005656	0.644005656	['MID2', 'TPO4']	5-FC	LD050_155		trans
9433	-0.622054577	0.622054577	['MID2', 'TPO4']	5-FC	LD050_1911		trans
11897	-0.59846258	0.59846258	['MID2', 'TPO4']	5-FC	LD050_2418		trans
1784	1.327754961	1.327754961	['MID2', 'TPO4']	Fluconazole	LD050_445		trans
3099	0.707676698	0.707676698	['MID2', 'TPO4']	Fluconazole	LD050_654		trans
3100	1.275898538	1.275898538	['MID2', 'TPO4']	Fluconazole	LD050_655		trans
3105	0.664621129	0.664621129	['MID2', 'TPO4']	Fluconazole	LD050_659		trans
5776	-1.408734614	1.408734614	['MID2', 'TPO4']	Fluconazole	LD050_1221		trans
8629	0.932809889	0.932809889	['MID2', 'TPO4']	Fluconazole	LD050_1789		trans
8638	0.649926754	0.649926754	['MID2', 'TPO4']	Fluconazole	LD050_1790	ERG5	trans
8689	0.975814193	0.975814193	['MID2', 'TPO4']	Fluconazole	LD050_1797		trans
9090	0.696565246	0.696565246	['MID2', 'TPO4']	Fluconazole	LD050_1853		trans
11940	-0.617254093	0.617254093	['MID2', 'TPO4']	Fluconazole	LD050_2426		trans
10438	-0.589139794	0.589139794	['MID2', 'TPO4']	Metformin	LD050_2147		trans
10480	-0.361351129	0.361351129	['MID2', 'TPO4']	Metformin	LD050_2157		trans
10425	-0.575152898	0.575152898	['MID2', 'TPO4']	Trifluoperazine	LD050_2143		trans
6201	-0.934044293	0.934044293	['MID2', 'TPO4']	noDrug	LD050_1325		trans
8616	0.548830063	0.548830063	['MID2', 'TPO4']	noDrug	LD050_1786	ERV25	trans
8623	0.510390696	0.510390696	['MID2', 'TPO4']	noDrug	LD050_1788		trans
8633	0.540953472	0.540953472	['MID2', 'TPO4']	noDrug	LD050_1790	ERG5	trans
8807	0.579076307	0.579076307	['MID2', 'WSC2']	5-FC	LD050_1809	ADE17	trans
11542	0.567243355	0.567243355	['MID2', 'WSC2']	5-FC	LD050_2348		trans
905	0.690455762	0.690455762	['MID2', 'WSC2']	Fluconazole	LD050_239		trans
910	0.615170241	0.615170241	['MID2', 'WSC2']	Fluconazole	LD050_242		trans
911	0.644705807	0.644705807	['MID2', 'WSC2']	Fluconazole	LD050_243		trans
915	1.142425591	1.142425591	['MID2', 'WSC2']	Fluconazole	LD050_247		trans
917	0.832076372	0.832076372	['MID2', 'WSC2']	Fluconazole	LD050_248		trans
920	1.163535385	1.163535385	['MID2', 'WSC2']	Fluconazole	LD050_249		trans
924	0.636290695	0.636290695	['MID2', 'WSC2']	Fluconazole	LD050_252		trans
2862	-0.687928808	0.687928808	['MID2', 'WSC2']	Fluconazole	LD050_606		trans
8807	0.648607599	0.648607599	['MID2', 'WSC2']	Fluconazole	LD050_1809	ADE17	trans
8810	0.60679747	0.60679747	['MID2', 'WSC2']	Fluconazole	LD050_1811	ADE17	trans
7484	0.512623694	0.512623694	['MID2', 'WSC2']	Metformin	LD050_1541	TPO1	trans
8807	0.529872409	0.529872409	['MID2', 'WSC2']	Metformin	LD050_1809	ADE17	trans
10415	-0.542481579	0.542481579	['MID2', 'WSC2']	Metformin	LD050_2137		trans
10420	-0.503150408	0.503150408	['MID2', 'WSC2']	Metformin	LD050_2140		trans
10425	-0.529256092	0.529256092	['MID2', 'WSC2']	Metformin	LD050_2143		trans
925	0.58416595	0.58416595	['MID2', 'WSC2']	Trifluoperazine	LD050_252		trans
928	0.604538052	0.604538052	['MID2', 'WSC2']	Trifluoperazine	LD050_255		trans
8807	0.581733315	0.581733315	['MID2', 'WSC2']	Trifluoperazine	LD050_1809	ADE17	trans
11540	0.574505448	0.574505448	['MID2', 'WSC2']	Trifluoperazine	LD050_2348		trans
11910	-0.763202472	0.763202472	['PLM2', 'HNM1']	5-FC	LD050_2418		trans
11912	-0.800454061	0.800454061	['PLM2', 'HNM1']	5-FC	LD050_2420		trans
11918	-1.032166623	1.032166623	['PLM2', 'HNM1']	5-FC	LD050_2421		trans
11920	-0.758868475	0.758868475	['PLM2', 'HNM1']	5-FC	LD050_2422		trans
11928	-0.704384677	0.704384677	['PLM2', 'HNM1']	5-FC	LD050_2424		trans
11931	-1.491026657	1.491026657	['PLM2', 'HNM1']	5-FC	LD050_2425		trans
11940	-0.65860502	0.65860502	['PLM2', 'HNM1']	5-FC	LD050_2426		trans
11946	-0.630312537	0.630312537	['PLM2', 'HNM1']	5-FC	LD050_2428		trans
575	-0.55909594	0.55909594	['PLM2', 'HNM1']	Fluconazole	LD050_139		trans
598	-0.655866383	0.655866383	['PLM2', 'HNM1']	Fluconazole	LD050_144		trans
3140	0.588050773	0.588050773	['PLM2', 'HNM1']	Fluconazole	LD050_667		trans
11929	-0.599733064	0.599733064	['PLM2', 'HNM1']	Fluconazole	LD050_2424		trans
11931	-1.107797889	1.107797889	['PLM2', 'HNM1']	Fluconazole	LD050_2425		trans
11938	-0.594048655	0.594048655	['PLM2', 'HNM1']	Fluconazole	LD050_2426		trans
11946	-0.595898281	0.595898281	['PLM2', 'HNM1']	Fluconazole	LD050_2428		trans
277	0.533922989	0.533922989	['PLM2', 'HNM1']	Metformin	LD050_74		trans
11900	-0.514074257	0.514074257	['PLM2', 'HNM1']	Metformin	LD050_2418		trans
11912	-0.512943592	0.512943592	['PLM2', 'HNM1']	Metformin	LD050_2420		trans
11917	-1.030689759	1.030689759	['PLM2', 'HNM1']	Metformin	LD050_2421		trans
11929	-0.497968179	0.497968179	['PLM2', 'HNM1']	Metformin	LD050_2424		trans
11931	-1.01036056	1.01036056	['PLM2', 'HNM1']	Metformin	LD050_2425		trans
7430	1.529672784	1.529672784	['PLM2', 'HNM1']	Trifluoperazine	LD050_1536		trans
10419	-0.593394759	0.593394759	['PLM2', 'HNM1']	Trifluoperazine	LD050_2139		trans
10438	-0.825854819	0.825854819	['PLM2', 'HNM1']	Trifluoperazine	LD050_2147		trans
925	0.567451907	0.567451907	['PLM2', 'HNM1']	noDrug	LD050_252		trans
11910	-0.681688305	0.681688305	['PLM2', 'HNM1']	noDrug	LD050_2418		trans
11915	-0.746711394	0.746711394	['PLM2', 'HNM1']	noDrug	LD050_2420		trans
11917	-1.277505178	1.277505178	['PLM2', 'HNM1']	noDrug	LD050_2421		trans
11920	-0.752927786	0.752927786	['PLM2', 'HNM1']	noDrug	LD050_2422		trans
11929	-0.756743859	0.756743859	['PLM2', 'HNM1']	noDrug	LD050_2424		trans
11931	-1.548296754	1.548296754	['PLM2', 'HNM1']	noDrug	LD050_2425		trans
11934	-0.710540793	0.710540793	['PLM2', 'HNM1']	noDrug	LD050_2426		trans
11944	-0.690294845	0.690294845	['PLM2', 'HNM1']	noDrug	LD050_2428		trans
7430	1.567672671	1.567672671	['PLM2', 'SNA3']	5-FC	LD050_1536		trans
9431	-0.590393918	0.590393918	['PLM2', 'SNA3']	5-FC	LD050_1911		trans
7430	1.459028454	1.459028454	['PLM2', 'SNA3']	Fluconazole	LD050_1536		trans
9574	1.396325378	1.396325378	['PLM2', 'SNA3']	Fluconazole	LD050_1931		trans
10023	1.838967855	1.838967855	['PLM2', 'SNA3']	Fluconazole	LD050_2048		trans
10211	-0.522049055	0.522049055	['PLM2', 'SNA3']	Fluconazole	LD050_2082		trans
2525	0.459640962	0.459640962	['PLM2', 'SNA3']	Metformin	LD050_535		trans
2530	0.465482684	0.465482684	['PLM2', 'SNA3']	Metformin	LD050_537		trans
4098	-1.383712148	1.383712148	['PLM2', 'SNA3']	Trifluoperazine	LD050_874		trans
7430	1.522702669	1.522702669	['PLM2', 'SNA3']	noDrug	LD050_1536		trans
1920	0.629315526	0.629315526	['PMC1', 'CTR2']	5-FC	LD050_468		trans
10438	-1.019364969	1.019364969	['PMC1', 'CTR2']	5-FC	LD050_2147		trans
11910	-0.733465402	0.733465402	['PMC1', 'CTR2']	5-FC	LD050_2418		trans
11912	-0.737531808	0.737531808	['PMC1', 'CTR2']	5-FC	LD050_2420		trans
11917	-1.263660715	1.263660715	['PMC1', 'CTR2']	5-FC	LD050_2421		trans
11920	-0.743641544	0.743641544	['PMC1', 'CTR2']	5-FC	LD050_2422		trans
11928	-0.785257889	0.785257889	['PMC1', 'CTR2']	5-FC	LD050_2424		trans
11931	-1.564113929	1.564113929	['PMC1', 'CTR2']	5-FC	LD050_2425		trans
11940	-0.81685075	0.81685075	['PMC1', 'CTR2']	5-FC	LD050_2426		trans
11942	-0.77132116	0.77132116	['PMC1', 'CTR2']	5-FC	LD050_2428		trans
11948	-0.697803603	0.697803603	['PMC1', 'CTR2']	5-FC	LD050_2430		trans
11929	-0.602181	0.602181	['PMC1', 'CTR2']	Fluconazole	LD050_2424		trans
11940	-0.656168009	0.656168009	['PMC1', 'CTR2']	Fluconazole	LD050_2426		trans
11946	-0.652611009	0.652611009	['PMC1', 'CTR2']	Fluconazole	LD050_2428		trans
10438	-0.844415834	0.844415834	['PMC1', 'CTR2']	Metformin	LD050_2147		trans
10480	-0.551757147	0.551757147	['PMC1', 'CTR2']	Metformin	LD050_2157		trans
11898	-0.57970934	0.57970934	['PMC1', 'CTR2']	Metformin	LD050_2418		trans
11912	-0.505778855	0.505778855	['PMC1', 'CTR2']	Metformin	LD050_2420		trans
11940	-0.500953258	0.500953258	['PMC1', 'CTR2']	Metformin	LD050_2426		trans
11944	-0.486198897	0.486198897	['PMC1', 'CTR2']	Metformin	LD050_2428		trans
667	1.373757852	1.373757852	['PMC1', 'CTR2']	Trifluoperazine	LD050_159		trans
10438	-1.113573238	1.113573238	['PMC1', 'CTR2']	Trifluoperazine	LD050_2147		trans
11940	-0.619057735	0.619057735	['PMC1', 'CTR2']	Trifluoperazine	LD050_2426		trans
11944	-0.60779557	0.60779557	['PMC1', 'CTR2']	Trifluoperazine	LD050_2428		trans
667	1.358735493	1.358735493	['PMC1', 'CTR2']	noDrug	LD050_159		trans
6983	0.653262587	0.653262587	['PMC1', 'CTR2']	noDrug	LD050_1443		trans
6988	0.629425214	0.629425214	['PMC1', 'CTR2']	noDrug	LD050_1445		trans
11910	-0.614421289	0.614421289	['PMC1', 'CTR2']	noDrug	LD050_2418		trans
11928	-0.662390707	0.662390707	['PMC1', 'CTR2']	noDrug	LD050_2424		trans
11931	-1.240927443	1.240927443	['PMC1', 'CTR2']	noDrug	LD050_2425		trans
11940	-0.700219253	0.700219253	['PMC1', 'CTR2']	noDrug	LD050_2426		trans
11944	-0.694019308	0.694019308	['PMC1', 'CTR2']	noDrug	LD050_2428		trans
1920	0.613009769	0.613009769	['PMC1', 'GTR2']	5-FC	LD050_468		trans
10438	-0.970938041	0.970938041	['PMC1', 'GTR2']	5-FC	LD050_2147		trans
11900	-0.691219366	0.691219366	['PMC1', 'GTR2']	5-FC	LD050_2418		trans
11912	-0.697205812	0.697205812	['PMC1', 'GTR2']	5-FC	LD050_2420		trans
11924	-0.682218472	0.682218472	['PMC1', 'GTR2']	5-FC	LD050_2422		trans
11928	-0.775841153	0.775841153	['PMC1', 'GTR2']	5-FC	LD050_2424		trans
11931	-1.432144226	1.432144226	['PMC1', 'GTR2']	5-FC	LD050_2425		trans
11940	-0.784412908	0.784412908	['PMC1', 'GTR2']	5-FC	LD050_2426		trans
11946	-0.757740262	0.757740262	['PMC1', 'GTR2']	5-FC	LD050_2428		trans
11948	-0.643521392	0.643521392	['PMC1', 'GTR2']	5-FC	LD050_2430		trans
3134	0.788669057	0.788669057	['PMC1', 'GTR2']	Fluconazole	LD050_665		trans
9427	-0.753104776	0.753104776	['PMC1', 'GTR2']	Fluconazole	LD050_1911		trans
11928	-0.715060675	0.715060675	['PMC1', 'GTR2']	Fluconazole	LD050_2424		trans
10438	-0.900247847	0.900247847	['PMC1', 'GTR2']	Metformin	LD050_2147		trans
11898	-0.556821248	0.556821248	['PMC1', 'GTR2']	Metformin	LD050_2418		trans
11912	-0.524940424	0.524940424	['PMC1', 'GTR2']	Metformin	LD050_2420		trans
11920	-0.502572736	0.502572736	['PMC1', 'GTR2']	Metformin	LD050_2422		trans
11928	-0.506933477	0.506933477	['PMC1', 'GTR2']	Metformin	LD050_2424		trans
11940	-0.542054038	0.542054038	['PMC1', 'GTR2']	Metformin	LD050_2426		trans
11946	-0.542476613	0.542476613	['PMC1', 'GTR2']	Metformin	LD050_2428		trans
10438	-1.136920239	1.136920239	['PMC1', 'GTR2']	Trifluoperazine	LD050_2147		trans
11910	-0.705559683	0.705559683	['PMC1', 'GTR2']	Trifluoperazine	LD050_2418		trans
11912	-0.696732326	0.696732326	['PMC1', 'GTR2']	Trifluoperazine	LD050_2420		trans
11924	-0.732632448	0.732632448	['PMC1', 'GTR2']	Trifluoperazine	LD050_2422		trans
11928	-0.792951389	0.792951389	['PMC1', 'GTR2']	Trifluoperazine	LD050_2424		trans
11931	-1.474140274	1.474140274	['PMC1', 'GTR2']	Trifluoperazine	LD050_2425		trans
11940	-0.836674914	0.836674914	['PMC1', 'GTR2']	Trifluoperazine	LD050_2426		trans
11946	-0.78620041	0.78620041	['PMC1', 'GTR2']	Trifluoperazine	LD050_2428		trans
11948	-0.66124495	0.66124495	['PMC1', 'GTR2']	Trifluoperazine	LD050_2430		trans
648	0.666610162	0.666610162	['PMC1', 'GTR2']	noDrug	LD050_152		trans
667	1.3389086	1.3389086	['PMC1', 'GTR2']	noDrug	LD050_159		trans
10438	-1.055702762	1.055702762	['PMC1', 'GTR2']	noDrug	LD050_2147		trans
11910	-0.647725688	0.647725688	['PMC1', 'GTR2']	noDrug	LD050_2418		trans
11912	-0.661447818	0.661447818	['PMC1', 'GTR2']	noDrug	LD050_2420		trans
11924	-0.691786992	0.691786992	['PMC1', 'GTR2']	noDrug	LD050_2422		trans
11928	-0.735850751	0.735850751	['PMC1', 'GTR2']	noDrug	LD050_2424		trans
11931	-1.395208756	1.395208756	['PMC1', 'GTR2']	noDrug	LD050_2425		trans
11940	-0.790985267	0.790985267	['PMC1', 'GTR2']	noDrug	LD050_2426		trans
11946	-0.737724084	0.737724084	['PMC1', 'GTR2']	noDrug	LD050_2428		trans
11948	-0.620458239	0.620458239	['PMC1', 'GTR2']	noDrug	LD050_2430		trans
2274	0.421531101	0.421531101	['RET2', 'EMP47']	5-FC	LD050_512		trans
2528	0.449072587	0.449072587	['RET2', 'EMP47']	5-FC	LD050_537		trans
3871	0.572317527	0.572317527	['RET2', 'EMP47']	5-FC	LD050_813		trans
649	0.426566104	0.426566104	['RET2', 'EMP47']	Fluconazole	LD050_152		trans
981	0.507203036	0.507203036	['RET2', 'EMP47']	Fluconazole	LD050_270		trans
3142	0.4162044	0.4162044	['RET2', 'EMP47']	Fluconazole	LD050_667		trans
3147	0.414933342	0.414933342	['RET2', 'EMP47']	Fluconazole	LD050_670		trans
6174	-0.395930029	0.395930029	['RET2', 'EMP47']	Fluconazole	LD050_1320		trans
7430	1.023426817	1.023426817	['RET2', 'EMP47']	Fluconazole	LD050_1536		trans
3871	0.434819058	0.434819058	['RET2', 'EMP47']	Metformin	LD050_813		trans
8367	0.661368532	0.661368532	['RET2', 'EMP47']	Metformin	LD050_1731	LSM3	trans
8774	0.315516407	0.315516407	['RET2', 'EMP47']	Metformin	LD050_1805	PGM2	trans
10480	-0.349912142	0.349912142	['RET2', 'EMP47']	Metformin	LD050_2157		trans
10425	-0.412062616	0.412062616	['RET2', 'EMP47']	Trifluoperazine	LD050_2143		trans
11899	-0.438797032	0.438797032	['RET2', 'EMP47']	Trifluoperazine	LD050_2418		trans
