,Uniprot_InteractorA,Uniprot_InteractorB,Confidence.value.s.,InteractorA,InteractorB
17430,uniprotkb:P25619,uniprotkb:P14359,author score:99.31|intact-miscore:0.37,YCR021C,YJL151C
17431,uniprotkb:P25619,uniprotkb:P19807,author score:99.00|intact-miscore:0.37,YCR021C,YGL077C
17432,uniprotkb:P25619,uniprotkb:P25619,author score:99.00|intact-miscore:0.37,YCR021C,YCR021C
17433,uniprotkb:P26570,uniprotkb:P25619,author score:99.00|intact-miscore:0.37,YML016C,YCR021C
17435,uniprotkb:P25619,uniprotkb:P30605,author score:99.30|intact-miscore:0.37,YCR021C,YDR497C
17436,uniprotkb:P32465,uniprotkb:P25619,author score:99.00|intact-miscore:0.37,YHR094C,YCR021C
17437,uniprotkb:P32568,uniprotkb:P25619,author score:99.00|intact-miscore:0.37,YDR011W,YCR021C
17439,uniprotkb:P36027,uniprotkb:P25619,author score:99.30|intact-miscore:0.37,YLR332W,YCR021C
17440,uniprotkb:P38695,uniprotkb:P25619,author score:99.00|intact-miscore:0.37,YHR096C,YCR021C
17441,uniprotkb:P53283,uniprotkb:P25619,author score:99.30|intact-miscore:0.37,YGR138C,YCR021C
17442,uniprotkb:P53278,uniprotkb:P25619,author score:99.00|intact-miscore:0.37,YGR130C,YCR021C
17443,uniprotkb:Q02201,uniprotkb:P25619,author score:97.54|intact-miscore:0.37,YKR003W,YCR021C
17444,uniprotkb:Q02785,uniprotkb:P25619,author score:99.00|intact-miscore:0.37,YPL058C,YCR021C
17447,uniprotkb:P25619,uniprotkb:Q08967,author score:99.00|intact-miscore:0.37,YCR021C,YPL221W
17449,uniprotkb:Q99271,uniprotkb:P25619,author score:98.67|intact-miscore:0.37,YLR138W,YCR021C
17450,uniprotkb:P25623,uniprotkb:P10823,author score:99.00|intact-miscore:0.37,YCR030C,YER020W
17451,uniprotkb:P25623,uniprotkb:P19807,author score:99.00|intact-miscore:0.37,YCR030C,YGL077C
17453,uniprotkb:P25623,uniprotkb:P35735,author score:99.00|intact-miscore:0.37,YCR030C,YKL051W
17456,uniprotkb:P53278,uniprotkb:P25623,author score:99.00|intact-miscore:0.37,YGR130C,YCR030C
17457,uniprotkb:P25623,uniprotkb:P53832,author score:99.00|intact-miscore:0.37,YCR030C,YNL283C
17458,uniprotkb:P25623,uniprotkb:Q04439,author score:99.00|intact-miscore:0.37,YCR030C,YMR109W
17459,uniprotkb:Q02785,uniprotkb:P25623,author score:99.00|intact-miscore:0.37,YPL058C,YCR030C
17462,uniprotkb:Q08967,uniprotkb:P25623,author score:99.00|intact-miscore:0.37,YPL221W,YCR030C
17463,uniprotkb:Q12446,uniprotkb:P25623,author score:99.00|intact-miscore:0.37,YOR181W,YCR030C
17469,uniprotkb:P26570,uniprotkb:P19807,author score:99.32|intact-miscore:0.37,YML016C,YGL077C
17470,uniprotkb:P26570,uniprotkb:P36027,author score:99.28|intact-miscore:0.37,YML016C,YLR332W
17471,uniprotkb:P26570,uniprotkb:Q02785,author score:99.00|intact-miscore:0.37,YML016C,YPL058C
17472,uniprotkb:P26570,uniprotkb:Q08967,author score:97.60|intact-miscore:0.37,YML016C,YPL221W
17473,uniprotkb:P26570,uniprotkb:Q12256,author score:99.00|intact-miscore:0.37,YML016C,YOR273C
17474,uniprotkb:Q99271,uniprotkb:P26570,author score:99.00|intact-miscore:0.37,YLR138W,YML016C
17513,uniprotkb:P29366,uniprotkb:P29366,author score:98.72|intact-miscore:0.37,YBR200W,YBR200W
17522,uniprotkb:P19807,uniprotkb:P30605,author score:99.00|intact-miscore:0.37,YGL077C,YDR497C
17523,uniprotkb:P36027,uniprotkb:P30605,author score:99.00|intact-miscore:0.37,YLR332W,YDR497C
17524,uniprotkb:P38234,uniprotkb:P30605,author score:99.00|intact-miscore:0.37,YBR052C,YDR497C
17526,uniprotkb:P53278,uniprotkb:P30605,author score:99.00|intact-miscore:0.37,YGR130C,YDR497C
17527,uniprotkb:P30605,uniprotkb:Q02785,author score:99.00|intact-miscore:0.37,YDR497C,YPL058C
17528,uniprotkb:Q03640,uniprotkb:P30605,author score:99.00|intact-miscore:0.37,YML072C,YDR497C
17529,uniprotkb:P30605,uniprotkb:Q08967,author score:99.25|intact-miscore:0.37,YDR497C,YPL221W
17576,uniprotkb:P32445,uniprotkb:P10823,author score:99.00|intact-miscore:0.37,YCR028C-A,YER020W
17577,uniprotkb:P32445,uniprotkb:P19807,author score:99.00|intact-miscore:0.37,YCR028C-A,YGL077C
17582,uniprotkb:P35735,uniprotkb:P32445,author score:99.00|intact-miscore:0.37,YKL051W,YCR028C-A
17583,uniprotkb:P36027,uniprotkb:P32445,author score:99.00|intact-miscore:0.37,YLR332W,YCR028C-A
17587,uniprotkb:P32445,uniprotkb:P50276,author score:99.00|intact-miscore:0.37,YCR028C-A,YGR055W
17588,uniprotkb:P32445,uniprotkb:P53278,author score:99.00|intact-miscore:0.37,YCR028C-A,YGR130C
17589,uniprotkb:P32445,uniprotkb:P53283,author score:99.00|intact-miscore:0.37,YCR028C-A,YGR138C
17591,uniprotkb:P32445,uniprotkb:Q02785,author score:99.00|intact-miscore:0.37,YCR028C-A,YPL058C
17592,uniprotkb:P32445,uniprotkb:Q03640,author score:99.00|intact-miscore:0.37,YCR028C-A,YML072C
17594,uniprotkb:Q06689,uniprotkb:P32445,author score:99.00|intact-miscore:0.37,YLR413W,YCR028C-A
17595,uniprotkb:P32445,uniprotkb:Q07651,author score:99.28|intact-miscore:0.37,YCR028C-A,YDL222C
17597,uniprotkb:P32445,uniprotkb:Q12256,author score:99.00|intact-miscore:0.37,YCR028C-A,YOR273C
17606,uniprotkb:P32465,uniprotkb:P19807,author score:99.00|intact-miscore:0.37,YHR094C,YGL077C
17608,uniprotkb:P32465,uniprotkb:P32465,author score:99.00|intact-miscore:0.37,YHR094C,YHR094C
17609,uniprotkb:P32465,uniprotkb:P36027,author score:97.53|intact-miscore:0.37,YHR094C,YLR332W
17610,uniprotkb:P32465,uniprotkb:P38234,author score:99.00|intact-miscore:0.37,YHR094C,YBR052C
17612,uniprotkb:P32465,uniprotkb:Q02785,author score:99.00|intact-miscore:0.37,YHR094C,YPL058C
17613,uniprotkb:Q06451,uniprotkb:P32465,author score:99.00|intact-miscore:0.37,YPR156C,YHR094C
17633,uniprotkb:P32610,uniprotkb:P32563,author score:99.28|intact-miscore:0.55,YEL051W,YOR270C
17634,uniprotkb:P38310,uniprotkb:P32563,author score:99.00|intact-miscore:0.37,YBR207W,YOR270C
17640,uniprotkb:P19807,uniprotkb:P32566,author score:98.00|intact-miscore:0.37,YGL077C,YGR229C
17642,uniprotkb:P32566,uniprotkb:P36027,author score:99.00|intact-miscore:0.37,YGR229C,YLR332W
17648,uniprotkb:Q12057,uniprotkb:P32566,author score:99.00|intact-miscore:0.37,YOR104W,YGR229C
17650,uniprotkb:P19807,uniprotkb:P32568,author score:99.00|intact-miscore:0.37,YGL077C,YDR011W
17651,uniprotkb:P32465,uniprotkb:P32568,author score:99.00|intact-miscore:0.37,YHR094C,YDR011W
17652,uniprotkb:P32568,uniprotkb:P32568,author score:99.00|intact-miscore:0.37,YDR011W,YDR011W
17654,uniprotkb:P38695,uniprotkb:P32568,author score:99.00|intact-miscore:0.37,YHR096C,YDR011W
17655,uniprotkb:P50276,uniprotkb:P32568,author score:99.00|intact-miscore:0.37,YGR055W,YDR011W
17656,uniprotkb:P53388,uniprotkb:P32568,author score:99.00|intact-miscore:0.37,YPL265W,YDR011W
17657,uniprotkb:P32568,uniprotkb:Q02785,author score:99.00|intact-miscore:0.37,YDR011W,YPL058C
17658,uniprotkb:P32568,uniprotkb:Q06451,author score:99.00|intact-miscore:0.37,YDR011W,YPR156C
17709,uniprotkb:P33302,uniprotkb:P32465,author score:99.00|intact-miscore:0.37,YOR153W,YHR094C
17710,uniprotkb:P33302,uniprotkb:P38695,author score:99.00|intact-miscore:0.37,YOR153W,YHR096C
17803,uniprotkb:P35735,uniprotkb:P19807,author score:99.00|intact-miscore:0.37,YKL051W,YGL077C
17804,uniprotkb:P10823,uniprotkb:P35735,author score:99.00|intact-miscore:0.37,YER020W,YKL051W
17805,uniprotkb:P25619,uniprotkb:P35735,author score:99.25|intact-miscore:0.37,YCR021C,YKL051W
17806,uniprotkb:P26570,uniprotkb:P35735,author score:99.00|intact-miscore:0.37,YML016C,YKL051W
17807,uniprotkb:P35735,uniprotkb:P29366,author score:93.51|intact-miscore:0.37,YKL051W,YBR200W
17808,uniprotkb:P32465,uniprotkb:P35735,author score:99.00|intact-miscore:0.37,YHR094C,YKL051W
17809,uniprotkb:P35735,uniprotkb:P32568,author score:99.00|intact-miscore:0.37,YKL051W,YDR011W
17810,uniprotkb:P35735,uniprotkb:P33302,author score:99.00|intact-miscore:0.37,YKL051W,YOR153W
17812,uniprotkb:P35735,uniprotkb:P35735,author score:99.00|intact-miscore:0.37,YKL051W,YKL051W
17813,uniprotkb:P35735,uniprotkb:P38234,author score:99.00|intact-miscore:0.37,YKL051W,YBR052C
17814,uniprotkb:P35735,uniprotkb:P38695,author score:99.00|intact-miscore:0.37,YKL051W,YHR096C
17818,uniprotkb:P35735,uniprotkb:P53139,author score:99.00|intact-miscore:0.37,YKL051W,YGL108C
17819,uniprotkb:P35735,uniprotkb:P53278,author score:99.00|intact-miscore:0.37,YKL051W,YGR130C
17820,uniprotkb:P53390,uniprotkb:P35735,author score:99.00|intact-miscore:0.37,YPR138C,YKL051W
17821,uniprotkb:P53832,uniprotkb:P35735,author score:99.25|intact-miscore:0.37,YNL283C,YKL051W
17822,uniprotkb:Q02785,uniprotkb:P35735,author score:99.00|intact-miscore:0.37,YPL058C,YKL051W
17825,uniprotkb:P35735,uniprotkb:Q06451,author score:99.00|intact-miscore:0.37,YKL051W,YPR156C
17826,uniprotkb:P35735,uniprotkb:Q06689,author score:99.00|intact-miscore:0.37,YKL051W,YLR413W
17827,uniprotkb:Q08967,uniprotkb:P35735,author score:99.00|intact-miscore:0.37,YPL221W,YKL051W
17836,uniprotkb:P36027,uniprotkb:P19807,author score:96.02|intact-miscore:0.37,YLR332W,YGL077C
17837,uniprotkb:P36027,uniprotkb:P35735,author score:99.00|intact-miscore:0.37,YLR332W,YKL051W
17838,uniprotkb:P36027,uniprotkb:P36027,author score:99.00|intact-miscore:0.37,YLR332W,YLR332W
17839,uniprotkb:P36027,uniprotkb:P53139,author score:98.00|intact-miscore:0.37,YLR332W,YGL108C
17840,uniprotkb:P36027,uniprotkb:Q02785,author score:99.00|intact-miscore:0.37,YLR332W,YPL058C
17950,uniprotkb:P38264,uniprotkb:P10614,author score:99.00|intact-miscore:0.37,YBR106W,YHR007C
17955,uniprotkb:P32465,uniprotkb:P38264,author score:99.00|intact-miscore:0.37,YHR094C,YBR106W
17957,uniprotkb:P38264,uniprotkb:P38264,author score:99.00|intact-miscore:0.37,YBR106W,YBR106W
17958,uniprotkb:P38264,uniprotkb:Q06451,author score:99.00|intact-miscore:0.37,YBR106W,YPR156C
17982,uniprotkb:P38310,uniprotkb:P32465,author score:97.60|intact-miscore:0.37,YBR207W,YHR094C
17983,uniprotkb:P32610,uniprotkb:P38310,author score:99.00|intact-miscore:0.37,YEL051W,YBR207W
18023,uniprotkb:P38695,uniprotkb:P19807,author score:99.25|intact-miscore:0.37,YHR096C,YGL077C
18024,uniprotkb:P38695,uniprotkb:P40474,author score:99.33|intact-miscore:0.37,YHR096C,YIL121W
18025,uniprotkb:P38695,uniprotkb:P50276,author score:99.36|intact-miscore:0.37,YHR096C,YGR055W
18026,uniprotkb:P53388,uniprotkb:P38695,author score:99.36|intact-miscore:0.37,YPL265W,YHR096C
18027,uniprotkb:P38695,uniprotkb:Q02785,author score:99.00|intact-miscore:0.37,YHR096C,YPL058C
18028,uniprotkb:P38695,uniprotkb:Q06451,author score:99.00|intact-miscore:0.37,YHR096C,YPR156C
18036,uniprotkb:P38755,uniprotkb:P10823,author score:99.31|intact-miscore:0.37,YHR001W,YER020W
18037,uniprotkb:P19807,uniprotkb:P38755,author score:99.00|intact-miscore:0.37,YGL077C,YHR001W
18038,uniprotkb:P25619,uniprotkb:P38755,author score:99.27|intact-miscore:0.37,YCR021C,YHR001W
18040,uniprotkb:P38755,uniprotkb:P36027,author score:99.00|intact-miscore:0.37,YHR001W,YLR332W
18041,uniprotkb:P38755,uniprotkb:P50276,author score:99.00|intact-miscore:0.37,YHR001W,YGR055W
18042,uniprotkb:P53049,uniprotkb:P38755,author score:99.33|intact-miscore:0.37,YGR281W,YHR001W
18043,uniprotkb:P53832,uniprotkb:P38755,author score:99.31|intact-miscore:0.37,YNL283C,YHR001W
18044,uniprotkb:Q02785,uniprotkb:P38755,author score:99.00|intact-miscore:0.37,YPL058C,YHR001W
18045,uniprotkb:Q03640,uniprotkb:P38755,author score:99.00|intact-miscore:0.37,YML072C,YHR001W
18046,uniprotkb:Q08967,uniprotkb:P38755,author score:99.35|intact-miscore:0.37,YPL221W,YHR001W
18047,uniprotkb:P38755,uniprotkb:Q12256,author score:99.00|intact-miscore:0.37,YHR001W,YOR273C
18048,uniprotkb:P38755,uniprotkb:Q12335,author score:99.00|intact-miscore:0.37,YHR001W,YDR032C
18079,uniprotkb:P38903,uniprotkb:P36027,author score:99.00|intact-miscore:0.37,YOR014W,YLR332W
18212,uniprotkb:P40088,uniprotkb:P10823,author score:99.00|intact-miscore:0.37,YER145C,YER020W
18213,uniprotkb:P19807,uniprotkb:P40088,author score:99.00|intact-miscore:0.37,YGL077C,YER145C
18214,uniprotkb:P40088,uniprotkb:P30605,author score:99.00|intact-miscore:0.37,YER145C,YDR497C
18215,uniprotkb:P40088,uniprotkb:P32465,author score:99.00|intact-miscore:0.37,YER145C,YHR094C
18217,uniprotkb:P40088,uniprotkb:P35735,author score:99.00|intact-miscore:0.37,YER145C,YKL051W
18218,uniprotkb:P36027,uniprotkb:P40088,author score:99.00|intact-miscore:0.37,YLR332W,YER145C
18219,uniprotkb:P40088,uniprotkb:P38234,author score:99.00|intact-miscore:0.37,YER145C,YBR052C
18220,uniprotkb:P40088,uniprotkb:P38695,author score:99.00|intact-miscore:0.37,YER145C,YHR096C
18223,uniprotkb:P50276,uniprotkb:P40088,author score:99.00|intact-miscore:0.37,YGR055W,YER145C
18224,uniprotkb:P53049,uniprotkb:P40088,author score:99.00|intact-miscore:0.37,YGR281W,YER145C
18225,uniprotkb:P40088,uniprotkb:P53278,author score:99.00|intact-miscore:0.37,YER145C,YGR130C
18226,uniprotkb:P40088,uniprotkb:P53283,author score:97.53|intact-miscore:0.37,YER145C,YGR138C
18227,uniprotkb:Q02785,uniprotkb:P40088,author score:99.00|intact-miscore:0.37,YPL058C,YER145C
18228,uniprotkb:Q03640,uniprotkb:P40088,author score:99.00|intact-miscore:0.37,YML072C,YER145C
18230,uniprotkb:P40088,uniprotkb:Q06451,author score:99.00|intact-miscore:0.37,YER145C,YPR156C
18231,uniprotkb:Q06689,uniprotkb:P40088,author score:99.00|intact-miscore:0.37,YLR413W,YER145C
18232,uniprotkb:P40088,uniprotkb:Q07651,author score:99.00|intact-miscore:0.37,YER145C,YDL222C
18233,uniprotkb:P40088,uniprotkb:Q08967,author score:99.00|intact-miscore:0.37,YER145C,YPL221W
18234,uniprotkb:P40088,uniprotkb:Q12256,author score:98.67|intact-miscore:0.37,YER145C,YOR273C
18235,uniprotkb:Q12335,uniprotkb:P40088,author score:97.53|intact-miscore:0.37,YDR032C,YER145C
18238,uniprotkb:P40094,uniprotkb:P40094,author score:99.00|intact-miscore:0.37,YER157W,YER157W
18249,uniprotkb:P19807,uniprotkb:P40474,author score:99.00|intact-miscore:0.37,YGL077C,YIL121W
18250,uniprotkb:P32465,uniprotkb:P40474,author score:99.00|intact-miscore:0.37,YHR094C,YIL121W
18251,uniprotkb:P40474,uniprotkb:P32568,author score:99.25|intact-miscore:0.37,YIL121W,YDR011W
18252,uniprotkb:P40474,uniprotkb:P33302,author score:99.00|intact-miscore:0.37,YIL121W,YOR153W
18253,uniprotkb:P35735,uniprotkb:P40474,author score:99.25|intact-miscore:0.37,YKL051W,YIL121W
18254,uniprotkb:P36027,uniprotkb:P40474,author score:99.00|intact-miscore:0.37,YLR332W,YIL121W
18255,uniprotkb:P40474,uniprotkb:P38234,author score:99.34|intact-miscore:0.37,YIL121W,YBR052C
18256,uniprotkb:P40474,uniprotkb:P40474,author score:99.34|intact-miscore:0.37,YIL121W,YIL121W
18257,uniprotkb:P40474,uniprotkb:Q02785,author score:99.00|intact-miscore:0.37,YIL121W,YPL058C
18258,uniprotkb:P40474,uniprotkb:Q03640,author score:99.00|intact-miscore:0.37,YIL121W,YML072C
18259,uniprotkb:Q06689,uniprotkb:P40474,author score:99.25|intact-miscore:0.37,YLR413W,YIL121W
18260,uniprotkb:P40474,uniprotkb:Q07824,author score:99.30|intact-miscore:0.37,YIL121W,YLL028W
18265,uniprotkb:Q04410,uniprotkb:P40482,author score:99.00|intact-miscore:0.81,YDR517W,YIL109C
18266,uniprotkb:P40485,uniprotkb:P10823,author score:99.30|intact-miscore:0.37,YIL105C,YER020W
18267,uniprotkb:P19807,uniprotkb:P40485,author score:97.53|intact-miscore:0.37,YGL077C,YIL105C
18269,uniprotkb:P35735,uniprotkb:P40485,author score:99.00|intact-miscore:0.37,YKL051W,YIL105C
18270,uniprotkb:P36027,uniprotkb:P40485,author score:99.00|intact-miscore:0.37,YLR332W,YIL105C
18271,uniprotkb:P40485,uniprotkb:P38234,author score:99.00|intact-miscore:0.37,YIL105C,YBR052C
18272,uniprotkb:P53278,uniprotkb:P40485,author score:99.00|intact-miscore:0.37,YGR130C,YIL105C
18273,uniprotkb:P53283,uniprotkb:P40485,author score:99.00|intact-miscore:0.37,YGR138C,YIL105C
18274,uniprotkb:P40485,uniprotkb:Q02785,author score:97.54|intact-miscore:0.37,YIL105C,YPL058C
18275,uniprotkb:P40485,uniprotkb:Q12335,author score:99.30|intact-miscore:0.37,YIL105C,YDR032C
18278,uniprotkb:P40513,uniprotkb:P19807,author score:99.30|intact-miscore:0.37,YIL070C,YGL077C
18279,uniprotkb:P35735,uniprotkb:P40513,author score:99.00|intact-miscore:0.37,YKL051W,YIL070C
18280,uniprotkb:P36027,uniprotkb:P40513,author score:99.30|intact-miscore:0.37,YLR332W,YIL070C
18281,uniprotkb:P40513,uniprotkb:P38234,author score:99.30|intact-miscore:0.37,YIL070C,YBR052C
18282,uniprotkb:P40485,uniprotkb:P40513,author score:99.30|intact-miscore:0.37,YIL105C,YIL070C
18283,uniprotkb:Q12335,uniprotkb:P40513,author score:99.28|intact-miscore:0.37,YDR032C,YIL070C
18386,uniprotkb:P46682,uniprotkb:P46682,author score:99.00|intact-miscore:0.37,YGR261C,YGR261C
18392,uniprotkb:P46965,uniprotkb:P10614,author score:99.00|intact-miscore:0.37,YJR010C-A,YHR007C
18394,uniprotkb:P38264,uniprotkb:P46965,author score:99.00|intact-miscore:0.37,YBR106W,YJR010C-A
18418,uniprotkb:P36027,uniprotkb:P47068,author score:99.00|intact-miscore:0.37,YLR332W,YJL020C
18421,uniprotkb:P47068,uniprotkb:P47068,author score:99.00|intact-miscore:0.37,YJL020C,YJL020C
18427,uniprotkb:P47122,uniprotkb:P08518,author score:99.25|intact-miscore:0.55,YJR072C,YOR151C
18460,uniprotkb:P10823,uniprotkb:P50276,author score:99.00|intact-miscore:0.37,YER020W,YGR055W
18461,uniprotkb:P50276,uniprotkb:P19807,author score:99.00|intact-miscore:0.37,YGR055W,YGL077C
18463,uniprotkb:P50276,uniprotkb:P26570,author score:99.00|intact-miscore:0.37,YGR055W,YML016C
18464,uniprotkb:P30605,uniprotkb:P50276,author score:99.00|intact-miscore:0.37,YDR497C,YGR055W
18465,uniprotkb:P32465,uniprotkb:P50276,author score:99.00|intact-miscore:0.37,YHR094C,YGR055W
18467,uniprotkb:P50276,uniprotkb:P33302,author score:99.00|intact-miscore:0.37,YGR055W,YOR153W
18469,uniprotkb:P35735,uniprotkb:P50276,author score:99.00|intact-miscore:0.37,YKL051W,YGR055W
18470,uniprotkb:P50276,uniprotkb:P36027,author score:99.00|intact-miscore:0.37,YGR055W,YLR332W
18473,uniprotkb:P38234,uniprotkb:P50276,author score:99.00|intact-miscore:0.37,YBR052C,YGR055W
18476,uniprotkb:P40474,uniprotkb:P50276,author score:99.00|intact-miscore:0.37,YIL121W,YGR055W
18477,uniprotkb:P40485,uniprotkb:P50276,author score:99.37|intact-miscore:0.37,YIL105C,YGR055W
18478,uniprotkb:P50276,uniprotkb:P50276,author score:99.00|intact-miscore:0.37,YGR055W,YGR055W
18479,uniprotkb:P50276,uniprotkb:P53139,author score:99.25|intact-miscore:0.37,YGR055W,YGL108C
18480,uniprotkb:P50276,uniprotkb:P53278,author score:99.00|intact-miscore:0.37,YGR055W,YGR130C
18481,uniprotkb:P50276,uniprotkb:Q02785,author score:99.00|intact-miscore:0.37,YGR055W,YPL058C
18484,uniprotkb:Q06451,uniprotkb:P50276,author score:99.00|intact-miscore:0.37,YPR156C,YGR055W
18485,uniprotkb:P50276,uniprotkb:Q06689,author score:99.00|intact-miscore:0.37,YGR055W,YLR413W
18486,uniprotkb:Q08967,uniprotkb:P50276,author score:99.00|intact-miscore:0.37,YPL221W,YGR055W
18487,uniprotkb:Q12256,uniprotkb:P50276,author score:99.00|intact-miscore:0.37,YOR273C,YGR055W
18522,uniprotkb:P53049,uniprotkb:P10823,author score:99.28|intact-miscore:0.37,YGR281W,YER020W
18523,uniprotkb:P53049,uniprotkb:P19807,author score:99.00|intact-miscore:0.37,YGR281W,YGL077C
18524,uniprotkb:P53049,uniprotkb:P35735,author score:99.00|intact-miscore:0.37,YGR281W,YKL051W
18525,uniprotkb:P53049,uniprotkb:P36027,author score:99.00|intact-miscore:0.37,YGR281W,YLR332W
18526,uniprotkb:P38234,uniprotkb:P53049,author score:99.28|intact-miscore:0.37,YBR052C,YGR281W
18527,uniprotkb:P53049,uniprotkb:P50276,author score:99.00|intact-miscore:0.37,YGR281W,YGR055W
18528,uniprotkb:P53049,uniprotkb:P53049,author score:99.00|intact-miscore:0.37,YGR281W,YGR281W
18529,uniprotkb:P53049,uniprotkb:Q02785,author score:99.00|intact-miscore:0.37,YGR281W,YPL058C
18530,uniprotkb:Q08967,uniprotkb:P53049,author score:99.00|intact-miscore:0.37,YPL221W,YGR281W
18552,uniprotkb:P19807,uniprotkb:P53172,author score:99.00|intact-miscore:0.37,YGL077C,YGL056C
18553,uniprotkb:P53172,uniprotkb:P32465,author score:99.00|intact-miscore:0.37,YGL056C,YHR094C
18554,uniprotkb:P53172,uniprotkb:P32568,author score:99.30|intact-miscore:0.37,YGL056C,YDR011W
18555,uniprotkb:P53172,uniprotkb:P33302,author score:99.00|intact-miscore:0.37,YGL056C,YOR153W
18558,uniprotkb:P53172,uniprotkb:P35735,author score:99.28|intact-miscore:0.37,YGL056C,YKL051W
18559,uniprotkb:P36027,uniprotkb:P53172,author score:99.00|intact-miscore:0.37,YLR332W,YGL056C
18560,uniprotkb:P53172,uniprotkb:P38234,author score:99.29|intact-miscore:0.37,YGL056C,YBR052C
18561,uniprotkb:P53172,uniprotkb:P40474,author score:99.00|intact-miscore:0.37,YGL056C,YIL121W
18562,uniprotkb:P50276,uniprotkb:P53172,author score:99.00|intact-miscore:0.37,YGR055W,YGL056C
18563,uniprotkb:P53388,uniprotkb:P53172,author score:99.00|intact-miscore:0.37,YPL265W,YGL056C
18564,uniprotkb:Q02785,uniprotkb:P53172,author score:99.00|intact-miscore:0.37,YPL058C,YGL056C
18565,uniprotkb:P53172,uniprotkb:Q03640,author score:99.00|intact-miscore:0.37,YGL056C,YML072C
18566,uniprotkb:P53172,uniprotkb:Q06451,author score:99.25|intact-miscore:0.37,YGL056C,YPR156C
18567,uniprotkb:P53172,uniprotkb:Q06689,author score:99.30|intact-miscore:0.37,YGL056C,YLR413W
18578,uniprotkb:P53241,uniprotkb:P19807,author score:99.00|intact-miscore:0.37,YGR065C,YGL077C
18579,uniprotkb:P53241,uniprotkb:P35735,author score:99.00|intact-miscore:0.37,YGR065C,YKL051W
18580,uniprotkb:P53241,uniprotkb:P36027,author score:99.00|intact-miscore:0.37,YGR065C,YLR332W
18581,uniprotkb:P38234,uniprotkb:P53241,author score:99.00|intact-miscore:0.37,YBR052C,YGR065C
18582,uniprotkb:P53241,uniprotkb:P50276,author score:99.00|intact-miscore:0.37,YGR065C,YGR055W
18583,uniprotkb:P53278,uniprotkb:P53241,author score:99.00|intact-miscore:0.37,YGR130C,YGR065C
18584,uniprotkb:P53241,uniprotkb:Q02785,author score:99.00|intact-miscore:0.37,YGR065C,YPL058C
18585,uniprotkb:P53241,uniprotkb:Q03640,author score:99.00|intact-miscore:0.37,YGR065C,YML072C
18586,uniprotkb:Q06689,uniprotkb:P53241,author score:99.00|intact-miscore:0.37,YLR413W,YGR065C
18587,uniprotkb:P53241,uniprotkb:Q07651,author score:99.00|intact-miscore:0.37,YGR065C,YDL222C
18594,uniprotkb:P53283,uniprotkb:P19807,author score:99.00|intact-miscore:0.37,YGR138C,YGL077C
18595,uniprotkb:P32465,uniprotkb:P53283,author score:99.00|intact-miscore:0.37,YHR094C,YGR138C
18596,uniprotkb:P32568,uniprotkb:P53283,author score:99.00|intact-miscore:0.37,YDR011W,YGR138C
18597,uniprotkb:P53283,uniprotkb:P33302,author score:99.00|intact-miscore:0.37,YGR138C,YOR153W
18598,uniprotkb:P35735,uniprotkb:P53283,author score:99.00|intact-miscore:0.37,YKL051W,YGR138C
18599,uniprotkb:P53283,uniprotkb:P36027,author score:99.00|intact-miscore:0.37,YGR138C,YLR332W
18600,uniprotkb:P53283,uniprotkb:P38234,author score:99.00|intact-miscore:0.37,YGR138C,YBR052C
18601,uniprotkb:P38264,uniprotkb:P53283,author score:99.00|intact-miscore:0.37,YBR106W,YGR138C
18602,uniprotkb:P53283,uniprotkb:P38695,author score:99.00|intact-miscore:0.37,YGR138C,YHR096C
18603,uniprotkb:P53283,uniprotkb:P50276,author score:99.00|intact-miscore:0.37,YGR138C,YGR055W
18604,uniprotkb:P53283,uniprotkb:Q02785,author score:99.00|intact-miscore:0.37,YGR138C,YPL058C
18605,uniprotkb:Q06689,uniprotkb:P53283,author score:99.00|intact-miscore:0.37,YLR413W,YGR138C
18631,uniprotkb:P19807,uniprotkb:P53388,author score:99.00|intact-miscore:0.37,YGL077C,YPL265W
18632,uniprotkb:P53388,uniprotkb:P32465,author score:99.00|intact-miscore:0.37,YPL265W,YHR094C
18634,uniprotkb:P33302,uniprotkb:P53388,author score:99.00|intact-miscore:0.37,YOR153W,YPL265W
18636,uniprotkb:P50276,uniprotkb:P53388,author score:99.00|intact-miscore:0.37,YGR055W,YPL265W
18637,uniprotkb:P53388,uniprotkb:P53283,author score:99.00|intact-miscore:0.37,YPL265W,YGR138C
18638,uniprotkb:P53388,uniprotkb:P53388,author score:99.00|intact-miscore:0.37,YPL265W,YPL265W
18639,uniprotkb:P53388,uniprotkb:Q02785,author score:99.00|intact-miscore:0.37,YPL265W,YPL058C
18640,uniprotkb:P53390,uniprotkb:P10823,author score:99.30|intact-miscore:0.37,YPR138C,YER020W
18641,uniprotkb:P19807,uniprotkb:P53390,author score:99.00|intact-miscore:0.37,YGL077C,YPR138C
18642,uniprotkb:P53390,uniprotkb:P26570,author score:99.30|intact-miscore:0.37,YPR138C,YML016C
18644,uniprotkb:P36027,uniprotkb:P53390,author score:99.00|intact-miscore:0.37,YLR332W,YPR138C
18645,uniprotkb:P38234,uniprotkb:P53390,author score:99.00|intact-miscore:0.37,YBR052C,YPR138C
18646,uniprotkb:P53390,uniprotkb:P38695,author score:99.30|intact-miscore:0.37,YPR138C,YHR096C
