BETA	cis_trans	abs_effect
-0.60527	trans	0.60527
-0.0551743	trans	0.0551743
0.611052	trans	0.611052
0.0486398	trans	0.0486398
0.140822	trans	0.140822
0.0469434	trans	0.0469434
0.069242	trans	0.069242
-0.0485013	trans	0.0485013
-0.351547	trans	0.351547
0.0629225	trans	0.0629225
-0.0922258	trans	0.0922258
-0.0616722	trans	0.0616722
-0.122717	trans	0.122717
-0.0617149	trans	0.0617149
0.354905	trans	0.354905
0.0590157	trans	0.0590157
0.181327	trans	0.181327
0.0419108	trans	0.0419108
0.0663281	trans	0.0663281
0.0512644	trans	0.0512644
-0.0713358	trans	0.0713358
0.0527295	trans	0.0527295
0.0473016	trans	0.0473016
0.0721156	trans	0.0721156
-0.0706467	trans	0.0706467
0.0491307	trans	0.0491307
0.0611189	trans	0.0611189
0.206172	trans	0.206172
0.0572558	trans	0.0572558
0.0442769	trans	0.0442769
-0.10972	trans	0.10972
0.051278	trans	0.051278
-0.054217	trans	0.054217
-0.0764271	trans	0.0764271
-0.500054	trans	0.500054
0.679692	trans	0.679692
0.913025	trans	0.913025
0.927517	trans	0.927517
-0.0995785	trans	0.0995785
0.403902	trans	0.403902
0.785144	trans	0.785144
0.352288	trans	0.352288
0.882152	trans	0.882152
0.85655	trans	0.85655
0.810065	trans	0.810065
0.766671	trans	0.766671
0.483663	trans	0.483663
-0.879873	trans	0.879873
-0.0442363	trans	0.0442363
-0.110362	trans	0.110362
-0.0665509	trans	0.0665509
0.979454	trans	0.979454
0.318925	trans	0.318925
0.0521321	trans	0.0521321
0.390376	trans	0.390376
0.0783398	trans	0.0783398
-0.826591	trans	0.826591
0.399417	trans	0.399417
0.07371	trans	0.07371
-0.669534	trans	0.669534
0.87205	trans	0.87205
0.628073	trans	0.628073
0.93259	trans	0.93259
0.923847	trans	0.923847
0.112324	trans	0.112324
-0.0692713	trans	0.0692713
0.0559752	trans	0.0559752
0.0511098	trans	0.0511098
-0.0653375	trans	0.0653375
-0.0930153	trans	0.0930153
0.115278	trans	0.115278
0.0677203	trans	0.0677203
0.0467197	trans	0.0467197
0.0691864	trans	0.0691864
0.248606	trans	0.248606
0.0424642	trans	0.0424642
-0.0573321	trans	0.0573321
0.321337	trans	0.321337
0.297792	trans	0.297792
-0.133916	trans	0.133916
0.0431435	trans	0.0431435
0.0534076	trans	0.0534076
-0.130507	trans	0.130507
-0.0422885	trans	0.0422885
0.124364	trans	0.124364
0.0468188	trans	0.0468188
-0.0930622	trans	0.0930622
-0.104625	trans	0.104625
-0.0576734	trans	0.0576734
-0.041667	trans	0.041667
-0.0384979	trans	0.0384979
0.60064	trans	0.60064
0.175403	trans	0.175403
-0.0463654	trans	0.0463654
0.196502	trans	0.196502
0.0424087	trans	0.0424087
0.0628367	trans	0.0628367
0.127837	trans	0.127837
0.0827917	trans	0.0827917
0.0607305	trans	0.0607305
0.206384	trans	0.206384
-0.0924177	trans	0.0924177
0.0646168	trans	0.0646168
0.0576703	trans	0.0576703
0.07634	trans	0.07634
-0.141063	trans	0.141063
0.109748	trans	0.109748
-0.0424814	trans	0.0424814
-0.10044	trans	0.10044
-0.0780307	trans	0.0780307
0.0522808	trans	0.0522808
0.0666727	trans	0.0666727
-0.0618221	trans	0.0618221
-0.0844311	trans	0.0844311
0.930465	trans	0.930465
0.151758	trans	0.151758
0.0941574	trans	0.0941574
0.0483611	trans	0.0483611
-0.0477497	trans	0.0477497
0.0552194	trans	0.0552194
0.0534534	trans	0.0534534
-0.0448173	trans	0.0448173
0.0768352	trans	0.0768352
-0.0731532	trans	0.0731532
-0.088541	trans	0.088541
-0.107472	trans	0.107472
0.0771077	trans	0.0771077
0.0539204	trans	0.0539204
-0.126737	trans	0.126737
0.0687674	trans	0.0687674
0.112311	trans	0.112311
0.0614347	trans	0.0614347
0.0480302	trans	0.0480302
-0.0772578	trans	0.0772578
-0.082445	trans	0.082445
-0.0576008	trans	0.0576008
0.0402261	trans	0.0402261
0.263929	trans	0.263929
-0.0437931	trans	0.0437931
0.0441133	trans	0.0441133
0.0513748	trans	0.0513748
-0.0919394	trans	0.0919394
-0.0532916	trans	0.0532916
-0.0681815	trans	0.0681815
0.0619433	trans	0.0619433
-0.0484711	trans	0.0484711
0.429232	trans	0.429232
-0.0572899	trans	0.0572899
0.30301	trans	0.30301
-0.0427065	trans	0.0427065
0.208217	trans	0.208217
-0.0496476	trans	0.0496476
0.103315	trans	0.103315
-0.218301	trans	0.218301
0.201595	trans	0.201595
0.045932	trans	0.045932
-0.0849925	trans	0.0849925
0.538407	trans	0.538407
-0.141128	trans	0.141128
-0.12722	trans	0.12722
0.0710849	trans	0.0710849
0.0442841	trans	0.0442841
-0.0546379	trans	0.0546379
-0.0536403	trans	0.0536403
0.0569053	trans	0.0569053
0.0433027	trans	0.0433027
-0.0689392	trans	0.0689392
-0.0565105	trans	0.0565105
-0.246283	trans	0.246283
0.0826155	trans	0.0826155
-0.0515153	trans	0.0515153
0.711935	trans	0.711935
-0.132683	trans	0.132683
0.107595	trans	0.107595
0.0863661	trans	0.0863661
-0.0480777	trans	0.0480777
0.114996	trans	0.114996
-0.0420076	trans	0.0420076
-0.0467928	trans	0.0467928
0.053091	trans	0.053091
0.358337	trans	0.358337
-0.0997104	trans	0.0997104
0.0409625	trans	0.0409625
0.195285	trans	0.195285
0.0727088	trans	0.0727088
0.0464571	trans	0.0464571
0.0760142	trans	0.0760142
0.087795	trans	0.087795
0.046674	trans	0.046674
0.121388	trans	0.121388
0.0459205	trans	0.0459205
-0.0425979	trans	0.0425979
0.0672788	trans	0.0672788
0.0530842	trans	0.0530842
-0.0477889	trans	0.0477889
-0.114803	trans	0.114803
0.0462094	trans	0.0462094
0.512819	trans	0.512819
0.0495022	trans	0.0495022
-0.0468731	trans	0.0468731
0.0508058	trans	0.0508058
-0.0799906	trans	0.0799906
0.0414625	trans	0.0414625
-0.0458982	trans	0.0458982
0.129649	trans	0.129649
-0.0540641	trans	0.0540641
0.0690591	trans	0.0690591
0.0447992	trans	0.0447992
-0.0758666	trans	0.0758666
-0.0862902	trans	0.0862902
0.0539625	trans	0.0539625
-0.0545749	trans	0.0545749
0.166414	trans	0.166414
0.0455792	trans	0.0455792
-0.0616833	trans	0.0616833
-0.0537771	trans	0.0537771
0.128119	trans	0.128119
0.075247	trans	0.075247
0.0469909	trans	0.0469909
0.0464918	trans	0.0464918
0.0481696	trans	0.0481696
0.0494676	trans	0.0494676
0.104144	trans	0.104144
0.0558873	trans	0.0558873
-0.0451662	trans	0.0451662
-0.298381	trans	0.298381
-0.0448601	trans	0.0448601
-0.0570941	trans	0.0570941
0.0752849	trans	0.0752849
-0.101455	trans	0.101455
-0.0853413	trans	0.0853413
0.044989	trans	0.044989
-0.0985758	trans	0.0985758
0.0744591	trans	0.0744591
-0.0615071	trans	0.0615071
-0.421999	trans	0.421999
-0.0701567	trans	0.0701567
0.0615198	trans	0.0615198
-0.0497354	trans	0.0497354
0.0729144	trans	0.0729144
-0.0688809	trans	0.0688809
0.0658234	trans	0.0658234
-0.0445209	trans	0.0445209
0.0717917	trans	0.0717917
-0.0440088	trans	0.0440088
-0.0440474	trans	0.0440474
0.059683	trans	0.059683
0.0459821	trans	0.0459821
-0.0427405	trans	0.0427405
-0.0623522	trans	0.0623522
-0.0442159	trans	0.0442159
0.0583357	trans	0.0583357
-0.062886	trans	0.062886
0.0582508	trans	0.0582508
-0.0453248	trans	0.0453248
-0.0427525	trans	0.0427525
0.0716052	trans	0.0716052
-0.0584137	trans	0.0584137
0.463626	trans	0.463626
-0.238093	trans	0.238093
0.0501751	trans	0.0501751
-0.0601188	trans	0.0601188
-0.145353	trans	0.145353
-0.0380512	trans	0.0380512
0.15778	trans	0.15778
-0.0677461	trans	0.0677461
0.0385881	trans	0.0385881
-0.0679844	trans	0.0679844
0.0364594	trans	0.0364594
0.0544907	trans	0.0544907
0.0486336	trans	0.0486336
-0.0656344	trans	0.0656344
-0.0693924	trans	0.0693924
0.228555	trans	0.228555
0.18958	trans	0.18958
-0.0882496	trans	0.0882496
0.0418436	trans	0.0418436
-0.0522391	trans	0.0522391
0.0521211	trans	0.0521211
0.176961	trans	0.176961
0.0949117	trans	0.0949117
-0.0516612	trans	0.0516612
0.0596048	trans	0.0596048
-0.0743414	trans	0.0743414
-0.0567814	trans	0.0567814
0.112302	trans	0.112302
0.0648302	trans	0.0648302
-0.0436131	trans	0.0436131
0.0455282	trans	0.0455282
0.0792974	trans	0.0792974
0.0700577	trans	0.0700577
-0.0431534	trans	0.0431534
-0.109736	trans	0.109736
0.615692	trans	0.615692
0.464432	trans	0.464432
0.134602	trans	0.134602
0.539049	trans	0.539049
0.0439279	trans	0.0439279
0.101686	trans	0.101686
0.0512975	trans	0.0512975
-0.040575	trans	0.040575
0.532367	trans	0.532367
-0.264823	trans	0.264823
-0.112287	trans	0.112287
0.100864	trans	0.100864
-0.554012	trans	0.554012
0.427077	trans	0.427077
0.0421938	trans	0.0421938
0.0807946	trans	0.0807946
0.47427	trans	0.47427
0.0477636	trans	0.0477636
-0.268205	trans	0.268205
0.0447366	trans	0.0447366
-0.116468	trans	0.116468
0.0495002	trans	0.0495002
0.0409946	trans	0.0409946
-0.0745562	trans	0.0745562
-0.0519337	trans	0.0519337
0.060028	trans	0.060028
0.160888	trans	0.160888
0.137003	trans	0.137003
0.214952	trans	0.214952
-0.0448416	trans	0.0448416
0.0534664	trans	0.0534664
0.146256	trans	0.146256
0.0523682	trans	0.0523682
0.0442893	trans	0.0442893
0.0617049	trans	0.0617049
-0.077131	trans	0.077131
-0.0784283	trans	0.0784283
0.0538066	trans	0.0538066
0.0761834	trans	0.0761834
-0.04479	trans	0.04479
0.062558	trans	0.062558
0.0436814	trans	0.0436814
0.0497084	trans	0.0497084
0.0586517	trans	0.0586517
-0.0392646	trans	0.0392646
-0.0458311	trans	0.0458311
0.037661	trans	0.037661
0.0913477	trans	0.0913477
-0.0933359	trans	0.0933359
0.0399966	trans	0.0399966
-0.0446654	trans	0.0446654
-0.0501039	trans	0.0501039
0.052434	trans	0.052434
-0.153539	trans	0.153539
-0.213991	trans	0.213991
-0.0610866	trans	0.0610866
-0.106413	trans	0.106413
0.150011	trans	0.150011
0.0495055	trans	0.0495055
0.369367	trans	0.369367
0.0738181	trans	0.0738181
-0.0417733	trans	0.0417733
0.0667491	trans	0.0667491
0.0501047	trans	0.0501047
-0.0599371	trans	0.0599371
0.0447993	trans	0.0447993
0.0461612	trans	0.0461612
-0.0486181	trans	0.0486181
0.0441635	trans	0.0441635
-0.085935	trans	0.085935
-0.0399438	trans	0.0399438
0.071332	trans	0.071332
-0.193111	trans	0.193111
0.088035	trans	0.088035
0.0575429	trans	0.0575429
0.749809	trans	0.749809
0.300811	trans	0.300811
0.050152	trans	0.050152
-0.0607657	trans	0.0607657
-0.0800548	trans	0.0800548
0.0464655	trans	0.0464655
-0.0476074	trans	0.0476074
0.0499044	trans	0.0499044
0.06416	trans	0.06416
0.0428102	trans	0.0428102
0.0627654	trans	0.0627654
0.0447017	trans	0.0447017
0.115104	trans	0.115104
-0.133278	trans	0.133278
0.0421466	trans	0.0421466
-0.0448829	trans	0.0448829
0.05676	trans	0.05676
0.110666	trans	0.110666
0.0973945	trans	0.0973945
-0.0807879	trans	0.0807879
1.02581	trans	1.02581
0.0515004	trans	0.0515004
-0.054417	trans	0.054417
0.11522	trans	0.11522
0.0545549	trans	0.0545549
0.199387	trans	0.199387
0.0481522	trans	0.0481522
-0.0386337	trans	0.0386337
-0.0911415	trans	0.0911415
0.0451428	trans	0.0451428
-0.0523622	trans	0.0523622
-0.160009	trans	0.160009
-0.0984048	trans	0.0984048
-0.052616	trans	0.052616
0.0515955	trans	0.0515955
-0.0439399	trans	0.0439399
-0.12217	trans	0.12217
-0.11262	trans	0.11262
0.166701	trans	0.166701
-0.087438	trans	0.087438
-0.059163	trans	0.059163
-0.0679292	trans	0.0679292
0.639891	trans	0.639891
0.455114	trans	0.455114
0.696621	trans	0.696621
0.606869	trans	0.606869
0.527648	trans	0.527648
-0.667956	trans	0.667956
0.820121	trans	0.820121
0.860049	trans	0.860049
0.902075	trans	0.902075
0.529435	trans	0.529435
0.821132	trans	0.821132
-0.399162	trans	0.399162
-0.106788	trans	0.106788
0.975833	trans	0.975833
0.392214	trans	0.392214
0.394626	trans	0.394626
0.308476	trans	0.308476
-0.097799	trans	0.097799
-0.731035	trans	0.731035
0.450758	trans	0.450758
0.5292	trans	0.5292
0.683618	trans	0.683618
0.050461	trans	0.050461
-0.0460982	trans	0.0460982
-0.541004	trans	0.541004
0.640968	trans	0.640968
-0.557215	trans	0.557215
0.784419	trans	0.784419
0.0582249	trans	0.0582249
0.946716	trans	0.946716
0.24924	trans	0.24924
0.238824	trans	0.238824
0.0410106	trans	0.0410106
0.0406389	trans	0.0406389
0.0529022	trans	0.0529022
-0.063678	trans	0.063678
0.0556735	trans	0.0556735
0.0496602	trans	0.0496602
-0.0776306	trans	0.0776306
0.712056	trans	0.712056
0.124484	trans	0.124484
-0.463793	trans	0.463793
-0.0621978	trans	0.0621978
0.108749	trans	0.108749
-0.339954	trans	0.339954
-0.0474856	trans	0.0474856
0.0580074	trans	0.0580074
0.0636205	trans	0.0636205
0.0414559	trans	0.0414559
0.151061	trans	0.151061
-0.148448	trans	0.148448
0.0783073	trans	0.0783073
0.046958	trans	0.046958
-0.0431852	trans	0.0431852
0.0425161	trans	0.0425161
0.0458038	trans	0.0458038
-0.0474605	trans	0.0474605
-0.0510061	trans	0.0510061
-0.163475	trans	0.163475
-0.0679166	trans	0.0679166
-0.0487919	trans	0.0487919
-0.0430531	trans	0.0430531
0.0378529	trans	0.0378529
0.0418881	trans	0.0418881
0.0820642	trans	0.0820642
-0.0790306	trans	0.0790306
0.0667466	trans	0.0667466
0.0511503	trans	0.0511503
-0.0669385	trans	0.0669385
0.0544072	trans	0.0544072
-0.173667	trans	0.173667
0.053865	trans	0.053865
-0.0528422	trans	0.0528422
0.0689041	trans	0.0689041
0.0500889	trans	0.0500889
0.284599	trans	0.284599
0.0990509	trans	0.0990509
-0.106113	trans	0.106113
-0.0691174	trans	0.0691174
-0.0642223	trans	0.0642223
-0.165033	trans	0.165033
0.064108	trans	0.064108
0.059494	trans	0.059494
0.565626	trans	0.565626
-0.12268	trans	0.12268
0.0521869	trans	0.0521869
-0.0460726	trans	0.0460726
0.0484767	trans	0.0484767
0.070063	trans	0.070063
-0.0888966	trans	0.0888966
0.0494897	trans	0.0494897
-0.0634093	trans	0.0634093
0.139639	trans	0.139639
0.0550273	trans	0.0550273
0.0571201	trans	0.0571201
-0.0699658	trans	0.0699658
0.058966	trans	0.058966
0.0860354	trans	0.0860354
0.0400008	trans	0.0400008
0.0424015	trans	0.0424015
0.0465842	trans	0.0465842
0.0483813	trans	0.0483813
0.0898288	trans	0.0898288
-0.047106	trans	0.047106
0.0990435	trans	0.0990435
-0.0775131	trans	0.0775131
0.067825	trans	0.067825
0.231984	trans	0.231984
-0.157543	trans	0.157543
0.0543055	trans	0.0543055
-0.0901567	trans	0.0901567
-0.0450369	trans	0.0450369
-0.0731903	trans	0.0731903
0.0526908	trans	0.0526908
-0.0475612	trans	0.0475612
-0.0655153	trans	0.0655153
-0.123049	trans	0.123049
-0.0579623	trans	0.0579623
0.0619986	trans	0.0619986
-0.343832	trans	0.343832
-0.0613364	trans	0.0613364
-0.0767485	trans	0.0767485
0.205258	trans	0.205258
-0.0506382	trans	0.0506382
-0.0515253	trans	0.0515253
0.133654	trans	0.133654
0.12196	trans	0.12196
0.0850673	trans	0.0850673
-0.0629201	trans	0.0629201
-0.162411	trans	0.162411
0.140752	trans	0.140752
0.0861352	trans	0.0861352
0.0726376	trans	0.0726376
-0.575522	trans	0.575522
0.0469817	trans	0.0469817
-0.081246	trans	0.081246
-0.0448163	trans	0.0448163
-0.0352619	trans	0.0352619
0.0771551	trans	0.0771551
0.0416431	trans	0.0416431
0.0555588	trans	0.0555588
-0.0410722	trans	0.0410722
-0.049321	trans	0.049321
0.0921009	trans	0.0921009
-0.0382145	trans	0.0382145
0.042124	trans	0.042124
0.0859898	trans	0.0859898
-0.0851697	trans	0.0851697
0.157361	trans	0.157361
-0.089453	trans	0.089453
0.629585	trans	0.629585
-0.0768448	trans	0.0768448
0.0375125	trans	0.0375125
-0.0346104	trans	0.0346104
-0.0387912	trans	0.0387912
-0.0452421	trans	0.0452421
0.0593852	trans	0.0593852
0.0671327	trans	0.0671327
0.048028	trans	0.048028
0.0539608	trans	0.0539608
-0.0426484	trans	0.0426484
-0.133786	trans	0.133786
-0.0873607	trans	0.0873607
0.0448872	trans	0.0448872
0.0460245	trans	0.0460245
0.0903925	trans	0.0903925
-0.0528735	trans	0.0528735
0.0436805	trans	0.0436805
-0.160582	trans	0.160582
0.0409765	trans	0.0409765
-0.0680489	trans	0.0680489
-0.0622286	trans	0.0622286
-0.0519329	trans	0.0519329
-0.0612967	trans	0.0612967
-0.050713	trans	0.050713
0.195551	trans	0.195551
0.0408211	trans	0.0408211
0.202998	trans	0.202998
-0.0452094	trans	0.0452094
0.0725041	trans	0.0725041
0.317912	trans	0.317912
-0.0818142	trans	0.0818142
0.0447434	trans	0.0447434
-0.0901204	trans	0.0901204
-0.211119	trans	0.211119
-0.66382	trans	0.66382
0.0523369	trans	0.0523369
0.260567	trans	0.260567
-0.061014	trans	0.061014
0.0451207	trans	0.0451207
-0.0998199	trans	0.0998199
-0.0546058	trans	0.0546058
-0.0376678	trans	0.0376678
1.02299	trans	1.02299
0.034612	trans	0.034612
0.0453946	trans	0.0453946
-0.0761841	trans	0.0761841
-0.1741	trans	0.1741
0.341405	trans	0.341405
0.0727344	trans	0.0727344
0.0874978	trans	0.0874978
-0.0627371	trans	0.0627371
0.0640063	trans	0.0640063
0.0410362	trans	0.0410362
-0.0649638	trans	0.0649638
0.0408592	trans	0.0408592
0.0383038	trans	0.0383038
0.197607	trans	0.197607
-0.0755026	trans	0.0755026
0.0661309	trans	0.0661309
-0.0681086	trans	0.0681086
0.0799538	trans	0.0799538
-0.0443456	trans	0.0443456
0.590802	trans	0.590802
-0.0796414	trans	0.0796414
0.0539078	trans	0.0539078
-0.0363296	trans	0.0363296
-0.27214	trans	0.27214
0.165628	trans	0.165628
-0.0476965	trans	0.0476965
0.0643876	trans	0.0643876
0.154609	trans	0.154609
-0.0429783	trans	0.0429783
0.135654	trans	0.135654
-0.0429991	trans	0.0429991
0.152186	trans	0.152186
0.0615038	trans	0.0615038
0.0443998	trans	0.0443998
-0.0989483	trans	0.0989483
-0.0567009	trans	0.0567009
0.0644505	trans	0.0644505
-0.0720518	trans	0.0720518
0.319587	trans	0.319587
0.0516771	trans	0.0516771
-0.0413381	trans	0.0413381
0.109954	trans	0.109954
-0.239843	trans	0.239843
-0.0502689	trans	0.0502689
-0.0438963	trans	0.0438963
-0.0509356	trans	0.0509356
0.265608	trans	0.265608
-0.232808	trans	0.232808
-0.0743316	trans	0.0743316
-0.0398906	trans	0.0398906
0.117179	trans	0.117179
-0.0459122	trans	0.0459122
0.13173	trans	0.13173
0.24225	trans	0.24225
0.0428197	trans	0.0428197
-0.0601952	trans	0.0601952
-0.0366078	trans	0.0366078
-0.0539942	trans	0.0539942
-0.0498111	trans	0.0498111
0.0475784	trans	0.0475784
-0.467702	trans	0.467702
-0.0444252	trans	0.0444252
-0.05159	trans	0.05159
0.0505062	trans	0.0505062
-0.0452326	trans	0.0452326
-0.0463694	trans	0.0463694
0.0533483	trans	0.0533483
-0.0649421	trans	0.0649421
-0.0475529	trans	0.0475529
0.0562132	trans	0.0562132
0.0627985	trans	0.0627985
-0.16897	trans	0.16897
-0.150892	trans	0.150892
0.0920552	trans	0.0920552
-0.060183	trans	0.060183
-0.0466006	trans	0.0466006
-0.0458039	trans	0.0458039
-0.13363	trans	0.13363
0.0476714	trans	0.0476714
-0.0837766	trans	0.0837766
0.0595934	trans	0.0595934
-0.108315	trans	0.108315
-0.0584451	trans	0.0584451
0.0459329	trans	0.0459329
0.276385	trans	0.276385
-0.0945337	trans	0.0945337
0.32334	trans	0.32334
-0.0507929	trans	0.0507929
0.0945025	trans	0.0945025
0.674518	trans	0.674518
0.638884	trans	0.638884
-0.081764	trans	0.081764
0.161644	trans	0.161644
0.0672281	trans	0.0672281
-0.0478362	trans	0.0478362
-0.0553549	trans	0.0553549
-0.11661	trans	0.11661
-0.281671	trans	0.281671
0.0441707	trans	0.0441707
0.0541885	trans	0.0541885
-0.0396666	trans	0.0396666
-0.112541	trans	0.112541
0.241814	trans	0.241814
-0.0627249	trans	0.0627249
-0.0704285	trans	0.0704285
0.0641243	trans	0.0641243
1.04403	trans	1.04403
-0.0525353	trans	0.0525353
0.0943588	trans	0.0943588
0.0757277	trans	0.0757277
-0.0657715	trans	0.0657715
0.0684879	trans	0.0684879
-0.0509657	trans	0.0509657
-0.0434988	trans	0.0434988
0.395647	trans	0.395647
0.385734	trans	0.385734
-0.0418192	trans	0.0418192
0.0595629	trans	0.0595629
0.557203	trans	0.557203
0.797494	trans	0.797494
-0.0556917	trans	0.0556917
0.423899	trans	0.423899
0.0924551	trans	0.0924551
-0.0412621	trans	0.0412621
-0.088467	trans	0.088467
-0.037215	trans	0.037215
-0.0436363	trans	0.0436363
0.123222	trans	0.123222
0.494876	trans	0.494876
0.31079	trans	0.31079
-0.523082	trans	0.523082
-0.074635	trans	0.074635
-0.0377249	trans	0.0377249
-0.0522145	trans	0.0522145
0.0434231	trans	0.0434231
-0.057417	trans	0.057417
-0.0493185	trans	0.0493185
-0.0502563	trans	0.0502563
-0.0620443	trans	0.0620443
-0.0528791	trans	0.0528791
0.207019	trans	0.207019
0.152317	trans	0.152317
-0.067195	trans	0.067195
-0.154804	trans	0.154804
-0.0388981	trans	0.0388981
-0.0703546	trans	0.0703546
0.153712	trans	0.153712
-0.0640853	trans	0.0640853
0.0399764	trans	0.0399764
-0.0438672	trans	0.0438672
-0.0532835	trans	0.0532835
-0.591586	trans	0.591586
-0.0515188	trans	0.0515188
0.122909	trans	0.122909
0.0510115	trans	0.0510115
-0.0523965	trans	0.0523965
-0.066652	trans	0.066652
-0.0750651	trans	0.0750651
0.304554	trans	0.304554
-0.0778972	trans	0.0778972
0.0377615	trans	0.0377615
-0.322862	trans	0.322862
-0.0629059	trans	0.0629059
-0.0395764	trans	0.0395764
-0.496869	trans	0.496869
0.0559284	trans	0.0559284
0.103275	trans	0.103275
0.0421147	trans	0.0421147
0.342624	trans	0.342624
-0.0433183	trans	0.0433183
0.0619378	trans	0.0619378
-0.134749	trans	0.134749
-0.0469227	trans	0.0469227
-0.79496	trans	0.79496
-0.0474093	trans	0.0474093
-0.0571325	trans	0.0571325
-0.110036	trans	0.110036
0.231955	trans	0.231955
0.0831555	trans	0.0831555
-0.202951	trans	0.202951
-0.287922	trans	0.287922
-0.0434389	trans	0.0434389
-0.0497054	trans	0.0497054
0.0472096	trans	0.0472096
-0.0701212	trans	0.0701212
0.0409904	trans	0.0409904
0.0470745	trans	0.0470745
0.0430724	trans	0.0430724
-0.0502719	trans	0.0502719
-0.0489474	trans	0.0489474
-0.0485629	trans	0.0485629
0.103144	trans	0.103144
0.265903	trans	0.265903
0.0976605	trans	0.0976605
0.154263	trans	0.154263
0.078131	trans	0.078131
-0.225705	trans	0.225705
-0.133686	trans	0.133686
-0.0591187	trans	0.0591187
-0.156716	trans	0.156716
0.0706234	trans	0.0706234
-0.0519276	trans	0.0519276
-0.0579113	trans	0.0579113
0.0556641	trans	0.0556641
-0.0479974	trans	0.0479974
-0.0682856	trans	0.0682856
-0.0625333	trans	0.0625333
-0.0470528	trans	0.0470528
0.0536713	trans	0.0536713
0.0751118	trans	0.0751118
0.0733048	trans	0.0733048
-0.0945461	trans	0.0945461
0.0536534	trans	0.0536534
-0.0464669	trans	0.0464669
0.0592296	trans	0.0592296
-0.114631	trans	0.114631
0.0543388	trans	0.0543388
-0.0474739	trans	0.0474739
0.0455849	trans	0.0455849
0.0392364	trans	0.0392364
-0.0481295	trans	0.0481295
0.0956812	trans	0.0956812
-0.102454	trans	0.102454
0.0525354	trans	0.0525354
0.0526274	trans	0.0526274
0.0534471	trans	0.0534471
-1.05773	trans	1.05773
0.0687005	trans	0.0687005
0.0528162	trans	0.0528162
0.0549312	trans	0.0549312
0.181223	trans	0.181223
-0.0644471	trans	0.0644471
-0.301991	trans	0.301991
0.138524	trans	0.138524
-0.0421625	trans	0.0421625
-0.045917	trans	0.045917
-0.0562026	trans	0.0562026
-0.0798281	trans	0.0798281
0.0431901	trans	0.0431901
-0.054214	trans	0.054214
-0.0448178	trans	0.0448178
0.0730893	trans	0.0730893
0.0904097	trans	0.0904097
-0.0431422	trans	0.0431422
1.19919	trans	1.19919
0.193332	trans	0.193332
0.0860128	trans	0.0860128
-0.0930662	trans	0.0930662
-0.0562017	trans	0.0562017
-0.0657849	trans	0.0657849
0.0582619	trans	0.0582619
-0.0485799	trans	0.0485799
-0.346882	trans	0.346882
0.300279	trans	0.300279
0.0548705	trans	0.0548705
-0.0720587	trans	0.0720587
-0.247468	trans	0.247468
-0.0760927	trans	0.0760927
-0.0427176	trans	0.0427176
0.0402129	trans	0.0402129
-0.0434335	trans	0.0434335
0.0444351	trans	0.0444351
0.0818241	trans	0.0818241
0.0564536	trans	0.0564536
-0.0830088	trans	0.0830088
0.0482149	trans	0.0482149
-0.0504367	trans	0.0504367
0.0473264	trans	0.0473264
-0.0426143	trans	0.0426143
-0.0688052	trans	0.0688052
0.0675329	trans	0.0675329
0.0715057	trans	0.0715057
0.482169	trans	0.482169
0.0404245	trans	0.0404245
-0.0435754	trans	0.0435754
0.624586	trans	0.624586
-0.0351608	trans	0.0351608
0.0767775	trans	0.0767775
-0.0802591	trans	0.0802591
0.383772	trans	0.383772
0.698575	trans	0.698575
-0.0477753	trans	0.0477753
-0.0456604	trans	0.0456604
0.0917119	trans	0.0917119
-0.0344925	trans	0.0344925
0.0494181	trans	0.0494181
0.0363004	trans	0.0363004
0.0523419	trans	0.0523419
0.0668002	trans	0.0668002
0.0528453	trans	0.0528453
0.584094	trans	0.584094
0.0991587	trans	0.0991587
0.365965	trans	0.365965
-0.038144	trans	0.038144
0.0558627	trans	0.0558627
0.107354	trans	0.107354
-0.100341	trans	0.100341
0.345605	trans	0.345605
0.51733	trans	0.51733
0.555675	trans	0.555675
0.0767219	trans	0.0767219
-0.036832	trans	0.036832
-0.0348796	trans	0.0348796
-0.0885083	trans	0.0885083
0.0487175	trans	0.0487175
0.106726	trans	0.106726
0.0419055	trans	0.0419055
-0.270012	trans	0.270012
-0.0413203	trans	0.0413203
0.0521598	trans	0.0521598
0.0422436	trans	0.0422436
-0.0580276	trans	0.0580276
0.0506942	trans	0.0506942
0.0577914	trans	0.0577914
0.0867503	trans	0.0867503
0.043156	trans	0.043156
0.0473741	trans	0.0473741
0.0897547	trans	0.0897547
-0.0429782	trans	0.0429782
0.0604952	trans	0.0604952
-0.0475767	trans	0.0475767
0.0548923	trans	0.0548923
0.0494243	trans	0.0494243
0.0793099	trans	0.0793099
0.0572087	trans	0.0572087
0.113794	trans	0.113794
0.103052	trans	0.103052
0.0424872	trans	0.0424872
-0.0598648	trans	0.0598648
-0.0683478	trans	0.0683478
0.0503351	trans	0.0503351
0.0619369	trans	0.0619369
-0.0586534	trans	0.0586534
0.0460171	trans	0.0460171
-0.0542692	trans	0.0542692
0.0844217	trans	0.0844217
-0.0601638	trans	0.0601638
0.0720394	trans	0.0720394
0.0566991	trans	0.0566991
0.0584142	trans	0.0584142
0.0723468	trans	0.0723468
-0.0429357	trans	0.0429357
-0.0541446	trans	0.0541446
-0.0555383	trans	0.0555383
0.0626317	trans	0.0626317
0.0588695	trans	0.0588695
