eQTL_gene_id,eQTL_gene,chromosome,eQTL_peak,eQTL_left,eQTL_right,eQTL_LOD,eQTL_gene_dist,eQTL_cis,eQTL_gene_description
YKL017C,HCS1,12,662515,648649,699895,16.31207689,,False,"""Hexameric DNA polymerase alpha-associated DNA helicase A; involved in lagging strand DNA synthesis; contains single-stranded DNA stimulated ATPase and dATPase activities; replication protein A stimulates helicase and ATPase activities"""
YKL016C,ATP7,12,666390,650212,669013,51.81145242,,False,"""Subunit d of the stator stalk of mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large ; evolutionarily conserved enzyme complex required for ATP synthesis"""
YKL015W,PUT3,12,657792,648649,669013,33.83990734,,False,"""Transcriptional activator; binds specific gene recruitment sequences and is required for DNA zip code-mediated targeting of genes to nuclear periphery; regulates proline utilization genes ; constitutively binds PUT1 and PUT2 promoters as a dimer ; undergoes conformational change to form active state; binds other promoters only under activating conditions; differentially phosphorylated in presence of different nitrogen sources; has a Zn(2)-Cys(6) binuclear cluster domain"""
YKL014C,URB1,12,777177,676885,782204,3.742951709,,False,"""Protein required for the normal accumulation of 25S and 5.8S rRNAs; nucleolar protein; associated with the 27SA2 pre-ribosomal particle; proposed to be involved in the biogenesis of the 60S ribosomal subunit"""
YKL013C,ARC19,12,657022,649837,665236,58.07691274,,False,"""Subunit of the ARP2/3 complex; ARP2/3 is required for the motility and integrity of cortical actin patches; mutation is functionally complemented by human ARPC4"""
YKL011C,CCE1,12,663332,649837,675394,16.13913225,,False,"""Mitochondrial cruciform cutting endonuclease; cleaves Holliday junctions formed during recombination of mitochondrial DNA; CCE1 has a paralog ; MRS1 ; that arose from the whole genome duplication"""
YKL010C,UFD4,12,660371,97429,678096,5.1920501,,False,"""Ubiquitin-protein ligase (E3); interacts with Rpt4p and Rpt6p ; two subunits of the 19S particle of the 26S proteasome; involved in K29-linked ubiquitin-dependent protein catabolism ; including ubiquitin fusion proteins; relative distribution to the nucleus increases upon DNA replication stress"""
YKL009W,MRT4,12,750337,135031,777868,4.438362634,,False,"""Protein involved in mRNA turnover and ribosome assembly; required at post-transcriptional step for efficient retrotransposition; localizes to the nucleolus"""
YKL008C,LAC1,12,657022,650212,659350,89.40406097,,False,"""Ceramide synthase component; involved in synthesis of ceramide from C26(acyl)-coenzyme A and dihydrosphingosine or phytosphingosine ; functionally equivalent to Lag1p; LAC1 has a paralog ; LAG1 ; that arose from the whole genome duplication"""
YKL007W,CAP1,12,663332,648649,674079,24.46432429,,False,"""Alpha subunit of the capping protein heterodimer (Cap1p and Cap2p); capping protein (CP) binds to the barbed ends of actin filaments preventing further polymerization; localized predominantly to cortical actin patches; protein increases in abundance and relocalizes from bud neck to plasma membrane upon DNA replication stress"""
YKL006C-A,SFT1,12,671257,640445,675961,8.805746259,,False,"""Intra-Golgi v-SNARE; required for transport of proteins between an early and a later Golgi compartment"""
YKL006W,RPL14A,12,659769,646705,677132,8.763421985,,False,"""Ribosomal 60S subunit protein L14A; N-terminally acetylated; homologous to mammalian ribosomal protein L14 ; no bacterial homolog; RPL14A has a paralog ; RPL14B ; that arose from the whole genome duplication"""
YKL005C,BYE1,12,678619,127006,757817,6.132242175,,False,"""Negative regulator of transcription elongation; contains a TFIIS-like domain that associates with chromatin and a PHD domain that interacts with H3K4me3; multicopy suppressor of temperature-sensitive ess1 mutations ; binds RNA polymerase II large subunit"""
YKL004W,AUR1,12,665236,648649,674711,22.34984446,,False,"""Phosphatidylinositol:ceramide phosphoinositol transferase; required for sphingolipid synthesis; can mutate to confer aureobasidin A resistance; also known as IPC synthase"""
YKL003C,MRP17,12,642132,629974,674711,13.81148955,,False,"""Mitochondrial ribosomal protein of the small subunit; MRP17 exhibits genetic interactions with PET122 ; encoding a COX3-specific translational activator"""
YKL002W,DID4,12,663332,661444,675394,25.73364646,,False,"""Class E Vps protein of the ESCRT-III complex; required for sorting of integral membrane proteins into lumenal vesicles of multivesicular bodies ; and for delivery of newly synthesized vacuolar enzymes to the vacuole ; involved in endocytosis"""
YKL001C,MET14,12,933520,690162,1011170,2.964649662,,False,"""Adenylylsulfate kinase; required for sulfate assimilation and involved in methionine metabolism; human homolog PAPSS2 complements yeast null mutant"""
YKR001C,VPS1,12,660371,645338,675394,13.0832771,,False,"""Dynamin-like GTPase required for vacuolar sorting; promotes fission of retrograde transport carriers from endosome; also involved in actin cytoskeleton organization ; endocytosis ; late Golgi-retention of some proteins ; regulation of peroxisome biogenesis"""
YKR002W,PAP1,12,645338,634860,675961,7.800892127,,False,"""Poly(A) polymerase; one of three factors required for mRNA 3'-end polyadenylation ; forms multiprotein complex with polyadenylation factor I (PF I) ; also required for mRNA nuclear export; may also polyadenylate rRNAs; required for gene looping"""
YKR003W,OSH6,12,771718,747710,923234,5.495247895,,False,"""Oxysterol-binding  phosphatidylserine transferase; family members have overlapping ; redundant functions in sterol metabolism and collectively perform a function essential for viability; GFP-fusion protein localizes to the cell periphery; overexpression extends lifespan by promoting vacuolar fusion; OSH6 has a paralog ; OSH7 ; that arose from the whole genome duplication"""
YKR004C,ECM9,12,879385,830508,1011654,2.662625292,,False,"""Non-essential protein of unknown function"""
YKR005C,YKR005C,12,874812,837919,922882,3.293846664,,False,"""Putative protein of unknown function"""
YKR006C,MRPL13,12,668550,659350,675407,15.7892331,,False,"""Mitochondrial ribosomal protein of the large subunit; not essential for mitochondrial translation"""
YKR007W,MEH1,12,666390,644385,690497,6.025839377,,False,"""Subunit of the EGO/GSE complex; the vacuolar/endosomal membrane associated EGO/GSE complex regulates exit from rapamycin-induced growth arrest ; stimulating microautophagy and sorting of Gap1p from the endosome to the plasma membrane; loss results in a defect in vacuolar acidification"""
YKR009C,FOX2,12,692874,649837,703407,13.54626285,,False,"""3-hydroxyacyl-CoA dehydrogenase and enoyl-CoA hydratase; multifunctional enzyme of the peroxisomal fatty acid beta-oxidation pathway; mutation is functionally complemented by human HSD17B4"""
YKR010C,TOF2,12,576167,567957,1000559,2.685953055,,False,"""Protein required for rDNA silencing and mitotic rDNA condensation; stimulates Cdc14p phosphatase activity and biphasic release to promote rDNA repeat segregation; required for condensin recruitment to the replication fork barrier site; TOF2 has a paralog ; NET1 ; that arose from the whole genome duplication"""
YKR011C,YKR011C,12,688733,662515,708840,6.959460335,,False,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; protein abundance increases in response to DNA replication stress"""
YKR012C,YKR012C,12,657860,224908,737804,2.672407878,,False,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene PRY2"""
YKR013W,PRY2,12,659769,629974,676612,10.13910683,,False,"""Sterol binding protein involved in the export of acetylated sterols; role in sterol export is redundant with that of PRY1; redundant role with PRY1 and PRY3 in the export of free fatty acids; may be involved in detoxification of hydrophobic compounds; secreted glycoprotein and member of the CAP protein superfamily (cysteine-rich secretory proteins (CRISP) ; antigen 5 ; and pathogenesis related 1 proteins)"""
YKR014C,YPT52,12,660371,650212,668899,23.8021772,,False,"""Endosomal Rab family GTPase; required for vacuolar protein sorting ; endocytosis and multivesicular body (MVB) biogenesis and sorting; required for localization of the CORVET complex to endosomes; involved in autophagy and ionic stress tolerance; similar to Vps21p and Ypt53p; mammalian Rab5 homolog; protein abundance increases in response to DNA replication stress"""
YKR016W,MIC60,12,660371,660371,667877,70.83557289,,False,"""Component of the MICOS complex; MICOS (formerly MINOS or MitOS) is a mitochondrial inner membrane complex that extends into the intermembrane space and has a role in the maintenance of crista junctions ; inner membrane architecture ; and formation of contact sites to the outer membrane; Mic60p is also involved in import of intermembrane space (IMS) proteins ; probably by positioning Mia40p relative to the TOM complex to receive incoming proteins; ortholog of mammalian mitofilin"""
YKR017C,HEL1,12,662515,660371,701540,8.306952265,,False,"""RING finger ubiquitin ligase (E3); involved in ubiquitination and degradation of excess histones; interacts with Ubc4p and Rad53p; null mutant sensitive to hydroxyurea (HU)"""
YKR018C,YKR018C,12,661927,646705,700524,11.24188242,,False,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; protein abundance increases in response to DNA replication stress; YKR018C has a paralog ; IML2 ; that arose from the whole genome duplication"""
YKR019C,IRS4,12,629441,624955,677323,5.75534281,,False,"""EH domain-containing protein; involved in regulating phosphatidylinositol 4,5-bisphosphate levels and autophagy; Irs4p and Tax4p bind and activate the PtdIns phosphatase Inp51p; Irs4p and Tax4p are involved in localizing Atg17p to the PAS; IRS4 has a paralog ; TAX4 ; that arose from the whole genome duplication"""
YKR020W,VPS51,12,676885,644385,683798,4.233475145,,False,"""Component of the GARP (Golgi-associated retrograde protein) complex; GARP is required for the recycling of proteins from endosomes to the late Golgi ; and for mitosis after DNA damage induced checkpoint arrest; links the (VFT/GARP) complex to the SNARE Tlg1p; members of the GARP complex are Vps51p-Vps52p-Vps53p-Vps54p"""
YKR021W,ALY1,12,659350,645338,675394,12.26043311,,False,"""Alpha arrestin ; substrate of calcineurin; controls nutrient-mediated intracellular sorting of permease Gap1p; interacts with AP-1 subunit Apl4p; dephosphorylation of Aly1p required for the endocytosis of Dip5p; may regulate endocytosis of plasma membrane proteins by recruiting ubiquitin ligase Rsp5p to plasma membrane targets; ALY1 has a paralog ; ALY2 ; that arose from the whole genome duplication"""
YKR022C,NTR2,12,723739,676885,900812,3.545707844,,False,"""Essential protein that forms a dimer with Ntr1p; also forms a trimer ; with Ntr2p and the DExD/H-box RNA helicase Prp43p ; that is involved in spliceosome disassembly"""
YKR023W,RQT4,12,650212,644385,678817,11.44421624,,False,"""Subunit of ribosome-associated quality control trigger complex (RQT); the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
YKR024C,DBP7,12,681614,661444,708185,7.790559043,,False,"""Putative ATP-dependent RNA helicase of the DEAD-box family; involved in ribosomal biogenesis; required at post-transcriptional step for efficient retrotransposition; essential for growth under anaerobic conditions"""
YKR025W,RPC37,12,677675,660371,701540,13.478238,,False,"""RNA polymerase III subunit C37"""
YKR026C,GCN3,12,759162,704992,778284,3.997358653,,False,"""Alpha subunit of translation initiation factor eIF2B; guanine-nucleotide exchange factor for eIF2; activity regulated by phosphorylated eIF2; positive regulator of GCN4 expression; mutations in human ortholog EIF2B2 cause fatal brain disease childhood ataxia with central nervous system hypomyelination (CACH); human ortholog EIF2B1 can complement yeast null mutant"""
YKR027W,BCH2,12,828135,722507,901473,4.392947162,,False,"""Member of the ChAPs (Chs5p-Arf1p-binding proteins) family; part of the exomer complex with Chs5p to mediate export of specific cargo proteins ; including Chs3p ; from the Golgi to the plasma membrane; BCH2 has a paralog ; CHS6 ; that arose from the whole genome duplication"""
YKR028W,SAP190,12,145067,130209,583133,3.265139384,,False,"""Protein that forms a complex with the Sit4p protein phosphatase; required for Sit4p function; member of a family of similar proteins including Sap4p ; Sap155p ; and Sap185p; SAP190 has a paralog ; SAP185 ; that arose from the whole genome duplication"""
YKR029C,SET3,12,661927,659769,678194,11.76239248,,False,"""Defining member of the SET3 histone deacetylase complex; which is a meiosis-specific repressor of sporulation genes; necessary for efficient transcription by RNAPII; one of two yeast proteins that contains both SET and PHD domains; SET3 has a paralog ; SET4 ; that arose from the whole genome duplication"""
YKR031C,SPO14,12,145067,126664,170546,5.363932176,,False,"""Phospholipase D; catalyzes the hydrolysis of phosphatidylcholine ; producing choline and phosphatidic acid; involved in Sec14p-independent secretion; required for meiosis and spore formation; differently regulated in secretion and meiosis; participates in transcription initiation and/or early elongation of specific genes; interacts with 'foot domain' of RNA polymerase II; deletion results in abnormal CTD-Ser5 phosphorylation of RNA polymerase II at specific promoter regions"""
YKR035W-A,DID2,12,662515,659769,677699,20.87795207,,False,"""Class E protein of the vacuolar protein-sorting (Vps) pathway; binds Vps4p and directs it to dissociate ESCRT-III complexes; forms a functional and physical complex with Ist1p; human ortholog may be altered in breast tumors"""
YKR037C,SPC34,12,666390,634860,683798,7.926335094,,False,"""Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; also localized to nuclear side of spindle pole body"""
YKR039W,GAP1,12,649837,643838,659350,28.0705774,,False,"""General amino acid permease; involved in uptake of all L-amino acids ; some D-amino acids ; related compounds ; toxic analogs and polyamines; regulated by nitrogen source; targeted to vacuole for degradation under preferential nitrogen source; essential for invasive growth"""
YKR041W,YKR041W,12,668550,648649,677699,12.79598333,,False,"""Protein of unknown function; localizes to the mitotic spindle; overexpression of YKR041W affects endocytic protein trafficking"""
YKR042W,UTH1,12,657022,648649,661927,31.88341188,,False,"""Mitochondrial inner membrane protein; role in mitophagy is disputed; implicated in cell wall biogenesis ; the oxidative stress response ; life span during starvation ; and cell death; SUN family member; UTH1 has a paralog ; NCA3 ; that arose from the whole genome duplication"""
YKR043C,SHB17,12,135031,133123,163451,8.425534115,,False,"""Sedoheptulose bisphosphatase involved in riboneogenesis; dephosphorylates sedoheptulose 1,7-bisphosphate ; which is converted via the nonoxidative pentose phosphate pathway to ribose-5-phosphate; facilitates the conversion of glycolytic intermediates to pentose phosphate units; also has fructose 1,6-bisphosphatase activity but this is probably not biologically relevant ; since deletion does not affect FBP levels; GFP-fusion protein localizes to the cytoplasm and nucleus"""
YKR044W,UIP5,12,677675,643838,706807,11.36147205,,False,"""Protein of unknown function that interacts with Ulp1p; a Ubl (ubiquitin-like protein)-specific protease for Smt3p protein conjugates"""
YKR046C,PLN1,12,657022,657022,657022,354.22745,,False,"""Perilipin ; involved in formation and stability of lipid droplets; expression pattern suggests a role in respiratory growth; computational analysis of large-scale protein-protein interaction data suggests a role in ATP/ADP exchange"""
YKR047W,YKR047W,12,660371,515450,675407,2.874596454,,False,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene NAP1"""
YKR048C,NAP1,12,659350,646705,660371,16.73702042,,False,"""Histone chaperone and assembly chaperone for Rps6a/b; involved in histone exchange ; replacing histone H2A-H2B dimers or histone variant dimers from assembled nucleosomes; promotes solubility of Rps6a ; and 40S ribosomal subunit biogenesis; role in transport of H2A and H2B histones to the nucleus; regulates microtubule dynamics during mitosis; interacts with mitotic cyclin Clb2p; controls bud morphogenesis; phosphorylated by CK2; protein abundance increases in response to DNA replication stress"""
YKR049C,FMP46,12,668550,650212,677699,12.37164585,,False,"""Putative redox protein containing a thioredoxin fold; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
YKR051W,HFL1,12,145067,125356,170546,3.917338619,,False,"""Vacuole membrane protein that interacts with Atg8p; null mutant is defective in stationary phase-induced vacuolar microdomain formation; homolog of S. pombe hfl1; homolog of human TMEM184"""
YKR054C,DYN1,12,177778,133123,605687,2.780160915,,False,"""Cytoplasmic heavy chain dynein; microtubule motor protein; member of the AAA+ protein family ; required for anaphase spindle elongation; involved in spindle assembly ; chromosome movement ; and spindle orientation during cell division ; targeted to microtubule tips by Pac1p; motility along microtubules inhibited by She1p"""
YKR055W,RHO4,12,663332,640445,724534,6.72833865,,False,"""Non-essential small GTPase; member of the Rho/Rac subfamily of Ras-like proteins; likely to be involved in the establishment of cell polarity; has long N-terminal extension that plays an important role in Rho4p function and is shared with Rho4 homologs in other yeasts and filamentous fungi"""
YKR056W,TRM2,12,677164,662311,708425,10.06292191,,False,"""tRNA methyltransferase; 5-methylates the uridine residue at position 54 of tRNAs and may also have a role in tRNA stabilization or maturation; endo-exonuclease with a role in DNA repair"""
YKR057W,RPS21A,12,659769,648649,668899,11.63349371,,False,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S21 ; no bacterial homolog; RPS21A has a paralog ; RPS21B ; that arose from the whole genome duplication"""
YKR058W,GLG1,12,685228,677900,777177,7.626542583,,False,"""Glycogenin glucosyltransferase; self-glucosylating initiator of glycogen synthesis ; also glucosylates n-dodecyl-beta-D-maltoside; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole respectively; similar to mammalian glycogenin; GLG1 has a paralog ; GLG2 ; that arose from the whole genome duplication"""
YKR059W,TIF1,12,657792,642188,668899,17.72408391,,False,"""Translation initiation factor eIF4A; DEAD-box RNA helicase that couples ATPase activity to mRNA binding and unwinding; ATP hydrolysis accelerates the recruitment of mRNA during 48S preinitiation complex (PIC) assembly; ATPase activity stimulated by either eIF4G1 or by the PIC in an eIF3g and eIFGi subunit-dependent manner ; independent of eIF4E and eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E and eIF4G; protein abundance increases in response to DNA replication stress"""
YKR060W,UTP30,12,693579,646705,705602,9.049616964,,False,"""Subunit of U3-containing 90S preribosome complex; complex is involved in production of 18S rRNA and assembly of small ribosomal subunit; Utp30p is peripherally associated with 90S preribosome and appears partially redundant with its paralog Cic1p"""
YKR061W,KTR2,12,679600,627201,894452,7.096138107,,False,"""Mannosyltransferase involved in N-linked protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family; KTR2 has a paralog ; YUR1 ; that arose from the whole genome duplication"""
YKR062W,TFA2,12,648649,627201,675394,10.4517733,,False,"""TFIIE small subunit; involved in RNA polymerase II transcription initiation"""
YKR065C,PAM17,12,650212,648649,660371,55.31094714,,False,"""Constituent of the TIM23 complex; proposed alternatively to be a component of the import motor (PAM complex) or to interact with and modulate the core TIM23 (Translocase of the Inner mitochondrial Membrane) complex; protein abundance increases in response to DNA replication stress"""
YKR066C,CCP1,12,138153,130209,709888,3.931166228,,False,"""Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria; acts as hydrogen peroxide sensor in mitochondria ; involved in the response to oxidative stress"""
YKR067W,GPT2,12,662515,648649,680346,15.30907124,,False,"""Glycerol-3-phosphate/dihydroxyacetone phosphate sn-1 acyltransferase; located in lipid particles and the ER; involved in the stepwise acylation of glycerol-3-phosphate and dihydroxyacetone in lipid biosynthesis; the most conserved motifs and functionally relevant residues are oriented towards the ER lumen"""
YKR068C,BET3,12,668550,627201,724534,7.055899062,,False,"""Core component of transport protein particle (TRAPP) complexes I-III; TRAPP complexes are related multimeric guanine nucleotide-exchange factors for the GTPase Ypt1 ; regulating ER-Golgi traffic (TRAPPI) ; intra-Golgi traffic (TRAPPII) ; endosome-Golgi traffic (TRAPPII and III) and autophagy (TRAPPIII); hydrophilic homodimeric protein that acts in conjunction with SNARE proteins in targeting and fusion of ER to Golgi transport vesicles"""
YKR071C,DRE2,12,134351,124013,940926,3.254577005,,False,"""Component of the cytosolic Fe-S protein assembly (CIA) machinery; contains an Fe-S cluster that receives electrons from NADPH via the action of Tah18p in an early step in the CIA pathway; ortholog of human Ciapin1; protein abundance increases in response to DNA replication stress; inviability of the null mutant is functionally complemented by human CIAPIN1"""
YKR074W,AIM29,12,666390,660371,677699,6.937427821,,False,"""Protein of unknown function; epitope-tagged protein localizes to the cytoplasm; YKR074W is not an essential gene; null mutant displays elevated frequency of mitochondrial genome loss"""
YKR075C,YKR075C,12,645338,636132,675407,7.370777525,,False,"""Protein of unknown function; similar to Reg1p; expression regulated by glucose and Rgt1p; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; YKR075C has a paralog ; YOR062C ; that arose from the whole genome duplication"""
YKR076W,ECM4,12,683858,650212,701540,10.62501689,,False,"""S-glutathionyl-(chloro)hydroquinone reductase (GS-HQR); glutathione transferase involved in cell-surface biosynthesis and architecture; catalyzes glutathione (GSH)-dependent reduction of GS-trichloro-p-hydroquinone to trichloro-p-hydroquinone; expression upregulated upon exposure to genotoxic agents ; such as methyl methanesulfonate ; cisplatin and bleomycin; not an essential gene; similar to YGR154C; green fluorescent protein (GFP)-fusion protein localizes to cytoplasm"""
YKR077W,MSA2,12,136527,135855,145780,9.503847177,,False,"""Putative transcriptional activator; interacts with G1-specific transcription factor MBF and G1-specific promoters; MSA2 has a paralog ; MSA1 ; that arose from the whole genome duplication"""
YKR078W,YKR078W,12,661444,607614,678277,3.655435942,,False,"""Cytoplasmic protein of unknown function; potential Cdc28p substrate; contains a Phox homology (PX) domain and specifically binds phosphatidylinositol 3-phosphate (PtdIns-3-P); YKR078W has a paralog ; VPS5 ; that arose from the whole genome duplication"""
YKR080W,MTD1,12,137918,133123,257917,5.865587986,,False,"""NAD-dependent 5,10-methylenetetrahydrafolate dehydrogenase; plays a catalytic role in oxidation of cytoplasmic one-carbon units; expression is regulated by Bas1p and Bas2p ; repressed by adenine ; and may be induced by inositol and choline"""
YKR081C,RPF2,12,677675,646705,753525,7.663651298,,False,"""Essential protein involved in rRNA maturation and ribosomal assembly; involved in the processing of pre-rRNA and the assembly of the 60S ribosomal subunit; interacts with ribosomal protein L11; localizes predominantly to the nucleolus; constituent of 66S pre-ribosomal particles"""
YKR082W,NUP133,12,570786,552707,675394,3.209688985,,False,"""Subunit of Nup84p subcomplex of nuclear pore complex (NPC); contributes to nucleocytoplasmic transport ; NPC biogenesis; is involved in establishment of a normal nucleocytoplasmic concentration gradient of GTPase Gsp1p; also plays roles in several processes that may require localization of genes or chromosomes at nuclear periphery ; including double-strand break repair ; transcription and chromatin silencing; relocalizes to cytosol in response to hypoxia; homolog of human NUP133"""
YKR084C,HBS1,12,657022,649837,657860,36.06064928,,False,"""GTPase with similarity to translation release factors; together with binding partner Dom34p ; facilitates ribosomal subunit dissociation and peptidyl-tRNA release when translation is stalled ; particularly in 3' UTRs; genetically implicated in mRNA no-go decay; HBS1 has a paralog ; SKI7 ; that arose from the whole genome duplication"""
YKR085C,MRPL20,12,663332,628215,675961,13.70008857,,False,"""Mitochondrial ribosomal protein of the large subunit"""
YKR086W,PRP16,12,693579,622969,778284,3.562105159,,False,"""DEAH-box RNA helicase involved in second catalytic step of splicing and in exon ligation; exhibits ATP-dependent RNA unwinding activity; mediates the release of Yju2p and Cwc25p in the second step; in the absence of ATP ; stabilizes the binding of Cwc25p to the spliceosome in the first catalytic step; missense mutation in human ortholog DHX38 associated with early-onset retinitis pigmentosa"""
YKR087C,OMA1,12,668550,646705,674877,22.07721461,,False,"""Metalloendopeptidase of the mitochondrial inner membrane; important for adaptive responses to various homeostatic insults ; preservation of normal mitochondrial function under damage-eliciting conditions ; and stability of respiratory supercomplexes; involved in turnover of membrane-embedded proteins; mediates degradation of Cox1p in coa2 mutant cells; zebrafish ortholog has a role in organ development and mouse ortholog is also required for respiratory supercomplex stability"""
YKR088C,TVP38,12,632062,526265,677699,4.585406501,,False,"""Integral membrane protein; localized to late Golgi vesicles along with the v-SNARE Tlg2p; required for asymmetric localization of Kar9p during mitosis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern"""
YKR089C,TGL4,12,662515,644385,675407,16.53940571,,False,"""Multifunctional lipase/hydrolase/phospholipase; triacylglycerol lipase ; steryl ester hydrolase ; and Ca2+-independent phospholipase A2; catalyzes acyl-CoA dependent acylation of LPA to PA; required with Tgl3p for timely bud formation; phosphorylated and activated by Cdc28p; TGL4 has a paralog ; TGL5 ; that arose from the whole genome duplication"""
YKR090W,PXL1,12,628215,620541,643160,3.567904554,,False,"""Protein that localizes to sites of polarized growth; required for selection and/or maintenance of polarized growth sites ; may modulate signaling by the GTPases Cdc42p and Rho1p; contains LIM domains and has similarity to metazoan paxillin; relocalizes from bud neck to cytoplasm upon DNA replication stress"""
YKR091W,SRL3,12,659350,648649,677699,11.04784271,,False,"""Repressor of transcription at Start; binds to SBF (Swi4p-Swi6p) at SCB promoter elements in G1 to repress transcription; inhibitor of Start that retains Cdc28-Cln3 at the ER; acts with Ydj1p to promote release of the complex in a growth-mediated positive feedback loop to trigger Start; Srl3p is unstable and degraded by SCF-Grr1 after Cdc28p-dependent phosphorylation; contains a GTB (G1/S transcription factor binding) motif; binds SBF-regulated promoters in HU-treated cells; Cdc28p substrate"""
YKR092C,SRP40,12,662515,660371,691842,17.81082475,,False,"""Nucleolar serine-rich protein; role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140"""
YKR093W,PTR2,12,643838,634860,659769,12.82815759,,False,"""Integral membrane peptide transporter; mediates transport of di- and tri-peptides; conserved protein that contains 12 transmembrane domains; PTR2 expression is regulated by the N-end rule pathway via repression by Cup9p"""
YKR094C,RPL40B,12,660371,645338,668899,15.09546739,,False,"""Ubiquitin-ribosomal 60S subunit protein L40B fusion protein; cleaved to yield ubiquitin and ribosomal protein L40B; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; homologous to mammalian ribosomal protein L40 ; no bacterial homolog; RPL40B has a paralog ; RPL40A ; that arose from the whole genome duplication"""
YKR095W,MLP1,12,145067,112732,780981,2.810914357,,False,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog ; MLP2 ; that arose from the whole genome duplication"""
YKR095W-A,PCC1,12,675961,607680,965294,2.860536057,,False,"""Component of the EKC/KEOPS protein complex; EKC/KEOPS complex is required for t6A tRNA modification and telomeric TG1-3 recombination; may have role in transcription; other complex members are Kae1p ; Gon7p ; Bud32p ; and Cgi121p"""
YKR096W,ESL2,12,660371,649837,675961,11.50625728,,False,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl2p and Esl1p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; interacts with Pex14p; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; ESL2 has a paralog ; ESL1 ; that arose from the whole genome duplication"""
YKR098C,UBP11,12,657022,646705,673886,17.65344011,,False,"""Ubiquitin-specific protease; cleaves ubiquitin from ubiquitinated proteins; UBP11 has a paralog ; UBP7 ; that arose from the whole genome duplication"""
YKR099W,BAS1,12,694915,677675,701540,13.32902093,,False,"""Myb-related transcription factor; involved in regulating basal and induced expression of genes of the purine and histidine biosynthesis pathways; also involved in regulation of meiotic recombination at specific genes"""
YKR100C,SKG1,12,674975,646705,678194,13.26303885,,False,"""Transmembrane protein with a role in cell wall polymer composition; localizes on inner surface of plasma membrane at bud and in daughter cell; SKG1 has a paralog ; AIM20 ; that arose from the whole genome duplication"""
YKR101W,SIR1,12,650212,644385,677132,11.26422748,,False,"""Protein involved in silencing at mating-type loci HML and HMR; recruitment to silent chromatin requires interactions with Orc1p and with Sir4p ; through a common Sir1p domain; binds to centromeric chromatin"""
YLL066C,YLL066C,12,19889,18699,20686,130.8300283,7862.0,False,"""Putative Y' element ATP-dependent helicase; YLL066C is not an essential gene"""
YLL063C,AYT1,12,690475,649837,693267,13.21720724,632764.0,False,"""Acetyltransferase; catalyzes trichothecene 3-O-acetylation ; suggesting a possible role in trichothecene biosynthesis"""
YLL062C,MHT1,12,657792,648649,659350,20.24210278,630035.0,False,"""S-methylmethionine-homocysteine methyltransferase; functions along with Sam4p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the methionine/AdoMet ratio"""
YLL061W,MMP1,12,657022,643838,659769,16.50636105,623930.0,False,"""High-affinity S-methylmethionine permease; required for utilization of S-methylmethionine as a sulfur source; has similarity to S-adenosylmethionine permease Sam3p"""
YLL060C,GTT2,12,21693,21384,22395,82.78043304,0.0,True,"""Glutathione S-transferase capable of homodimerization; functional overlap with Gtt2p ; Grx1p ; and Grx2p; protein abundance increases in response to DNA replication stress"""
YLL059C,YLL059C,12,22753,18699,23846,19.36665159,0.0,True,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data"""
YLL058W,YLL058W,12,699901,650212,708840,13.05123055,624715.0,False,"""Putative protein of unknown function with similarity to Str2p; Str2p is a cystathionine gamma-synthase important in sulfur metabolism; YLL058W is not an essential gene"""
