snp_marker,PPI,DRUG,piQTL_EFFECTSIZE_abs,piQTL,eQTL,pQTL,overlap_category
chr16:858824,TPO1_TPO2,5-FC,0.485215571,ADE17_PGM2(Fluconazole);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERV25_UIP4(5-FC);ERV25_UIP4(Trifluoperazine);ERV25_UIP4(noDrug);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(noDrug);HNM1_MID2(noDrug);HUG1_ALO1(5-FC);MID2_MAM33(Trifluoperazine);MID2_MAM33(noDrug);MID2_PIN2(Trifluoperazine);PLM2_HNM1(5-FC);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Fluconazole);PMC1_GTR2(Metformin);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SNA4_GTR2(5-FC);SSH1_ERV25(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:858824,TPO1_TPO2,Trifluoperazine,0.633761834,ADE17_PGM2(Fluconazole);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERV25_UIP4(5-FC);ERV25_UIP4(Trifluoperazine);ERV25_UIP4(noDrug);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(noDrug);HNM1_MID2(noDrug);HUG1_ALO1(5-FC);MID2_MAM33(Trifluoperazine);MID2_MAM33(noDrug);MID2_PIN2(Trifluoperazine);PLM2_HNM1(5-FC);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Fluconazole);PMC1_GTR2(Metformin);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SNA4_GTR2(5-FC);SSH1_ERV25(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:858824,TPO1_TPO2,noDrug,0.674516237,ADE17_PGM2(Fluconazole);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERV25_UIP4(5-FC);ERV25_UIP4(Trifluoperazine);ERV25_UIP4(noDrug);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(noDrug);HNM1_MID2(noDrug);HUG1_ALO1(5-FC);MID2_MAM33(Trifluoperazine);MID2_MAM33(noDrug);MID2_PIN2(Trifluoperazine);PLM2_HNM1(5-FC);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Fluconazole);PMC1_GTR2(Metformin);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SNA4_GTR2(5-FC);SSH1_ERV25(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,ALO1_UIP4,noDrug,1.217008384,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,ERG11_ACF2,5-FC,1.201058569,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,ERG11_ORM2,5-FC,1.104338848,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,ERG11_ORM2,Trifluoperazine,1.02969757,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,ERG11_ORM2,noDrug,1.149824416,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,ERG27_ACF2,5-FC,1.120965276,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,ERG27_ACF2,noDrug,1.170546478,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,ERV25_UIP4,5-FC,1.448746744,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,FMP45_MEP1,5-FC,1.34670502,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,FMP45_MID2,5-FC,1.193263084,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,HNM1_ERG11,5-FC,1.282659375,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,HNM1_ERG11,Trifluoperazine,1.206194788,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,HNM1_ERG11,noDrug,1.236206632,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,HNM1_TPO4,noDrug,1.104385309,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,HUG1_ALO1,5-FC,1.491536582,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,HUG1_ALO1,noDrug,1.37137394,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,MID2_MAM33,noDrug,1.301766085,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,MID2_RSN1,noDrug,1.09543873,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
