snp_marker,chr,pos,Besse,Jakobson,Albert
chr11:21328,11,21328,False,False,True
chr11:21391,11,21391,False,False,True
chr11:21546,11,21546,False,False,True
chr11:21568,11,21568,False,False,True
chr11:21855,11,21855,False,False,True
chr11:21870,11,21870,False,False,True
chr11:21871,11,21871,True,True,True
chr11:21945,11,21945,False,False,True
chr11:22005,11,22005,True,True,True
chr11:22075,11,22075,True,True,True
chr11:22082,11,22082,False,False,True
chr11:22088,11,22088,False,False,True
chr11:22120,11,22120,False,False,True
chr11:22132,11,22132,False,False,True
chr11:22343,11,22343,False,False,True
chr11:22917,11,22917,False,False,True
chr11:23064,11,23064,False,False,True
chr11:23463,11,23463,False,False,True
chr11:24181,11,24181,False,False,True
chr11:24282,11,24282,False,False,True
chr11:24291,11,24291,False,False,True
chr11:24307,11,24307,False,False,True
chr11:24311,11,24311,False,False,True
chr11:24330,11,24330,False,False,True
chr11:24332,11,24332,False,False,True
chr11:24333,11,24333,False,False,True
chr11:24349,11,24349,False,False,True
chr11:24357,11,24357,False,False,True
chr11:24373,11,24373,False,False,True
chr11:24425,11,24425,False,False,True
chr11:24434,11,24434,False,False,True
chr11:24438,11,24438,False,False,True
chr11:24444,11,24444,False,False,True
chr11:24924,11,24924,False,False,True
chr11:25095,11,25095,False,False,True
chr11:25154,11,25154,False,False,True
chr11:25337,11,25337,False,False,True
chr11:25349,11,25349,False,False,True
chr11:25361,11,25361,True,True,True
chr11:25386,11,25386,False,False,True
chr11:25508,11,25508,False,False,True
chr11:25610,11,25610,False,False,True
chr11:25987,11,25987,True,True,True
chr11:26043,11,26043,False,False,True
chr11:26078,11,26078,False,False,True
chr11:26422,11,26422,False,False,True
chr11:26450,11,26450,False,False,True
chr11:26672,11,26672,False,False,True
chr11:26709,11,26709,False,False,True
chr11:26730,11,26730,False,False,True
chr11:26749,11,26749,False,False,True
chr11:26762,11,26762,False,False,True
chr11:26810,11,26810,False,False,True
chr11:27625,11,27625,True,True,False
chr11:27643,11,27643,False,False,True
chr11:28033,11,28033,False,False,True
chr11:28267,11,28267,False,False,True
chr11:28300,11,28300,False,False,True
chr11:28372,11,28372,False,False,True
chr11:28396,11,28396,False,False,True
chr11:28399,11,28399,False,False,True
chr11:28487,11,28487,False,False,True
chr11:28551,11,28551,False,False,True
chr11:29269,11,29269,True,True,False
chr11:29485,11,29485,False,False,True
chr11:29650,11,29650,False,False,True
chr11:29680,11,29680,False,False,True
chr11:29889,11,29889,False,False,True
chr11:29986,11,29986,False,False,True
chr11:30016,11,30016,False,False,True
chr11:30025,11,30025,False,False,True
chr11:30028,11,30028,False,False,True
chr11:30052,11,30052,False,False,True
chr11:30359,11,30359,False,False,True
chr11:30395,11,30395,True,True,True
chr11:30716,11,30716,False,False,True
chr11:30856,11,30856,True,True,True
chr11:30923,11,30923,False,False,True
chr11:31042,11,31042,False,False,True
chr11:31094,11,31094,False,False,True
chr11:31185,11,31185,False,False,True
chr11:31220,11,31220,False,False,True
chr11:31481,11,31481,True,True,True
chr11:31748,11,31748,True,True,True
chr11:31754,11,31754,False,False,True
chr11:31804,11,31804,True,True,True
chr11:31861,11,31861,True,True,True
chr11:32054,11,32054,False,False,True
chr11:32204,11,32204,True,True,False
chr11:32212,11,32212,False,False,True
chr11:32446,11,32446,True,True,True
chr11:32581,11,32581,True,True,True
chr11:32644,11,32644,False,False,True
chr11:32862,11,32862,False,False,True
chr11:32884,11,32884,True,True,True
chr11:32956,11,32956,False,False,True
chr11:33219,11,33219,False,False,True
chr11:33534,11,33534,True,True,True
chr11:33673,11,33673,False,False,True
chr11:33790,11,33790,False,False,True
chr11:37524,11,37524,False,False,True
chr11:37530,11,37530,False,False,True
chr11:37551,11,37551,False,False,True
chr11:37566,11,37566,False,False,True
chr11:37590,11,37590,False,False,True
chr11:37740,11,37740,False,False,True
chr11:37956,11,37956,False,False,True
chr11:37995,11,37995,False,False,True
chr11:37998,11,37998,False,False,True
chr11:38007,11,38007,False,False,True
chr11:38034,11,38034,False,False,True
chr11:38152,11,38152,False,False,True
chr11:38174,11,38174,False,False,True
chr11:38261,11,38261,False,False,True
chr11:38472,11,38472,False,False,True
chr11:38633,11,38633,False,False,True
chr11:38813,11,38813,False,False,True
chr11:39127,11,39127,False,False,True
chr11:39138,11,39138,True,True,False
chr11:39160,11,39160,True,True,False
chr11:39184,11,39184,False,False,True
chr11:39899,11,39899,False,False,True
chr11:40023,11,40023,False,False,True
chr11:40080,11,40080,False,False,True
chr11:40092,11,40092,False,False,True
chr11:40103,11,40103,False,False,True
chr11:40164,11,40164,False,False,True
chr11:40206,11,40206,False,False,True
chr11:40356,11,40356,False,False,True
chr11:40479,11,40479,False,False,True
chr11:40753,11,40753,True,True,True
chr11:40860,11,40860,False,False,True
chr11:40941,11,40941,False,False,True
chr11:40977,11,40977,False,False,True
chr11:40998,11,40998,False,False,True
chr11:41115,11,41115,False,False,True
chr11:41369,11,41369,False,False,True
chr11:41442,11,41442,False,False,True
chr11:41490,11,41490,False,False,True
chr11:41527,11,41527,False,False,True
chr11:41535,11,41535,False,False,True
chr11:41601,11,41601,False,False,True
chr11:42021,11,42021,False,False,True
chr11:42093,11,42093,False,False,True
chr11:42198,11,42198,False,False,True
chr11:42210,11,42210,False,False,True
chr11:42269,11,42269,True,True,False
chr11:42394,11,42394,False,False,True
chr11:42424,11,42424,False,False,True
chr11:42450,11,42450,False,False,True
chr11:42555,11,42555,False,False,True
chr11:42588,11,42588,False,False,True
chr11:42738,11,42738,False,False,True
chr11:42807,11,42807,False,False,True
chr11:42834,11,42834,False,False,True
chr11:42835,11,42835,False,False,True
chr11:43005,11,43005,False,False,True
chr11:43195,11,43195,False,False,True
chr11:43241,11,43241,False,False,True
chr11:43245,11,43245,False,False,True
chr11:43368,11,43368,False,False,True
chr11:43451,11,43451,False,False,True
chr11:43498,11,43498,False,False,True
chr11:43629,11,43629,False,False,True
chr11:43668,11,43668,False,False,True
chr11:44246,11,44246,False,False,True
chr11:44293,11,44293,False,False,True
chr11:44298,11,44298,False,False,True
chr11:44334,11,44334,False,False,True
chr11:44336,11,44336,False,False,True
chr11:44440,11,44440,False,False,True
chr11:44573,11,44573,False,False,True
chr11:44681,11,44681,False,False,True
chr11:45141,11,45141,False,False,True
chr11:45217,11,45217,False,False,True
chr11:45238,11,45238,False,False,True
chr11:45375,11,45375,False,False,True
chr11:45525,11,45525,False,False,True
chr11:45578,11,45578,False,False,True
chr11:45765,11,45765,False,False,True
chr11:46074,11,46074,False,False,True
chr11:46101,11,46101,False,False,True
chr11:46134,11,46134,False,False,True
chr11:46275,11,46275,False,False,True
chr11:46282,11,46282,False,False,True
chr11:46444,11,46444,False,False,True
chr11:46587,11,46587,False,False,True
chr11:46608,11,46608,False,False,True
chr11:46631,11,46631,False,False,True
chr11:46699,11,46699,False,False,True
chr11:46711,11,46711,True,True,False
chr11:46715,11,46715,False,False,True
chr11:46848,11,46848,True,True,False
chr11:46850,11,46850,False,False,True
chr11:46912,11,46912,False,False,True
chr11:46995,11,46995,False,False,True
chr11:47023,11,47023,False,False,True
chr11:47201,11,47201,False,False,True
chr11:47225,11,47225,False,False,True
chr11:47231,11,47231,False,False,True
chr11:47241,11,47241,False,False,True
chr11:47357,11,47357,False,False,True
chr11:47424,11,47424,True,True,False
chr11:47435,11,47435,False,False,True
chr11:47481,11,47481,False,False,True
chr11:47531,11,47531,False,False,True
chr11:47705,11,47705,False,False,True
chr11:47837,11,47837,False,False,True
chr11:48259,11,48259,True,True,False
chr11:48319,11,48319,False,False,True
chr11:48350,11,48350,True,True,False
chr11:48391,11,48391,False,False,True
chr11:48477,11,48477,False,False,True
chr11:48522,11,48522,False,False,True
chr11:48601,11,48601,False,False,True
chr11:48808,11,48808,False,False,True
chr11:49416,11,49416,True,True,False
chr11:49819,11,49819,False,False,True
chr11:49843,11,49843,False,False,True
chr11:50257,11,50257,False,False,True
chr11:50395,11,50395,False,False,True
chr11:50810,11,50810,False,False,True
chr11:51299,11,51299,True,True,False
chr11:51331,11,51331,True,True,False
chr11:51472,11,51472,True,True,True
chr11:51512,11,51512,False,False,True
chr11:51558,11,51558,False,False,True
chr11:51796,11,51796,True,True,False
chr11:52110,11,52110,True,True,False
chr11:52120,11,52120,True,True,False
chr11:52174,11,52174,True,True,False
chr11:52267,11,52267,True,True,False
chr11:52276,11,52276,True,True,False
chr11:52288,11,52288,True,True,False
chr11:52354,11,52354,True,True,False
chr11:52498,11,52498,True,True,False
chr11:52567,11,52567,True,True,False
chr11:52573,11,52573,True,True,False
chr11:52588,11,52588,False,False,True
chr11:52591,11,52591,True,True,False
chr11:52597,11,52597,True,True,False
chr11:52618,11,52618,True,True,False
chr11:52628,11,52628,True,True,True
chr11:52666,11,52666,True,True,False
chr11:52838,11,52838,False,False,True
chr11:52900,11,52900,True,True,False
chr11:53112,11,53112,True,True,True
chr11:53308,11,53308,True,True,False
chr11:53379,11,53379,False,False,True
chr11:53539,11,53539,False,False,True
chr11:53656,11,53656,True,True,False
chr11:53931,11,53931,False,False,True
chr11:54144,11,54144,True,True,False
chr11:54177,11,54177,True,True,False
chr11:54204,11,54204,False,False,True
chr11:54237,11,54237,True,True,False
chr11:54420,11,54420,False,False,True
chr11:55092,11,55092,False,False,True
chr11:55108,11,55108,False,False,True
chr11:55185,11,55185,False,False,True
chr11:55837,11,55837,True,True,True
chr11:56052,11,56052,True,True,True
chr11:56302,11,56302,False,False,True
chr11:56757,11,56757,False,False,True
chr11:58986,11,58986,False,False,True
chr11:59004,11,59004,False,False,True
chr11:59136,11,59136,False,False,True
chr11:59178,11,59178,False,False,True
chr11:59361,11,59361,False,False,True
chr11:59582,11,59582,False,False,True
chr11:59637,11,59637,False,False,True
chr11:59730,11,59730,False,False,True
chr11:59823,11,59823,False,False,True
chr11:59874,11,59874,False,False,True
chr11:60173,11,60173,False,False,True
chr11:60228,11,60228,False,False,True
chr11:60397,11,60397,True,True,True
chr11:60438,11,60438,False,False,True
chr11:61076,11,61076,False,False,True
chr11:61338,11,61338,False,False,True
chr11:61541,11,61541,False,False,True
chr11:62199,11,62199,True,True,True
chr11:62225,11,62225,False,False,True
chr11:62229,11,62229,False,False,True
chr11:62759,11,62759,False,False,True
chr11:63117,11,63117,True,True,False
chr11:63297,11,63297,False,False,True
chr11:63444,11,63444,True,True,False
chr11:63525,11,63525,False,False,True
chr11:63630,11,63630,False,False,True
chr11:63649,11,63649,False,False,True
chr11:63943,11,63943,False,False,True
chr11:63975,11,63975,False,False,True
chr11:63984,11,63984,False,False,True
chr11:64101,11,64101,True,True,False
chr11:64221,11,64221,False,False,True
chr11:64224,11,64224,True,True,False
chr11:64260,11,64260,True,True,True
chr11:64560,11,64560,False,False,True
chr11:64563,11,64563,False,False,True
chr11:64590,11,64590,False,False,True
chr11:64785,11,64785,False,False,True
chr11:64947,11,64947,False,False,True
chr11:65567,11,65567,False,False,True
chr11:65661,11,65661,False,False,True
chr11:65922,11,65922,False,False,True
chr11:66027,11,66027,False,False,True
chr11:66073,11,66073,True,True,False
chr11:66128,11,66128,True,True,True
chr11:67104,11,67104,True,True,False
chr11:67862,11,67862,False,False,True
chr11:67872,11,67872,False,False,True
chr11:68129,11,68129,False,False,True
chr11:68750,11,68750,True,True,False
chr11:69070,11,69070,True,True,False
chr11:71811,11,71811,True,True,True
chr11:72614,11,72614,False,False,True
chr11:73999,11,73999,False,False,True
chr11:74052,11,74052,False,False,True
chr11:74086,11,74086,False,False,True
chr11:74090,11,74090,False,False,True
chr11:74091,11,74091,False,False,True
chr11:74093,11,74093,False,False,True
chr11:74103,11,74103,False,False,True
chr11:74157,11,74157,False,False,True
chr11:74163,11,74163,False,False,True
chr11:74223,11,74223,False,False,True
chr11:74278,11,74278,False,False,True
chr11:74375,11,74375,False,False,True
chr11:74502,11,74502,False,False,True
chr11:74516,11,74516,False,False,True
chr11:74535,11,74535,False,False,True
chr11:74537,11,74537,False,False,True
chr11:74561,11,74561,False,False,True
chr11:74599,11,74599,False,False,True
chr11:74603,11,74603,False,False,True
chr11:74756,11,74756,False,False,True
chr11:74919,11,74919,False,False,True
chr11:74922,11,74922,False,False,True
chr11:74941,11,74941,False,False,True
chr11:75013,11,75013,False,False,True
chr11:76124,11,76124,False,False,True
chr11:76522,11,76522,False,False,True
chr11:76804,11,76804,False,False,True
chr11:76914,11,76914,False,False,True
chr11:77001,11,77001,False,False,True
chr11:77002,11,77002,False,False,True
chr11:77172,11,77172,False,False,True
chr11:77212,11,77212,False,False,True
chr11:77245,11,77245,True,True,False
chr11:77517,11,77517,False,False,True
chr11:78125,11,78125,False,False,True
chr11:78341,11,78341,False,False,True
chr11:78422,11,78422,False,False,True
chr11:78581,11,78581,False,False,True
chr11:78639,11,78639,False,False,True
chr11:78708,11,78708,False,False,True
chr11:78792,11,78792,True,True,False
chr11:78793,11,78793,True,True,False
chr11:78794,11,78794,True,True,False
chr11:78797,11,78797,True,True,True
chr11:78823,11,78823,False,False,True
chr11:79142,11,79142,False,False,True
chr11:79181,11,79181,False,False,True
chr11:79688,11,79688,False,False,True
chr11:79729,11,79729,False,False,True
chr11:79814,11,79814,False,False,True
chr11:80472,11,80472,False,False,True
chr11:80491,11,80491,True,True,True
chr11:80724,11,80724,False,False,True
chr11:80750,11,80750,False,False,True
chr11:80751,11,80751,False,False,True
chr11:80792,11,80792,False,False,True
chr11:80807,11,80807,False,False,True
chr11:80882,11,80882,False,False,True
chr11:80905,11,80905,True,True,False
chr11:81028,11,81028,True,True,False
chr11:81030,11,81030,True,True,False
chr11:81143,11,81143,False,False,True
chr11:81244,11,81244,False,False,True
chr11:81400,11,81400,True,True,True
chr11:81406,11,81406,True,True,True
chr11:81454,11,81454,True,True,True
chr11:81476,11,81476,True,True,True
chr11:81518,11,81518,False,False,True
chr11:81532,11,81532,False,False,True
chr11:81758,11,81758,False,False,True
chr11:81838,11,81838,False,False,True
chr11:81865,11,81865,False,False,True
chr11:81976,11,81976,False,False,True
chr11:82441,11,82441,False,False,True
chr11:82548,11,82548,True,True,True
chr11:82621,11,82621,False,False,True
chr11:83076,11,83076,False,False,True
chr11:83549,11,83549,False,False,True
chr11:83733,11,83733,False,False,True
chr11:83745,11,83745,False,False,True
chr11:83746,11,83746,False,False,True
chr11:83753,11,83753,False,False,True
chr11:83760,11,83760,False,False,True
chr11:83792,11,83792,False,False,True
chr11:83795,11,83795,False,False,True
chr11:83812,11,83812,False,False,True
chr11:83830,11,83830,False,False,True
chr11:83853,11,83853,False,False,True
chr11:83878,11,83878,False,False,True
chr11:83889,11,83889,False,False,True
chr11:83901,11,83901,False,False,True
chr11:84009,11,84009,False,False,True
chr11:84020,11,84020,False,False,True
chr11:84029,11,84029,False,False,True
chr11:84057,11,84057,False,False,True
chr11:84078,11,84078,False,False,True
chr11:84086,11,84086,False,False,True
chr11:84139,11,84139,False,False,True
chr11:84151,11,84151,False,False,True
chr11:84163,11,84163,False,False,True
chr11:84166,11,84166,False,False,True
chr11:84171,11,84171,False,False,True
chr11:84180,11,84180,False,False,True
chr11:84187,11,84187,False,False,True
chr11:84259,11,84259,True,True,True
chr11:84294,11,84294,False,False,True
chr11:84308,11,84308,False,False,True
chr11:84319,11,84319,False,False,True
chr11:84335,11,84335,False,False,True
chr11:84421,11,84421,False,False,True
chr11:84589,11,84589,False,False,True
chr11:84611,11,84611,False,False,True
chr11:84689,11,84689,False,False,True
chr11:85003,11,85003,False,False,True
chr11:85027,11,85027,False,False,True
chr11:85423,11,85423,False,False,True
chr11:85435,11,85435,False,False,True
chr11:85468,11,85468,False,False,True
chr11:85522,11,85522,False,False,True
chr11:85567,11,85567,False,False,True
chr11:85801,11,85801,False,False,True
chr11:85821,11,85821,False,False,True
chr11:85837,11,85837,False,False,True
chr11:86206,11,86206,False,False,True
chr11:86234,11,86234,False,False,True
chr11:86327,11,86327,False,False,True
chr11:86346,11,86346,False,False,True
chr11:86389,11,86389,True,True,False
chr11:87002,11,87002,False,False,True
chr11:87119,11,87119,False,False,True
chr11:87176,11,87176,False,False,True
chr11:87266,11,87266,True,True,False
chr11:87422,11,87422,False,False,True
chr11:87764,11,87764,False,False,True
chr11:88322,11,88322,False,False,True
chr11:88476,11,88476,False,False,True
chr11:89063,11,89063,False,False,True
chr11:89097,11,89097,False,False,True
chr11:89124,11,89124,False,False,True
chr11:89225,11,89225,False,False,True
chr11:89262,11,89262,False,False,True
chr11:89277,11,89277,True,True,False
chr11:89285,11,89285,False,False,True
chr11:89332,11,89332,False,False,True
chr11:89367,11,89367,False,False,True
chr11:89374,11,89374,False,False,True
chr11:89429,11,89429,True,True,True
chr11:89470,11,89470,True,True,False
chr11:89534,11,89534,False,False,True
chr11:89545,11,89545,False,False,True
chr11:89554,11,89554,False,False,True
chr11:90349,11,90349,False,False,True
chr11:90412,11,90412,False,False,True
chr11:90418,11,90418,False,False,True
chr11:90600,11,90600,False,False,True
chr11:90681,11,90681,False,False,True
chr11:91045,11,91045,False,False,True
chr11:91192,11,91192,False,False,True
chr11:91339,11,91339,False,False,True
chr11:91402,11,91402,False,False,True
chr11:91504,11,91504,False,False,True
chr11:91507,11,91507,True,True,False
chr11:91565,11,91565,False,False,True
chr11:91796,11,91796,False,False,True
chr11:91825,11,91825,False,False,True
chr11:92069,11,92069,False,False,True
chr11:92125,11,92125,False,False,True
chr11:92145,11,92145,False,False,True
chr11:92153,11,92153,True,True,False
chr11:92154,11,92154,False,False,True
chr11:92158,11,92158,False,False,True
chr11:92193,11,92193,False,False,True
chr11:92202,11,92202,False,False,True
chr11:92251,11,92251,False,False,True
chr11:92252,11,92252,False,False,True
chr11:92259,11,92259,False,False,True
chr11:92262,11,92262,False,False,True
chr11:92272,11,92272,False,False,True
chr11:92279,11,92279,True,True,False
chr11:92298,11,92298,False,False,True
chr11:92313,11,92313,False,False,True
chr11:92330,11,92330,False,False,True
chr11:92358,11,92358,False,False,True
chr11:92395,11,92395,False,False,True
chr11:92422,11,92422,False,False,True
chr11:92424,11,92424,False,False,True
chr11:92435,11,92435,False,False,True
chr11:92441,11,92441,False,False,True
chr11:92500,11,92500,False,False,True
chr11:92507,11,92507,False,False,True
chr11:92653,11,92653,False,False,True
chr11:92679,11,92679,False,False,True
chr11:92697,11,92697,False,False,True
chr11:92714,11,92714,False,False,True
chr11:92948,11,92948,False,False,True
chr11:93041,11,93041,False,False,True
chr11:93302,11,93302,False,False,True
chr11:93349,11,93349,False,False,True
chr11:93352,11,93352,False,False,True
chr11:93391,11,93391,False,False,True
chr11:93445,11,93445,False,False,True
chr11:93562,11,93562,False,False,True
chr11:93696,11,93696,False,False,True
chr11:93806,11,93806,False,False,True
chr11:93852,11,93852,False,False,True
chr11:94000,11,94000,False,False,True
chr11:94473,11,94473,False,False,True
chr11:94945,11,94945,False,False,True
chr11:94985,11,94985,False,False,True
chr11:95374,11,95374,False,False,True
chr11:95430,11,95430,False,False,True
chr11:96552,11,96552,False,False,True
chr11:96630,11,96630,False,False,True
chr11:96863,11,96863,True,True,True
chr11:97113,11,97113,False,False,True
chr11:97143,11,97143,False,False,True
chr11:97362,11,97362,False,False,True
chr11:97380,11,97380,False,False,True
chr11:97410,11,97410,False,False,True
chr11:97680,11,97680,False,False,True
chr11:97716,11,97716,False,False,True
chr11:97758,11,97758,False,False,True
chr11:97897,11,97897,False,False,True
chr11:97953,11,97953,False,False,True
chr11:98046,11,98046,False,False,True
chr11:98085,11,98085,False,False,True
chr11:98088,11,98088,True,True,False
chr11:98124,11,98124,False,False,True
chr11:98175,11,98175,False,False,True
chr11:98218,11,98218,False,False,True
chr11:98324,11,98324,False,False,True
chr11:98325,11,98325,False,False,True
chr11:98422,11,98422,False,False,True
chr11:98452,11,98452,False,False,True
chr11:98642,11,98642,False,False,True
chr11:98707,11,98707,False,False,True
chr11:98757,11,98757,True,True,False
chr11:98981,11,98981,False,False,True
chr11:99008,11,99008,False,False,True
chr11:99100,11,99100,True,True,False
chr11:99224,11,99224,False,False,True
chr11:99633,11,99633,False,False,True
chr11:100445,11,100445,False,False,True
chr11:100670,11,100670,False,False,True
chr11:101564,11,101564,False,False,True
chr11:102671,11,102671,True,True,True
chr11:102908,11,102908,False,False,True
chr11:103037,11,103037,False,False,True
chr11:103490,11,103490,False,False,True
chr11:103493,11,103493,False,False,True
chr11:103508,11,103508,False,False,True
chr11:103649,11,103649,False,False,True
chr11:103811,11,103811,False,False,True
chr11:103928,11,103928,False,False,True
chr11:104318,11,104318,False,False,True
chr11:104492,11,104492,False,False,True
chr11:104549,11,104549,True,True,True
chr11:105107,11,105107,False,False,True
chr11:105188,11,105188,False,False,True
chr11:105974,11,105974,False,False,True
chr11:106209,11,106209,False,False,True
chr11:106654,11,106654,True,True,True
chr11:106700,11,106700,True,True,False
chr11:106896,11,106896,True,True,False
chr11:107231,11,107231,True,True,True
chr11:107762,11,107762,False,False,True
chr11:108780,11,108780,False,False,True
chr11:108816,11,108816,True,True,False
chr11:108841,11,108841,True,True,False
chr11:108870,11,108870,True,True,True
chr11:109080,11,109080,False,False,True
chr11:109176,11,109176,True,True,True
chr11:109538,11,109538,False,False,True
chr11:109648,11,109648,False,False,True
chr11:109778,11,109778,False,False,True
chr11:109811,11,109811,True,True,True
chr11:109838,11,109838,False,False,True
chr11:110429,11,110429,False,False,True
chr11:110470,11,110470,False,False,True
chr11:110746,11,110746,False,False,True
chr11:110832,11,110832,False,False,True
chr11:111034,11,111034,False,False,True
chr11:111039,11,111039,False,False,True
chr11:111132,11,111132,True,True,True
chr11:111187,11,111187,False,False,True
chr11:111232,11,111232,False,False,True
chr11:111236,11,111236,False,False,True
chr11:111256,11,111256,False,False,True
chr11:111265,11,111265,False,False,True
chr11:111552,11,111552,False,False,True
chr11:111679,11,111679,False,False,True
chr11:111701,11,111701,False,False,True
chr11:111787,11,111787,False,False,True
chr11:112039,11,112039,False,False,True
chr11:112062,11,112062,False,False,True
chr11:112116,11,112116,False,False,True
chr11:112117,11,112117,False,False,True
chr11:113003,11,113003,False,False,True
chr11:113110,11,113110,False,False,True
chr11:113142,11,113142,False,False,True
chr11:113698,11,113698,True,True,False
chr11:113884,11,113884,False,False,True
chr11:113998,11,113998,False,False,True
chr11:114020,11,114020,True,True,True
chr11:114199,11,114199,False,False,True
chr11:114400,11,114400,False,False,True
chr11:114933,11,114933,False,False,True
chr11:115293,11,115293,False,False,True
chr11:115411,11,115411,False,False,True
chr11:115499,11,115499,False,False,True
chr11:115557,11,115557,False,False,True
chr11:115612,11,115612,True,True,False
chr11:115636,11,115636,False,False,True
chr11:115680,11,115680,False,False,True
chr11:115797,11,115797,False,False,True
chr11:115863,11,115863,False,False,True
chr11:115962,11,115962,False,False,True
chr11:115995,11,115995,False,False,True
chr11:116643,11,116643,True,True,False
chr11:116904,11,116904,False,False,True
chr11:116979,11,116979,True,True,True
chr11:117198,11,117198,False,False,True
chr11:117695,11,117695,False,False,True
chr11:118012,11,118012,True,True,False
chr11:118055,11,118055,True,True,True
chr11:118316,11,118316,False,False,True
chr11:118487,11,118487,False,False,True
chr11:118745,11,118745,True,True,True
chr11:118759,11,118759,True,True,True
chr11:119115,11,119115,True,True,False
chr11:119177,11,119177,True,True,True
chr11:119221,11,119221,True,True,True
chr11:119238,11,119238,False,False,True
chr11:119264,11,119264,True,True,False
chr11:119339,11,119339,False,False,True
chr11:119431,11,119431,True,True,False
chr11:120175,11,120175,False,False,True
chr11:120563,11,120563,True,True,False
chr11:120692,11,120692,True,True,True
chr11:120740,11,120740,True,True,False
chr11:120902,11,120902,True,True,True
chr11:120917,11,120917,True,True,True
chr11:120989,11,120989,False,False,True
chr11:120995,11,120995,False,False,True
chr11:121097,11,121097,True,True,True
chr11:121247,11,121247,False,False,True
chr11:121508,11,121508,True,True,False
chr11:121522,11,121522,True,True,True
chr11:122192,11,122192,True,True,False
chr11:122402,11,122402,True,True,True
chr11:122415,11,122415,True,True,False
chr11:122779,11,122779,True,True,False
chr11:122784,11,122784,True,True,True
chr11:122858,11,122858,True,True,True
chr11:122945,11,122945,False,False,True
chr11:123123,11,123123,False,False,True
chr11:123302,11,123302,False,False,True
chr11:123578,11,123578,False,False,True
chr11:123611,11,123611,False,False,True
chr11:123617,11,123617,False,False,True
chr11:123848,11,123848,False,False,True
chr11:123855,11,123855,False,False,True
chr11:123867,11,123867,True,True,True
chr11:123889,11,123889,False,False,True
chr11:123941,11,123941,False,False,True
chr11:124007,11,124007,False,False,True
chr11:124022,11,124022,False,False,True
chr11:124031,11,124031,False,False,True
chr11:124073,11,124073,False,False,True
chr11:124109,11,124109,False,False,True
chr11:124463,11,124463,False,False,True
chr11:124479,11,124479,True,True,False
chr11:124690,11,124690,False,False,True
chr11:124741,11,124741,False,False,True
chr11:124784,11,124784,True,True,True
chr11:124920,11,124920,False,False,True
chr11:125057,11,125057,False,False,True
chr11:125147,11,125147,False,False,True
chr11:125207,11,125207,False,False,True
chr11:125303,11,125303,False,False,True
chr11:125453,11,125453,False,False,True
chr11:125483,11,125483,False,False,True
chr11:125562,11,125562,False,False,True
chr11:125642,11,125642,True,True,False
chr11:125651,11,125651,False,False,True
chr11:125700,11,125700,True,True,True
chr11:125800,11,125800,False,False,True
chr11:125830,11,125830,False,False,True
chr11:126208,11,126208,False,False,True
chr11:126748,11,126748,False,False,True
chr11:127159,11,127159,False,False,True
chr11:127196,11,127196,False,False,True
chr11:127208,11,127208,False,False,True
chr11:127867,11,127867,False,False,True
chr11:128164,11,128164,False,False,True
chr11:128185,11,128185,False,False,True
chr11:128195,11,128195,False,False,True
chr11:128199,11,128199,False,False,True
chr11:128646,11,128646,False,False,True
chr11:129198,11,129198,False,False,True
chr11:129511,11,129511,False,False,True
chr11:129623,11,129623,False,False,True
chr11:129844,11,129844,False,False,True
chr11:129862,11,129862,False,False,True
chr11:130226,11,130226,False,False,True
chr11:130422,11,130422,True,True,False
chr11:130518,11,130518,True,True,True
chr11:130533,11,130533,True,True,True
chr11:130584,11,130584,False,False,True
chr11:130801,11,130801,False,False,True
chr11:131399,11,131399,False,False,True
chr11:131862,11,131862,False,False,True
chr11:132044,11,132044,True,True,True
chr11:132074,11,132074,False,False,True
chr11:132152,11,132152,False,False,True
chr11:132155,11,132155,False,False,True
chr11:132251,11,132251,False,False,True
chr11:132257,11,132257,False,False,True
chr11:132287,11,132287,False,False,True
chr11:132298,11,132298,False,False,True
chr11:132383,11,132383,False,False,True
chr11:132408,11,132408,False,False,True
chr11:132423,11,132423,False,False,True
chr11:132442,11,132442,False,False,True
chr11:132521,11,132521,False,False,True
chr11:132731,11,132731,False,False,True
chr11:133227,11,133227,False,False,True
chr11:133251,11,133251,False,False,True
chr11:133472,11,133472,False,False,True
chr11:133596,11,133596,False,False,True
chr11:133597,11,133597,False,False,True
chr11:133744,11,133744,False,False,True
chr11:133991,11,133991,False,False,True
chr11:134323,11,134323,False,False,True
chr11:134344,11,134344,False,False,True
chr11:135083,11,135083,False,False,True
chr11:135691,11,135691,False,False,True
chr11:135796,11,135796,False,False,True
chr11:136140,11,136140,False,False,True
chr11:136268,11,136268,False,False,True
chr11:136273,11,136273,False,False,True
chr11:136395,11,136395,False,False,True
chr11:136401,11,136401,False,False,True
chr11:136421,11,136421,False,False,True
chr11:136494,11,136494,False,False,True
chr11:136588,11,136588,False,False,True
chr11:136692,11,136692,False,False,True
chr11:136782,11,136782,False,False,True
chr11:136836,11,136836,False,False,True
chr11:136860,11,136860,False,False,True
chr11:136898,11,136898,False,False,True
chr11:136931,11,136931,False,False,True
chr11:137272,11,137272,False,False,True
chr11:137433,11,137433,True,True,True
chr11:137443,11,137443,True,True,True
chr11:137449,11,137449,False,False,True
chr11:137613,11,137613,True,True,False
chr11:137677,11,137677,True,True,False
chr11:137708,11,137708,False,False,True
