pQTL_protein,pQTL_commonName,pVal,beta,isQtn,index,chromosome,pQTL_peak,dist,cis_trans,pQTL_effect,SNP,pQTL_left,pQTL_right,pQTL_cis
YDL066W,IDP1,4.436302467,-0.121149924,0,11553,16,404629,inf,trans,0.121149924,11553,382997,423193,False
YDL066W,IDP1,4.284879314,-0.125864748,0,11445,16,278068,inf,trans,0.125864748,11445,262948,288425,False
YDL066W,IDP1,4.204450197,0.117166226,0,11771,16,656502,inf,trans,0.117166226,11771,652919,664738,False
YPL117C,IDI1; BOT2,13.08534782,0.222136397,0,7848,12,441152,inf,trans,0.222136397,7848,425418,443164,False
YPL117C,IDI1; BOT2,6.157286785,0.400627898,0,4207,7,412630,inf,trans,0.400627898,4207,412630,412630,False
YPL117C,IDI1; BOT2,6.151536999,-0.391606067,0,4825,7,1048545,inf,trans,0.391606067,4825,1048545,1048545,False
YPL117C,IDI1; BOT2,5.245394449,-0.538601262,0,10262,15,238354,inf,trans,0.538601262,10262,238354,238354,False
YPL117C,IDI1; BOT2,4.837230774,-0.230920283,0,1002,3,92556,inf,trans,0.230920283,1002,79867,96560,False
YPL117C,IDI1; BOT2,4.757707599,0.723251102,0,7686,12,265316,inf,trans,0.723251102,7686,265316,265316,False
YPL117C,IDI1; BOT2,4.520393117,0.319488448,0,3856,6,270132,inf,trans,0.319488448,3856,270132,270132,False
YPL117C,IDI1; BOT2,4.490895125,0.121395843,0,5621,9,150327,inf,trans,0.121395843,5621,142542,158904,False
YMR260C,TIF11,6.768472026,0.35314653,0,896,3,757,inf,trans,0.35314653,896,757,757,False
YMR260C,TIF11,5.223998673,-0.42145204,0,2351,4,1057929,inf,trans,0.42145204,2351,1057929,1057929,False
YJR007W,SUI2; TIF211,9.223174524,-0.39405347,0,1784,4,520430,inf,trans,0.39405347,1784,520430,520430,False
YJR007W,SUI2; TIF211,7.27390307,-0.507535647,0,12041,17,48192,inf,trans,0.507535647,12041,48192,48192,False
YPL237W,SUI3; TIF212,5.798343368,0.140632892,1,9800,14,646585,inf,trans,0.140632892,9800,629832,650841,False
YPL237W,SUI3; TIF212,5.591859113,0.775205355,0,7686,12,265316,inf,trans,0.775205355,7686,265316,265316,False
YER025W,GCD11; TIF213,7.716896437,-0.195801138,1,10194,15,173340,inf,trans,0.195801138,10194,165912,184082,False
YER025W,GCD11; TIF213,6.659897333,0.834326355,0,3121,5,266246,59413.0,trans,0.834326355,3121,266246,266246,False
YER025W,GCD11; TIF213,5.120765883,-0.135231923,0,2478,4,1246177,inf,trans,0.135231923,2478,1242195,1256208,False
YAL035W,FUN12,7.543889704,0.556158673,1,6655,11,8390,inf,trans,0.556158673,6655,2737,14510,False
YAL035W,FUN12,7.206371848,-0.182909736,0,10200,15,183037,inf,trans,0.182909736,10200,170347,185951,False
YAL035W,FUN12,6.708292475,0.209927288,0,8470,13,68113,inf,trans,0.209927288,8470,56990,75198,False
YAL035W,FUN12,6.32541617,-0.508058004,0,11635,16,522075,inf,trans,0.508058004,11635,522075,522075,False
YAL035W,FUN12,4.839743975,0.135742778,1,11347,16,198072,inf,trans,0.135742778,11347,187861,210158,False
YAL035W,FUN12,4.802382618,-0.13600697,0,9375,14,176702,inf,trans,0.13600697,9375,163967,187156,False
YKR059W; YJL138C,,8.274959377,-0.208500782,0,10183,15,168592,inf,trans,0.208500782,10183,165912,181071,False
YKR059W; YJL138C,,5.986662307,0.188886517,0,1482,4,212428,inf,trans,0.188886517,1482,204037,213950,False
YKR059W; YJL138C,,5.491827596,-0.149226597,0,5802,9,280878,inf,trans,0.149226597,5802,276483,289513,False
YKR059W; YJL138C,,4.716409679,-0.256748116,0,7964,12,559220,inf,trans,0.256748116,7964,555317,560481,False
YPR163C,TIF3,8.886784177,-0.706443367,0,7873,12,460678,inf,trans,0.706443367,7873,460678,460678,False
YPR163C,TIF3,7.330873232,-0.361620717,0,3484,5,564355,inf,trans,0.361620717,3484,563347,565122,False
YPR163C,TIF3,6.474931371,-0.323805188,1,10762,15,774673,inf,trans,0.323805188,10762,774372,785674,False
YPR163C,TIF3,5.357067165,-0.717678533,0,7686,12,265316,inf,trans,0.717678533,7686,265316,265316,False
YPR163C,TIF3,4.90046812,0.119817634,0,6006,10,61545,inf,trans,0.119817634,6006,61391,68934,False
YPR163C,TIF3,4.753583753,0.12757611,0,2440,4,1176138,inf,trans,0.12757611,2440,1171385,1191935,False
YPR163C,TIF3,4.479040773,0.11584982,0,1940,4,624555,inf,trans,0.11584982,1940,613791,629973,False
YPR163C,TIF3,4.331656315,0.370184165,0,8370,12,1019140,inf,trans,0.370184165,8370,1019140,1019140,False
YPR163C,TIF3,4.312282365,0.193383347,1,4984,8,133120,inf,trans,0.193383347,4984,133120,133120,False
YPR163C,TIF3,4.251469805,0.132742592,1,11516,16,347675,520966.0,trans,0.132742592,11516,340393,354554,False
YGR162W,TIF4631,9.86506497,-0.225294484,0,10198,15,181071,inf,trans,0.225294484,10198,168199,185951,False
YGR162W,TIF4631,6.705341265,0.227280476,0,9155,13,833534,inf,trans,0.227280476,9155,828799,840462,False
YJR016C,ILV3,28.23484323,0.30507544,1,6323,10,466331,130.0,cis,0.30507544,6323,466331,466331,True
YJR016C,ILV3,21.43651559,-0.247900767,1,11677,16,571530,inf,trans,0.247900767,11677,544393,587778,False
YJR016C,ILV3,6.567339422,0.260265238,0,5762,9,257464,inf,trans,0.260265238,5762,254091,265537,False
YJR016C,ILV3,5.945221606,-0.227381026,1,5040,8,173184,inf,trans,0.227381026,5040,173184,173184,False
YJR016C,ILV3,5.809698597,0.294930592,0,844,2,780425,inf,trans,0.294930592,844,780425,780425,False
YJR016C,ILV3,5.614528055,0.384978131,0,10391,15,385655,inf,trans,0.384978131,10391,385655,385655,False
YJR016C,ILV3,5.163794202,0.138567796,0,8218,12,873682,inf,trans,0.138567796,8218,872449,874900,False
YJR016C,ILV3,4.387552863,-0.102087548,1,2320,4,1006085,inf,trans,0.102087548,2320,997624,1018597,False
YJR016C,ILV3,4.280547321,-0.102594988,0,9454,14,275245,inf,trans,0.102594988,9454,267696,288822,False
YLR355C,ILV5,7.20301161,-0.695804147,0,7873,12,460678,377387.0,trans,0.695804147,7873,460678,460678,False
YLR355C,ILV5,5.500629656,0.155136436,0,2440,4,1176138,inf,trans,0.155136436,2440,1171385,1191935,False
YCL009C,ILV6,6.354952778,0.984819433,0,10777,15,785154,inf,trans,0.984819433,10777,785154,785154,False
YCL009C,ILV6,5.463239841,0.758247702,0,3121,5,266246,inf,trans,0.758247702,3121,266246,266246,False
YCL009C,ILV6,4.970727906,-0.289433406,0,10891,15,911748,inf,trans,0.289433406,10891,911748,911748,False
YCL009C,ILV6,4.894328241,-0.391980022,0,995,3,84803,19816.0,trans,0.391980022,995,84802,84803,False
YCL009C,ILV6,4.783344778,-0.132384039,0,6953,11,169186,inf,trans,0.132384039,6953,152009,174007,False
YCL009C,ILV6,4.508857272,-0.143724514,0,10181,15,168199,inf,trans,0.143724514,10181,165912,181071,False
YCL009C,ILV6,4.505527465,0.129147601,0,10886,15,907245,inf,trans,0.129147601,10886,888108,912729,False
YMR108W,ILV2; SMR1,20.07393031,-0.334856269,1,10194,15,173340,inf,trans,0.334856269,10194,165912,184082,False
YMR108W,ILV2; SMR1,7.050769511,-0.164195976,0,11686,16,576969,inf,trans,0.164195976,11686,571530,591786,False
YMR108W,ILV2; SMR1,6.029004649,0.312291238,1,5401,8,525401,inf,trans,0.312291238,5401,517167,556515,False
YBR017C,KAP104,9.555730041,-0.232548535,0,10198,15,181071,inf,trans,0.232548535,10198,168199,185951,False
YMR308C,PSE1; KAP121,6.329101061,-0.165470749,1,10845,15,860902,inf,trans,0.165470749,10845,859618,864445,False
YER110C,KAP123; YRB4,8.595134617,-0.202926447,0,10198,15,181071,inf,trans,0.202926447,10198,168199,185951,False
YER110C,KAP123; YRB4,8.25583481,-0.215292412,0,10992,15,1014707,inf,trans,0.215292412,10992,1010191,1018776,False
YER110C,KAP123; YRB4,6.398832964,-0.33333831,1,3874,7,17843,inf,trans,0.33333831,3874,17838,17843,False
YER110C,KAP123; YRB4,5.550653469,0.180155756,0,8457,13,55098,inf,trans,0.180155756,8457,55098,65881,False
YER110C,KAP123; YRB4,5.143747382,0.133944243,0,1284,4,52141,inf,trans,0.133944243,1284,43687,60460,False
YER110C,KAP123; YRB4,4.869373613,-0.129921112,0,3169,5,335771,42987.0,trans,0.129921112,3169,335406,336687,False
YLR432W,IMD3,14.57335211,0.313749398,0,8462,13,60048,inf,trans,0.313749398,8462,55098,75198,False
YLR432W,IMD3,13.65373005,-0.228957802,0,8820,13,511585,inf,trans,0.228957802,8820,506148,514849,False
YLR432W,IMD3,5.438003131,0.250304795,1,2835,5,25397,inf,trans,0.250304795,2835,25397,25397,False
YML056C,IMD4,15.01447945,-0.272858324,1,10194,15,173340,inf,trans,0.272858324,10194,165912,184082,False
YML056C,IMD4,5.483839496,-0.137528351,1,8575,13,163509,0.0,cis,0.137528351,8575,151409,164705,True
YML056C,IMD4,4.921900362,-0.156012012,1,11245,16,132456,inf,trans,0.156012012,11245,132456,132456,False
YML056C,IMD4,4.760410389,-0.391010633,1,7031,11,231612,inf,trans,0.391010633,7031,231612,231612,False
YML056C,IMD4,4.709784535,-0.261574595,0,4647,7,876941,inf,trans,0.261574595,4647,876941,876941,False
YHR046C,INM1; IMP1,20.58618198,0.303372399,1,5080,8,203274,4996.0,trans,0.303372399,5080,193408,206590,False
YHR046C,INM1; IMP1,6.053680755,0.969965864,1,3707,6,98707,inf,trans,0.969965864,3707,98707,98707,False
YHR046C,INM1; IMP1,5.6153878,0.152756497,0,4199,7,408928,inf,trans,0.152756497,4199,397324,418899,False
YJL153C,INO1,7.880708421,0.133157733,1,4564,7,793891,inf,trans,0.133157733,4564,793891,793891,False
YJL153C,INO1,6.831140741,-0.179774696,1,7184,11,417049,inf,trans,0.179774696,7184,404841,428422,False
YJL153C,INO1,6.82742648,0.124817554,0,1902,4,591983,inf,trans,0.124817554,1902,576758,597710,False
YJL153C,INO1,5.994965313,0.189444273,1,7192,11,430725,inf,trans,0.189444273,7192,421231,456846,False
YJL153C,INO1,5.659780652,-0.237361856,0,4784,7,1011080,inf,trans,0.237361856,4784,1011080,1011080,False
YJL153C,INO1,5.201793715,0.202457415,1,5040,8,173184,inf,trans,0.202457415,5040,173184,173184,False
YJL153C,INO1,5.091760633,0.225477349,0,4647,7,876941,inf,trans,0.225477349,4647,876941,876941,False
YJL153C,INO1,5.039376091,-0.104353018,0,1087,3,196733,inf,trans,0.104353018,1087,186935,204903,False
YJL153C,INO1,4.875727109,0.35864767,0,2065,4,757961,inf,trans,0.35864767,2065,757961,757961,False
YJL153C,INO1,4.713823088,0.114195012,0,10191,15,171671,inf,trans,0.114195012,10191,165912,184082,False
YJL153C,INO1,4.683667262,-0.346179906,1,10840,15,852168,inf,trans,0.346179906,10840,841052,876222,False
YJL153C,INO1,4.279950489,0.137819925,0,5905,9,385640,inf,trans,0.137819925,5905,385640,385640,False
YJL153C,INO1,4.162689835,-0.112168705,0,906,3,2644,inf,trans,0.112168705,906,1349,5784,False
YJL153C,INO1,4.061783974,0.103493,0,980,3,76147,inf,trans,0.103493,980,72402,76147,False
YMR174C,PAI3,11.27413947,0.252136814,0,10188,15,170682,inf,trans,0.252136814,10188,165912,184082,False
YNL015W,PBI2,10.64065876,0.232645026,0,10198,15,181071,inf,trans,0.232645026,10198,168199,185951,False
YNL015W,PBI2,7.72121798,-1.069603114,0,10777,15,785154,inf,trans,1.069603114,10777,785154,785154,False
YNL015W,PBI2,5.35787531,0.141736185,0,2480,4,1248695,inf,trans,0.141736185,2480,1242195,1256509,False
YBR011C,IPP1,7.319862545,-0.452619123,0,4207,7,412630,inf,trans,0.452619123,4207,412630,412630,False
YBR011C,IPP1,5.709195636,0.421729826,0,7031,11,231612,inf,trans,0.421729826,7031,231612,231612,False
YBR011C,IPP1,5.203018529,0.15758944,0,10194,15,173340,inf,trans,0.15758944,10194,165912,184082,False
YBR011C,IPP1,5.128235836,-0.78577326,0,7686,12,265316,inf,trans,0.78577326,7686,265316,265316,False
YBR011C,IPP1,4.88867649,-0.132071952,1,5805,9,283213,inf,trans,0.132071952,5805,276483,289513,False
YBR011C,IPP1,4.805975083,0.171392396,0,2978,5,125474,inf,trans,0.171392396,2978,124644,134626,False
YBR011C,IPP1,4.712148007,-0.135876761,0,8670,13,333904,inf,trans,0.135876761,8670,329611,338431,False
YER048W-A,ISD11,8.319856139,-0.555166595,1,7033,11,234262,inf,trans,0.555166595,7033,234262,234262,False
YDR497C,ITR1,6.219364259,0.147463093,0,1901,4,591697,852008.0,trans,0.147463093,1901,588662,592839,False
YDR226W,ADK1,6.371876684,-0.193220509,1,8829,13,522023,inf,trans,0.193220509,8829,513217,538521,False
YDR226W,ADK1,6.133123896,-0.298486545,0,1784,4,520430,396052.0,trans,0.298486545,1784,520430,520430,False
YDR226W,ADK1,5.973886514,0.440542294,0,7031,11,231612,inf,trans,0.440542294,7031,231612,231612,False
YDR226W,ADK1,5.565427801,-0.145471306,0,7150,11,381673,inf,trans,0.145471306,7150,372538,385019,False
YDR226W,ADK1,5.080680058,0.295050199,0,896,3,757,inf,trans,0.295050199,896,757,757,False
YIL033C,BCY1,42.05710157,0.407845453,1,5812,9,292353,685.0,cis,0.407845453,5812,286125,300482,True
YIL033C,BCY1,23.77332333,0.337195277,1,10190,15,171150,inf,trans,0.337195277,10190,165912,184082,False
YIL033C,BCY1,7.3502814,-0.207698554,0,8461,13,60008,inf,trans,0.207698554,8461,55098,73814,False
YKL001C,MET14,6.493278753,-0.155815111,0,10191,15,171671,inf,trans,0.155815111,10191,165912,184082,False
YKL001C,MET14,6.403978384,0.176577303,0,8470,13,68113,inf,trans,0.176577303,8470,56990,75198,False
YKL001C,MET14,5.21970041,0.249108086,0,5420,8,554022,inf,trans,0.249108086,5420,554022,554022,False
YKL001C,MET14,5.151465391,-0.120679042,0,398,2,218876,inf,trans,0.120679042,398,215016,252305,False
YKL001C,MET14,5.109722283,-0.120048493,0,4085,7,275338,inf,trans,0.120048493,4085,274400,284441,False
YKL001C,MET14,4.941811747,-0.117956603,0,2478,4,1246177,inf,trans,0.117956603,2478,1242195,1256208,False
YDL124W,YDL124W; D2240,14.83535183,0.263731612,0,10188,15,170682,inf,trans,0.263731612,10188,165912,184082,False
YDL124W,YDL124W; D2240,11.82247287,0.210526127,1,11685,16,576347,inf,trans,0.210526127,11685,564355,591786,False
YDL124W,YDL124W; D2240,7.128476748,-0.824597039,0,3121,5,266246,inf,trans,0.824597039,3121,266246,266246,False
YDL124W,YDL124W; D2240,5.687482601,-0.196834333,1,1907,4,592981,351784.0,trans,0.196834333,1907,592981,592981,False
YDL124W,YDL124W; D2240,5.45564793,0.137638449,0,1895,4,590025,348828.0,trans,0.137638449,1895,574801,594369,False
YDL124W,YDL124W; D2240,5.42864394,0.135412473,1,1507,4,234536,5723.0,trans,0.135412473,1507,217566,243657,False
YNL154C,YCK2; CKI1,6.88149947,-0.238090412,1,4412,7,629962,inf,trans,0.238090412,4412,624442,640575,False
YNL154C,YCK2; CKI1,6.630784775,0.394660591,0,8986,13,667202,inf,trans,0.394660591,8986,667202,667202,False
YKL024C,URA6; SOC8,11.613188,0.260961431,1,7872,12,460676,inf,trans,0.260961431,7872,460676,460676,False
YKL024C,URA6; SOC8,7.153548372,-0.181440614,1,10157,15,144887,inf,trans,0.181440614,10157,143047,151907,False
YKL024C,URA6; SOC8,5.28606016,0.139080209,1,6160,10,287737,inf,trans,0.139080209,6160,285600,293222,False
YKL024C,URA6; SOC8,5.114418382,0.1365246,1,2037,4,721638,inf,trans,0.1365246,2037,719215,741737,False
YKL024C,URA6; SOC8,4.884826892,0.157410589,0,8510,13,89247,inf,trans,0.157410589,8510,82403,94497,False
YKL024C,URA6; SOC8,4.520108106,0.288963595,0,10119,15,113956,inf,trans,0.288963595,10119,113956,116621,False
YKL024C,URA6; SOC8,4.499213048,-0.150355304,0,7860,12,443164,inf,trans,0.150355304,7860,425418,443164,False
YPL145C,KES1; OSH4,16.28447684,-0.539608188,0,1784,4,520430,inf,trans,0.539608188,1784,520430,520430,False
YPL145C,KES1; OSH4,9.791026045,-0.207132582,0,11437,16,277230,1164.0,trans,0.207132582,11437,261161,293786,False
YPL145C,KES1; OSH4,5.799804392,0.476004766,0,5430,8,556173,inf,trans,0.476004766,5430,556173,556173,False
YPL145C,KES1; OSH4,5.416864968,0.148934505,1,11745,16,623271,343573.0,trans,0.148934505,11745,614208,638064,False
YDR454C,GUK1,6.449958586,-0.301752356,0,10870,15,888854,inf,trans,0.301752356,10870,888854,888854,False
YDR454C,GUK1,5.730464233,-0.364032321,1,5805,9,283213,inf,trans,0.364032321,5805,276483,289513,False
YDR454C,GUK1,5.397483225,0.333852459,1,7871,12,460676,inf,trans,0.333852459,7871,460676,460676,False
YDR454C,GUK1,4.937512568,-0.134077859,0,11828,16,726636,inf,trans,0.134077859,11828,714288,739602,False
YDR454C,GUK1,4.643226899,-0.126320397,0,8757,13,433701,inf,trans,0.126320397,8757,426996,444319,False
YHR025W,THR1,16.27560882,-0.293511135,0,10191,15,171671,inf,trans,0.293511135,10191,165912,184082,False
YHR025W,THR1,12.4010176,0.288912185,0,8465,13,65230,inf,trans,0.288912185,8465,55098,74713,False
YHR025W,THR1,6.591131173,-0.276195166,1,11743,16,620255,inf,trans,0.276195166,11743,620255,620255,False
YHR025W,THR1,5.882382107,-0.14889372,0,5607,9,136619,inf,trans,0.14889372,5607,114834,144955,False
YHR025W,THR1,4.892122785,0.151861803,0,3906,7,43266,inf,trans,0.151861803,3906,41301,47250,False
YHR025W,THR1,4.371713771,-0.123876698,0,8305,12,963579,inf,trans,0.123876698,8305,956127,976001,False
YLR133W,CKI1; CKI,5.542603117,-0.146467368,0,10408,15,412551,inf,trans,0.146467368,10408,408490,425338,False
YLR133W,CKI1; CKI,5.35911854,0.157495818,0,2210,4,911454,inf,trans,0.157495818,2210,903873,924619,False
YHL011C,PRS3; PRPS3,6.673851127,-0.18580998,1,10203,15,185252,inf,trans,0.18580998,10203,179652,185951,False
YAL038W,CDC19; PYK1,10.10600195,-0.511422805,0,4207,7,412630,inf,trans,0.511422805,4207,412630,412630,False
YAL038W,CDC19; PYK1,9.186736948,-1.144947725,0,10777,15,785154,inf,trans,1.144947725,10777,785154,785154,False
YAL038W,CDC19; PYK1,9.02567745,-0.203752142,0,10191,15,171671,inf,trans,0.203752142,10191,165912,184082,False
YAL038W,CDC19; PYK1,8.417976737,-0.171442007,1,7834,12,423791,inf,trans,0.171442007,7834,417956,433534,False
YAL038W,CDC19; PYK1,6.794338221,-0.878803792,0,7686,12,265316,inf,trans,0.878803792,7686,265316,265316,False
YAL038W,CDC19; PYK1,5.682934401,-0.138320017,0,7979,12,570032,inf,trans,0.138320017,7979,563476,576167,False
YAL038W,CDC19; PYK1,4.935239679,-0.127521842,0,5611,9,138792,inf,trans,0.127521842,5611,122617,144955,False
YAL038W,CDC19; PYK1,4.890034445,-0.129607505,0,8264,12,911265,inf,trans,0.129607505,8264,894613,933520,False
YAL038W,CDC19; PYK1,4.802976142,-0.133820229,0,643,2,524731,inf,trans,0.133820229,643,507274,530047,False
YAL038W,CDC19; PYK1,4.409616323,0.118949337,1,87,1,113050,39761.0,trans,0.118949337,87,112549,114628,False
YAL038W,CDC19; PYK1,4.319328651,0.117976314,1,5475,9,57578,inf,trans,0.117976314,5475,57000,72621,False
YDR483W,KRE2; MNT1,6.972464178,-0.173562518,0,9798,14,644949,inf,trans,0.173562518,9798,620369,650841,False
YPR159W,KRE6; CWH48,6.333352251,0.264945034,1,10960,15,981687,inf,trans,0.264945034,10960,970097,986923,False
YKL110C,KTI12,8.021654935,-0.219519772,0,10194,15,173340,inf,trans,0.219519772,10194,165912,184082,False
YKL110C,KTI12,6.022119554,0.160836671,0,9642,14,543122,inf,trans,0.160836671,9642,543122,551869,False
YOR099W,KTR1,6.369953874,0.261358817,1,7154,11,382202,inf,trans,0.261358817,7154,373968,384150,False
YMR296C,LCB1,8.397286357,0.802001955,0,7873,12,460678,inf,trans,0.802001955,7873,460678,460678,False
YMR296C,LCB1,6.837233829,0.185474358,1,2559,4,1345654,inf,trans,0.185474358,2559,1337514,1367398,False
YMR296C,LCB1,5.519369732,-0.146586849,0,273,2,93952,inf,trans,0.146586849,273,80873,103188,False
YMR296C,LCB1,5.289142457,-0.37019479,0,7558,12,132253,inf,trans,0.37019479,7558,132253,132253,False
YOR317W,FAA1,14.48550784,0.199498157,1,11677,16,571530,inf,trans,0.199498157,11677,544393,587778,False
YOR317W,FAA1,12.27402672,-0.242074108,1,8457,13,55098,inf,trans,0.242074108,8457,55098,65881,False
YOR317W,FAA1,9.76726134,0.158414768,0,5610,9,138636,inf,trans,0.158414768,5610,125289,144955,False
YOR317W,FAA1,7.343929632,0.13535689,0,6482,10,662679,inf,trans,0.13535689,6482,653026,667117,False
YOR317W,FAA1,6.665225398,0.127172666,1,6877,11,104549,inf,trans,0.127172666,6877,96863,124784,False
YOR317W,FAA1,6.36270507,0.245821752,0,9117,13,774724,inf,trans,0.245821752,9117,774724,774724,False
YOR317W,FAA1,6.294590558,0.123529027,0,7860,12,443164,inf,trans,0.123529027,7860,425418,443164,False
YOR317W,FAA1,6.077407347,0.129313699,0,636,2,517548,inf,trans,0.129313699,636,505207,530047,False
YOR317W,FAA1,5.924510763,-0.13477239,0,10892,15,911795,353.0,cis,0.13477239,10892,892522,923218,True
YOR317W,FAA1,5.359106597,0.112826044,1,7985,12,574586,inf,trans,0.112826044,7985,567889,586321,False
YOR317W,FAA1,5.200457639,0.117146213,1,3681,6,76526,inf,trans,0.117146213,3681,76427,76526,False
YOR317W,FAA1,5.163273798,-0.137494426,0,8218,12,873682,inf,trans,0.137494426,8218,872449,874900,False
YOR317W,FAA1,4.861331727,-0.127549237,0,10860,15,876366,32974.0,trans,0.127549237,10860,859618,880507,False
YOR317W,FAA1,4.636307118,0.185045145,1,10191,15,171671,737669.0,trans,0.185045145,10191,165912,184082,False
YOR317W,FAA1,4.521834654,-0.85564961,0,10554,15,594822,314518.0,trans,0.85564961,10554,594819,594822,False
YOR317W,FAA1,4.33896042,-0.100730188,0,3905,7,42627,inf,trans,0.100730188,3905,37288,48435,False
YOR317W,FAA1,4.272459524,0.104952725,1,4267,7,442196,inf,trans,0.104952725,4267,442196,442196,False
YOR317W,FAA1,4.141933297,-0.116336291,1,906,3,2644,inf,trans,0.116336291,906,1349,5784,False
YOR317W,FAA1,4.029204818,-0.096676909,1,4914,8,74739,inf,trans,0.096676909,4914,74739,80030,False
YOR317W,FAA1,4.001949743,0.168987642,1,10180,15,166369,742971.0,trans,0.168987642,10180,165912,179652,False
YOR317W,FAA1,3.898525371,-0.129084965,0,6643,11,7664,inf,trans,0.129084965,6643,2740,14046,False
YOR317W,FAA1,3.857802973,0.100476108,0,8088,12,719563,inf,trans,0.100476108,8088,712324,725191,False
YOR317W,FAA1,3.796608236,-0.148049883,0,10438,15,448815,460525.0,trans,0.148049883,10438,448815,448820,False
YOR317W,FAA1,3.773832654,0.091901296,1,11257,16,147108,inf,trans,0.091901296,11257,136628,156560,False
YOR317W,FAA1,3.683391853,0.103423009,0,8288,12,950296,inf,trans,0.103423009,8288,933520,950296,False
YMR246W,FAA4,13.14590648,-0.200997486,0,5607,9,136619,inf,trans,0.200997486,5607,114834,144955,False
YMR246W,FAA4,10.99867817,0.228320117,1,8457,13,55098,704708.0,trans,0.228320117,8457,55098,65881,False
YMR246W,FAA4,7.541744092,-0.161646811,1,10198,15,181071,inf,trans,0.161646811,10198,168199,185951,False
YMR246W,FAA4,7.13369412,-0.136452825,0,9109,13,762630,740.0,cis,0.136452825,9109,753081,770563,True
YMR246W,FAA4,6.955269493,-0.136726089,0,11532,16,374664,inf,trans,0.136726089,11532,370944,382997,False
YMR246W,FAA4,6.852500993,0.142716656,0,8666,13,331270,428536.0,trans,0.142716656,8666,329611,333904,False
YMR246W,FAA4,6.841073663,-0.135958674,0,7974,12,567889,inf,trans,0.135958674,7974,563476,576167,False
YMR246W,FAA4,6.51602661,0.134170897,0,3667,6,66460,inf,trans,0.134170897,3667,62743,74406,False
YMR246W,FAA4,6.230313431,0.130168365,0,7647,12,235026,inf,trans,0.130168365,7647,230601,243991,False
YMR246W,FAA4,5.318407867,0.136170746,0,9259,14,6912,inf,trans,0.136170746,9259,6906,6914,False
YMR246W,FAA4,5.192718393,-0.115332633,0,6078,10,175030,inf,trans,0.115332633,6078,163124,189445,False
YMR246W,FAA4,5.069975695,-0.114531646,0,11683,16,575622,inf,trans,0.114531646,11683,554350,590624,False
YMR246W,FAA4,4.830274094,0.135320739,1,5798,9,273993,inf,trans,0.135320739,5798,270121,276759,False
YMR246W,FAA4,4.320544491,0.109306887,0,1769,4,487957,inf,trans,0.109306887,1769,472918,504419,False
YMR246W,FAA4,4.101975625,0.141547872,0,5251,8,389013,inf,trans,0.141547872,5251,389013,389018,False
YNL323W,LEM3,6.462158226,0.466252748,0,4207,7,412630,inf,trans,0.466252748,4207,412630,412630,False
YOR123C,LEO1,6.690365173,-0.341162093,0,1784,4,520430,inf,trans,0.341162093,1784,520430,520430,False
YOR123C,LEO1,6.171118082,-0.158839327,0,5483,9,68615,inf,trans,0.158839327,5483,57000,73076,False
YOR123C,LEO1,5.674302338,0.838876844,0,4215,7,414263,inf,trans,0.838876844,4215,414263,414263,False
YNL104C,LEU4,9.088524955,0.213696174,0,10191,15,171671,inf,trans,0.213696174,10191,165912,184082,False
YNL104C,LEU4,8.551646832,-0.221506097,1,5373,8,507195,inf,trans,0.221506097,5373,500907,509537,False
YNL104C,LEU4,8.369392458,-0.382067015,0,835,2,773703,inf,trans,0.382067015,835,773703,773703,False
YNL104C,LEU4,6.853461541,-0.159587539,0,9218,13,877043,inf,trans,0.159587539,9218,869923,896327,False
YNL104C,LEU4,6.230291597,0.157472457,1,1939,4,623642,inf,trans,0.157472457,1939,613791,629973,False
YNL104C,LEU4,6.135362076,0.151381304,1,5595,9,136044,inf,trans,0.151381304,5595,114834,144955,False
YNL104C,LEU4,5.782974308,0.145743019,0,9471,14,312060,112837.0,trans,0.145743019,9471,308851,327674,False
YNL104C,LEU4,5.644658346,-0.145653108,0,1994,4,680423,inf,trans,0.145653108,1994,671424,697690,False
YNL104C,LEU4,5.363536931,-0.139016421,0,10837,15,849407,inf,trans,0.139016421,10837,841040,870871,False
YNL104C,LEU4,4.627104689,0.162218566,0,3672,6,73357,inf,trans,0.162218566,3672,67184,73433,False
YNL104C,LEU4,4.388269824,-0.124578175,0,1187,3,285659,inf,trans,0.124578175,1187,267625,297295,False
YNL104C,LEU4,4.242950216,-0.126443176,1,4220,7,416657,inf,trans,0.126443176,4220,407454,426067,False
YCL018W,LEU2,12.4899445,-0.220279195,0,7980,12,570630,inf,trans,0.220279195,7980,563476,576167,False
YCL018W,LEU2,7.724644956,-0.165737257,0,5611,9,138792,inf,trans,0.165737257,5611,122617,144955,False
YCL018W,LEU2,7.553159241,0.165535517,0,4293,7,472246,inf,trans,0.165535517,4293,460296,479063,False
YCL018W,LEU2,6.476033613,0.452466728,0,7031,11,231612,inf,trans,0.452466728,7031,231612,231612,False
YCL018W,LEU2,6.440228184,-0.405446332,0,4207,7,412630,inf,trans,0.405446332,4207,412630,412630,False
YCL018W,LEU2,5.818897476,0.149778296,1,4543,7,769305,inf,trans,0.149778296,4543,751217,779852,False
YCL018W,LEU2,5.559419475,-0.326179487,0,996,3,84937,6387.0,trans,0.326179487,996,84937,84937,False
YCL018W,LEU2,5.519638118,0.273438955,1,1663,4,383443,inf,trans,0.273438955,1663,376511,390909,False
