SNP_A,SNP_B,R2,CHR_B,BP_B,CHR_A,BP_A
5093,4887,0.0,CHR_8,53770,CHR_8,206151
5093,4888,0.0,CHR_8,54264,CHR_8,206151
5093,4889,0.0,CHR_8,54471,CHR_8,206151
5093,4890,0.0,CHR_8,56206,CHR_8,206151
5093,4891,0.0,CHR_8,56351,CHR_8,206151
5093,4892,0.0,CHR_8,56423,CHR_8,206151
5093,4893,0.0,CHR_8,56424,CHR_8,206151
5093,4894,0.0,CHR_8,57912,CHR_8,206151
5093,4895,0.0,CHR_8,58345,CHR_8,206151
5093,4896,0.0,CHR_8,58900,CHR_8,206151
5093,4897,0.0,CHR_8,59614,CHR_8,206151
5093,4898,0.0,CHR_8,59645,CHR_8,206151
5093,4899,0.0,CHR_8,61846,CHR_8,206151
5093,4900,0.0,CHR_8,62723,CHR_8,206151
5093,4901,0.0,CHR_8,63915,CHR_8,206151
5093,4902,0.0,CHR_8,64292,CHR_8,206151
5093,4903,0.0,CHR_8,64505,CHR_8,206151
5093,4904,0.0,CHR_8,65889,CHR_8,206151
5093,4905,0.0,CHR_8,67613,CHR_8,206151
5093,4906,0.0,CHR_8,68955,CHR_8,206151
5093,4907,0.0,CHR_8,70194,CHR_8,206151
5093,4908,0.0,CHR_8,71694,CHR_8,206151
5093,4909,0.0,CHR_8,71740,CHR_8,206151
5093,4910,0.0,CHR_8,71830,CHR_8,206151
5093,4911,0.0,CHR_8,71885,CHR_8,206151
5093,4912,0.0,CHR_8,72011,CHR_8,206151
5093,4913,0.0,CHR_8,72021,CHR_8,206151
5093,4914,0.0,CHR_8,74739,CHR_8,206151
5093,4915,0.0,CHR_8,74974,CHR_8,206151
5093,4916,0.0,CHR_8,74975,CHR_8,206151
5093,4917,0.0,CHR_8,78664,CHR_8,206151
5093,4918,0.0,CHR_8,78809,CHR_8,206151
5093,4919,0.0,CHR_8,78883,CHR_8,206151
5093,4920,0.0,CHR_8,79061,CHR_8,206151
5093,4921,0.0,CHR_8,80030,CHR_8,206151
5093,4922,0.0,CHR_8,80515,CHR_8,206151
5093,4923,0.0,CHR_8,81672,CHR_8,206151
5093,4924,0.0,CHR_8,82753,CHR_8,206151
5093,4925,0.0,CHR_8,82815,CHR_8,206151
5093,4926,0.0,CHR_8,83281,CHR_8,206151
5093,4927,0.0,CHR_8,83452,CHR_8,206151
5093,4928,0.0,CHR_8,84010,CHR_8,206151
5093,4929,0.0,CHR_8,85218,CHR_8,206151
5093,4930,0.0,CHR_8,85386,CHR_8,206151
5093,4931,0.0,CHR_8,85389,CHR_8,206151
5093,4932,0.0,CHR_8,92161,CHR_8,206151
5093,4933,0.0,CHR_8,92239,CHR_8,206151
5093,4934,0.0,CHR_8,92580,CHR_8,206151
5093,4935,0.0,CHR_8,92811,CHR_8,206151
5093,4936,0.0,CHR_8,96286,CHR_8,206151
5093,4937,0.0,CHR_8,96707,CHR_8,206151
5093,4938,0.0,CHR_8,96942,CHR_8,206151
5093,4939,0.0,CHR_8,97662,CHR_8,206151
5093,4940,0.0,CHR_8,99461,CHR_8,206151
5093,4941,0.0,CHR_8,99525,CHR_8,206151
5093,4942,0.0,CHR_8,100031,CHR_8,206151
5093,4943,0.0,CHR_8,102150,CHR_8,206151
5093,4944,0.0,CHR_8,102263,CHR_8,206151
5093,4945,0.0,CHR_8,102271,CHR_8,206151
5093,4946,0.0,CHR_8,105346,CHR_8,206151
5093,4947,0.0,CHR_8,105610,CHR_8,206151
5093,4948,0.0,CHR_8,105611,CHR_8,206151
5093,4949,0.0,CHR_8,105612,CHR_8,206151
5093,4950,0.0,CHR_8,105618,CHR_8,206151
5093,4951,0.0,CHR_8,110021,CHR_8,206151
5093,4952,0.0,CHR_8,111633,CHR_8,206151
5093,4953,0.0,CHR_8,111695,CHR_8,206151
5093,4954,0.0,CHR_8,112848,CHR_8,206151
5093,4955,0.0,CHR_8,113201,CHR_8,206151
5093,4956,0.0,CHR_8,113225,CHR_8,206151
5093,4957,0.0,CHR_8,114744,CHR_8,206151
5093,4958,0.0,CHR_8,114771,CHR_8,206151
5093,4959,0.0,CHR_8,114934,CHR_8,206151
5093,4960,0.0,CHR_8,114970,CHR_8,206151
5093,4961,0.0,CHR_8,115080,CHR_8,206151
5093,4962,0.0,CHR_8,115390,CHR_8,206151
5093,4963,0.0,CHR_8,116469,CHR_8,206151
5093,4964,0.0,CHR_8,117153,CHR_8,206151
5093,4965,0.0,CHR_8,117168,CHR_8,206151
5093,4966,0.0,CHR_8,117739,CHR_8,206151
5093,4967,0.0,CHR_8,119053,CHR_8,206151
5093,4968,0.0,CHR_8,119057,CHR_8,206151
5093,4969,0.0,CHR_8,119122,CHR_8,206151
5093,4970,0.0,CHR_8,119178,CHR_8,206151
5093,4971,0.0,CHR_8,119730,CHR_8,206151
5093,4972,0.0,CHR_8,120385,CHR_8,206151
5093,4973,0.0,CHR_8,121738,CHR_8,206151
5093,4974,0.0,CHR_8,122014,CHR_8,206151
5093,4975,0.0,CHR_8,122207,CHR_8,206151
5093,4976,0.0,CHR_8,122347,CHR_8,206151
5093,4977,0.0,CHR_8,122370,CHR_8,206151
5093,4978,0.0,CHR_8,122655,CHR_8,206151
5093,4979,0.0,CHR_8,123958,CHR_8,206151
5093,4980,0.0,CHR_8,124640,CHR_8,206151
5093,4981,0.0,CHR_8,126150,CHR_8,206151
5093,4982,0.0,CHR_8,131678,CHR_8,206151
5093,4983,0.0,CHR_8,131702,CHR_8,206151
5093,4984,0.0,CHR_8,133120,CHR_8,206151
5093,4985,0.0,CHR_8,133123,CHR_8,206151
5093,4986,0.0,CHR_8,134839,CHR_8,206151
5093,4987,0.0,CHR_8,135448,CHR_8,206151
5093,4988,0.0,CHR_8,135849,CHR_8,206151
5093,4989,0.0,CHR_8,138689,CHR_8,206151
5093,4990,0.0,CHR_8,139684,CHR_8,206151
5093,4991,0.0,CHR_8,140044,CHR_8,206151
5093,4992,0.0,CHR_8,140065,CHR_8,206151
5093,4993,0.0,CHR_8,141525,CHR_8,206151
5093,4994,0.0,CHR_8,143451,CHR_8,206151
5093,4995,0.0,CHR_8,144266,CHR_8,206151
5093,4996,0.0,CHR_8,144671,CHR_8,206151
5093,4997,0.0,CHR_8,146416,CHR_8,206151
5093,4998,0.0,CHR_8,150593,CHR_8,206151
5093,4999,0.0,CHR_8,151325,CHR_8,206151
5093,5000,0.0,CHR_8,151383,CHR_8,206151
5093,5001,0.0,CHR_8,154940,CHR_8,206151
5093,5002,0.0,CHR_8,156216,CHR_8,206151
5093,5003,0.0,CHR_8,159162,CHR_8,206151
5093,5004,0.0,CHR_8,159677,CHR_8,206151
5093,5005,0.0,CHR_8,160087,CHR_8,206151
5093,5006,0.0,CHR_8,160450,CHR_8,206151
5093,5007,0.0,CHR_8,160596,CHR_8,206151
5093,5008,0.0,CHR_8,161761,CHR_8,206151
5093,5009,0.0,CHR_8,164143,CHR_8,206151
5093,5010,0.0,CHR_8,164304,CHR_8,206151
5093,5011,0.0,CHR_8,164380,CHR_8,206151
5093,5012,0.0,CHR_8,165385,CHR_8,206151
5093,5013,0.0,CHR_8,165566,CHR_8,206151
5093,5014,0.0,CHR_8,165572,CHR_8,206151
5093,5015,0.0,CHR_8,165588,CHR_8,206151
5093,5016,0.0,CHR_8,165608,CHR_8,206151
5093,5017,0.0,CHR_8,165710,CHR_8,206151
5093,5018,0.0,CHR_8,165734,CHR_8,206151
5093,5019,0.0,CHR_8,165797,CHR_8,206151
5093,5020,0.0,CHR_8,165986,CHR_8,206151
5093,5021,0.0,CHR_8,165995,CHR_8,206151
5093,5022,0.0,CHR_8,166046,CHR_8,206151
5093,5023,0.0,CHR_8,166130,CHR_8,206151
5093,5024,0.0,CHR_8,166209,CHR_8,206151
5093,5025,0.0,CHR_8,166367,CHR_8,206151
5093,5026,0.0,CHR_8,166391,CHR_8,206151
5093,5027,0.0,CHR_8,166445,CHR_8,206151
5093,5028,0.0,CHR_8,166892,CHR_8,206151
5093,5029,0.0,CHR_8,167286,CHR_8,206151
5093,5030,0.0,CHR_8,168070,CHR_8,206151
5093,5031,0.0,CHR_8,168732,CHR_8,206151
5093,5032,0.0,CHR_8,168762,CHR_8,206151
5093,5033,0.0,CHR_8,169190,CHR_8,206151
5093,5034,0.0,CHR_8,169199,CHR_8,206151
5093,5035,0.0,CHR_8,169202,CHR_8,206151
5093,5036,0.0,CHR_8,170381,CHR_8,206151
5093,5037,0.0,CHR_8,170419,CHR_8,206151
5093,5038,0.0,CHR_8,170619,CHR_8,206151
5093,5039,0.0,CHR_8,173136,CHR_8,206151
5093,5040,0.0,CHR_8,173184,CHR_8,206151
5093,5041,0.0,CHR_8,175778,CHR_8,206151
5093,5042,0.0,CHR_8,176997,CHR_8,206151
5093,5043,0.0,CHR_8,179821,CHR_8,206151
5093,5044,0.0,CHR_8,183857,CHR_8,206151
5093,5045,0.0,CHR_8,185325,CHR_8,206151
5093,5046,0.0,CHR_8,185478,CHR_8,206151
5093,5047,0.0,CHR_8,188007,CHR_8,206151
5093,5048,0.0,CHR_8,188958,CHR_8,206151
5093,5049,0.0,CHR_8,190366,CHR_8,206151
5093,5050,0.0,CHR_8,190872,CHR_8,206151
5093,5051,0.0,CHR_8,191947,CHR_8,206151
5093,5052,0.0,CHR_8,193408,CHR_8,206151
5093,5053,0.0,CHR_8,193417,CHR_8,206151
5093,5054,0.0,CHR_8,193425,CHR_8,206151
5093,5055,0.0,CHR_8,193426,CHR_8,206151
5093,5056,0.0,CHR_8,193438,CHR_8,206151
5093,5057,0.0,CHR_8,194308,CHR_8,206151
5093,5058,0.0,CHR_8,194338,CHR_8,206151
5093,5059,0.0,CHR_8,194446,CHR_8,206151
5093,5060,0.0,CHR_8,194508,CHR_8,206151
5093,5061,0.0,CHR_8,194526,CHR_8,206151
5093,5062,0.0,CHR_8,194530,CHR_8,206151
5093,5063,0.0,CHR_8,194545,CHR_8,206151
5093,5064,0.0,CHR_8,194566,CHR_8,206151
5093,5065,0.0,CHR_8,194570,CHR_8,206151
5093,5066,0.0,CHR_8,194574,CHR_8,206151
5093,5067,0.0,CHR_8,194575,CHR_8,206151
5093,5068,0.0,CHR_8,194578,CHR_8,206151
5093,5069,0.0,CHR_8,194584,CHR_8,206151
5093,5070,0.0,CHR_8,194592,CHR_8,206151
5093,5071,0.0,CHR_8,194593,CHR_8,206151
5093,5072,0.0,CHR_8,194658,CHR_8,206151
5093,5073,0.0,CHR_8,197262,CHR_8,206151
5093,5074,0.0,CHR_8,197968,CHR_8,206151
5093,5075,0.0,CHR_8,200519,CHR_8,206151
5093,5076,0.0,CHR_8,200608,CHR_8,206151
5093,5077,0.0,CHR_8,200617,CHR_8,206151
5093,5078,0.0,CHR_8,202890,CHR_8,206151
5093,5079,0.0,CHR_8,203255,CHR_8,206151
5093,5080,0.0,CHR_8,203274,CHR_8,206151
5093,5081,0.0,CHR_8,203496,CHR_8,206151
5093,5082,0.0,CHR_8,203615,CHR_8,206151
5093,5083,0.0,CHR_8,203675,CHR_8,206151
5093,5084,0.0,CHR_8,203842,CHR_8,206151
5093,5085,0.0,CHR_8,203888,CHR_8,206151
5093,5086,0.0,CHR_8,204054,CHR_8,206151
5093,5087,0.0,CHR_8,204151,CHR_8,206151
5093,5088,0.0,CHR_8,204219,CHR_8,206151
5093,5089,0.0,CHR_8,204645,CHR_8,206151
5093,5090,0.0,CHR_8,204670,CHR_8,206151
5093,5091,0.0,CHR_8,205313,CHR_8,206151
5093,5092,0.0,CHR_8,205962,CHR_8,206151
5093,5093,0.0,CHR_8,206151,CHR_8,206151
5093,5094,0.833633381815854,CHR_8,206460,CHR_8,206151
5093,5095,0.933837357082302,CHR_8,206590,CHR_8,206151
5093,5096,0.0723570586198834,CHR_8,210269,CHR_8,206151
5093,5097,0.0016318780271353,CHR_8,210269,CHR_8,206151
5093,5098,0.408948254956419,CHR_8,210535,CHR_8,206151
5093,5099,0.0565717128945272,CHR_8,212536,CHR_8,206151
5093,5100,0.308968159253842,CHR_8,216159,CHR_8,206151
5093,5101,0.338897146580967,CHR_8,219145,CHR_8,206151
5093,5102,0.332908175352815,CHR_8,219477,CHR_8,206151
5093,5103,0.336134430689364,CHR_8,220430,CHR_8,206151
5093,5104,0.174230404219702,CHR_8,221382,CHR_8,206151
5093,5105,0.246187670313975,CHR_8,221387,CHR_8,206151
5093,5106,0.241411873894352,CHR_8,221395,CHR_8,206151
5093,5107,0.197630157569062,CHR_8,223812,CHR_8,206151
5093,5108,0.200433996065351,CHR_8,225328,CHR_8,206151
5093,5109,0.197586658855533,CHR_8,225830,CHR_8,206151
5093,5110,0.118254385633981,CHR_8,229142,CHR_8,206151
5093,5111,0.151664856281371,CHR_8,230941,CHR_8,206151
5093,5112,0.160181936555028,CHR_8,231269,CHR_8,206151
5093,5113,0.0650669800812301,CHR_8,233344,CHR_8,206151
5093,5114,0.0870972729272462,CHR_8,235793,CHR_8,206151
5093,5115,0.0215997423130133,CHR_8,237735,CHR_8,206151
5093,5116,0.0762117834575684,CHR_8,237840,CHR_8,206151
5093,5117,0.0044300334231357,CHR_8,238967,CHR_8,206151
5093,5118,0.0602319627612676,CHR_8,239187,CHR_8,206151
5093,5119,0.0402893129824919,CHR_8,240735,CHR_8,206151
5093,5120,0.038596733737115,CHR_8,241021,CHR_8,206151
5093,5121,0.0236223687292765,CHR_8,242447,CHR_8,206151
5093,5122,0.0233929270701858,CHR_8,242816,CHR_8,206151
5093,5123,0.0245268913720385,CHR_8,244248,CHR_8,206151
5093,5124,0.0208077144430505,CHR_8,244520,CHR_8,206151
5093,5125,0.0199798879403147,CHR_8,245373,CHR_8,206151
5093,5126,0.0204522612265597,CHR_8,248246,CHR_8,206151
5093,5127,0.0178517282954437,CHR_8,249836,CHR_8,206151
5093,5128,0.0187610078093392,CHR_8,250646,CHR_8,206151
5093,5129,0.0161049904409898,CHR_8,250827,CHR_8,206151
5093,5130,0.0169820510528326,CHR_8,252848,CHR_8,206151
5093,5131,0.0176462351664508,CHR_8,252929,CHR_8,206151
5093,5132,0.0183073922904229,CHR_8,253025,CHR_8,206151
5093,5133,0.0185281900030666,CHR_8,255323,CHR_8,206151
5093,5134,0.0143659041408368,CHR_8,257550,CHR_8,206151
5093,5135,0.0131240454914402,CHR_8,259324,CHR_8,206151
5093,5136,0.004622646828482,CHR_8,261710,CHR_8,206151
5093,5137,0.0049983541099664,CHR_8,261724,CHR_8,206151
5093,5138,0.0110183292332213,CHR_8,262618,CHR_8,206151
5093,5139,0.0084750932472973,CHR_8,263049,CHR_8,206151
5093,5140,0.0118760703056454,CHR_8,263382,CHR_8,206151
5093,5141,0.0113360016374636,CHR_8,267630,CHR_8,206151
5093,5142,0.0070910827974519,CHR_8,269682,CHR_8,206151
5093,5143,0.0025304876283714,CHR_8,272525,CHR_8,206151
5093,5144,0.0036847316760892,CHR_8,272825,CHR_8,206151
5093,5145,0.0023463286815751,CHR_8,277103,CHR_8,206151
5093,5146,0.0002677571317235,CHR_8,279899,CHR_8,206151
5093,5147,0.0030112892175437,CHR_8,282569,CHR_8,206151
5093,5148,0.0035177474322479,CHR_8,284047,CHR_8,206151
5093,5149,0.0011835061667082,CHR_8,289273,CHR_8,206151
5093,5150,0.0032275091716552,CHR_8,289717,CHR_8,206151
5093,5151,2.14506274486621e-07,CHR_8,291360,CHR_8,206151
5093,5152,2.14506274486621e-07,CHR_8,291363,CHR_8,206151
5093,5153,0.0035723943046806,CHR_8,292640,CHR_8,206151
5093,5154,0.002602392321086,CHR_8,298467,CHR_8,206151
5093,5155,0.0021296121748428,CHR_8,298906,CHR_8,206151
5093,5156,0.0039301604110847,CHR_8,300010,CHR_8,206151
5093,5157,0.0026433596732708,CHR_8,302175,CHR_8,206151
5093,5158,0.002095335999657,CHR_8,303954,CHR_8,206151
5093,5159,0.0043982453643814,CHR_8,312174,CHR_8,206151
5093,5160,0.0035716496138543,CHR_8,313105,CHR_8,206151
5093,5161,0.0035990013744123,CHR_8,315156,CHR_8,206151
5093,5162,0.0035716496138543,CHR_8,315211,CHR_8,206151
5093,5163,0.0024860751093497,CHR_8,317992,CHR_8,206151
5093,5164,0.0014799649697915,CHR_8,318497,CHR_8,206151
5093,5165,0.0023568457836795,CHR_8,319453,CHR_8,206151
5093,5166,0.0011247339227525,CHR_8,321066,CHR_8,206151
5093,5167,0.0042981775433217,CHR_8,321259,CHR_8,206151
5093,5168,0.0014438204908005,CHR_8,323234,CHR_8,206151
5093,5169,0.0027385740389449,CHR_8,323454,CHR_8,206151
5093,5170,0.002787924127052,CHR_8,324043,CHR_8,206151
5093,5171,0.0059855381335502,CHR_8,327592,CHR_8,206151
5093,5172,0.0068720533964518,CHR_8,329765,CHR_8,206151
5093,5173,0.0069295021617523,CHR_8,330276,CHR_8,206151
5093,5174,0.0107718410004508,CHR_8,330629,CHR_8,206151
5093,5175,0.0066088815194926,CHR_8,334370,CHR_8,206151
5093,5176,0.0053080945578824,CHR_8,334394,CHR_8,206151
5093,5177,0.0102718268972102,CHR_8,334431,CHR_8,206151
5093,5178,0.0103918854099265,CHR_8,334619,CHR_8,206151
5093,5179,0.0082183029818583,CHR_8,334786,CHR_8,206151
5093,5180,0.0052962807188789,CHR_8,334860,CHR_8,206151
5093,5181,0.0040833973958752,CHR_8,337892,CHR_8,206151
5093,5182,0.006775196358429,CHR_8,338392,CHR_8,206151
5093,5183,0.0014426814586876,CHR_8,340175,CHR_8,206151
5093,5184,0.0013604769353062,CHR_8,340253,CHR_8,206151
5093,5185,3.7906427982526e-05,CHR_8,341299,CHR_8,206151
5093,5186,8.11969844726126e-05,CHR_8,341317,CHR_8,206151
5093,5187,3.02130817471486e-05,CHR_8,342706,CHR_8,206151
5093,5188,0.0005305636357068,CHR_8,343053,CHR_8,206151
5093,5189,0.0004299507689815,CHR_8,343641,CHR_8,206151
5093,5190,0.0012963693159213,CHR_8,345499,CHR_8,206151
5093,5191,0.0009145716090678,CHR_8,346432,CHR_8,206151
5093,5192,0.0011349037188386,CHR_8,347011,CHR_8,206151
5093,5193,0.0019631202366753,CHR_8,350623,CHR_8,206151
5093,5194,0.0009145716090678,CHR_8,350664,CHR_8,206151
5093,5195,0.000460346224977,CHR_8,353097,CHR_8,206151
5093,5196,9.92794973813351e-06,CHR_8,359103,CHR_8,206151
5093,5197,1.95575296175724e-07,CHR_8,359104,CHR_8,206151
5093,5198,9.92794973813351e-06,CHR_8,359105,CHR_8,206151
5093,5199,7.85836090308278e-06,CHR_8,359203,CHR_8,206151
5093,5200,9.13967236736949e-06,CHR_8,359415,CHR_8,206151
5093,5201,6.8265830260792e-06,CHR_8,359491,CHR_8,206151
5093,5202,1.95575296175724e-07,CHR_8,359522,CHR_8,206151
5093,5203,0.0001013990392635,CHR_8,359637,CHR_8,206151
5093,5204,0.0003407752241094,CHR_8,359646,CHR_8,206151
5093,5205,4.45555269630211e-05,CHR_8,359670,CHR_8,206151
5093,5206,7.53668045468486e-05,CHR_8,360543,CHR_8,206151
5093,5207,4.39811932887391e-06,CHR_8,360784,CHR_8,206151
5093,5208,1.07585441793611e-05,CHR_8,360938,CHR_8,206151
5093,5209,0.0006076426248446,CHR_8,361900,CHR_8,206151
5093,5210,0.0001824897772631,CHR_8,363516,CHR_8,206151
5093,5211,0.000173436155076,CHR_8,368023,CHR_8,206151
5093,5212,0.0007188220601188,CHR_8,368026,CHR_8,206151
5093,5213,0.0021878391150628,CHR_8,369658,CHR_8,206151
5093,5214,0.0006724723629993,CHR_8,372172,CHR_8,206151
5093,5215,0.0022999658697098,CHR_8,372393,CHR_8,206151
5093,5216,0.0011305202324955,CHR_8,373115,CHR_8,206151
5093,5217,0.0011305202324955,CHR_8,373116,CHR_8,206151
5093,5218,0.0021383627653411,CHR_8,373932,CHR_8,206151
5093,5219,0.0006862835213122,CHR_8,374064,CHR_8,206151
5093,5220,0.0006862835213122,CHR_8,374065,CHR_8,206151
5093,5221,8.18778482355348e-05,CHR_8,374928,CHR_8,206151
5093,5222,0.0002078428706068,CHR_8,375301,CHR_8,206151
5093,5223,7.53668045468467e-05,CHR_8,375406,CHR_8,206151
5093,5224,5.23756163764042e-08,CHR_8,375520,CHR_8,206151
5093,5225,1.13967972689097e-06,CHR_8,375520,CHR_8,206151
5093,5226,6.13840322658146e-05,CHR_8,375742,CHR_8,206151
5093,5227,0.001693947694674,CHR_8,378120,CHR_8,206151
5093,5228,0.0056370546574842,CHR_8,378565,CHR_8,206151
5093,5229,0.0015076503485746,CHR_8,379942,CHR_8,206151
5093,5230,6.78669385405449e-06,CHR_8,379942,CHR_8,206151
5093,5231,0.0024191447961236,CHR_8,380610,CHR_8,206151
5093,5232,0.0033307175246767,CHR_8,381634,CHR_8,206151
5093,5233,0.0035894115283473,CHR_8,381783,CHR_8,206151
5093,5234,0.0068017337559116,CHR_8,382963,CHR_8,206151
5093,5235,0.0063149547460906,CHR_8,383024,CHR_8,206151
5093,5236,0.0040166497453964,CHR_8,383093,CHR_8,206151
5093,5237,0.0015559377807212,CHR_8,384503,CHR_8,206151
5093,5238,0.0013652635872954,CHR_8,384582,CHR_8,206151
5093,5239,0.0018654147298979,CHR_8,384997,CHR_8,206151
5093,5240,0.0018428744031903,CHR_8,385006,CHR_8,206151
5093,5241,0.0021412539585469,CHR_8,385186,CHR_8,206151
5093,5242,0.0027185223125076,CHR_8,385228,CHR_8,206151
5093,5243,0.0039216379326926,CHR_8,386052,CHR_8,206151
5093,5244,0.0004100926607884,CHR_8,386060,CHR_8,206151
5093,5245,1.10069946245317e-05,CHR_8,386061,CHR_8,206151
5093,5246,0.0020709863182907,CHR_8,386144,CHR_8,206151
5093,5247,0.002606791400941,CHR_8,386272,CHR_8,206151
5093,5248,0.0015799016166083,CHR_8,386466,CHR_8,206151
5093,5249,0.0007068350804156,CHR_8,386616,CHR_8,206151
5093,5250,0.0023526637607797,CHR_8,386883,CHR_8,206151
5093,5251,0.0004122032212253,CHR_8,389013,CHR_8,206151
5093,5252,0.0007357708135653,CHR_8,389014,CHR_8,206151
5093,5253,0.0025145159698484,CHR_8,389018,CHR_8,206151
5093,5254,0.0009006972125844,CHR_8,389023,CHR_8,206151
5093,5255,0.005816732452723,CHR_8,389176,CHR_8,206151
5093,5256,0.0005840032232719,CHR_8,389677,CHR_8,206151
5093,5257,0.001984911174011,CHR_8,389922,CHR_8,206151
5093,5258,0.00151594296155,CHR_8,389976,CHR_8,206151
5093,5259,0.0024860751093497,CHR_8,390139,CHR_8,206151
5093,5260,0.000720498009647,CHR_8,390246,CHR_8,206151
5093,5261,0.0008181912559927,CHR_8,391951,CHR_8,206151
5093,5262,0.0006106958488614,CHR_8,391989,CHR_8,206151
5093,5263,0.0023144302979503,CHR_8,393351,CHR_8,206151
5093,5264,0.0004886154134582,CHR_8,394302,CHR_8,206151
5093,5265,0.0014978469841874,CHR_8,394731,CHR_8,206151
5093,5266,0.0006293568738245,CHR_8,395585,CHR_8,206151
5093,5267,0.0002685391479573,CHR_8,396899,CHR_8,206151
5093,5268,0.002123695125245,CHR_8,397561,CHR_8,206151
5093,5269,0.0007675087943716,CHR_8,400443,CHR_8,206151
5093,5270,0.0009963973136317,CHR_8,400740,CHR_8,206151
5093,5271,0.0012719526812675,CHR_8,401605,CHR_8,206151
5093,5272,0.0009412200180294,CHR_8,402810,CHR_8,206151
5093,5273,0.0004805368680374,CHR_8,402964,CHR_8,206151
5093,5274,0.0002974210273183,CHR_8,406205,CHR_8,206151
5093,5275,0.0020607815795568,CHR_8,409226,CHR_8,206151
5093,5276,0.0017239270915306,CHR_8,410935,CHR_8,206151
5093,5277,0.0022502296361566,CHR_8,410984,CHR_8,206151
5093,5278,0.0031053352020208,CHR_8,411809,CHR_8,206151
5093,5279,9.81413051209124e-05,CHR_8,413653,CHR_8,206151
5093,5280,0.0059586024263694,CHR_8,413730,CHR_8,206151
5093,5281,0.0071766920669036,CHR_8,416391,CHR_8,206151
5093,5282,0.005646362524987,CHR_8,417360,CHR_8,206151
5093,5283,0.0060104355745519,CHR_8,420017,CHR_8,206151
5093,5284,0.0023237438322407,CHR_8,420265,CHR_8,206151
5093,5285,0.0039004551199941,CHR_8,421095,CHR_8,206151
5093,5286,0.0008044919278872,CHR_8,422328,CHR_8,206151
5093,5287,0.0003173640585856,CHR_8,422657,CHR_8,206151
5093,5288,0.00151594296155,CHR_8,425448,CHR_8,206151
5093,5289,0.0030462942352303,CHR_8,428829,CHR_8,206151
5093,5290,0.000638256957001,CHR_8,429990,CHR_8,206151
5093,5291,0.0034077077662374,CHR_8,430320,CHR_8,206151
5093,5292,0.0016270643626884,CHR_8,430488,CHR_8,206151
5093,5293,0.0025169859269351,CHR_8,432524,CHR_8,206151
5093,5294,0.0020645214785153,CHR_8,433117,CHR_8,206151
5093,5295,0.0017822582528963,CHR_8,433370,CHR_8,206151
5093,5296,0.0026147417475268,CHR_8,433529,CHR_8,206151
5093,5297,0.0039206430009783,CHR_8,433706,CHR_8,206151
5093,5298,0.0019433996340229,CHR_8,437059,CHR_8,206151
5093,5299,4.73060173533317e-05,CHR_8,440200,CHR_8,206151
5093,5300,0.0001989786749123,CHR_8,441024,CHR_8,206151
5093,5301,0.0006551615736379,CHR_8,441527,CHR_8,206151
5093,5302,0.0001400985753882,CHR_8,442870,CHR_8,206151
5093,5303,8.34910035504708e-05,CHR_8,443100,CHR_8,206151
5093,5304,0.0003749209820423,CHR_8,445658,CHR_8,206151
5093,5305,0.0004154229777677,CHR_8,445835,CHR_8,206151
5093,5306,6.47925142923811e-06,CHR_8,447682,CHR_8,206151
5093,5307,0.0013014907458808,CHR_8,448047,CHR_8,206151
5093,5308,0.0001973967848659,CHR_8,449957,CHR_8,206151
5093,5309,0.0007350762401972,CHR_8,452309,CHR_8,206151
5093,5310,0.0006414275503255,CHR_8,452311,CHR_8,206151
5093,5311,0.0003344507143986,CHR_8,452328,CHR_8,206151
5093,5312,0.0014646859533457,CHR_8,453479,CHR_8,206151
5093,5313,0.002295892749233,CHR_8,453534,CHR_8,206151
5093,5314,0.0010088215390835,CHR_8,453634,CHR_8,206151
5093,5315,0.0004034366849626,CHR_8,453634,CHR_8,206151
5093,5316,0.0003764244619542,CHR_8,455745,CHR_8,206151
5093,5317,0.0001530163982554,CHR_8,455783,CHR_8,206151
5093,5318,0.0007780894471778,CHR_8,455785,CHR_8,206151
5093,5319,0.0006318849010376,CHR_8,455796,CHR_8,206151
5093,5320,0.0025370397336226,CHR_8,455983,CHR_8,206151
5093,5321,0.0019627452921343,CHR_8,458155,CHR_8,206151
5093,5322,0.0021639259718091,CHR_8,458435,CHR_8,206151
5093,5323,0.0029439563132285,CHR_8,459723,CHR_8,206151
5093,5324,0.0027876643935238,CHR_8,460316,CHR_8,206151
5093,5325,0.0016608063822179,CHR_8,461438,CHR_8,206151
5093,5326,0.0034240492679745,CHR_8,461748,CHR_8,206151
5093,5327,0.0010274599352745,CHR_8,463767,CHR_8,206151
5093,5328,0.0032438564976634,CHR_8,464932,CHR_8,206151
5093,5329,0.003141411240526,CHR_8,465075,CHR_8,206151
5093,5330,0.0018399345832922,CHR_8,465091,CHR_8,206151
5093,5331,0.0004308311898619,CHR_8,465663,CHR_8,206151
5093,5332,0.0004414793690882,CHR_8,465742,CHR_8,206151
5093,5333,0.0001639227382699,CHR_8,466475,CHR_8,206151
5093,5334,7.0953573299393e-07,CHR_8,466499,CHR_8,206151
5093,5335,2.6316930272758e-05,CHR_8,469153,CHR_8,206151
5093,5336,6.3813984195525e-05,CHR_8,469233,CHR_8,206151
5093,5337,4.04027001281301e-06,CHR_8,469571,CHR_8,206151
5093,5338,0.0001330284549571,CHR_8,474449,CHR_8,206151
5093,5339,0.0001616417692832,CHR_8,474485,CHR_8,206151
