SNP,gene,EFFECTSIZE,t-stat,P,FDR,CHR,BP,Effect,SE,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,GENE,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9874,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.490871518206283,-0.797078010895788,0.425938497631198,1.0,14,726075,-0.504936169866142,0.616370661354768,0.413220114600073,YNRWsigma4_NFR/NDR,,,Promoter,Promoter,,Promoter
4516,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.456408785654492,0.797010099228937,0.425977885684965,1.0,7,727060,0.566343787584196,0.560752016489444,0.313200522792705,YGR117C,YGR117C,SGDID:S000003349,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm""",Uncharacterized ORF
5778,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.115846755135679,-0.796804087396016,0.426097383441532,1.0,9,260986,-0.115833581878482,0.145713558048613,0.427182369152514,YIL048W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
584,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,1.0919253140036,0.796761956630488,0.426121823932024,1.0,2,460263,0.161431083725045,0.576334371526809,0.779565082563283,YBR110W,ALG1,SGDID:S000000314,Close to 3'-UTR,Close to 3'-UTR,"""Mannosyltransferase; involved in asparagine-linked glycosylation in the endoplasmic reticulum (ER); essential for viability; human homolog ALG1 complements yeast null mutant""",Verified ORF
41,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.116338548778902,-0.796109527520988,0.426500409595198,1.0,1,55470,-0.115829417253471,0.146455281591044,0.429541612630036,YAL047C,SPC72,SGDID:S000000045,ORF,Verified ORF,"""Gamma-tubulin small complex (gamma-TuSC) receptor; recruits the gamma-TuSC complex to the cytoplasmic side of the SPB ; connecting nuclear microtubules to the SPB; involved in astral microtubule formation ; stabilization ; and with Stu2p ; anchoring astral MTs at the cytoplasmic face of the SPB ; and regulating plus-end MT dynamics; regulated by Cdc5 kinase""",Verified ORF
6836,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.114075562029422,0.796098039001441,0.426507077813645,1.0,11,62199,0.114231137098821,0.143609525850798,0.426898699065361,YKL203C,TOR2,SGDID:S000001686,ORF,Verified ORF,"""PIK-related protein kinase and rapamycin target; subunit of TORC1 ; a complex that regulates growth in response to nutrients and TORC2 ; a complex that regulates cell-cycle dependent polarization of the actin cytoskeleton; involved in meiosis; TOR2 has a paralog ; TOR1 ; that arose from the whole genome duplication""",Verified ORF
6367,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.114543901703924,0.796050715432306,0.426534546217244,1.0,10,552851,0.115197552929335,0.144198196541755,0.424895168444032,YJR061W,MNN14,SGDID:S000003822,ORF,Uncharacterized ORF,"""Protein required for N-glycan mannosylphosphorylation; non-essential gene; transcription repressed by Rm101p; MNN14 has a paralog ; MNN4 ; that arose from the whole genome duplication""",Uncharacterized ORF
10910,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.113972079452472,-0.796046261080966,0.426537131745911,1.0,15,938051,-0.113169628375528,0.143491160307645,0.430824251268168,YOR329C,SCD5,SGDID:S000005856,ORF,Verified ORF,"""Protein required for normal actin organization and endocytosis; targeting subunit for protein phosphatase type 1; undergoes Crm1p-dependent nuclear-cytoplasmic shuttling; multicopy suppressor of clathrin deficiency""",Verified ORF
4027,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.113301503115253,0.795973720344887,0.426579239314898,1.0,7,192137,0.113237544108364,0.142660978257052,0.427872620100338,YGL164C,YRB30,SGDID:S000003132,ORF,Verified ORF,"""RanGTP-binding protein; inhibits RanGAP1 (Rna1p)-mediated GTP hydrolysis of RanGTP (Gsp1p); shares similarity to proteins in other fungi but not in higher eukaryotes""",Verified ORF
371,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.114166447456362,0.795962510031938,0.426585746758882,1.0,2,191599,0.113299552530157,0.143747676209357,0.431118314938462,YBL017C,PEP1,SGDID:S000000113,Close to 3'-UTR,Close to 3'-UTR,"""Type I transmembrane sorting receptor for multiple vacuolar hydrolases; cycles between the late-Golgi and prevacuolar endosome-like compartments""",Verified ORF
229,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.113943177775494,0.795520825181575,0.426842185450776,1.0,2,59191,0.113322509338078,0.143545979250028,0.430378422410849,YBL088C,TEL1,SGDID:S000000184,ORF,Verified ORF,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
5812,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.113445380905684,0.795428852141463,0.426895595611501,1.0,9,292353,0.114062931997999,0.142937603135107,0.425412156306991,YIL031W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9041,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.113290051926144,-0.795265625180328,0.426990393652329,1.0,13,706623,-0.113444659333421,0.14277238992286,0.4273893923781,YMR218C,TRS130,SGDID:S000004831,ORF,Verified ORF,"""Component of transport protein particle (TRAPP) complex II; TRAPPII is a multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p ; regulating intra-Golgi and endosome-Golgi traffic""",Verified ORF
5654,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.117267167586984,-0.795247221668637,0.427001082713633,1.0,9,180379,-0.114929374688602,0.147756579667457,0.437190741500386,YIL097W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7433,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.114724644852015,-0.794985027996094,0.427153386105103,1.0,12,20883,-0.11406447944438,0.144618696837352,0.430801734326444,YLL060C,GTT2,SGDID:S000003983,Close to 3'-UTR,Close to 3'-UTR,"""Glutathione S-transferase capable of homodimerization; functional overlap with Gtt2p ; Grx1p ; and Grx2p; protein abundance increases in response to DNA replication stress""",Verified ORF
787,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.126954463978486,0.794939056270537,0.427180093493987,1.0,2,714609,0.105380085762021,0.159281763592138,0.508662157329877,YBR247C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8458,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.229692389815534,-0.794710826984574,0.427312698333588,1.0,13,56990,-0.263863830233696,0.285863062487494,0.356615397708034,YML106W,URA5,SGDID:S000004574,ORF,Verified ORF,"""Major orotate phosphoribosyltransferase (OPRTase) isozyme; catalyzes the fifth enzymatic step in de novo biosynthesis of pyrimidines ; converting orotate into orotidine-5'-phosphate; URA5 has a paralog ; URA10 ; that arose from the whole genome duplication""",Verified ORF
10562,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.117375574678574,-0.794688532744475,0.42732565293209,1.0,15,610892,-0.115545217924882,0.148007899554416,0.435520227607955,YOR149C,SMP3,SGDID:S000005675,ORF,Verified ORF,"""Alpha 1,2-mannosyltransferase; involved in glycosyl phosphatidyl inositol (GPI) biosynthesis; required for addition of the fourth ; side branching mannose to the GPI core structure""",Verified ORF
4128,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.11403191992366,0.79459790848307,0.427378314679917,1.0,7,337273,0.116318315225622,0.143817119204185,0.419178844653002,YGL093W,SPC105,SGDID:S000003061,ORF,Verified ORF,"""Subunit of a kinetochore-microtubule binding complex; complex bridges centromeric heterochromatin and kinetochore MAPs and motors; required for sister chromatid bi-orientation and kinetochore binding of SAC components; complex also includes Kre28p; modified by sumoylation""",Verified ORF
7255,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.117964822726362,-0.793267164488401,0.428152046932817,1.0,11,489658,-0.11953167172908,0.148873772428788,0.422569221194465,YKR026C,GCN3,SGDID:S000001734,Close to 3'-UTR,Close to 3'-UTR,"""Alpha subunit of translation initiation factor eIF2B; guanine-nucleotide exchange factor for eIF2; activity regulated by phosphorylated eIF2; positive regulator of GCN4 expression; mutations in human ortholog EIF2B2 cause fatal brain disease childhood ataxia with central nervous system hypomyelination (CACH); human ortholog EIF2B1 can complement yeast null mutant""",Verified ORF
11409,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.113438363784581,0.793178488562727,0.428203634706006,1.0,16,266729,0.113438363783667,0.143336903602445,0.429235788226038,YPL151C,PRP46,SGDID:S000006072,ORF,Verified ORF,"""Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 ; U5 ; and U6 snRNAs""",Verified ORF
6992,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.113209546983134,0.793045156966614,0.428281208030889,1.0,11,201652,0.113423547710612,0.143068651277632,0.428432064466872,SUT232,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
6408,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.115584753188753,-0.792955553284476,0.428333344740217,1.0,10,594906,-0.117617045875005,0.146038990793099,0.421141936322834,YJR090C,GRR1,SGDID:S000003850,Close to 3'-UTR,Close to 3'-UTR,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
3165,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.114439098542564,0.792773141408009,0.428439494192124,1.0,5,321654,0.113217236495803,0.144677053824335,0.43441520015676,YER080W,AIM9,SGDID:S000000882,ORF,Verified ORF,"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss""",Verified ORF
10923,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.112667256963096,0.792694058764866,0.428485518883587,1.0,15,961458,0.112802089246324,0.14244909937069,0.428964507472164,YOR341W,RPA190,SGDID:S000005868,ORF,Verified ORF,"""RNA polymerase I largest subunit A190""",Verified ORF
788,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.114152570232293,0.792668460175933,0.428500417425744,1.0,2,714775,0.115212360594307,0.144313704437216,0.425206122477925,CUT037,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
4737,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.124744763824268,0.792633904473691,0.428520529545013,1.0,7,957457,0.122733243933397,0.157596125453536,0.436629061548346,YGR233C,PHO81,SGDID:S000003465,ORF,Verified ORF,"""Cyclin-dependent kinase (CDK) inhibitor; regulates Pho80p-Pho85p and Pcl7p-Pho85p cyclin-CDK complexes in response to phosphate levels; inhibitory activity for Pho80p-Pho85p requires myo-D-inositol heptakisphosphate (IP7) generated by Vip1p; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
27,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.165839808331842,0.792479299342216,0.428610519618771,1.0,1,35128,0.19926306515721,0.197114775432191,0.312757333073266,YAL061W,BDH2,SGDID:S000000057,Close to 3'-UTR,Close to 3'-UTR,"""Putative medium-chain alcohol dehydrogenase with similarity to BDH1; transcription induced by constitutively active PDR1 and PDR3""",Uncharacterized ORF
6158,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.113045227080689,-0.792402277134099,0.428655355588855,1.0,10,285600,-0.114101820517485,0.142976133505214,0.425379155361893,YJL080C,SCP160,SGDID:S000003616,ORF,Verified ORF,"""Essential RNA-binding G protein effector of mating response pathway; ligand-activated RNA-binding protein that delivers RNAs involved in polarization and perpetualizing mating signal to shmoo tip during pheromone signaling; Scp160p-mediated RNA trafficking essential for chemotropism and successful mating; mainly associated with nuclear envelope and ER ; interacts in mRNA-dependent manner with translating ribosomes via multiple KH domains ; similar to vertebrate vigilins""",Verified ORF
11787,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.212438578834853,0.792260931001756,0.428737642762883,1.0,16,675808,0.225688054636887,0.238156920985219,0.343958818157647,YPR060C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5710,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.113195786269044,-0.792237580226661,0.428751237721317,1.0,9,243574,-0.113195786269049,0.143200262538154,0.429782933568023,YIL063C,YRB2,SGDID:S000001325,ORF,Verified ORF,"""Protein of unknown function; involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p ; GTP-Gsp1p ; Rna1p and Crm1p; relocalizes to the cytosol in response to hypoxia; not essential for viability""",Verified ORF
6873,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.112386045406376,0.792133792813222,0.428811666409439,1.0,11,98088,0.112386045406387,0.142194514321721,0.429843311640334,YKL184W,SPE1,SGDID:S000001667,ORF,Verified ORF,"""Ornithine decarboxylase; catalyzes the first step in polyamine biosynthesis; degraded in a proteasome-dependent manner in the presence of excess polyamines; deletion decreases lifespan ; and increases necrotic cell death and ROS generation""",Verified ORF
7925,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.11357073383293,0.792065605109398,0.428851370399745,1.0,12,537571,0.112498265493421,0.143704447976883,0.434243171966931,YLR191W,PEX13,SGDID:S000004181,ORF,Verified ORF,"""Peroxisomal importomer complex component; integral peroxisomal membrane protein required for docking and translocation of peroxisomal matrix proteins; interacts with the PTS1 signal recognition factor Pex5p and the PTS2 signal recognition factor Pex7p; forms a complex with Pex14p and Pex17p; human homolog PEX13 complements yeast null mutant""",Verified ORF
7147,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.112690653095286,0.792052588638558,0.428858949808367,1.0,11,380964,0.112685934962466,0.142594539211281,0.429909873248643,YKL032C,IXR1,SGDID:S000001515,ORF,Verified ORF,"""Transcriptional repressor that regulates hypoxic genes during normoxia; involved in the aerobic repression of genes such as COX5b ; TIR1 ; and HEM13; binds DNA intrastrand cross-links formed by cisplatin; HMG (high mobility group box) domain containing protein which binds and bends cisplatin-modified DNA ; blocking excision repair; IXR1 has a paralog ; ABF2 ; that arose from the whole genome duplication""",Verified ORF
3017,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.118294455546919,-0.791869094810968,0.428965805427049,1.0,5,179325,-0.114067299103745,0.149707185065942,0.446606946933038,YER013W,PRP22,SGDID:S000000815,ORF,Verified ORF,"""DEAH-box RNA-dependent ATPase/ATP-dependent RNA helicase; associates with lariat intermediates before the second catalytic step of splicing; mediates ATP-dependent mRNA release from the spliceosome and unwinds RNA duplexes; required for proofreading the exon ligation reaction""",Verified ORF
6161,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.115801028660714,-0.791836497260016,0.428984789879441,1.0,10,289722,-0.11743927890539,0.146543327601815,0.42344136238622,YJL080C,SCP160,SGDID:S000003616,Close to 3'-UTR,Close to 3'-UTR,"""Essential RNA-binding G protein effector of mating response pathway; ligand-activated RNA-binding protein that delivers RNAs involved in polarization and perpetualizing mating signal to shmoo tip during pheromone signaling; Scp160p-mediated RNA trafficking essential for chemotropism and successful mating; mainly associated with nuclear envelope and ER ; interacts in mRNA-dependent manner with translating ribosomes via multiple KH domains ; similar to vertebrate vigilins""",Verified ORF
10192,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.125669236538738,-0.79176887049218,0.42902417652399,1.0,15,172074,-0.123104149733035,0.158918696026907,0.439073297309686,YOL081W,IRA2,SGDID:S000005441,ORF,Verified ORF,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",Verified ORF
5131,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.112415949150682,0.791447600348191,0.429211316964664,1.0,8,252929,0.112415949150411,0.142355666554962,0.430242626890554,YHR077C,NMD2,SGDID:S000001119,ORF,Verified ORF,"""Protein involved in the nonsense-mediated mRNA decay (NMD) pathway; interacts with Nam7p and Upf3p; involved in telomere maintenance""",Verified ORF
2869,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.112653722307549,-0.791398181635843,0.429240107681956,1.0,5,46084,-0.11265372230798,0.142665673984235,0.430271393415335,YEL057C,SDD1,SGDID:S000000783,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P; may have a role in telomere maintenance; target of UME6 regulation""",Verified ORF
6588,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.112834247806896,-0.791355063355737,0.429265228767849,1.0,10,726757,-0.112172792604132,0.142902120178398,0.43300209376355,YJR154W,YJR154W,SGDID:S000003915,ORF,Uncharacterized ORF,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm""",Uncharacterized ORF
633,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.118352374303948,-0.79134687367168,0.429270000246148,1.0,2,507491,-0.116626054594648,0.149795582172668,0.43675577362248,YBR136W,MEC1,SGDID:S000000340,ORF,Verified ORF,"""Genome integrity checkpoint protein and PI kinase superfamily member; Mec1p and Dun1p function in same pathway to regulate dNTP pools and telomere length; signal transducer required for cell cycle arrest and transcriptional responses to damaged or unreplicated DNA; facilitates replication fork progression and regulates P-body formation under replication stress; promotes interhomolog recombination by phosphorylating Hop1p; associates with shortened ; dysfunctional telomeres""",Verified ORF
9757,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.112587171392171,0.791248491808397,0.429327321961804,1.0,14,607577,0.112642390361952,0.142608164251533,0.430131986895943,YNL014W,HEF3,SGDID:S000004959,ORF,Verified ORF,"""Translational elongation factor EF-3; member of the ABC superfamily; stimulates EF-1 alpha-dependent binding of aminoacyl-tRNA by the ribosome; normally expressed in zinc deficient cells; HEF3 has a paralog ; YEF3 ; that arose from the whole genome duplication""",Verified ORF
1949,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.113986111579601,0.791004052692014,0.429469762564822,1.0,4,636810,0.116747735558783,0.14440846394325,0.419373243778717,YDR093W,DNF2,SGDID:S000002500,Close to 3'-UTR,Close to 3'-UTR,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF2 has a paralog ; DNF1 ; that arose from the whole genome duplication""",Verified ORF
9857,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.113649755501885,-0.790606882363093,0.429701262146542,1.0,14,710081,-0.112333934377255,0.144064923094689,0.436063333484902,YNR047W,FPK1,SGDID:S000005330,ORF,Verified ORF,"""Ser/Thr protein kinase; phosphorylates several aminophospholipid translocase family members ; regulating phospholipid translocation and membrane asymmetry; phosphorylates and inhibits the protein kinase Akl1p ; stimulating endocytosis; phosphorylates and inhibits upstream inhibitory kinase Ypk1p; localizes to the cytoplasm ; early endosome/TGN ; the plasma membrane and the shmoo tip; redundant role with KIN82 in the mating pheromone response; activity stimulated by Gin4p kinase and sphingolipid MIPC""",Verified ORF
5688,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.112154912170461,-0.790476964940904,0.429777003210634,1.0,9,219192,-0.112154912170447,0.142199502213619,0.430807836880425,YIL075C,RPN2,SGDID:S000001337,ORF,Verified ORF,"""Subunit of the 26S proteasome; substrate of the N-acetyltransferase Nat1p; protein abundance increases in response to DNA replication stress""",Verified ORF
11293,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.113791793695781,0.790383982826922,0.429831215996455,1.0,16,170973,0.112982359946301,0.144280155674703,0.434107385832623,YPL201C,YIG1,SGDID:S000006122,ORF,Verified ORF,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
770,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.114259836332144,0.790347024905362,0.42985276524717,1.0,2,699929,0.114775717812841,0.144872931336722,0.428746448283648,YBR239C,ERT1,SGDID:S000000443,ORF,Verified ORF,"""Transcriptional regulator; involved in regulation of gluconeogenesis and fermentable carbon utilization; GFP-fusion protein localizes to cytoplasm ; nucleus; null mutation affects periodicity of transcriptional and metabolic oscillation; plays role in restricting Ty1 transposition; member of the zinc cluster family of proteins ; similar to Rds2p""",Verified ORF
808,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.112772176850838,0.790329866852225,0.429862769898101,1.0,2,741443,0.112192670865291,0.143007691426901,0.433260062643595,YBR268W,MRPL37,SGDID:S000000472,ORF,Verified ORF,"""Mitochondrial ribosomal protein of the large subunit""",Verified ORF
5786,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.112765688027853,-0.79026490885948,0.429900647339552,1.0,9,267785,-0.112836290616523,0.143011941837205,0.430642130630847,YIL047C,SYG1,SGDID:S000001309,ORF,Verified ORF,"""Plasma membrane protein of unknown function; truncation and overexpression suppresses lethality of G-alpha protein deficiency""",Verified ORF
11831,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.112752508355886,-0.790191783657121,0.429943289464722,1.0,16,731073,-0.113691803149295,0.143004337393888,0.427134067391128,YPR099C,YPR099C,SGDID:S000006303,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein of unknown function; null mutant has a respiratory growth defect and displays reduced peroxide-induced mitochondrial ROS; partially overlaps the verified gene MRPL51/YPR100W""",Verified ORF
4578,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.112553988403672,-0.790184299004007,0.429947654193716,1.0,7,806826,-0.113015979979025,0.142756385081617,0.429084624048278,YGR159C,NSR1,SGDID:S000003391,ORF,Verified ORF,"""Nucleolin ; nucleolar protein that binds nuclear localization sequences; required for pre-rRNA processing and ribosome biogenesis; binds to single stranded telomeric DNA and mRNA; binds to G-quadruplex DNA; methylated by Hmt1p; interaction with Top1p and nucleolar localization are negatively regulated by polyphosphorylation""",Verified ORF
6783,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.112136660723034,0.789676852770445,0.430243635356811,1.0,11,25987,0.112136660723358,0.142320416958148,0.431274074712132,YKL216W,URA1,SGDID:S000001699,ORF,Verified ORF,"""Dihydroorotate dehydrogenase; catalyzes the fourth enzymatic step in the de novo biosynthesis of pyrimidines ; converting dihydroorotic acid into orotic acid""",Verified ORF
5209,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.115079681735183,0.789631143712477,0.430270302179843,1.0,8,361900,0.116518528104507,0.146053596397624,0.425534932827657,YHR128W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10621,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.112351247750897,-0.789528283990646,0.430330314422197,1.0,15,657980,-0.112193556634395,0.142619314688557,0.432006064349807,YOR173W,DCS2,SGDID:S000005699,ORF,Verified ORF,"""m(7)GpppX pyrophosphatase regulator; non-essential ; stress induced regulatory protein; modulates m7G-oligoribonucleotide metabolism; inhibits Dcs1p; regulated by Msn2p ; Msn4p ; and the Ras-cAMP-cAPK signaling pathway; mutant has increased aneuploidy tolerance; DCS2 has a paralog ; DCS1 ; that arose from the whole genome duplication""",Verified ORF
6106,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.114213874710438,-0.789068792070879,0.430598458919622,1.0,10,212922,-0.114241363141493,0.145068372518633,0.431517583849505,YJL109C,UTP10,SGDID:S000003645,ORF,Verified ORF,"""Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA; mutant has increased aneuploidy tolerance""",Verified ORF
11315,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.113349924756511,0.789060077306974,0.430603545512267,1.0,16,172786,0.113426783006316,0.1439614851769,0.431285855625941,YPL198W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6152,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.113268168879892,-0.788822304004237,0.430742341431822,1.0,10,271477,-0.114181065595604,0.143900679762102,0.428036279918299,YJL087C,TRL1,SGDID:S000003623,ORF,Verified ORF,"""tRNA ligase; required for tRNA splicing and for both splicing and translation of HAC1 mRNA in the UPR; has phosphodiesterase ; polynucleotide kinase ; and ligase activities; involved in turnover of tRNA introns; localized at the inner nuclear envelope and cytoplasm""",Verified ORF
8392,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.117544913265452,0.788800694075875,0.430754957133651,1.0,12,1051804,0.119074961480621,0.149166867218383,0.425252365577721,YLR454W,FMP27,SGDID:S000004446,ORF,Uncharacterized ORF,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
11343,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.11359702598084,0.788779927021943,0.430767080975034,1.0,16,197237,0.111994970570502,0.144331396110731,0.43829388068034,YPL184C,MRN1,SGDID:S000006105,ORF,Verified ORF,"""RNA-binding protein that may be involved in translational regulation; binds specific categories of mRNAs ; including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES); interacts genetically with chromatin remodelers and splicing factors ; linking chromatin state ; splicing and as a result mRNA maturation""",Verified ORF
6537,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.145376490620102,0.788725577408713,0.430798811312607,1.0,10,701746,0.20603755028973,0.181037917516773,0.255854490760884,YJR144W,MGM101,SGDID:S000003905,Close to 3'-UTR,Close to 3'-UTR,"""Protein with a role in mitochondrial DNA recombinational repair; also involved in interstrand cross-link repair; binds to and catalyzes the annealing of single-stranded mtDNA; oligomerizes to form rings and filaments; related to Rad52-type recombination proteins ; with limited overall similarity but sharing conserved functionally important residues; component of the mitochondrial nucleoid ; required for the repair of oxidative mtDNA damage and mitochondrial genome maintenance""",Verified ORF
