SNP,gene,EFFECTSIZE,t-stat,P,FDR,CHR,BP,Effect,SE,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,GENE,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
12034,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-1.07293266692963,-0.78249066158245,0.43444790288705,1.0,17,40387,0.225991880098302,0.462914238088127,0.625715651360426,Q0115,BI3,SGDID:S000007272,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial mRNA maturase; forms a complex with Mrs1p to mediate splicing of the bI3 intron of the COB gene; encoded by both exon and intron sequences of partially processed COB mRNA""",Verified ORF
9167,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.112751117983739,0.782435732503068,0.434480130546671,1.0,13,845564,0.113532584367366,0.144439887641743,0.432383295468648,YMR288W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10916,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.113105409440706,0.782270579235872,0.434577036631932,1.0,15,951423,0.11336726332217,0.144921914406247,0.434583579290885,YOR336W,KRE5,SGDID:S000005863,ORF,Verified ORF,"""Protein required for beta-1,6 glucan biosynthesis; mutations result in aberrant morphology and severe growth defects""",Verified ORF
3156,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.113229511562129,0.782191860674101,0.434623230305725,1.0,5,310175,0.113420112599518,0.145099730486591,0.434932465671066,YER075C,PTP3,SGDID:S000000877,ORF,Verified ORF,"""Phosphotyrosine-specific protein phosphatase; major role in the pheromone adaptive response through dephosphorylation of the Fus3p MAPK with a minor role by Ptp2p and Msg5p; minor role in the inactivation of Hog1p MAPK during osmolarity sensing with major role by Ptp2p; dephosphorylates and regulates the localization of Hog1p; minor role in the cell wall integrity pathway through tyrosine dephosphorylation of the MAPK Slt2p while Ptp2p plays a major role; localizes to the cytoplasm""",Verified ORF
7963,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.112798687004802,-0.782039338340447,0.434712741656775,1.0,12,557933,-0.113316650378952,0.144575025813654,0.433688152715184,YLR207W,HRD3,SGDID:S000004197,ORF,Verified ORF,"""ER membrane protein that plays a central role in ERAD; forms HRD complex with Hrd1p and ER-associated protein degradation (ERAD) determinants that engages in lumen to cytosol communication and coordination of ERAD events""",Verified ORF
9406,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.113505733952478,-0.781931192050061,0.434776216350331,1.0,14,204725,-0.115041792387858,0.14548918489845,0.429635970636167,YNL238W,KEX2,SGDID:S000005182,ORF,Verified ORF,"""Kexin ; a subtilisin-like protease (proprotein convertase); a calcium-dependent serine protease involved in the activation of proproteins of the secretory pathway""",Verified ORF
9074,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.112157158684321,0.781911119363158,0.434787998276359,1.0,13,731422,0.112021519402579,0.143780074055097,0.436432708276535,YMR229C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9075,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.112157158684321,0.781911119363158,0.434787998276359,1.0,13,731433,0.112021519402579,0.143780074055097,0.436432708276535,YMR229C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9855,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.112880505489674,-0.781774258027544,0.434868335760825,1.0,14,709752,-0.113582397331068,0.144726809336745,0.433093973992882,YNR047W,FPK1,SGDID:S000005330,ORF,Verified ORF,"""Ser/Thr protein kinase; phosphorylates several aminophospholipid translocase family members ; regulating phospholipid translocation and membrane asymmetry; phosphorylates and inhibits the protein kinase Akl1p ; stimulating endocytosis; phosphorylates and inhibits upstream inhibitory kinase Ypk1p; localizes to the cytoplasm ; early endosome/TGN ; the plasma membrane and the shmoo tip; redundant role with KIN82 in the mating pheromone response; activity stimulated by Gin4p kinase and sphingolipid MIPC""",Verified ORF
10783,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.112114062785062,0.781610156291727,0.434964674681593,1.0,15,791260,0.11194337579342,0.143780246467995,0.436753033748066,YOR243C,PUS7,SGDID:S000005769,ORF,Verified ORF,"""Pseudouridine synthase; catalyzes pseudouridylation at positions 35 and 56 in U2 snRNA ; position 50 in 5S rRNA ; position 13 in cytoplasmic tRNAs ; and position 35 in pre-tRNA(Tyr); also pseudouridylates some mRNAs; relocates from nucleus to cytoplasm during heat shock and differentially modifies some mRNAs during heat shock; conserved in archaea ; vertebrates ; and some bacteria""",Verified ORF
10229,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.117318718551748,-0.780987000101654,0.435330622579142,1.0,15,216273,-0.121891402661085,0.150392825834062,0.418206499980633,YOL060C,MAM3,SGDID:S000005421,Close to 3'-UTR,Close to 3'-UTR,"""Protein required for normal mitochondrial morphology; has similarity to hemolysins""",Verified ORF
7607,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.116814000744228,0.780092395221752,0.435856290238538,1.0,12,196147,0.116294499275145,0.149962285410159,0.438568403185326,YLR026C,SED5,SGDID:S000004016,ORF,Verified ORF,"""cis-Golgi t-SNARE syntaxin; required for vesicular transport between the ER and the Golgi complex; binds at least 9 SNARE proteins; plays a role in autophagy by regulating formation of autophagic vesicles in Golgi""",Verified ORF
3859,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.152185483217022,0.779984200865022,0.435919889886159,1.0,7,440,0.0326087811150648,0.18921720716074,0.863272790287958,TEL07L,TEL07L,SGDID:S000028887,Other features,Telomere,"""Telomeric region on the left arm of Chromosome VII; composed of an X element core sequence ; X element combinatorial repeats ; and a short terminal stretch of telomeric repeats""",reverse complement
3668,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.11280514027755,0.779943188561981,0.435943999461326,1.0,6,67184,0.114108112481028,0.144969047163499,0.431739458995189,YFL034W,MIL1,SGDID:S000001860,ORF,Uncharacterized ORF,"""Predicted lipase; binds variant medium clathrin chain Apm2p and contributes to its membrane recruitment; putative integral membrane protein that interacts with Rpp0p component of ribosomal stalk""",Uncharacterized ORF
5033,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.112332472855714,-0.779930892903992,0.435951227762058,1.0,8,169190,-0.112366255533665,0.144370119635845,0.436901341704535,YHR030C,SLT2,SGDID:S000001072,ORF,Verified ORF,"""Serine/threonine MAP kinase; coordinates expression of all 19S regulatory particle assembly-chaperones (RACs) to control proteasome abundance; involved in regulating maintenance of cell wall integrity ; cell cycle progression ; nuclear mRNA retention in heat shock ; septum assembly; required for mitophagy ; pexophagy; affects recruitment of mitochondria to phagophore assembly site; plays role in adaptive response of cells to cold; regulated by the PKC1-mediated signaling pathway""",Verified ORF
1416,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.112751702053587,-0.779915943232058,0.435960016382728,1.0,4,167436,-0.111351201500176,0.1449100939321,0.442753969832286,YDL162C,YDL162C,SGDID:S000002321,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps ENT1/YDL161W ; a verified gene involved in endocytosis and actin cortical patch assembly""",Dubious ORF
1973,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.111864482249488,0.779534183506109,0.436184480238323,1.0,4,668101,0.111974580248808,0.143841429591094,0.436820260829299,YDRWsigma2,YDRWsigma2,SGDID:S000006856,Other features,LTR,"""Ty3 LTR""",long_terminal_repeat
8045,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.114926097050522,-0.779435357744505,0.436242597872472,1.0,12,657609,-0.115672064574334,0.147781953214816,0.434315625215826,YLRWdelta15,YLRWdelta15,SGDID:S000007090,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
1806,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.286371678267672,-0.779055178043792,0.436466216426682,1.0,4,538069,-0.0823143040853229,0.348582942324784,0.813461148925253,YDR040C,ENA1,SGDID:S000002447,ORF,Verified ORF,"""P-type ATPase sodium pump; involved in Na+ and Li+ efflux to allow salt tolerance""",Verified ORF
2081,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.112205042738012,-0.778794078665497,0.436619831332199,1.0,4,782125,-0.112403446535477,0.144415962650723,0.43689518549506,YDR164C,SEC1,SGDID:S000002571,ORF,Verified ORF,"""Sm-like protein involved in docking and fusion of exocytic vesicles; binds to assembled SNARE complexes at the membrane and stimulates membrane fusion; localization to sites of secretion (bud neck and bud tip) is dependent on SNARE function; interacts directly with essential exocyst subunit Sec6p""",Verified ORF
548,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.112591174921906,-0.778707891660612,0.436670545360463,1.0,2,406181,-0.113772369127472,0.144921015066062,0.432942215535689,YBR081C,SPT7,SGDID:S000000285,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SAGA transcriptional regulatory complex; involved in proper assembly of the complex; also present as a C-terminally truncated form in the SLIK/SALSA transcriptional regulatory complex""",Verified ORF
9162,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.111984994389205,0.778420549814858,0.436839647235721,1.0,13,838567,0.112150625672234,0.144202195521109,0.437248096905908,YMR284W,YKU70,SGDID:S000004897,ORF,Verified ORF,"""Subunit of the telomeric Ku complex (Yku70p-Yku80p); involved in telomere length maintenance ; structure and telomere position effect; required for localization of telomerase ribonucleoprotein to nucleus via interaction with the TLC1 guide RNA; relocates to sites of double-strand cleavage to promote nonhomologous end joining during DSB repair""",Verified ORF
9163,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.111995127465584,0.778379030051721,0.43686408492106,1.0,13,838600,0.111409808805485,0.144224410775085,0.440349794834747,YMR284W,YKU70,SGDID:S000004897,ORF,Verified ORF,"""Subunit of the telomeric Ku complex (Yku70p-Yku80p); involved in telomere length maintenance ; structure and telomere position effect; required for localization of telomerase ribonucleoprotein to nucleus via interaction with the TLC1 guide RNA; relocates to sites of double-strand cleavage to promote nonhomologous end joining during DSB repair""",Verified ORF
192,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.115760302841501,0.778272035975591,0.436927063094956,1.0,2,8328,0.119238850007184,0.149009114279802,0.424126291722553,YBL108W,YBL108W,SGDID:S000000204,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1375,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.113875075405771,-0.778133515396518,0.437008605997554,1.0,4,132281,-0.116279819566298,0.146652542243917,0.428372562693256,YDL183C,MRX19,SGDID:S000002342,Close to 3'-UTR,Close to 3'-UTR,"""Protein that may form an active mitochondrial KHE system; mitochondrial inner-membrane protein; non-essential gene; KHE system stands for K+/H+ exchanger system""",Verified ORF
615,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.112794258995919,-0.777531644011274,0.437363011769045,1.0,2,488757,-0.112842958323107,0.145406050758193,0.438236692688817,YBR125C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4788,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.111643168485511,-0.777435066469314,0.437419895924608,1.0,7,1012575,-0.111476450055679,0.143944785260469,0.439189642773,YGR259C,YGR259C,SGDID:S000003491,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps almost completely with the verified ORF TNA1/YGR260W""",Dubious ORF
5775,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.137755938526059,-0.776896134990151,0.43773740497324,1.0,9,259952,-0.151118461529339,0.17756145412818,0.395303553449481,YIL049W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11865,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.38603926105538,-0.776755717089144,0.437820153407143,1.0,16,773592,-0.0240422229664752,0.392049186026309,0.95113547943599,YPR119W,CLB2,SGDID:S000006323,Close to 3'-UTR,Close to 3'-UTR,"""B-type cyclin involved in cell cycle progression; also involved in response to DNA damage; activates Cdc28p to promote the transition from G2 to M phase; accumulates during G2 and M ; then targeted via a destruction box motif for ubiquitin-mediated degradation by the proteasome; CLB2 has a paralog ; CLB1 ; that arose from the whole genome duplication""",Verified ORF
1753,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.113445696902283,-0.776532180592202,0.437951902369054,1.0,4,474625,-0.111146138335635,0.146429806030636,0.448334925715327,YDR014W,RAD61,SGDID:S000002421,ORF,Verified ORF,"""Subunit of a complex that inhibits sister chromatid cohesion; also negatively regulates chromosome condensation; inhibited by Eco1p-acetylated cohesin subunits Smc3p and Mcd1p; binds Smc3p ATPase head of cohesin; related to the human Wapl protein that controls the association of cohesin with chromatin""",Verified ORF
2702,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.113955723025147,0.776480076834383,0.437982614810498,1.0,4,1493956,0.112445263653983,0.147092360377022,0.445107766345886,YDR528W,HLR1,SGDID:S000002936,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in regulation of cell wall composition and integrity; also involved in cell wall response to osmotic stress; overproduction suppresses a lysis sensitive PKC mutation; HLR1 has a paralog ; LRE1 ; that arose from the whole genome duplication""",Verified ORF
1573,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.112432358975195,0.775334967078286,0.438657911184328,1.0,4,279037,0.111900061216255,0.145348358360504,0.44188894944841,YDL102W,POL3,SGDID:S000002260,ORF,Verified ORF,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
6344,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.126176231580964,-0.775302303562964,0.438677182387069,1.0,10,523904,-0.115726292139398,0.162364956270198,0.476468787363547,tS(AGA)J_NFR/NDR,,,Promoter,Promoter,,Promoter
1890,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.113511910588113,0.77510064094262,0.438796172477733,1.0,4,582525,0.11448947382113,0.146784216251537,0.43592241538409,YDR065W,RRG1,SGDID:S000002472,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs ; for respiratory growth and mitochondrial genome maintenance; required for vacuolar acidification; localizes to the matrix side of the inner mitochondrial membrane""",Verified ORF
5241,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.113238066101877,0.775042772047922,0.438830321188339,1.0,8,385186,0.111785917183389,0.146435610162953,0.445747084056167,YHR142W,CHS7,SGDID:S000001184,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; may be involved in chitin biosynthesis by regulation of Chs3p export from the ER; relocalizes from bud neck to ER upon DNA replication stress""",Verified ORF
891,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.118475807536233,0.774971200397367,0.438872558081453,1.0,3,550,0.120930897366895,0.153079799117404,0.430066292306691,TEL03L,TEL03L,SGDID:S000028871,Other features,Telomere,"""Telomeric region on the left arm of Chromosome III; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
4060,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.113078319302907,-0.774827602075949,0.438957307464276,1.0,7,234702,-0.114018614419558,0.146270541175455,0.436204598019278,YGL144C_NFR/NDR,,,Promoter,Promoter,,Promoter
11469,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.127858111896429,0.774800182202525,0.438973491298986,1.0,16,298374,0.126928680345711,0.165406943022015,0.443373238529238,YPL135W,ISU1,SGDID:S000006056,Close to 3'-UTR,Close to 3'-UTR,"""Conserved protein of the mitochondrial matrix; performs a scaffolding function during assembly of iron-sulfur clusters ; interacts physically and functionally with yeast frataxin (Yfh1p); ISU1 has a paralog ; ISU2 ; that arose from the whole genome duplication; isu1 isu2 double mutant is inviable; human homolog ISCU implicated in mitochondrial myopathy ; can complement isu1 isu2 double mutant""",Verified ORF
10107,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.112582523155691,0.774487312771333,0.439158178343632,1.0,15,96613,0.114267393940482,0.145699261323081,0.433408318183214,YOL118C,YOL118C,SGDID:S000005478,ORF,Uncharacterized ORF,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
6713,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.111600483105503,-0.774142091416803,0.439362014748493,1.0,11,16603,-0.112461595676494,0.144498609840237,0.436920350595097,YKL219W,COS9,SGDID:S000001702,Close to 3'-UTR,Close to 3'-UTR,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
9353,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.111498953581374,-0.773884952647702,0.439513878119201,1.0,14,142083,-0.111390911421193,0.144418185120343,0.441040333524115,YNL267W,PIK1,SGDID:S000005211,ORF,Verified ORF,"""Phosphatidylinositol 4-kinase; catalyzes the first step in the biosynthesis of phosphatidylinositol-4,5-biphosphate; may control cytokinesis through the actin cytoskeleton; required for autophagosome formation during autophagy and for lipophagy in both stationary phase cells and during nitrogen starvation; may control nonselective autophagy and mitophagy through trafficking of Atg9p; localizes to the nucleus and to the trans-Golgi network""",Verified ORF
664,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.112181140797374,0.773786396404914,0.439572092389432,1.0,2,557658,0.113374255075031,0.145313515177028,0.435793355054187,YBR158W,AMN1,SGDID:S000000362,ORF,Verified ORF,"""Modulator of cell separation and mitotic exit; inhibits separation through Ub-dependent Ace2p proteolysis; part of a daughter-specific switch induced by the mitotic exit network that inhibits exit and resets the cell cycle after the execution of  MEN function ; blocking Tem1p and Cdc15 association; required for chromosome stability and multiple mitotic checkpoints; regulated by SCF; haploid transcription regulated by Ste12p; contains 12 degenerate leucine-rich repeat motifs and an atypical F-box""",Verified ORF
11021,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.111140093318657,-0.77367711060034,0.439636649492672,1.0,15,1050419,-0.110882481041914,0.14399274159023,0.441781667029935,YOR378W,AMF1,SGDID:S000005905,ORF,Verified ORF,"""Low affinity NH4+ transporter; member of the DHA2 family of drug:H+ anti porters; putative paralog of ATR1; but not required for boron tolerance; non-essential gene""",Verified ORF
11962,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.111429929146092,-0.773628994140207,0.439665074489475,1.0,16,896710,-0.111439779644476,0.144376744431827,0.440709063553099,YPR180W,AOS1,SGDID:S000006384,ORF,Verified ORF,"""Subunit of heterodimeric nuclear SUMO activating enzyme E1 with Uba2p; activates Smt3p (SUMO) before its conjugation to proteins (sumoylation) ; which may play a role in protein targeting; essential for viability; relocalizes to the cytosol in response to hypoxia""",Verified ORF
1644,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.11248836419693,-0.773555005496228,0.439708785652169,1.0,4,362199,-0.109572740618033,0.145753139719446,0.452690719466173,YDL053C,PBP4,SGDID:S000002211,ORF,Verified ORF,"""Pbp1p binding protein; interacts strongly with Pab1p-binding protein 1 (Pbp1p) in the yeast two-hybrid system; also interacts with Lsm12p in a copurification assay; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
1287,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.193948400345537,-0.773459051033586,0.439765477556646,1.0,4,56089,-0.200879587755383,0.249901354589495,0.422032936090047,YDL224C,WHI4,SGDID:S000002383,ORF,Verified ORF,"""Putative RNA binding protein; regulates the cell size requirement for passage through Start and commitment to cell division; WHI4 has a paralog ; WHI3 ; that arose from the whole genome duplication""",Verified ORF
7140,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.110834920430315,0.772775185386984,0.440169641671969,1.0,11,375918,0.110875669128589,0.143764456703845,0.441085684628543,YKL033W,TTI1,SGDID:S000001516,ORF,Verified ORF,"""Subunit of the ASTRA complex ; involved in chromatin remodeling; telomere length regulator involved in the stability or biogenesis of PIKKs such as TORC1; similar to S. pombe Tti1p; detected in highly purified mitochondria in high-throughput studies""",Verified ORF
10716,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.119116328199705,-0.772687823501928,0.440221287893178,1.0,15,745301,-0.124517751457698,0.154361598146229,0.420403944000206,YOR213C,SAS5,SGDID:S000005739,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SAS complex (Sas2p ; Sas4p ; Sas5p); acetylates free histones and nucleosomes and regulates transcriptional silencing; stimulates Sas2p HAT activity""",Verified ORF
5139,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.110992069491587,-0.772546638015466,0.440304760696536,1.0,8,263049,-0.111247081260303,0.144010164799325,0.440338412599824,YHR080C,LAM4,SGDID:S000001122,ORF,Verified ORF,"""Sterol-binding protein that localizes to puncta in the cortical ER; sterol binding occurs via two StART-like domains; one of six StART-like domain-containing proteins in yeast that may be involved in intracellular sterol transfer between membranes; conserved across eukaryotes; has both GRAM and StART-like (VASt) domains; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
1970,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.134178909988341,0.772522246192625,0.440319182747003,1.0,4,667976,0.129941886460085,0.172224835696321,0.451058180405019,YDRWsigma2_NFR/NDR,,,Promoter,Promoter,,Promoter
9274,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.24888498339221,0.772517403796431,0.440322045922595,1.0,14,28420,0.217129585762807,0.246874579401904,0.379721109259414,YNL326C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8871,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.113650030573289,-0.772461484936422,0.440355109982317,1.0,13,548118,-0.117786381174854,0.147416639446482,0.424825764230169,YMR140W,SIP5,SGDID:S000004748,ORF,Verified ORF,"""Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
1388,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.111356335390258,-0.77244230076247,0.440366453652305,1.0,4,142711,-0.111687510634137,0.144500310646036,0.440085598687745,YDL176W,IPF1,SGDID:S000002335,ORF,Verified ORF,"""Protein of unknown function involved in actin patch formation; null mutant displays a decreased number of actin cortical patches ; increased coat patches ; altered patch formation dynamics ; and defects in endocytic internalization; interacts with GID complex components and computationally predicted to be involved in fructose-1,6-bisphosphatase (Fbp1p) degradation; non-essential gene""",Verified ORF
174,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.110889965054934,-0.772354842920879,0.440418169916098,1.0,1,194867,-0.110889965054761,0.143914231414864,0.441502051401842,YAR042W,SWH1,SGDID:S000000081,ORF,Verified ORF,"""Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats and FFAT motif; interacts with ER anchor Scs2p at the nucleus-vacuole junction; regulated by sterol binding; SWH1 has a paralog ; OSH2 ; that arose from the whole genome duplication""",Verified ORF
11174,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.111664236107964,-0.772067388477828,0.440588174392822,1.0,16,68771,-0.112936015366204,0.144964675823712,0.436466988113219,YPL255W,BBP1,SGDID:S000006176,ORF,Verified ORF,"""Protein required for the spindle pole body (SPB) duplication; localizes at the cytoplasmic side of the central plaque periphery of the SPB; forms a complex with a nuclear envelope protein Mps2p and SPB components Spc29p and Kar1p; required for mitotic functions of Cdc5p""",Verified ORF
7193,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.118464481549388,-0.771915596895844,0.44067796124526,1.0,11,431308,-0.118524970562521,0.153829310637928,0.441520691471077,XUT_11F-191,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
10676,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.134289491022939,-0.771859077977146,0.440711395670533,1.0,15,698306,-0.149665219421004,0.172466593509566,0.386097471183368,YOR191W,ULS1,SGDID:S000005717,Close to 3'-UTR,Close to 3'-UTR,"""Swi2/Snf2-related translocase ; SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in antagonizing silencing during mating-type switching; only known STUbL with a translocase activity; contains RING finger domain; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4168,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.110696277773266,0.771563571009927,0.44088623003793,1.0,7,372094,0.110696277772936,0.143810194626607,0.441969660374881,YGL071W,AFT1,SGDID:S000003039,ORF,Verified ORF,"""Transcription factor involved in iron utilization and homeostasis; binds consensus site PyPuCACCCPu and activates transcription in response to changes in iron availability; in iron-replete conditions localization is regulated by Grx3p ; Grx4p ; and Fra2p ; and promoter binding is negatively regulated via Grx3p-Grx4p binding; AFT1 has a paralog ; AFT2 ; that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
829,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.110644935387247,-0.771350763340233,0.441012160739192,1.0,2,762267,-0.110814434525298,0.143782723870787,0.441395800883624,YBR279W,PAF1,SGDID:S000000483,ORF,Verified ORF,"""Component of the Paf1p complex involved in transcription elongation; binds to and modulates the activity of RNA polymerases I and II; required for expression of a subset of genes ; including cell cycle-regulated genes; involved in SER3 repression by helping to maintain SRG1 transcription-dependent nucleosome occupancy; homolog of human PD2/hPAF1""",Verified ORF
1651,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.111580499697351,0.771349184002054,0.441013095403014,1.0,4,369403,0.111553686626039,0.144999086599072,0.442205599477359,YDL047W,SIT4,SGDID:S000002205,Close to 3'-UTR,Close to 3'-UTR,"""Ceramide-activated ; type 2A-related serine-threonine phosphatase; functions in G1/S transition of mitotic cycle; controls lifespan ; mitochondrial function ; cell cycle progression by regulating HXK2 phosphorylation; regulator of COPII coat dephosphorylation; required for ER to Golgi traffic; interacts with Hrr25p kinase; cytoplasmic and nuclear protein that modulates functions mediated by Pkc1p including cell wall and actin cytoskeleton organization; similar to human PP6""",Verified ORF
7735,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.111834719836341,-0.771134950989277,0.441139890622552,1.0,12,322893,-0.112951253906398,0.145363623105539,0.437664059484544,YLR091W,GEP5,SGDID:S000004081,ORF,Verified ORF,"""Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs ; for respiratory growth and mitochondrial genome maintenance; null mutant has decreased levels of cardiolipin and phosphatidylethanolamine; localizes to the matrix side of the inner mitochondrial membrane""",Verified ORF
