iteration,overlap_pqtl,overlap_eqtl,overlap_both
3213,71,43,12
3214,72,27,3
3215,73,31,8
3216,76,31,7
3217,62,34,7
3218,58,23,5
3219,76,30,6
3220,51,25,4
3221,66,34,3
3222,69,35,8
3223,60,43,7
3224,64,32,7
3225,83,38,7
3226,80,36,9
3227,75,30,8
3228,75,23,6
3229,63,26,7
3230,62,35,7
3231,69,39,9
3232,59,31,9
3233,67,29,5
3234,62,27,5
3235,68,26,6
3236,65,38,7
3237,74,32,7
3238,67,30,4
3239,71,33,9
3240,74,24,5
3241,80,34,10
3242,79,27,10
3243,68,36,4
3244,50,30,6
3245,75,31,8
3246,56,23,2
3247,71,26,5
3248,67,31,7
3249,76,32,5
3250,84,34,5
3251,67,33,6
3252,71,34,9
3253,66,24,5
3254,56,25,8
3255,65,28,7
3256,72,31,10
3257,64,34,6
3258,64,35,13
3259,70,30,6
3260,63,27,3
3261,67,29,7
3262,70,41,7
3263,76,33,9
3264,90,30,4
3265,77,29,6
3266,80,31,6
3267,82,33,7
3268,68,24,7
3269,74,37,7
3270,65,23,3
3271,62,27,3
3272,74,30,8
3273,52,34,5
3274,59,26,3
3275,62,34,10
3276,73,23,6
3277,82,31,6
3278,59,32,2
3279,68,33,9
3280,61,30,5
3281,78,39,5
3282,59,34,5
3283,72,25,5
3284,64,36,5
3285,74,35,9
3286,68,21,3
3287,79,28,7
3288,69,34,8
3289,68,33,11
3290,70,26,5
3291,75,28,6
3292,69,27,5
3293,73,47,6
3294,64,37,11
3295,64,27,2
3296,63,33,8
3297,75,35,8
3298,70,46,9
3299,70,32,5
3300,78,39,11
3301,76,32,10
3302,65,32,5
3303,75,42,14
3304,68,32,10
3305,60,29,4
3306,81,26,5
3307,65,27,7
3308,78,33,11
3309,75,19,3
3310,74,32,9
3311,64,33,10
3312,73,33,8
3313,72,32,8
3314,63,35,11
3315,66,36,3
3316,60,39,8
3317,59,29,4
3318,71,29,6
3319,79,31,6
3320,53,27,4
3321,73,38,7
3322,58,31,4
3323,69,28,10
3324,64,26,6
3325,75,33,6
3326,77,29,6
3327,74,36,7
3328,65,33,7
3329,71,40,7
3330,73,32,8
3331,76,32,6
3332,69,37,11
3333,52,27,5
3334,74,26,7
3335,77,32,7
3336,70,29,11
3337,74,27,7
3338,62,20,5
3339,62,26,5
3340,67,39,8
3341,61,29,6
3342,75,35,8
3343,53,32,6
3344,69,27,3
3345,63,37,11
3346,79,33,11
3347,81,40,10
3348,60,31,3
3349,74,30,6
3350,70,34,10
3351,72,25,7
3352,70,35,8
3353,57,28,6
3354,76,32,8
3355,59,28,5
3356,70,26,4
3357,64,27,7
3358,72,32,6
3359,64,40,8
3360,50,33,6
3361,83,21,10
3362,69,32,7
3363,63,25,4
3364,67,33,8
3365,64,30,6
3366,77,30,6
3367,59,37,5
3368,60,39,8
3369,61,31,7
3370,74,37,9
3371,65,32,6
3372,69,37,6
3373,69,31,12
3374,77,24,3
3375,68,32,5
3376,71,41,8
3377,69,28,5
3378,70,39,9
3379,64,24,8
3380,75,29,9
3381,72,30,8
3382,61,30,5
3383,71,33,4
3384,73,34,10
3385,68,30,10
3386,76,28,5
3387,87,28,11
3388,66,35,7
3389,63,26,3
3390,74,32,10
3391,75,33,10
3392,70,17,2
3393,61,34,7
3394,75,28,8
3395,62,36,10
3396,67,27,4
3397,73,36,8
3398,59,23,4
3399,66,29,5
3400,83,34,12
3401,72,32,8
3402,60,26,5
3403,60,39,11
3404,62,39,7
3405,64,23,6
3406,72,37,9
3407,65,36,9
3408,80,30,9
3409,74,28,4
3410,61,23,8
3411,77,40,8
3412,70,37,9
3413,77,18,5
3414,71,38,11
3415,77,31,5
3416,64,30,6
3417,64,24,3
3418,70,34,8
3419,76,27,8
3420,62,30,4
3421,85,32,11
3422,72,29,6
3423,75,30,9
3424,56,35,8
3425,68,32,6
3426,62,32,6
3427,72,37,4
3428,70,40,6
3429,66,38,4
3430,73,28,8
3431,53,28,4
3432,66,29,4
3433,66,30,8
3434,54,23,4
3435,66,33,6
3436,68,32,7
3437,49,35,4
3438,83,28,6
3439,62,25,5
3440,89,33,7
3441,69,39,7
3442,65,38,7
3443,72,34,10
3444,68,40,11
3445,59,29,5
3446,63,28,7
3447,64,32,8
3448,63,37,7
3449,58,33,5
3450,64,30,10
3451,68,25,7
3452,86,39,8
3453,65,37,11
3454,82,41,12
3455,66,34,10
3456,54,24,4
3457,66,37,5
3458,66,29,6
3459,60,24,4
3460,78,32,5
3461,73,38,6
3462,82,31,7
3463,69,30,7
3464,64,19,4
3465,81,25,6
3466,61,28,7
3467,85,30,9
3468,80,34,5
3469,64,36,7
3470,71,42,11
3471,64,27,3
3472,71,26,6
3473,67,24,5
3474,67,29,8
3475,70,32,7
3476,65,44,13
3477,72,23,6
3478,81,29,6
3479,59,37,6
3480,68,31,5
3481,76,30,5
3482,72,33,8
3483,67,25,7
3484,62,37,5
3485,74,32,6
3486,66,30,9
3487,66,24,2
3488,72,30,4
3489,66,27,6
3490,65,30,7
3491,74,47,12
3492,64,36,5
3493,57,35,5
3494,61,26,3
3495,70,31,9
3496,66,23,6
3497,70,27,4
3498,77,39,10
3499,71,26,7
3500,76,30,8
3501,67,32,5
3502,72,34,7
3503,57,25,6
3504,73,33,6
3505,71,33,7
3506,70,33,5
3507,65,31,4
3508,67,23,3
3509,81,36,11
3510,68,29,7
3511,70,20,5
3512,68,35,9
3513,63,27,3
3514,67,31,4
3515,59,31,4
3516,58,31,6
3517,68,29,9
3518,61,31,4
3519,73,33,7
3520,63,38,3
3521,69,29,7
3522,79,36,10
3523,61,32,5
3524,80,25,6
3525,65,37,5
3526,69,22,1
3527,72,24,5
3528,65,39,5
3529,76,33,4
3530,63,23,2
3531,83,37,8
3532,77,33,12
3533,71,26,8
3534,84,37,11
3535,78,33,8
3536,47,37,6
3537,67,30,5
3538,69,32,8
3539,59,31,8
3540,77,27,3
3541,58,35,10
3542,81,47,9
3543,62,38,9
3544,64,34,9
3545,63,33,7
3546,75,33,8
3547,67,22,8
3548,67,25,5
3549,78,31,5
3550,80,25,5
3551,60,30,7
3552,71,37,14
3553,62,29,8
3554,66,25,5
3555,76,24,3
3556,65,36,9
3557,68,32,11
3558,67,30,8
3559,68,20,4
3560,67,43,7
3561,68,35,5
3562,71,25,6
3563,81,39,9
3564,67,35,5
3565,70,26,1
3566,72,31,10
3567,72,28,6
3568,66,42,13
3569,70,32,7
3570,74,43,8
3571,64,40,10
3572,68,39,11
3573,64,31,6
3574,68,30,6
3575,68,30,5
3576,63,30,2
3577,65,30,8
3578,75,28,9
3579,73,30,3
3580,72,32,7
3581,64,27,6
3582,83,33,10
3583,74,19,8
3584,62,33,9
3585,77,35,7
3586,72,26,2
3587,63,27,9
3588,69,34,8
3589,59,32,3
3590,66,41,10
3591,67,31,9
3592,58,33,5
3593,72,29,8
3594,59,38,5
3595,69,26,4
3596,72,31,5
3597,77,22,10
3598,78,41,12
3599,69,39,5
3600,68,28,7
3601,68,31,6
3602,70,23,4
3603,70,27,6
3604,58,25,5
3605,70,23,4
3606,70,29,4
3607,73,37,4
3608,58,24,6
3609,66,45,8
3610,59,37,5
3611,77,31,10
3612,62,28,8
3613,65,29,8
3614,75,44,10
3615,56,42,6
3616,65,31,5
3617,74,28,8
3618,71,32,6
3619,79,33,10
3620,59,28,2
3621,71,28,8
3622,72,28,9
3623,67,38,7
3624,62,34,5
3625,52,25,2
3626,74,30,8
3627,77,35,8
3628,82,24,5
3629,81,36,10
3630,60,22,4
3631,61,36,6
3632,78,41,12
3633,55,30,4
3634,65,30,5
3635,67,29,7
3636,76,21,10
3637,63,25,5
3638,64,35,11
3639,80,31,10
3640,59,34,6
3641,66,32,8
3642,60,42,8
3643,66,25,5
3644,69,18,5
3645,61,39,7
3646,68,25,5
3647,89,34,8
3648,69,36,10
3649,75,28,4
3650,73,26,2
3651,72,31,3
3652,64,23,5
3653,72,36,9
3654,59,28,7
3655,69,27,2
3656,72,28,9
3657,79,32,9
3658,75,27,7
3659,67,41,6
3660,64,28,7
3661,63,37,9
3662,63,33,9
3663,59,26,1
3664,75,31,9
3665,69,31,4
3666,76,31,11
3667,71,26,6
3668,61,36,7
3669,77,28,4
3670,72,36,15
3671,70,31,10
3672,73,28,6
3673,68,32,8
3674,73,32,8
3675,71,28,3
3676,78,32,11
3677,71,36,13
3678,76,38,13
3679,77,35,10
3680,55,37,6
3681,75,37,10
3682,70,27,2
3683,73,37,6
3684,74,36,9
3685,60,36,6
3686,72,38,10
3687,78,32,4
3688,72,33,9
3689,67,39,13
3690,73,25,8
3691,72,38,4
3692,69,37,19
3693,65,27,5
3694,62,29,5
3695,75,35,6
3696,81,25,6
3697,62,30,6
3698,65,31,3
3699,65,31,7
3700,63,22,4
3701,75,31,9
3702,64,44,18
3703,69,36,7
3704,73,30,2
3705,67,32,11
3706,68,43,11
3707,57,32,6
3708,76,24,6
3709,83,31,11
3710,77,43,6
3711,79,24,6
3712,62,31,3
3713,67,32,5
3714,68,31,8
3715,82,31,3
3716,67,30,9
3717,59,29,5
3718,88,31,8
3719,72,27,4
3720,64,36,5
3721,71,29,8
3722,64,33,7
3723,67,31,7
3724,64,32,5
3725,78,28,7
3726,79,35,10
3727,63,41,11
3728,70,27,8
3729,66,23,5
3730,70,32,7
3731,72,22,4
3732,55,24,4
3733,79,33,8
3734,62,36,10
3735,74,38,12
3736,63,29,5
3737,59,33,5
3738,82,27,7
3739,65,26,4
3740,82,36,10
3741,57,25,6
3742,73,32,11
3743,72,38,10
3744,63,34,8
3745,67,39,8
3746,55,37,10
3747,76,28,10
3748,74,33,9
3749,69,37,8
3750,68,27,5
3751,70,28,9
3752,75,29,8
3753,69,39,6
3754,90,33,10
3755,78,35,8
3756,62,40,5
3757,63,22,5
3758,76,22,4
3759,61,30,5
3760,66,36,10
3761,75,37,12
3762,72,38,8
3763,78,30,7
3764,72,31,7
3765,75,33,8
3766,79,33,12
3767,66,35,8
3768,63,27,5
3769,70,40,6
3770,57,37,7
3771,64,35,5
3772,67,30,9
3773,66,38,8
3774,69,31,9
3775,57,25,3
3776,67,39,9
3777,61,36,3
3778,65,31,7
3779,72,29,5
3780,68,33,8
3781,65,27,6
3782,66,27,4
3783,74,34,8
3784,62,36,7
3785,81,42,13
3786,69,39,10
3787,71,25,3
3788,78,35,8
3789,61,24,4
3790,63,30,5
3791,63,29,5
3792,65,41,11
3793,81,30,11
3794,71,30,8
3795,73,44,12
3796,66,22,5
3797,77,25,7
3798,69,32,10
3799,72,35,9
3800,60,30,8
3801,61,33,9
3802,74,35,4
3803,62,39,9
3804,78,35,9
3805,64,33,8
3806,62,28,5
3807,84,35,10
3808,86,31,9
3809,68,36,12
3810,63,26,4
3811,65,30,5
3812,76,29,12
3813,61,26,5
3814,72,35,8
3815,64,26,3
3816,64,29,10
3817,66,31,8
3818,76,30,11
3819,78,26,10
3820,71,23,5
3821,70,38,6
3822,77,34,9
3823,74,44,12
3824,71,39,10
3825,71,31,6
3826,58,31,8
3827,74,22,5
3828,88,29,3
3829,82,37,10
3830,67,32,10
3831,80,41,10
3832,77,26,7
3833,80,30,7
3834,63,29,9
3835,77,31,8
3836,65,27,7
3837,64,31,6
3838,80,26,2
3839,70,26,4
3840,74,37,10
3841,65,34,10
3842,77,43,11
3843,59,32,4
3844,71,29,8
3845,61,28,3
3846,68,42,14
3847,64,27,5
3848,60,33,7
3849,55,34,9
3850,89,35,9
3851,63,34,8
3852,70,23,10
3853,74,24,3
3854,61,36,8
3855,69,36,6
3856,77,29,5
3857,57,31,7
3858,76,31,5
3859,63,32,3
3860,74,30,6
3861,70,35,4
3862,71,32,8
3863,68,35,8
3864,66,33,7
3865,70,42,10
3866,60,26,4
3867,74,20,5
3868,86,37,10
3869,78,33,8
3870,64,33,3
3871,55,19,5
3872,84,27,6
3873,78,25,4
3874,88,23,4
3875,73,33,9
3876,69,27,8
3877,71,39,16
3878,68,34,7
3879,62,36,7
3880,72,29,4
3881,68,20,5
3882,67,25,1
3883,78,44,8
3884,58,26,5
3885,63,29,12
3886,77,25,5
3887,74,21,1
3888,81,25,10
3889,75,40,9
3890,68,33,10
3891,66,35,8
3892,73,33,6
3893,59,21,2
3894,51,25,6
3895,68,37,10
3896,68,33,6
3897,63,44,7
3898,60,39,8
3899,74,35,6
3900,69,23,5
3901,58,33,6
3902,65,41,13
3903,69,37,10
3904,71,33,6
3905,72,34,7
3906,72,28,5
3907,81,32,12
3908,76,36,12
3909,72,26,5
3910,62,35,9
3911,78,31,6
3912,72,32,7
3913,67,27,4
3914,64,32,7
3915,75,33,6
3916,61,35,10
3917,71,24,6
3918,63,28,8
3919,63,36,10
3920,66,35,6
3921,84,32,13
3922,73,36,10
3923,73,32,4
3924,74,28,8
3925,70,31,5
3926,70,38,12
3927,87,41,14
3928,87,33,11
3929,79,32,8
3930,66,39,8
3931,79,36,12
3932,66,39,9
3933,75,29,7
3934,64,25,2
3935,70,27,6
3936,64,35,9
3937,63,33,6
3938,58,30,4
3939,63,38,6
3940,64,31,4
3941,67,38,9
3942,55,37,11
3943,59,33,4
3944,78,38,10
3945,69,30,7
3946,74,24,5
3947,64,27,6
3948,70,31,7
3949,70,26,4
3950,70,25,4
3951,70,31,4
3952,66,35,9
3953,81,30,13
3954,63,28,6
3955,59,34,10
3956,60,43,10
3957,66,38,7
3958,74,33,8
3959,62,30,6
3960,92,45,10
3961,67,33,9
3962,71,21,4
3963,69,32,12
3964,71,34,6
3965,76,30,4
3966,63,31,3
3967,66,34,9
3968,72,35,11
3969,79,30,9
3970,72,22,6
3971,76,35,12
3972,78,24,8
3973,66,34,8
3974,65,25,3
3975,68,44,9
3976,58,24,7
3977,73,21,5
3978,61,41,3
3979,65,39,15
3980,79,30,8
3981,76,28,5
3982,60,31,4
3983,70,37,16
3984,64,28,8
3985,64,33,6
3986,68,33,9
3987,73,37,12
3988,62,26,7
3989,81,32,10
3990,61,33,9
3991,63,36,6
3992,72,41,9
3993,72,39,8
3994,46,36,4
3995,63,36,7
3996,78,34,11
3997,60,28,4
3998,69,31,11
3999,69,35,4
4000,86,39,9
4001,64,31,6
4002,71,33,8
4003,66,31,5
4004,72,26,7
4005,59,31,3
4006,69,34,5
4007,59,32,5
4008,69,38,4
4009,88,37,13
4010,71,25,7
4011,60,36,8
4012,78,35,9
4013,68,29,8
4014,67,32,8
4015,70,33,7
4016,74,33,13
4017,66,32,8
4018,70,30,3
4019,74,31,8
4020,72,23,3
4021,72,31,5
4022,71,24,7
4023,63,27,5
4024,73,51,15
4025,73,31,9
4026,92,18,8
4027,65,30,6
4028,60,35,8
4029,72,35,9
4030,69,32,7
4031,60,22,4
4032,62,32,5
4033,79,30,9
4034,75,36,12
4035,69,25,5
4036,70,35,8
4037,68,27,6
4038,57,33,6
4039,59,27,6
4040,65,30,5
4041,71,32,10
4042,77,33,8
4043,64,29,6
4044,66,28,5
4045,76,27,8
4046,69,47,15
4047,69,27,6
4048,71,24,5
4049,79,29,8
4050,77,30,9
4051,60,34,6
4052,70,34,9
4053,46,34,5
4054,67,31,6
4055,60,32,12
4056,58,30,6
4057,63,31,5
4058,67,36,11
4059,67,25,5
4060,81,26,5
4061,67,34,8
4062,68,34,5
4063,62,26,7
4064,70,26,6
4065,60,42,8
4066,70,39,14
4067,69,26,2
4068,70,37,8
4069,64,25,5
4070,69,39,9
4071,76,24,7
4072,78,38,11
4073,77,32,7
4074,56,27,5
4075,69,27,1
4076,66,35,6
4077,62,29,7
4078,92,31,5
4079,62,31,8
4080,72,38,5
4081,75,32,8
4082,71,41,12
4083,61,39,10
4084,66,29,4
4085,69,31,7
4086,68,33,6
4087,66,26,6
4088,72,33,9
4089,81,31,9
4090,71,29,6
4091,70,38,9
4092,66,31,6
4093,72,26,5
4094,70,42,9
4095,55,23,3
4096,62,25,6
4097,67,43,13
4098,67,34,5
4099,77,34,8
4100,70,31,3
4101,72,35,7
4102,67,30,6
4103,71,29,6
4104,71,29,5
4105,69,41,13
4106,79,35,5
4107,70,36,10
4108,59,36,8
4109,66,37,5
4110,72,30,4
4111,64,29,9
4112,60,31,6
4113,66,20,5
4114,73,30,6
4115,76,41,10
4116,72,32,7
4117,73,34,8
4118,71,22,4
4119,56,26,7
4120,70,28,4
4121,60,35,4
4122,69,31,10
4123,79,30,5
4124,87,35,10
4125,68,28,6
4126,60,34,4
4127,74,35,9
4128,81,27,9
4129,61,35,7
4130,67,30,7
4131,60,23,3
4132,76,31,8
4133,74,25,8
4134,67,29,8
4135,53,35,4
4136,63,32,5
4137,66,32,12
4138,64,33,6
4139,64,40,10
4140,66,26,6
4141,66,41,13
4142,69,31,5
4143,62,30,7
4144,65,29,4
4145,72,25,6
4146,92,32,10
4147,70,31,7
4148,77,44,14
4149,80,31,7
4150,74,32,11
4151,64,28,5
4152,63,33,5
4153,55,28,2
4154,73,32,10
4155,64,38,7
4156,80,24,8
4157,66,31,7
4158,61,31,12
4159,66,39,4
4160,75,33,6
4161,74,28,4
4162,69,27,5
4163,70,26,6
4164,66,32,8
4165,68,32,9
4166,66,31,7
4167,60,30,4
4168,76,31,8
4169,69,25,6
4170,70,22,5
4171,76,36,5
4172,70,41,7
4173,66,29,10
4174,74,32,9
4175,69,20,7
4176,70,18,6
4177,66,31,7
4178,75,25,4
4179,62,34,6
4180,59,31,5
4181,76,31,4
4182,70,34,7
4183,74,30,8
4184,67,26,6
4185,61,25,4
4186,80,26,9
4187,94,37,15
4188,62,22,6
4189,72,34,9
4190,69,33,6
4191,75,25,10
4192,70,25,6
4193,82,27,3
4194,79,33,6
4195,73,27,3
4196,75,40,9
4197,76,35,7
4198,67,37,8
4199,75,36,9
4200,65,31,6
4201,72,40,6
4202,69,35,7
4203,63,30,8
4204,71,19,3
4205,63,31,7
4206,66,31,5
4207,75,26,6
4208,67,35,7
4209,74,25,9
4210,60,28,6
4211,75,30,9
4212,76,35,6
4213,56,34,6
4214,71,33,8
4215,59,31,9
4216,55,31,6
4217,73,28,5
4218,76,35,8
4219,77,33,4
4220,82,35,7
4221,72,23,5
4222,72,47,10
4223,77,41,8
4224,61,27,2
4225,70,41,9
4226,78,22,5
4227,70,41,10
4228,82,37,7
4229,59,27,11
4230,79,24,6
4231,74,36,12
4232,77,31,5
4233,76,26,4
4234,57,29,3
4235,69,28,9
4236,73,25,5
4237,76,32,7
4238,76,34,9
4239,68,26,9
4240,78,34,12
4241,68,34,6
4242,67,38,8
4243,67,30,6
4244,80,38,5
4245,65,36,5
4246,69,47,10
4247,87,28,11
4248,86,28,9
4249,68,24,7
4250,53,29,6
4251,57,25,2
4252,75,27,7
4253,80,28,10
4254,61,29,6
4255,64,35,5
4256,79,38,5
4257,77,30,8
4258,61,30,4
4259,61,34,8
4260,60,32,8
4261,74,29,10
4262,68,41,10
4263,74,35,11
4264,68,26,5
4265,53,37,10
4266,61,30,5
4267,69,41,11
4268,73,33,6
4269,69,29,6
4270,68,34,3
4271,68,33,8
4272,59,34,7
4273,63,36,2
4274,65,33,5
4275,74,35,10
4276,63,28,8
4277,69,38,5
4278,87,34,9
4279,73,35,8
4280,54,29,6
4281,80,33,11
4282,67,37,11
4283,73,36,8
4284,76,32,9
4285,60,27,3
4286,82,26,9
4287,71,43,10
4288,66,32,7
4289,62,32,6
4290,74,28,7
4291,75,30,11
4292,78,35,11
4293,78,25,9
4294,76,27,5
4295,68,24,5
4296,75,24,6
4297,63,34,9
4298,67,35,12
4299,70,23,4
4300,66,35,8
4301,64,25,7
4302,66,32,8
4303,70,30,7
4304,65,32,8
4305,76,27,8
4306,66,32,2
4307,70,38,5
4308,70,29,10
4309,64,30,6
4310,59,31,7
4311,73,30,6
4312,74,36,8
4313,71,30,8
4314,68,37,6
4315,63,28,6
4316,68,29,6
4317,70,37,6
4318,77,32,11
4319,67,36,8
4320,74,35,12
4321,79,30,5
4322,65,30,6
4323,77,27,9
4324,78,33,7
4325,70,28,8
4326,55,26,7
4327,79,30,7
4328,74,34,8
4329,68,34,4
4330,82,29,7
4331,65,30,10
4332,73,37,8
4333,64,30,5
4334,64,35,6
4335,73,28,5
4336,67,33,14
4337,71,27,3
4338,70,26,8
4339,66,23,3
4340,57,32,7
4341,62,24,3
4342,68,32,7
4343,66,23,6
4344,73,25,3
4345,75,30,6
4346,71,36,10
4347,66,40,9
4348,76,17,8
4349,71,26,6
4350,77,25,6
4351,73,27,8
4352,67,25,4
4353,68,39,7
4354,83,27,6
4355,80,27,5
4356,66,30,7
4357,77,35,8
4358,75,32,6
4359,63,27,6
4360,66,28,4
4361,57,23,1
4362,74,33,9
4363,77,32,5
4364,65,26,9
4365,66,35,8
4366,62,18,0
4367,68,29,7
4368,63,33,12
4369,61,31,10
4370,68,36,12
4371,75,30,8
4372,64,29,2
4373,72,39,10
4374,63,34,6
4375,64,32,9
4376,79,47,14
4377,82,28,6
4378,67,32,4
4379,64,45,6
4380,70,32,5
4381,69,21,4
4382,72,31,3
4383,66,38,11
4384,66,38,10
4385,69,32,8
4386,77,33,13
4387,74,40,7
4388,67,35,8
4389,64,35,8
4390,56,26,5
4391,67,32,6
4392,78,36,8
4393,65,35,10
4394,66,26,9
4395,56,36,6
4396,75,30,6
4397,71,33,7
4398,68,30,4
4399,67,28,4
4400,62,31,6
4401,66,25,4
4402,63,37,9
4403,79,23,12
4404,61,36,7
4405,66,32,10
4406,64,29,6
4407,68,27,3
4408,64,32,6
4409,67,34,9
4410,77,36,9
4411,57,37,5
4412,75,32,7
4413,87,43,17
4414,56,31,3
4415,57,39,6
4416,79,33,8
4417,70,35,8
4418,83,38,13
4419,68,37,7
4420,69,29,3
4421,72,28,4
4422,73,29,8
4423,71,31,7
4424,77,31,6
4425,77,34,7
4426,59,36,5
4427,73,26,6
4428,77,39,10
4429,84,30,7
4430,68,35,3
4431,63,30,4
4432,71,30,10
4433,80,25,5
4434,66,36,11
4435,69,32,4
4436,69,29,5
4437,68,27,8
4438,90,31,8
4439,64,36,10
4440,63,34,8
4441,71,38,11
4442,67,32,8
4443,63,38,2
4444,69,28,9
4445,68,27,10
4446,64,26,5
4447,59,31,4
4448,74,27,7
4449,80,33,5
4450,66,24,2
4451,52,29,10
4452,67,36,10
4453,67,20,4
4454,75,33,6
4455,78,31,9
4456,68,34,5
4457,70,30,6
4458,58,24,10
4459,65,24,5
4460,72,28,6
4461,69,27,5
4462,74,36,9
4463,66,39,9
4464,91,32,10
4465,76,40,6
4466,68,32,9
4467,65,43,8
4468,72,29,7
4469,68,18,5
4470,75,49,11
4471,65,22,5
4472,73,20,5
4473,71,33,4
4474,69,27,5
4475,70,26,7
4476,64,36,10
4477,71,33,10
4478,65,27,7
4479,67,43,10
4480,60,35,6
4481,61,40,9
4482,58,34,4
4483,67,39,5
4484,68,31,7
4485,76,35,10
4486,70,30,6
4487,69,37,13
4488,67,27,3
4489,60,25,6
4490,74,31,4
4491,64,29,5
4492,63,26,5
4493,54,28,5
4494,67,33,8
4495,71,23,3
4496,59,28,5
4497,59,29,4
4498,73,34,8
4499,75,38,8
4500,62,31,9
4501,76,21,7
4502,79,30,10
4503,77,31,10
4504,74,28,7
4505,82,41,13
4506,75,36,11
4507,77,31,6
4508,63,20,2
4509,77,37,8
4510,75,35,7
4511,74,34,11
4512,83,28,9
4513,61,24,3
4514,66,33,6
4515,64,32,8
4516,69,21,6
4517,62,30,3
4518,63,31,6
4519,77,27,8
4520,79,29,8
4521,65,29,5
4522,63,37,6
4523,69,22,5
4524,73,33,3
4525,70,33,5
4526,71,29,4
4527,62,23,4
4528,64,17,4
4529,68,32,6
4530,81,26,7
4531,65,33,9
4532,76,35,9
4533,74,30,12
4534,73,26,4
4535,76,32,9
4536,66,29,4
4537,75,27,6
4538,75,29,8
4539,78,37,10
4540,72,26,5
4541,77,37,8
4542,73,23,6
4543,73,26,4
4544,67,24,7
4545,59,34,10
4546,70,29,5
4547,72,26,5
4548,69,37,9
4549,67,34,6
4550,73,34,7
4551,70,29,8
4552,67,35,6
4553,67,35,7
4554,66,29,5
4555,61,44,11
4556,75,25,3
4557,60,31,8
4558,72,35,7
4559,74,38,11
4560,60,32,11
4561,67,37,7
4562,64,23,6
4563,63,38,9
4564,76,23,5
4565,79,29,7
4566,66,31,7
4567,80,41,10
4568,77,32,8
4569,64,35,7
4570,80,34,7
4571,57,36,10
4572,59,46,11
4573,70,40,9
4574,65,27,2
4575,68,34,6
4576,71,32,7
4577,69,24,7
4578,75,29,3
4579,78,33,9
4580,83,21,6
4581,81,27,8
4582,61,39,11
4583,62,26,5
4584,76,24,3
4585,76,33,8
4586,81,42,7
4587,66,22,6
4588,72,29,4
4589,71,23,5
4590,64,28,11
4591,87,29,11
4592,78,28,3
4593,65,30,1
4594,71,31,7
4595,65,29,7
4596,67,26,10
4597,70,36,9
4598,59,33,8
4599,64,27,4
4600,74,31,13
4601,64,36,9
4602,61,35,10
4603,66,32,7
4604,69,35,8
4605,72,37,6
4606,73,32,7
4607,73,29,7
4608,59,25,2
4609,69,29,5
4610,63,27,2
4611,72,31,9
4612,63,24,6
4613,57,31,7
4614,72,26,6
4615,68,28,7
4616,84,33,9
4617,66,24,4
4618,56,31,9
4619,69,31,10
4620,67,31,4
4621,62,40,8
4622,73,36,8
4623,69,45,11
4624,64,35,5
4625,73,26,4
4626,63,29,7
4627,72,27,4
4628,66,37,10
4629,82,33,7
4630,76,30,7
4631,70,34,9
4632,74,24,7
4633,63,41,5
4634,67,33,10
4635,59,26,4
4636,73,27,6
4637,64,32,6
4638,69,31,9
4639,61,32,3
4640,66,31,8
4641,62,25,7
4642,66,40,8
4643,72,33,8
4644,67,32,5
4645,56,31,5
4646,72,34,7
4647,49,41,7
4648,57,31,3
4649,58,29,4
4650,79,26,9
4651,72,33,4
4652,75,30,10
4653,70,26,10
4654,72,31,7
4655,58,27,5
4656,68,33,6
4657,69,32,10
4658,75,34,6
4659,83,34,9
4660,70,29,8
4661,60,33,6
4662,75,32,6
4663,56,32,6
4664,75,31,10
4665,73,36,6
4666,63,38,6
4667,75,29,5
4668,62,39,7
4669,75,38,9
4670,80,42,10
4671,70,30,5
4672,57,31,6
4673,64,35,7
4674,59,28,2
4675,75,23,6
4676,58,38,9
4677,77,32,8
4678,61,38,6
4679,56,29,4
4680,63,33,7
4681,70,36,10
4682,68,27,7
4683,71,38,8
4684,70,40,9
4685,74,29,8
4686,78,39,12
4687,73,38,6
4688,67,32,6
4689,81,34,6
4690,60,32,3
4691,62,32,10
4692,70,40,14
4693,66,24,5
4694,49,32,1
4695,70,31,7
4696,61,29,5
4697,73,29,5
4698,79,24,5
4699,70,30,7
4700,72,29,6
4701,64,26,4
4702,64,34,10
4703,75,36,5
4704,70,44,10
4705,70,34,6
4706,70,40,7
4707,58,30,6
4708,71,33,7
4709,72,22,3
4710,53,28,4
4711,51,28,3
4712,67,37,11
4713,80,28,9
4714,75,31,7
4715,76,30,4
4716,78,36,9
4717,72,38,12
4718,61,31,10
4719,63,27,4
4720,75,28,10
4721,60,26,6
4722,71,32,7
4723,74,31,9
4724,56,35,8
4725,94,29,9
4726,71,31,11
4727,79,33,8
4728,73,30,7
4729,80,23,8
4730,76,40,5
4731,73,36,10
4732,76,28,9
4733,59,30,8
4734,70,34,6
4735,63,31,6
4736,61,38,8
4737,75,38,7
4738,75,28,7
4739,77,29,9
4740,72,29,4
4741,64,26,8
4742,76,40,12
4743,70,23,3
4744,78,34,9
4745,65,38,4
4746,65,24,4
4747,67,21,5
4748,50,29,5
4749,77,29,8
4750,72,31,10
4751,69,33,3
4752,74,32,6
4753,72,23,3
4754,63,39,9
4755,70,26,4
4756,58,29,3
4757,72,38,10
4758,70,29,9
4759,73,21,6
4760,68,18,3
4761,71,28,5
4762,71,22,7
4763,62,26,3
4764,70,36,6
