SNP,CHR,BP,gene,EFFECTSIZE,Effect,P,FDR,locus_id,GENE,snps_class_up,snps_class_down,PPI,DRUG,-log10_P,LD_b075,LD_b050,PPI_SNP,PPI_block
1083,3,190765,FMP45_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.228813363328395,-0.228665501504688,4.54364967818272e-06,0.0029288317230382,YCR034W,ELO2,ORF,Verified ORF,FMP45_MID2,noDrug,5.342595160725118,1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083,1059_1060_1061_1062_1063_1064_1065_1066_1067_1068_1069_1070_1071_1072_1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083_1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,FMP45_MID2-1083,FMP45_MID2-1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083
1093,3,198615,FMP45_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.216083578328884,-0.216190112651761,1.54652432329961e-05,0.0089812095731549,YCR038C,BUD5,ORF,Verified ORF,FMP45_MID2,noDrug,4.810643245145618,1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,1059_1060_1061_1062_1063_1064_1065_1066_1067_1068_1069_1070_1071_1072_1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083_1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,FMP45_MID2-1093,FMP45_MID2-1084_1085_1086_1087_1088_1089_1090_1091_1092_1093
1717,4,445208,FMP45_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.200760022429854,0.200760022429541,7.26985575992675e-05,0.0348656366711784,YDL003W,MCD1,ORF,Verified ORF,FMP45_MID2,noDrug,4.1384742058245,1717_1718,1717_1718,FMP45_MID2-1717,FMP45_MID2-1717_1718
1722,4,451837,FMP45_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.204423485070788,0.203279910677067,5.79613195697479e-05,0.0287611147609327,YDR001C,NTH1,ORF,Verified ORF,FMP45_MID2,noDrug,4.236861735772698,1721_1722,1721_1722,FMP45_MID2-1722,FMP45_MID2-1721_1722
1725,4,454081,FMP45_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.218513476303867,0.219403733663727,1.71412476159927e-05,0.0098368095855923,YDR003W_NFR/NDR,,Promoter,Promoter,FMP45_MID2,noDrug,4.765957571384688,1725_1726_1727_1728_1729_1730_1731_1732_1733_1734_1735_1736_1737_1738_1739_1740_1741_1742_1743_1744,1725_1726_1727_1728_1729_1730_1731_1732_1733_1734_1735_1736_1737_1738_1739_1740_1741_1742_1743_1744_1745,FMP45_MID2-1725,FMP45_MID2-1725_1726_1727_1728_1729_1730_1731_1732_1733_1734_1735_1736_1737_1738_1739_1740_1741_1742_1743_1744
1773,4,495614,FMP45_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.222241496109267,0.220284587560605,1.32147313803328e-05,0.0077868036486863,YDR027C,VPS54,ORF,Verified ORF,FMP45_MID2,noDrug,4.878941660472103,1766_1767_1768_1769_1770_1771_1772_1773_1774_1775_1776_1777_1778_1779_1780,1764_1765_1766_1767_1768_1769_1770_1771_1772_1773_1774_1775_1776_1777_1778_1779_1780_1781,FMP45_MID2-1773,FMP45_MID2-1766_1767_1768_1769_1770_1771_1772_1773_1774_1775_1776_1777_1778_1779_1780
1810,4,538183,FMP45_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.341183688069995,0.324906715489999,1.47715816719004e-05,0.0086192317452618,YDR040C,ENA1,ORF,Verified ORF,FMP45_MID2,noDrug,4.830572999975689,1809_1810,1797_1798_1799_1800_1801_1802_1803_1804_1805_1806_1807_1808_1809_1810_1811_1812_1813_1814_1815_1816_1817_1818_1819_1820_1821_1822_1823_1824_1825_1826_1827_1828_1829_1830_1831_1832_1833_1834_1835,FMP45_MID2-1810,FMP45_MID2-1809_1810
1151,3,252801,GTR1_SLM4_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.261470085679756,-0.261858951758123,6.58731908378094e-05,0.0320571709489192,YCR079W_NFR/NDR,,Promoter,Promoter,GTR1_SLM4,noDrug,4.181291299216902,1146_1147_1148_1149_1150_1151_1152_1153_1154_1155_1156_1157_1158_1159_1160_1161_1162_1163_1164_1165_1166_1167_1168_1169,1144_1145_1146_1147_1148_1149_1150_1151_1152_1153_1154_1155_1156_1157_1158_1159_1160_1161_1162_1163_1164_1165_1166_1167_1168_1169,GTR1_SLM4-1151,GTR1_SLM4-1146_1147_1148_1149_1150_1151_1152_1153_1154_1155_1156_1157_1158_1159_1160_1161_1162_1163_1164_1165_1166_1167_1168_1169
984,3,80444,HNM1_ERG11_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.276565256456686,-0.276607154257042,9.65141975874711e-06,0.0058442466811376,YCL024W,KCC4,ORF,Verified ORF,HNM1_ERG11,noDrug,5.0154087956680495,982_983_984,982_983_984,HNM1_ERG11-984,HNM1_ERG11-982_983_984
990,3,84735,HNM1_ERG11_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.283147875626589,-0.268045490848133,1.16670942331041e-05,0.0069565817304307,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,HNM1_ERG11,noDrug,4.933037294397226,990,990,HNM1_ERG11-990,HNM1_ERG11-990
1002,3,92556,HNM1_ERG11_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.287054528309751,-0.272761316962475,5.60993522706857e-06,0.0035488182428299,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,HNM1_ERG11,noDrug,5.251042153126922,1002_1003,1002_1003_1004,HNM1_ERG11-1002,HNM1_ERG11-1002_1003
1004,3,92716,HNM1_ERG11_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.270782056211258,-0.250595378847032,4.02966867398256e-05,0.0210407659062637,YCL018W,LEU2,Close to 3'-UTR,Close to 3'-UTR,HNM1_ERG11,noDrug,4.394730660800946,1004,1002_1003_1004,HNM1_ERG11-1004,HNM1_ERG11-1004
1006,3,95493,HNM1_ERG11_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.242883871368974,-0.242573307480076,0.0001081227394913,0.0484212087208538,YCL016C,DCC1,ORF,Verified ORF,HNM1_ERG11,noDrug,3.9660829591730673,1006,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,HNM1_ERG11-1006,HNM1_ERG11-1006
1070,3,178885,HNM1_ERG11_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.255151737409147,-0.258121066088772,9.70385433690456e-06,0.005873142315336,CUT048_NFR/NDR,,Promoter,Promoter,HNM1_ERG11,noDrug,5.01305573122159,1068_1069_1070_1071_1072,1059_1060_1061_1062_1063_1064_1065_1066_1067_1068_1069_1070_1071_1072_1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083_1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,HNM1_ERG11-1070,HNM1_ERG11-1068_1069_1070_1071_1072
1083,3,190765,HNM1_ERG11_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.33159912434251,-0.33074414936143,1.14205084687664e-09,1.1844427092861e-06,YCR034W,ELO2,ORF,Verified ORF,HNM1_ERG11,noDrug,8.942314559814903,1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083,1059_1060_1061_1062_1063_1064_1065_1066_1067_1068_1069_1070_1071_1072_1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083_1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,HNM1_ERG11-1083,HNM1_ERG11-1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083
1093,3,198615,HNM1_ERG11_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.405865343309557,-0.405839509757488,4.22294490119598e-14,6.59425287509196e-11,YCR038C,BUD5,ORF,Verified ORF,HNM1_ERG11,noDrug,13.374384584988224,1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,1059_1060_1061_1062_1063_1064_1065_1066_1067_1068_1069_1070_1071_1072_1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083_1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,HNM1_ERG11-1093,HNM1_ERG11-1084_1085_1086_1087_1088_1089_1090_1091_1092_1093
1097,3,204897,HNM1_ERG11_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.325930662437799,-0.32512637803983,2.4160963600533204e-09,2.41981343137648e-06,YCR042C,TAF2,ORF,Verified ORF,HNM1_ERG11,noDrug,8.616885748939604,1095_1096_1097_1098,1095_1096_1097_1098,HNM1_ERG11-1097,HNM1_ERG11-1095_1096_1097_1098
1103,3,208234,HNM1_ERG11_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.279822459093609,-0.279838121067255,2.82576525861043e-07,0.0002219474529156,YCR045C,RRT12,ORF,Verified ORF,HNM1_ERG11,noDrug,6.54886391861078,1099_1100_1101_1102_1103_1104_1105_1106,1099_1100_1101_1102_1103_1104_1105_1106,HNM1_ERG11-1103,HNM1_ERG11-1099_1100_1101_1102_1103_1104_1105_1106
5551,9,94251,HNM1_ERG11_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.257449398127498,-0.257449398127492,2.43866136401317e-06,0.0016572962563176,YIL136W,OM45,ORF,Verified ORF,HNM1_ERG11,noDrug,5.6128485022492045,5551,5489_5490_5491_5492_5493_5494_5495_5496_5497_5498_5499_5500_5501_5502_5503_5504_5505_5506_5507_5508_5509_5510_5511_5512_5513_5514_5515_5516_5517_5518_5519_5520_5521_5522_5523_5524_5525_5526_5527_5528_5529_5530_5531_5532_5533_5534_5535_5536_5537_5538_5539_5540_5541_5542_5543_5544_5545_5546_5547_5548_5549_5550_5551,HNM1_ERG11-5551,HNM1_ERG11-5551
983,3,80341,HNM1_MAM33_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.35519439533703,-0.355892966249294,2.24336652977633e-06,0.0015350062468486,YCL024W,KCC4,ORF,Verified ORF,HNM1_MAM33,noDrug,5.649099763931639,982_983_984,982_983_984,HNM1_MAM33-983,HNM1_MAM33-982_983_984
992,3,84780,HNM1_MAM33_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.357719755362463,-0.346509866832801,4.72959484574188e-05,0.0242165884405008,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,HNM1_MAM33,noDrug,4.325176060910166,992,992,HNM1_MAM33-992,HNM1_MAM33-992
1002,3,92556,HNM1_MAM33_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.374499687356945,-0.362237756551048,8.71845493103142e-07,0.0006352461592859,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,HNM1_MAM33,noDrug,6.059560473138733,1002_1003,1002_1003_1004,HNM1_MAM33-1002,HNM1_MAM33-1002_1003
1004,3,92716,HNM1_MAM33_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.367247253700356,-0.345793394925261,3.71565005849671e-06,0.0024374278600764,YCL018W,LEU2,Close to 3'-UTR,Close to 3'-UTR,HNM1_MAM33,noDrug,5.429965194791502,1004,1002_1003_1004,HNM1_MAM33-1004,HNM1_MAM33-1004
1006,3,95493,HNM1_MAM33_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.320040064864138,-0.314282440029606,2.29634213972563e-05,0.0127736909459095,YCL016C,DCC1,ORF,Verified ORF,HNM1_MAM33,noDrug,4.6389634044600765,1006,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,HNM1_MAM33-1006,HNM1_MAM33-1006
1009,3,100583,HNM1_MAM33_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.284633739089554,-0.284046276900739,8.95321991510732e-05,0.0414827712158439,YCL014W,BUD3,ORF,Verified ORF,HNM1_MAM33,noDrug,4.0480207479381605,1007_1008_1009_1010_1011,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,HNM1_MAM33-1009,HNM1_MAM33-1007_1008_1009_1010_1011
1083,3,190765,HNM1_MAM33_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.277490672010273,-0.27715320785824,3.15410140538367e-05,0.0169644575538732,YCR034W,ELO2,ORF,Verified ORF,HNM1_MAM33,noDrug,4.501124348074139,1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083,1059_1060_1061_1062_1063_1064_1065_1066_1067_1068_1069_1070_1071_1072_1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083_1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,HNM1_MAM33-1083,HNM1_MAM33-1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083
1093,3,198615,HNM1_MAM33_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.286251311834521,-0.286499754967346,1.73801119754902e-05,0.0099601195649556,YCR038C,BUD5,ORF,Verified ORF,HNM1_MAM33,noDrug,4.759947429833218,1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,1059_1060_1061_1062_1063_1064_1065_1066_1067_1068_1069_1070_1071_1072_1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083_1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,HNM1_MAM33-1093,HNM1_MAM33-1084_1085_1086_1087_1088_1089_1090_1091_1092_1093
1663,4,383443,HNM1_MAM33_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.277225704392037,0.276807877765542,4.16727540826745e-05,0.0216654256822112,SUT048,,Unstable transcript,SUT,HNM1_MAM33,noDrug,4.38014779679773,1661_1662_1663,1656_1657_1658_1659_1660_1661_1662_1663_1664_1665_1666_1667_1668_1669_1670_1671_1672_1673_1674_1675,HNM1_MAM33-1663,HNM1_MAM33-1661_1662_1663
1677,4,384094,HNM1_MAM33_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.273061454710843,0.273137821408796,3.98653834814777e-05,0.0208476066154331,SUT048,,Unstable transcript,SUT,HNM1_MAM33,noDrug,4.399404053893749,1677,1677_1678_1679_1680_1681_1682_1683_1684_1685,HNM1_MAM33-1677,HNM1_MAM33-1677
1679,4,384602,HNM1_MAM33_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.287033836046738,0.286668017874129,1.50326182542546e-05,0.0087558235422653,SUT048,,Unstable transcript,SUT,HNM1_MAM33,noDrug,4.822965371086772,1679_1680,1677_1678_1679_1680_1681_1682_1683_1684_1685,HNM1_MAM33-1679,HNM1_MAM33-1679_1680
1681,4,388305,HNM1_MAM33_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.267799025734401,0.267626770438885,5.56134171516672e-05,0.0277765034345351,YDL036C,PUS9,ORF,Verified ORF,HNM1_MAM33,noDrug,4.254820418993979,1681_1682,1677_1678_1679_1680_1681_1682_1683_1684_1685,HNM1_MAM33-1681,HNM1_MAM33-1681_1682
1690,4,405368,HNM1_MAM33_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.265693226130601,0.2648206736472,9.57570374683836e-05,0.04384769955145,YDL025C,RTK1,ORF,Verified ORF,HNM1_MAM33,noDrug,4.018829298598261,1690,1690_1691,HNM1_MAM33-1690,HNM1_MAM33-1690
8885,13,561662,HNM1_MAM33_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.260099508092201,-0.260148618743065,9.81073667418197e-05,0.0447184339593593,YMR149W,SWP1,ORF,Verified ORF,HNM1_MAM33,noDrug,4.00829838084429,8883_8884_8885_8886_8887_8888_8889_8890_8891_8892,8882_8883_8884_8885_8886_8887_8888_8889_8890_8891_8892_8893_8894_8895_8896_8897_8898_8899_8900_8901,HNM1_MAM33-8885,HNM1_MAM33-8883_8884_8885_8886_8887_8888_8889_8890_8891_8892
10197,15,180978,HNM1_MAM33_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.30017255984716,-0.299946531186902,6.51860772576726e-05,0.0317869531948108,YOL080C,REX4,ORF,Verified ORF,HNM1_MAM33,noDrug,4.185845152977389,10179_10180_10181_10182_10183_10184_10185_10186_10187_10188_10189_10190_10191_10192_10193_10194_10195_10196_10197_10198_10199_10200_10201_10202_10203,10179_10180_10181_10182_10183_10184_10185_10186_10187_10188_10189_10190_10191_10192_10193_10194_10195_10196_10197_10198_10199_10200_10201_10202_10203,HNM1_MAM33-10197,HNM1_MAM33-10179_10180_10181_10182_10183_10184_10185_10186_10187_10188_10189_10190_10191_10192_10193_10194_10195_10196_10197_10198_10199_10200_10201_10202_10203
982,3,79867,HNM1_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.303340766643046,-0.302772827569918,1.9013673193747e-07,0.0001531561827333,YCL024W,KCC4,ORF,Verified ORF,HNM1_MID2,noDrug,6.720933974998059,982_983_984,982_983_984,HNM1_MID2-982,HNM1_MID2-982_983_984
990,3,84735,HNM1_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.281602613743326,-0.2656667624213,3.91530729349231e-06,0.0025557665081464,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,HNM1_MID2,noDrug,5.407234146599461,990,990,HNM1_MID2-990,HNM1_MID2-990
992,3,84780,HNM1_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.343833066764769,-0.291666658261922,5.11468901800803e-07,0.0003856777931823,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,HNM1_MID2,noDrug,6.2911807670092745,992,992,HNM1_MID2-992,HNM1_MID2-992
1002,3,92556,HNM1_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.288140417031287,-0.27155810668849,1.38307771258233e-06,0.0009796610390891,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,HNM1_MID2,noDrug,5.859153417000246,1002_1003,1002_1003_1004,HNM1_MID2-1002,HNM1_MID2-1002_1003
1004,3,92716,HNM1_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.283693736879615,-0.262753963323882,5.11407821649498e-06,0.0032641524698446,YCL018W,LEU2,Close to 3'-UTR,Close to 3'-UTR,HNM1_MID2,noDrug,5.29123263400769,1004,1002_1003_1004,HNM1_MID2-1004,HNM1_MID2-1004
1006,3,95493,HNM1_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.269513093482591,-0.266103875028966,5.11010218247041e-06,0.0032618932745685,YCL016C,DCC1,ORF,Verified ORF,HNM1_MID2,noDrug,5.291570415552302,1006,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,HNM1_MID2-1006,HNM1_MID2-1006
1070,3,178885,HNM1_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.221283275952794,-0.221900052181208,5.19200748639404e-05,0.0262089592093321,CUT048_NFR/NDR,,Promoter,Promoter,HNM1_MID2,noDrug,4.284664689994806,1068_1069_1070_1071_1072,1059_1060_1061_1062_1063_1064_1065_1066_1067_1068_1069_1070_1071_1072_1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083_1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,HNM1_MID2-1070,HNM1_MID2-1068_1069_1070_1071_1072
1075,3,187956,HNM1_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.295912995967891,-0.294862828807789,2.5929880537429e-08,2.32916398556328e-05,YCR033W,SNT1,ORF,Verified ORF,HNM1_MID2,noDrug,7.586199484081203,1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083,1059_1060_1061_1062_1063_1064_1065_1066_1067_1068_1069_1070_1071_1072_1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083_1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,HNM1_MID2-1075,HNM1_MID2-1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083
1093,3,198615,HNM1_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.380182394388701,-0.380272182543729,7.75516803684433e-14,1.18185345065243e-10,YCR038C,BUD5,ORF,Verified ORF,HNM1_MID2,noDrug,13.110408787575249,1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,1059_1060_1061_1062_1063_1064_1065_1066_1067_1068_1069_1070_1071_1072_1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083_1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,HNM1_MID2-1093,HNM1_MID2-1084_1085_1086_1087_1088_1089_1090_1091_1092_1093
1095,3,203261,HNM1_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.322719953363427,-0.322584333452608,3.27072293977021e-10,3.57154916363441e-07,YCR042C,TAF2,ORF,Verified ORF,HNM1_MID2,noDrug,9.485356243042599,1095_1096_1097_1098,1095_1096_1097_1098,HNM1_MID2-1095,HNM1_MID2-1095_1096_1097_1098
1103,3,208234,HNM1_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.239913644444791,-0.239968583262889,3.51099032194089e-06,0.0023146891276657,YCR045C,RRT12,ORF,Verified ORF,HNM1_MID2,noDrug,5.454570367667506,1099_1100_1101_1102_1103_1104_1105_1106,1099_1100_1101_1102_1103_1104_1105_1106,HNM1_MID2-1103,HNM1_MID2-1099_1100_1101_1102_1103_1104_1105_1106
9904,14,746927,HNM1_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.224634087154354,0.224882138833827,1.76166986056253e-05,0.0100694489250607,YNR063W_NFR/NDR,,Promoter,Promoter,HNM1_MID2,noDrug,4.754075475702466,9899_9900_9901_9902_9903_9904_9905_9906,9899_9900_9901_9902_9903_9904_9905_9906,HNM1_MID2-9904,HNM1_MID2-9899_9900_9901_9902_9903_9904_9905_9906
726,2,635476,HNM1_RBD2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.246679296337478,-0.246612477902989,4.99332096083865e-05,0.0253429435208206,YBR207W,FTH1,ORF,Verified ORF,HNM1_RBD2,noDrug,4.301610517453576,726_727_728_729_730_731,706_707_708_709_710_711_712_713_714_715_716_717_718_719_720_721_722_723_724_725_726_727_728_729_730_731,HNM1_RBD2-726,HNM1_RBD2-726_727_728_729_730_731
990,3,84735,HNM1_RBD2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.27581372602068,-0.260516378762678,0.0001124759672862,0.0499813825659789,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,HNM1_RBD2,noDrug,3.948940263241278,990,990,HNM1_RBD2-990,HNM1_RBD2-990
1002,3,92556,HNM1_RBD2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.283731047991855,-0.268221032563054,4.9185590239087e-05,0.0250314964208384,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,HNM1_RBD2,noDrug,4.308162112603907,1002_1003,1002_1003_1004,HNM1_RBD2-1002,HNM1_RBD2-1002_1003
1004,3,92716,HNM1_RBD2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.282847025351053,-0.254211482747328,0.0001020593266649,0.0462409270759413,YCL018W,LEU2,Close to 3'-UTR,Close to 3'-UTR,HNM1_RBD2,noDrug,3.9911473012466154,1004,1002_1003_1004,HNM1_RBD2-1004,HNM1_RBD2-1004
10187,15,170413,HNM1_RBD2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.365157477099768,-0.365157477100655,5.08242210843773e-08,4.40233889417793e-05,CUT362,,Unstable transcript,CUT,HNM1_RBD2,noDrug,7.293929268496101,10179_10180_10181_10182_10183_10184_10185_10186_10187_10188_10189_10190_10191_10192_10193_10194_10195_10196_10197_10198_10199_10200_10201_10202_10203,10179_10180_10181_10182_10183_10184_10185_10186_10187_10188_10189_10190_10191_10192_10193_10194_10195_10196_10197_10198_10199_10200_10201_10202_10203,HNM1_RBD2-10187,HNM1_RBD2-10179_10180_10181_10182_10183_10184_10185_10186_10187_10188_10189_10190_10191_10192_10193_10194_10195_10196_10197_10198_10199_10200_10201_10202_10203
990,3,84735,HNM1_TPO1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.280384284517541,-0.269521198596083,8.271790892079e-05,0.0388286312393283,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,HNM1_TPO1,noDrug,4.082400452920838,990,990,HNM1_TPO1-990,HNM1_TPO1-990
1002,3,92556,HNM1_TPO1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.311697399770014,-0.307616411038448,7.43392819508307e-06,0.004599496124463,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,HNM1_TPO1,noDrug,5.12878163810575,1002_1003,1002_1003_1004,HNM1_TPO1-1002,HNM1_TPO1-1002_1003
1004,3,92716,HNM1_TPO1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.315362640028265,-0.292974468111085,1.33799969017762e-05,0.0078748731489593,YCL018W,LEU2,Close to 3'-UTR,Close to 3'-UTR,HNM1_TPO1,noDrug,4.873543987131847,1004,1002_1003_1004,HNM1_TPO1-1004,HNM1_TPO1-1004
1002,3,92556,HNM1_TPO2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.285726162534049,-0.284193284931145,3.50105534046348e-05,0.0185805049466319,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,HNM1_TPO2,noDrug,4.455801024376937,1002_1003,1002_1003_1004,HNM1_TPO2-1002,HNM1_TPO2-1002_1003
1089,3,198109,HNM1_TPO2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.262796680668678,-0.262796680668683,1.08946262356998e-05,0.006530903287076,YCR038C,BUD5,ORF,Verified ORF,HNM1_TPO2,noDrug,4.962787664596938,1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,1059_1060_1061_1062_1063_1064_1065_1066_1067_1068_1069_1070_1071_1072_1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083_1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,HNM1_TPO2-1089,HNM1_TPO2-1084_1085_1086_1087_1088_1089_1090_1091_1092_1093
983,3,80341,HNM1_TPO4_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.327253515169443,-0.325731326997497,2.84900172358313e-06,0.0019118216217261,YCL024W,KCC4,ORF,Verified ORF,HNM1_TPO4,noDrug,5.545307288021872,982_983_984,982_983_984,HNM1_TPO4-983,HNM1_TPO4-982_983_984
990,3,84735,HNM1_TPO4_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.343416386365807,-0.323272720313541,2.10939556549242e-06,0.0014490785523298,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,HNM1_TPO4,noDrug,5.675841971326469,990,990,HNM1_TPO4-990,HNM1_TPO4-990
992,3,84780,HNM1_TPO4_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.377141421253769,-0.309443985629192,3.74892667581987e-06,0.0024561697670909,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,HNM1_TPO4,noDrug,5.4260930537364205,992,992,HNM1_TPO4-992,HNM1_TPO4-992
1002,3,92556,HNM1_TPO4_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.375575935843707,-0.357887260561415,1.06433737011747e-07,8.84499505040091e-05,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,HNM1_TPO4,noDrug,6.9729206889991175,1002_1003,1002_1003_1004,HNM1_TPO4-1002,HNM1_TPO4-1002_1003
1004,3,92716,HNM1_TPO4_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.36463415564672,-0.333213977778609,7.54671247167868e-07,0.0005548470705641,YCL018W,LEU2,Close to 3'-UTR,Close to 3'-UTR,HNM1_TPO4,noDrug,6.1222421962312215,1004,1002_1003_1004,HNM1_TPO4-1004,HNM1_TPO4-1004
1006,3,95493,HNM1_TPO4_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.347459866424204,-0.346507824956525,6.95998940598607e-07,0.0005139855891882,YCL016C,DCC1,ORF,Verified ORF,HNM1_TPO4,noDrug,6.157391421441923,1006,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,HNM1_TPO4-1006,HNM1_TPO4-1006
