"","ORFs","Gene_names"
"1815","YLR384C","IKI3"
"1816","YLR383W","SMC6"
"1817","YLR382C","NAM2"
"1818","YLR381W","CTF3"
"1819","YLR380W","CSR1"
"1820","YLR378C","SEC61"
"1821","YLR377C","FBP1"
"1822","YLR376C","PSY3"
"1823","YLR375W","STP3"
"1824","YLR373C","VID22"
"1825","YLR372W","ELO3"
"1826","YLR371W","ROM2"
"1827","YLR370C","ARC18"
"1828","YLR369W","SSQ1"
"1829","YLR368W","MDM30"
"1830","YLR367W","RPS22B"
"1831","YLR364W","GRX8"
"1832","YLR363C","NMD4"
"1833","YLR362W","STE11"
"1834","YLR361C","DCR2"
"1835","YLR360W","VPS38"
"1836","YLR359W","ADE13"
"1837","YLR357W","RSC2"
"1838","YLR356W","ATG33"
"1839","YLR355C","ILV5"
"1840","YLR354C","TAL1"
"1841","YLR353W","BUD8"
"1842","YLR351C","NIT3"
"1843","YLR350W","ORM2"
"1844","YLR348C","DIC1"
"1845","YLR347C","KAP95"
"1846","YLR346C","CIS1"
"1847","YLR344W","RPL26A"
"1848","YLR343W","GAS2"
"1849","YLR342W","FKS1"
"1850","YLR341W","SPO77"
"1851","YLR340W","RPP0"
"1852","YLR338W","OPI9"
"1853","YLR337C","VRP1"
"1854","YLR336C","SGD1"
"1855","YLR335W","NUP2"
"1856","YLR333C","RPS25B"
"1857","YLR332W","MID2"
"1858","YLR331C","JIP3"
"1859","YLR330W","CHS5"
"1860","YLR329W","REC102"
"1861","YLR328W","NMA1"
"1862","YLR327C","TMA10"
"1863","YLR325C","RPL38"
"1864","YLR324W","PEX30"
"1865","YLR323C","CWC24"
"1866","YLR322W","VPS65"
"1867","YLR321C","SFH1"
"1868","YLR320W","MMS22"
"1869","YLR319C","BUD6"
"1870","YLR318W","EST2"
"1871","YLR316C","TAD3"
"1872","YLR315W","NKP2"
"1873","YLR314C","CDC3"
"1874","YLR313C","SPH1"
"1875","YLR312W-A","MRPL15"
"1876","YLR312C","ATG39"
"1877","YLR310C","CDC25"
"1878","YLR309C","IMH1"
"1879","YLR308W","CDA2"
"1880","YLR307W","CDA1"
"1881","YLR306W","UBC12"
"1882","YLR305C","STT4"
"1883","YLR304C","ACO1"
"1884","YLR303W","MET17"
"1885","YLR301W","HRI1"
"1886","YLR300W","EXG1"
"1887","YLR299W","ECM38"
"1888","YLR298C","YHC1"
"1889","YLR295C","ATP14"
"1890","YLR293C","GSP1"
"1891","YLR292C","SEC72"
"1892","YLR291C","GCD7"
"1893","YLR290C","COQ11"
"1894","YLR289W","GUF1"
"1895","YLR288C","MEC3"
"1896","YLR287C-A","RPS30A"
"1897","YLR286C","CTS1"
"1898","YLR285W","NNT1"
"1899","YLR284C","ECI1"
"1900","YLR277C","YSH1"
"1901","YLR276C","DBP9"
"1902","YLR275W","SMD2"
"1903","YLR274W","MCM5"
"1904","YLR273C","PIG1"
"1905","YLR272C","YCS4"
"1906","YLR271W","CMG1"
"1907","YLR270W","DCS1"
"1908","YLR268W","SEC22"
"1909","YLR267W","BOP2"
"1910","YLR266C","PDR8"
"1911","YLR265C","NEJ1"
"1912","YLR264W","RPS28B"
"1913","YLR263W","RED1"
"1914","YLR262C-A","TMA7"
"1915","YLR262C","YPT6"
"1916","YLR261C","VPS63"
"1917","YLR260W","LCB5"
"1918","YLR259C","HSP60"
"1919","YLR258W","GSY2"
"1920","YLR256W","HAP1"
"1921","YLR254C","NDL1"
"1922","YLR253W","MCP2"
"1923","YLR251W","SYM1"
"1924","YLR250W","SSP120"
"1925","YLR249W","YEF3"
"1926","YLR248W","RCK2"
"1927","YLR247C","IRC20"
"1928","YLR246W","ERF2"
"1929","YLR245C","CDD1"
"1930","YLR244C","MAP1"
"1931","YLR243W","GPN3"
"1932","YLR242C","ARV1"
"1933","YLR241W","CSC1"
"1934","YLR240W","VPS34"
"1935","YLR239C","LIP2"
"1936","YLR238W","FAR10"
"1937","YLR237W","THI7"
"1938","YLR234W","TOP3"
"1939","YLR233C","EST1"
"1940","YLR231C","BNA5"
"1941","YLR229C","CDC42"
"1942","YLR228C","ECM22"
"1943","YLR227C","ADY4"
"1944","YLR226W","BUR2"
"1945","YLR224W","UCC1"
"1946","YLR223C","IFH1"
"1947","YLR222C","UTP13"
"1948","YLR221C","RSA3"
"1949","YLR220W","CCC1"
"1950","YLR219W","MSC3"
"1951","YLR218C","COA4"
"1952","YLR216C","CPR6"
"1953","YLR215C","CDC123"
"1954","YLR214W","FRE1"
"1955","YLR213C","CRR1"
"1956","YLR212C","TUB4"
"1957","YLR211C","ATG38"
"1958","YLR210W","CLB4"
"1959","YLR209C","PNP1"
"1960","YLR208W","SEC13"
"1961","YLR207W","HRD3"
"1962","YLR206W","ENT2"
"1963","YLR205C","HMX1"
"1964","YLR204W","QRI5"
"1965","YLR203C","MSS51"
"1966","YLR201C","COQ9"
"1967","YLR200W","YKE2"
"1968","YLR199C","PBA1"
"1969","YLR197W","NOP56"
"1970","YLR196W","PWP1"
"1971","YLR195C","NMT1"
"1972","YLR194C","NCW2"
"1973","YLR193C","UPS1"
"1974","YLR192C","HCR1"
"1975","YLR191W","PEX13"
"1976","YLR190W","MMR1"
"1977","YLR189C","ATG26"
"1978","YLR188W","MDL1"
"1979","YLR187W","SKG3"
"1980","YLR186W","EMG1"
"1981","YLR185W","RPL37A"
"1982","YLR183C","TOS4"
"1983","YLR182W","SWI6"
"1984","YLR181C","VTA1"
"1985","YLR180W","SAM1"
"1986","YLR178C","TFS1"
"1987","YLR176C","RFX1"
"1988","YLR175W","CBF5"
"1989","YLR174W","IDP2"
"1990","YLR172C","DPH5"
"1991","YLR170C","APS1"
"1992","YLR168C","UPS2"
"1993","YLR167W","RPS31"
"1994","YLR166C","SEC10"
"1995","YLR165C","PUS5"
"1996","YLR164W","SHH4"
"1997","YLR163C","MAS1"
"1998","YLR162W-A","RRT15"
"1999","YLR160C","ASP3-4"
"2000","YLR158C","ASP3-3"
"2001","YLR157C","ASP3-2"
"2002","YLR155C","ASP3-1"
"2003","YLR154W-C","TAR1"
"2004","YLR154C","RNH203"
"2005","YLR153C","ACS2"
"2006","YLR151C","PCD1"
"2007","YLR150W","STM1"
"2008","YLR148W","PEP3"
"2009","YLR147C","SMD3"
"2010","YLR146C","SPE4"
"2011","YLR145W","RMP1"
"2012","YLR144C","ACF2"
"2013","YLR143W","DPH6"
"2014","YLR142W","PUT1"
"2015","YLR141W","RRN5"
"2016","YLR139C","SLS1"
"2017","YLR138W","NHA1"
"2018","YLR137W","RKM5"
"2019","YLR136C","TIS11"
"2020","YLR135W","SLX4"
"2021","YLR134W","PDC5"
"2022","YLR133W","CKI1"
"2023","YLR132C","USB1"
"2024","YLR131C","ACE2"
"2025","YLR130C","ZRT2"
"2026","YLR129W","DIP2"
"2027","YLR128W","DCN1"
"2028","YLR127C","APC2"
"2029","YLR121C","YPS3"
"2030","YLR120C","YPS1"
"2031","YLR119W","SRN2"
"2032","YLR117C","CLF1"
"2033","YLR116W","MSL5"
"2034","YLR115W","CFT2"
"2035","YLR114C","AVL9"
"2036","YLR113W","HOG1"
"2037","YLR110C","CCW12"
"2038","YLR109W","AHP1"
"2039","YLR107W","REX3"
"2040","YLR106C","MDN1"
"2041","YLR105C","SEN2"
"2042","YLR104W","LCL2"
"2043","YLR103C","CDC45"
"2044","YLR102C","APC9"
"2045","YLR100W","ERG27"
"2046","YLR099W-A","MIM2"
"2047","YLR099C","ICT1"
"2048","YLR098C","CHA4"
"2049","YLR097C","HRT3"
"2050","YLR096W","KIN2"
"2051","YLR095C","IOC2"
"2052","YLR094C","GIS3"
"2053","YLR093C","NYV1"
"2054","YLR092W","SUL2"
"2055","YLR091W","GEP5"
"2056","YLR090W","XDJ1"
"2057","YLR089C","ALT1"
"2058","YLR088W","GAA1"
"2059","YLR087C","CSF1"
"2060","YLR086W","SMC4"
"2061","YLR085C","ARP6"
"2062","YLR084C","RAX2"
"2063","YLR083C","EMP70"
"2064","YLR082C","SRL2"
"2065","YLR081W","GAL2"
"2066","YLR080W","EMP46"
"2067","YLR079W","SIC1"
"2068","YLR078C","BOS1"
"2069","YLR077W","FMP25"
"2070","YLR075W","RPL10"
"2071","YLR074C","BUD20"
"2072","YLR073C","RFU1"
"2073","YLR072W","LAM6"
"2074","YLR071C","RGR1"
"2075","YLR070C","XYL2"
"2076","YLR069C","MEF1"
"2077","YLR068W","FYV7"
"2078","YLR067C","PET309"
"2079","YLR066W","SPC3"
"2080","YLR065C","ENV10"
"2081","YLR064W","PER33"
"2082","YLR063W","BMT6"
"2083","YLR062C","BUD28"
"2084","YLR061W","RPL22A"
"2085","YLR060W","FRS1"
"2086","YLR059C","REX2"
"2087","YLR058C","SHM2"
"2088","YLR057W","MNL2"
"2089","YLR056W","ERG3"
"2090","YLR055C","SPT8"
"2091","YLR054C","OSW2"
"2092","YLR052W","IES3"
"2093","YLR051C","FCF2"
"2094","YLR048W","RPS0B"
"2095","YLR047C","FRE8"
"2096","YLR045C","STU2"
"2097","YLR044C","PDC1"
"2098","YLR043C","TRX1"
"2099","YLR040C","AFB1"
"2100","YLR039C","RIC1"
"2101","YLR038C","COX12"
"2102","YLR037C","PAU23"
"2103","YLR035C","MLH2"
"2104","YLR034C","SMF3"
"2105","YLR033W","RSC58"
"2106","YLR032W","RAD5"
"2107","YLR029C","RPL15A"
"2108","YLR028C","ADE16"
"2109","YLR027C","AAT2"
"2110","YLR026C","SED5"
"2111","YLR025W","SNF7"
"2112","YLR024C","UBR2"
"2113","YLR023C","IZH3"
"2114","YLR022C","SDO1"
"2115","YLR021W","IRC25"
"2116","YLR020C","YEH2"
"2117","YLR019W","PSR2"
"2118","YLR018C","POM34"
"2119","YLR017W","MEU1"
"2120","YLR016C","PML1"
"2121","YLR015W","BRE2"
"2122","YLR014C","PPR1"
"2123","YLR013W","GAT3"
"2124","YLR011W","LOT6"
"2125","YLR010C","TEN1"
"2126","YLR009W","RLP24"
"2127","YLR008C","PAM18"
"2128","YLR007W","NSE1"
"2129","YLR006C","SSK1"
"2130","YLR005W","SSL1"
"2131","YLR004C","THI73"
"2132","YLR003C","CMS1"
"2133","YLR002C","NOC3"
"2134","YLL064C","PAU18"
"2135","YLL063C","AYT1"
"2136","YLL062C","MHT1"
"2137","YLL061W","MMP1"
"2138","YLL060C","GTT2"
"2139","YLL057C","JLP1"
"2140","YLL055W","YCT1"
"2141","YLL052C","AQY2"
"2142","YLL051C","FRE6"
"2143","YLL050C","COF1"
"2144","YLL049W","LDB18"
"2145","YLL048C","YBT1"
"2146","YLL046C","RNP1"
"2147","YLL045C","RPL8B"
"2148","YLL043W","FPS1"
"2149","YLL042C","ATG10"
"2150","YLL041C","SDH2"
"2151","YLL040C","VPS13"
"2152","YLL039C","UBI4"
"2153","YLL038C","ENT4"
"2154","YLL036C","PRP19"
"2155","YLL035W","GRC3"
"2156","YLL034C","RIX7"
"2157","YLL033W","IRC19"
"2158","YLL031C","GPI13"
"2159","YLL030C","RRT7"
"2160","YLL029W","FRA1"
"2161","YLL028W","TPO1"
"2162","YLL027W","ISA1"
"2163","YLL026W","HSP104"
"2164","YLL025W","PAU17"
"2165","YLL024C","SSA2"
"2166","YLL023C","POM33"
"2167","YLL022C","HIF1"
"2168","YLL021W","SPA2"
"2169","YLL019C","KNS1"
"2170","YLL018C-A","COX19"
"2171","YLL018C","DPS1"
"2172","YLL016W","SDC25"
"2173","YLL015W","BPT1"
"2174","YLL014W","EMC6"
"2175","YLL013C","PUF3"
"2176","YLL012W","YEH1"
"2177","YLL011W","SOF1"
"2178","YLL010C","PSR1"
"2179","YLL009C","COX17"
"2180","YLL008W","DRS1"
"2181","YLL007C","LMO1"
"2182","YLL006W","MMM1"
"2183","YLL005C","SPO75"
"2184","YLL004W","ORC3"
"2185","YLL003W","SFI1"
"2186","YLL002W","RTT109"
"2187","YLL001W","DNM1"
"2188","YKR106W","GEX2"
"2189","YKR105C","VBA5"
"2190","YKR103W","NFT1"
"2191","YKR102W","FLO10"
"2192","YKR101W","SIR1"
"2193","YKR100C","SKG1"
"2194","YKR099W","BAS1"
"2195","YKR098C","UBP11"
"2196","YKR097W","PCK1"
"2197","YKR096W","ESL2"
"2198","YKR095W-A","PCC1"
"2199","YKR095W","MLP1"
"2200","YKR094C","RPL40B"
"2201","YKR093W","PTR2"
"2202","YKR092C","SRP40"
"2203","YKR091W","SRL3"
"2204","YKR090W","PXL1"
"2205","YKR089C","TGL4"
"2206","YKR088C","TVP38"
"2207","YKR087C","OMA1"
"2208","YKR086W","PRP16"
"2209","YKR085C","MRPL20"
"2210","YKR084C","HBS1"
"2211","YKR083C","DAD2"
"2212","YKR082W","NUP133"
"2213","YKR081C","RPF2"
"2214","YKR080W","MTD1"
"2215","YKR079C","TRZ1"
"2216","YKR077W","MSA2"
"2217","YKR076W","ECM4"
"2218","YKR074W","AIM29"
"2219","YKR072C","SIS2"
"2220","YKR071C","DRE2"
"2221","YKR069W","MET1"
"2222","YKR068C","BET3"
"2223","YKR067W","GPT2"
"2224","YKR066C","CCP1"
"2225","YKR065C","PAM17"
"2226","YKR064W","OAF3"
"2227","YKR063C","LAS1"
"2228","YKR062W","TFA2"
"2229","YKR061W","KTR2"
"2230","YKR060W","UTP30"
"2231","YKR059W","TIF1"
"2232","YKR058W","GLG1"
"2233","YKR057W","RPS21A"
"2234","YKR056W","TRM2"
"2235","YKR055W","RHO4"
"2236","YKR054C","DYN1"
"2237","YKR053C","YSR3"
"2238","YKR052C","MRS4"
"2239","YKR050W","TRK2"
"2240","YKR049C","FMP46"
"2241","YKR048C","NAP1"
"2242","YKR046C","PET10"
"2243","YKR044W","UIP5"
"2244","YKR043C","SHB17"
"2245","YKR042W","UTH1"
"2246","YKR039W","GAP1"
"2247","YKR038C","KAE1"
"2248","YKR037C","SPC34"
"2249","YKR036C","CAF4"
"2250","YKR035W-A","DID2"
"2251","YKR035C","OPI8"
"2252","YKR034W","DAL80"
"2253","YKR031C","SPO14"
"2254","YKR030W","GMH1"
"2255","YKR029C","SET3"
"2256","YKR028W","SAP190"
"2257","YKR027W","BCH2"
"2258","YKR026C","GCN3"
"2259","YKR025W","RPC37"
"2260","YKR024C","DBP7"
"2261","YKR022C","NTR2"
"2262","YKR021W","ALY1"
"2263","YKR020W","VPS51"
"2264","YKR019C","IRS4"
"2265","YKR017C","HEL1"
"2266","YKR016W","MIC60"
"2267","YKR014C","YPT52"
"2268","YKR013W","PRY2"
"2269","YKR010C","TOF2"
"2270","YKR009C","FOX2"
"2271","YKR008W","RSC4"
"2272","YKR007W","MEH1"
"2273","YKR006C","MRPL13"
"2274","YKR004C","ECM9"
"2275","YKR003W","OSH6"
"2276","YKR002W","PAP1"
"2277","YKR001C","VPS1"
"2278","YKL224C","PAU16"
"2279","YKL221W","MCH2"
"2280","YKL220C","FRE2"
"2281","YKL219W","COS9"
"2282","YKL218C","SRY1"
"2283","YKL217W","JEN1"
"2284","YKL216W","URA1"
"2285","YKL215C","OXP1"
"2286","YKL214C","YRA2"
"2287","YKL213C","DOA1"
"2288","YKL212W","SAC1"
"2289","YKL211C","TRP3"
"2290","YKL210W","UBA1"
"2291","YKL209C","STE6"
"2292","YKL208W","CBT1"
"2293","YKL207W","EMC3"
"2294","YKL206C","ADD66"
"2295","YKL205W","LOS1"
"2296","YKL204W","EAP1"
"2297","YKL203C","TOR2"
"2298","YKL201C","MNN4"
"2299","YKL198C","PTK1"
"2300","YKL197C","PEX1"
"2301","YKL196C","YKT6"
"2302","YKL195W","MIA40"
"2303","YKL194C","MST1"
"2304","YKL193C","SDS22"
"2305","YKL192C","ACP1"
"2306","YKL191W","DPH2"
"2307","YKL190W","CNB1"
"2308","YKL189W","HYM1"
"2309","YKL188C","PXA2"
"2310","YKL187C","FAT3"
"2311","YKL186C","MTR2"
"2312","YKL185W","ASH1"
"2313","YKL184W","SPE1"
"2314","YKL183W","LOT5"
"2315","YKL182W","FAS1"
"2316","YKL181W","PRS1"
"2317","YKL180W","RPL17A"
"2318","YKL179C","COY1"
"2319","YKL178C","STE3"
"2320","YKL176C","LST4"
"2321","YKL175W","ZRT3"
"2322","YKL174C","TPO5"
"2323","YKL173W","SNU114"
"2324","YKL172W","EBP2"
"2325","YKL171W","NNK1"
"2326","YKL170W","MRPL38"
"2327","YKL168C","KKQ8"
"2328","YKL167C","MRP49"
"2329","YKL166C","TPK3"
"2330","YKL165C","MCD4"
"2331","YKL164C","PIR1"
"2332","YKL163W","PIR3"
"2333","YKL161C","KDX1"
"2334","YKL160W","ELF1"
"2335","YKL159C","RCN1"
"2336","YKL157W","APE2"
"2337","YKL156W","RPS27A"
"2338","YKL155C","RSM22"
"2339","YKL154W","SRP102"
"2340","YKL152C","GPM1"
"2341","YKL151C","NNR2"
"2342","YKL150W","MCR1"
"2343","YKL149C","DBR1"
"2344","YKL148C","SDH1"
"2345","YKL146W","AVT3"
"2346","YKL145W","RPT1"
"2347","YKL144C","RPC25"
"2348","YKL143W","LTV1"
"2349","YKL142W","MRP8"
"2350","YKL141W","SDH3"
"2351","YKL140W","TGL1"
"2352","YKL139W","CTK1"
"2353","YKL138C-A","HSK3"
"2354","YKL138C","MRPL31"
"2355","YKL137W","CMC1"
"2356","YKL135C","APL2"
"2357","YKL134C","OCT1"
"2358","YKL132C","RMA1"
"2359","YKL130C","SHE2"
"2360","YKL129C","MYO3"
"2361","YKL128C","PMU1"
"2362","YKL127W","PGM1"
"2363","YKL126W","YPK1"
"2364","YKL125W","RRN3"
"2365","YKL124W","SSH4"
"2366","YKL122C","SRP21"
"2367","YKL121W","DGR2"
"2368","YKL120W","OAC1"
"2369","YKL119C","VPH2"
"2370","YKL117W","SBA1"
"2371","YKL116C","PRR1"
"2372","YKL114C","APN1"
"2373","YKL113C","RAD27"
"2374","YKL112W","ABF1"
"2375","YKL110C","KTI12"
"2376","YKL109W","HAP4"
"2377","YKL108W","SLD2"
"2378","YKL106W","AAT1"
"2379","YKL105C","SEG2"
"2380","YKL104C","GFA1"
"2381","YKL103C","APE1"
"2382","YKL101W","HSL1"
"2383","YKL100C","YPF1"
"2384","YKL099C","UTP11"
"2385","YKL098W","MTC2"
"2386","YKL096W-A","CWP2"
"2387","YKL096W","CWP1"
"2388","YKL095W","YJU2"
"2389","YKL094W","YJU3"
"2390","YKL093W","MBR1"
"2391","YKL092C","BUD2"
"2392","YKL090W","CUE2"
"2393","YKL089W","MIF2"
"2394","YKL088W","CAB3"
"2395","YKL087C","CYT2"
"2396","YKL086W","SRX1"
"2397","YKL085W","MDH1"
"2398","YKL084W","HOT13"
"2399","YKL082C","RRP14"
"2400","YKL081W","TEF4"
"2401","YKL080W","VMA5"
"2402","YKL079W","SMY1"
"2403","YKL078W","DHR2"
"2404","YKL076C","PSY1"
"2405","YKL074C","MUD2"
"2406","YKL073W","LHS1"
"2407","YKL072W","STB6"
"2408","YKL068W","NUP100"
"2409","YKL067W","YNK1"
"2410","YKL065C","YET1"
"2411","YKL064W","MNR2"
"2412","YKL062W","MSN4"
"2413","YKL061W","BLI1"
"2414","YKL060C","FBA1"
"2415","YKL059C","MPE1"
"2416","YKL058W","TOA2"
"2417","YKL057C","NUP120"
"2418","YKL056C","TMA19"
"2419","YKL055C","OAR1"
"2420","YKL054C","DEF1"
"2421","YKL053C-A","MDM35"
"2422","YKL052C","ASK1"
"2423","YKL051W","SFK1"
"2424","YKL049C","CSE4"
"2425","YKL048C","ELM1"
"2426","YKL047W","ANR2"
"2427","YKL046C","DCW1"
"2428","YKL045W","PRI2"
"2429","YKL044W","MMO1"
"2430","YKL043W","PHD1"
"2431","YKL042W","SPC42"
"2432","YKL041W","VPS24"
"2433","YKL040C","NFU1"
"2434","YKL039W","PTM1"
"2435","YKL038W","RGT1"
"2436","YKL037W","AIM26"
"2437","YKL035W","UGP1"
"2438","YKL034W","TUL1"
"2439","YKL033W","TTI1"
"2440","YKL032C","IXR1"
"2441","YKL029C","MAE1"
"2442","YKL028W","TFA1"
"2443","YKL027W","TCD2"
"2444","YKL026C","GPX1"
"2445","YKL025C","PAN3"
"2446","YKL024C","URA6"
"2447","YKL022C","CDC16"
"2448","YKL021C","MAK11"
"2449","YKL020C","SPT23"
"2450","YKL019W","RAM2"
"2451","YKL018W","SWD2"
"2452","YKL017C","HCS1"
"2453","YKL016C","ATP7"
"2454","YKL015W","PUT3"
"2455","YKL014C","URB1"
"2456","YKL013C","ARC19"
"2457","YKL012W","PRP40"
"2458","YKL011C","CCE1"
"2459","YKL010C","UFD4"
"2460","YKL009W","MRT4"
"2461","YKL008C","LAC1"
"2462","YKL007W","CAP1"
"2463","YKL006W","RPL14A"
"2464","YKL006C-A","SFT1"
"2465","YKL005C","BYE1"
"2466","YKL004W","AUR1"
"2467","YKL003C","MRP17"
"2468","YKL002W","DID4"
"2469","YKL001C","MET14"
"2470","YJR161C","COS5"
"2471","YJR160C","MPH3"
"2472","YJR159W","SOR1"
"2473","YJR158W","HXT16"
"2474","YJR156C","THI11"
"2475","YJR155W","AAD10"
"2476","YJR153W","PGU1"
"2477","YJR152W","DAL5"
"2478","YJR151C","DAN4"
"2479","YJR150C","DAN1"
"2480","YJR148W","BAT2"
"2481","YJR147W","HMS2"
"2482","YJR145C","RPS4A"
"2483","YJR144W","MGM101"
"2484","YJR143C","PMT4"
"2485","YJR141W","IPA1"
"2486","YJR140C","HIR3"
"2487","YJR139C","HOM6"
"2488","YJR138W","IML1"
"2489","YJR137C","MET5"
"2490","YJR136C","TTI2"
"2491","YJR135W-A","TIM8"
"2492","YJR135C","MCM22"
"2493","YJR134C","SGM1"
"2494","YJR133W","XPT1"
"2495","YJR132W","NMD5"
"2496","YJR131W","MNS1"
"2497","YJR130C","STR2"
"2498","YJR129C","EFM3"
"2499","YJR127C","RSF2"
"2500","YJR126C","VPS70"
"2501","YJR125C","ENT3"
"2502","YJR123W","RPS5"
"2503","YJR122W","IBA57"
"2504","YJR121W","ATP2"
"2505","YJR119C","JHD2"
"2506","YJR118C","ILM1"
"2507","YJR117W","STE24"
"2508","YJR116W","TDA4"
"2509","YJR113C","RSM7"
"2510","YJR112W","NNF1"
"2511","YJR111C","PXP2"
"2512","YJR110W","YMR1"
"2513","YJR109C","CPA2"
"2514","YJR108W","ABM1"
"2515","YJR107W","LIH1"
"2516","YJR106W","ECM27"
"2517","YJR105W","ADO1"
"2518","YJR104C","SOD1"
"2519","YJR103W","URA8"
"2520","YJR102C","VPS25"
"2521","YJR101W","RSM26"
"2522","YJR100C","AIM25"
"2523","YJR099W","YUH1"
"2524","YJR097W","JJJ3"
"2525","YJR095W","SFC1"
"2526","YJR094W-A","RPL43B"
"2527","YJR094C","IME1"
"2528","YJR093C","FIP1"
"2529","YJR092W","BUD4"
"2530","YJR091C","JSN1"
"2531","YJR090C","GRR1"
"2532","YJR089W","BIR1"
"2533","YJR088C","EMC2"
"2534","YJR086W","STE18"
"2535","YJR083C","ACF4"
"2536","YJR082C","EAF6"
"2537","YJR080C","AIM24"
"2538","YJR078W","BNA2"
"2539","YJR077C","MIR1"
"2540","YJR076C","CDC11"
"2541","YJR075W","HOC1"
"2542","YJR074W","MOG1"
"2543","YJR073C","OPI3"
"2544","YJR072C","NPA3"
"2545","YJR070C","LIA1"
"2546","YJR069C","HAM1"
"2547","YJR068W","RFC2"
"2548","YJR067C","YAE1"
"2549","YJR066W","TOR1"
"2550","YJR065C","ARP3"
"2551","YJR064W","CCT5"
"2552","YJR063W","RPA12"
"2553","YJR062C","NTA1"
"2554","YJR060W","CBF1"
"2555","YJR059W","PTK2"
"2556","YJR058C","APS2"
"2557","YJR057W","CDC8"
"2558","YJR055W","HIT1"
"2559","YJR054W","KCH1"
"2560","YJR053W","BFA1"
"2561","YJR052W","RAD7"
"2562","YJR051W","OSM1"
"2563","YJR050W","ISY1"
"2564","YJR049C","UTR1"
"2565","YJR048W","CYC1"
"2566","YJR047C","ANB1"
"2567","YJR046W","TAH11"
"2568","YJR045C","SSC1"
"2569","YJR044C","VPS55"
"2570","YJR043C","POL32"
"2571","YJR042W","NUP85"
"2572","YJR041C","URB2"
"2573","YJR040W","GEF1"
"2574","YJR036C","HUL4"
"2575","YJR035W","RAD26"
"2576","YJR034W","PET191"
"2577","YJR033C","RAV1"
"2578","YJR032W","CPR7"
"2579","YJR031C","GEA1"
"2580","YJR030C","RBH2"
"2581","YJR025C","BNA1"
"2582","YJR024C","MDE1"
"2583","YJR022W","LSM8"
"2584","YJR021C","REC107"
"2585","YJR019C","TES1"
"2586","YJR017C","ESS1"
"2587","YJR016C","ILV3"
"2588","YJR014W","TMA22"
"2589","YJR013W","GPI14"
"2590","YJR010W","MET3"
"2591","YJR010C-A","SPC1"
"2592","YJR009C","TDH2"
"2593","YJR008W","MHO1"
"2594","YJR007W","SUI2"
"2595","YJR006W","POL31"
"2596","YJR005W","APL1"
"2597","YJR005C-A","LSO1"
"2598","YJR004C","SAG1"
"2599","YJR003C","MRX12"
"2600","YJR002W","MPP10"
"2601","YJR001W","AVT1"
"2602","YJL223C","PAU1"
"2603","YJL222W","VTH2"
"2604","YJL221C","IMA4"
"2605","YJL219W","HXT9"
"2606","YJL217W","REE1"
"2607","YJL216C","IMA5"
"2608","YJL214W","HXT8"
"2609","YJL212C","OPT1"
"2610","YJL210W","PEX2"
"2611","YJL209W","CBP1"
"2612","YJL208C","NUC1"
"2613","YJL207C","LAA1"
"2614","YJL205C","NCE101"
"2615","YJL204C","RCY1"
"2616","YJL203W","PRP21"
"2617","YJL201W","ECM25"
"2618","YJL200C","ACO2"
"2619","YJL199C","MBB1"
"2620","YJL198W","PHO90"
"2621","YJL197W","UBP12"
"2622","YJL196C","ELO1"
"2623","YJL194W","CDC6"
"2624","YJL192C","SOP4"
"2625","YJL191W","RPS14B"
"2626","YJL190C","RPS22A"
"2627","YJL189W","RPL39"
"2628","YJL188C","BUD19"
"2629","YJL187C","SWE1"
"2630","YJL186W","MNN5"
"2631","YJL185C","ATG36"
"2632","YJL184W","GON7"
"2633","YJL183W","MNN11"
"2634","YJL181W","RBH1"
"2635","YJL180C","ATP12"
"2636","YJL179W","PFD1"
"2637","YJL178C","ATG27"
"2638","YJL177W","RPL17B"
"2639","YJL176C","SWI3"
"2640","YJL174W","KRE9"
"2641","YJL173C","RFA3"
"2642","YJL172W","CPS1"
"2643","YJL171C","TOH1"
"2644","YJL170C","ASG7"
"2645","YJL168C","SET2"
"2646","YJL167W","ERG20"
"2647","YJL166W","QCR8"
"2648","YJL165C","HAL5"
"2649","YJL164C","TPK1"
"2650","YJL162C","JJJ2"
"2651","YJL161W","FMP33"
"2652","YJL160C","PIR5"
"2653","YJL159W","HSP150"
"2654","YJL158C","CIS3"
"2655","YJL157C","FAR1"
"2656","YJL156C","SSY5"
"2657","YJL155C","FBP26"
"2658","YJL154C","VPS35"
"2659","YJL153C","INO1"
"2660","YJL151C","SNA3"
"2661","YJL149W","DAS1"
"2662","YJL148W","RPA34"
"2663","YJL147C","MRX5"
"2664","YJL146W","IDS2"
"2665","YJL145W","SFH5"
"2666","YJL143W","TIM17"
"2667","YJL142C","IRC9"
"2668","YJL141C","YAK1"
"2669","YJL140W","RPB4"
"2670","YJL139C","YUR1"
"2671","YJL138C","TIF2"
"2672","YJL137C","GLG2"
"2673","YJL136C","RPS21B"
"2674","YJL134W","LCB3"
"2675","YJL133W","MRS3"
"2676","YJL131C","AIM23"
"2677","YJL130C","URA2"
"2678","YJL129C","TRK1"
"2679","YJL128C","PBS2"
"2680","YJL127C","SPT10"
"2681","YJL126W","NIT2"
"2682","YJL125C","GCD14"
"2683","YJL124C","LSM1"
"2684","YJL123C","MTC1"
"2685","YJL122W","ALB1"
"2686","YJL121C","RPE1"
"2687","YJL117W","PHO86"
"2688","YJL116C","NCA3"
